Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Bhambri Y.,6.0,317.0,4675.0,151.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.01,23.0,1.01,13.0,1.01,21.0,1.02,22.73,1.03,31.0,1.02,16.81
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Russell M.,22.0,156.0,1669.0,325.0,6.0,3.0,6.0,3.0,5.0,7.0,6.0,0.0,,,3.0,1.0,Completed,1.12,6.0,1.11,6.0,1.1,6.5,1.11,8.04,1.15,8.04,1.11,6.41
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Duckworth J.,Kavcic B.,120.0,102.0,468.0,545.0,6.0,2.0,5.0,7.0,7.0,6.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,2.37,1.53,2.3,1.6,2.2,1.62,2.4,1.65,2.51,1.7,2.35,1.58
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Gabashvili T.,78.0,67.0,658.0,730.0,6.0,2.0,6.0,7.0,3.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.5,2.5,1.5,2.45,1.53,2.38,1.56,2.59,1.56,2.7,1.52,2.48
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Falla A.,7.0,101.0,4660.0,547.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,17.0,1.02,11.5,1.02,15.0,1.03,20.0,1.03,21.0,1.02,14.92
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Youzhny M.,3.0,49.0,6585.0,850.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.14,5.5,1.13,5.25,1.14,5.5,1.16,6.27,1.18,6.27,1.14,5.41
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Tomic B.,Kamke T.,66.0,95.0,737.0,560.0,7.0,5.0,6.0,7.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.1,7.0,1.1,6.25,1.1,7.0,1.14,6.9,1.14,8.0,1.1,6.7
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Smyczek T.,Saville L.,112.0,164.0,502.0,313.0,7.0,6.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.3,3.4,1.3,3.4,1.33,3.25,1.3,3.89,1.44,3.89,1.32,3.3
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Rosol L.,De Schepper K.,30.0,94.0,1210.0,565.0,4.0,6.0,6.0,2.0,6.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.57,2.25,1.7,2.1,1.73,2.0,1.68,2.34,1.73,2.4,1.65,2.2
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Mayer L.,Millman J.,26.0,151.0,1389.0,348.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.57,2.25,1.68,2.15,1.67,2.1,1.68,2.33,1.68,2.35,1.64,2.23
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Mathieu P.H.,24.0,93.0,1415.0,570.0,6.0,2.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.18,4.5,1.18,4.4,1.2,4.33,1.25,4.46,1.25,4.7,1.21,4.32
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Struff J.L.,106.0,57.0,520.0,801.0,6.0,4.0,4.0,6.0,3.0,6.0,6.0,3.0,7.0,5.0,3.0,2.0,Completed,2.75,1.4,2.6,1.48,2.62,1.44,2.64,1.55,2.79,1.55,2.63,1.47
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Roger-Vasselin E.,Robredo T.,119.0,17.0,470.0,2015.0,2.0,3.0,,,,,,,,,0.0,0.0,Retired,3.75,1.25,3.5,1.28,3.4,1.3,4.11,1.28,4.11,1.31,3.66,1.27
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Estrella Burgos V.,108.0,77.0,514.0,659.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.4,2.75,1.45,2.7,1.4,2.75,1.42,3.14,1.54,3.14,1.42,2.78
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Groth S.,Krajinovic F.,82.0,97.0,625.0,558.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.3,3.4,1.35,3.0,1.36,3.25,1.42,3.14,1.42,3.4,1.35,3.14
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Bolelli S.,Monaco J.,48.0,63.0,864.0,770.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.57,2.25,1.52,2.45,1.53,2.38,1.69,2.3,1.69,2.55,1.57,2.35
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Vesely J.,54.0,39.0,826.0,985.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.66,2.1,1.68,2.1,1.67,2.1,1.79,2.14,1.79,2.25,1.71,2.1
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Gulbis E.,147.0,13.0,361.0,2455.0,5.0,7.0,6.0,0.0,1.0,6.0,7.0,6.0,8.0,6.0,3.0,2.0,Completed,2.37,1.53,2.35,1.55,2.25,1.57,2.4,1.65,2.5,1.65,2.34,1.58
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Lu Y.H.,2.0,47.0,9875.0,888.0,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.02,17.0,1.01,13.0,1.02,17.0,1.03,20.0,1.03,21.0,1.02,14.85
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Jaziri M.,Kukushkin M.,75.0,51.0,676.0,847.0,6.0,2.0,6.0,3.0,2.0,6.0,7.0,6.0,,,3.0,1.0,Completed,2.75,1.4,2.55,1.48,2.5,1.5,2.88,1.48,3.0,1.5,2.71,1.44
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Bemelmans R.,27.0,173.0,1365.0,293.0,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.22,4.0,1.28,3.5,1.29,3.5,1.28,4.14,1.32,4.2,1.26,3.77
ATP,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Delbonis F.,53.0,62.0,830.0,775.0,7.0,6.0,3.0,6.0,6.0,3.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.16,5.0,1.17,4.75,1.17,5.0,1.2,5.24,1.2,5.5,1.17,4.89
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez A.,Fognini F.,107.0,18.0,519.0,1790.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,3.0,1.36,3.2,1.33,3.4,1.3,3.25,1.4,3.4,1.4,3.16,1.35
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Kudla D.,14.0,123.0,2130.0,452.0,3.0,6.0,6.0,2.0,4.0,6.0,6.0,2.0,10.0,8.0,3.0,2.0,Completed,1.22,4.0,1.28,3.5,1.25,3.75,1.3,3.89,1.33,4.08,1.27,3.67
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Rola B.,36.0,80.0,1043.0,632.0,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.22,4.0,1.28,3.5,1.25,3.75,1.27,4.22,1.3,4.22,1.25,3.82
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Nishikori K.,Almagro N.,5.0,69.0,5025.0,700.0,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.07,9.0,1.08,7.0,1.08,8.0,1.09,9.42,1.12,9.5,1.08,7.57
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Johnson S.,Edmund K.,38.0,192.0,993.0,260.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.16,5.0,1.2,4.3,1.2,4.33,1.21,5.12,1.29,5.14,1.2,4.48
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Gojowczyk P.,37.0,96.0,1020.0,559.0,6.0,7.0,7.0,5.0,6.0,4.0,1.0,0.0,,,2.0,1.0,Retired,2.1,1.66,2.1,1.7,2.0,1.73,2.4,1.65,2.45,1.77,2.14,1.69
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Giraldo S.,Hernych J.,32.0,201.0,1175.0,244.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.61,2.2,1.68,2.15,1.67,2.1,1.7,2.3,1.73,2.33,1.65,2.2
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Puetz T.,56.0,183.0,809.0,275.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.3,3.4,1.35,3.1,1.36,3.0,1.36,3.48,1.44,3.53,1.34,3.19
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Ward J.,33.0,103.0,1135.0,539.0,2.0,6.0,6.0,0.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.18,4.5,1.18,4.5,1.2,4.33,1.24,4.65,1.27,4.8,1.2,4.4
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Marchenko I.,8.0,144.0,4575.0,375.0,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.05,11.0,1.06,8.5,1.05,10.0,1.05,14.0,1.08,14.05,1.05,10.36
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Ilhan M.,4.0,100.0,5370.0,553.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,19.0,1.02,11.0,1.02,15.0,1.02,22.91,1.04,22.91,1.02,14.91
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Haider-Maurer A.,Lokoli L.,79.0,259.0,651.0,191.0,6.0,4.0,7.0,5.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.5,2.5,1.5,2.5,1.53,2.38,1.51,2.78,1.53,2.79,1.48,2.59
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Robert S.,58.0,132.0,790.0,421.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.1,1.66,2.05,1.72,2.0,1.73,2.35,1.67,2.35,1.75,2.18,1.66
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Dodig I.,Souza J.,86.0,115.0,610.0,488.0,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.22,4.0,1.22,4.0,1.25,3.75,1.24,4.65,1.26,4.65,1.22,4.11
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Wang J.,21.0,118.0,1685.0,485.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,5.0,1.18,4.5,1.14,5.0,1.24,4.64,1.24,5.5,1.18,4.68
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Bautista R.,Thiem D.,16.0,40.0,2110.0,977.0,4.0,6.0,6.0,2.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.4,2.75,1.42,2.8,1.4,2.75,1.48,2.86,1.51,3.0,1.43,2.75
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Carreno-Busta P.,42.0,52.0,964.0,841.0,6.0,4.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.4,2.75,1.45,2.7,1.44,2.62,1.68,2.34,1.68,2.79,1.5,2.53
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Haase R.,20.0,83.0,1730.0,620.0,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,5.0,1.2,4.3,1.2,4.33,1.2,5.31,1.22,5.31,1.18,4.63
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Bedene A.,1.0,116.0,11405.0,487.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.01,26.0,1.01,13.0,1.01,26.0,1.01,28.27,1.02,42.25,1.01,21.16
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Bellucci T.,10.0,65.0,4145.0,753.0,6.0,7.0,6.0,2.0,6.0,0.0,6.0,3.0,,,3.0,1.0,Completed,1.05,11.0,1.06,8.5,1.05,8.5,1.06,11.45,1.07,11.5,1.05,9.55
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Bachinger M.,Cuevas P.,142.0,29.0,378.0,1227.0,7.0,6.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,2.0,1.72,2.2,1.65,2.0,1.73,1.8,2.13,2.21,2.13,2.02,1.78
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Soeda G.,Ymer E.,92.0,212.0,571.0,230.0,1.0,6.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.9,1.8,1.82,1.9,1.8,1.91,1.93,1.97,1.95,2.0,1.87,1.89
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Copil M.,Andujar P.,194.0,43.0,254.0,950.0,6.0,2.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,2.25,1.57,2.15,1.65,2.0,1.73,2.1,1.81,2.3,1.81,2.09,1.72
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Golubev A.,72.0,73.0,693.0,691.0,6.0,1.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.53,2.37,1.52,2.45,1.53,2.38,1.65,2.4,1.66,2.65,1.57,2.38
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Stakhovsky S.,Lajovic D.,71.0,68.0,699.0,711.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.5,2.5,1.5,2.5,1.53,2.38,1.54,2.66,1.56,2.66,1.52,2.49
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Janowicz J.,Moriya H.,44.0,146.0,925.0,366.0,7.0,6.0,2.0,6.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,1.08,8.0,1.12,5.5,1.11,6.0,1.11,8.04,1.13,8.07,1.1,6.64
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Kuznetsov An.,Ramos-Vinolas A.,88.0,61.0,595.0,780.0,6.0,1.0,3.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.53,2.37,1.58,2.35,1.62,2.2,1.67,2.36,1.67,2.5,1.6,2.3
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Becker B.,Benneteau J.,41.0,25.0,973.0,1390.0,7.0,5.0,5.0,7.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,3.0,1.36,3.1,1.35,3.0,1.36,3.1,1.43,3.31,1.43,3.07,1.36
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Lorenzi P.,Dolgopolov O.,64.0,23.0,759.0,1455.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.66,2.1,,,,,,,1.66,2.1,1.66,2.1
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Zhang Z.,87.0,187.0,595.0,271.0,6.0,3.0,1.0,6.0,6.0,0.0,6.0,4.0,,,3.0,1.0,Completed,1.25,3.75,1.3,3.4,1.29,3.75,1.32,3.72,1.34,3.75,1.3,3.46
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Pospisil V.,Querrey S.,60.0,35.0,785.0,1090.0,6.0,3.0,6.0,7.0,2.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.72,2.0,1.72,2.05,1.73,2.0,1.81,2.11,1.81,2.2,1.75,2.05
ATP,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Pouille L.,19.0,117.0,1770.0,486.0,6.0,7.0,3.0,6.0,6.0,4.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.18,4.5,1.22,4.0,1.2,4.5,1.22,4.85,1.24,4.85,1.21,4.37
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Melzer J.,7.0,108.0,4660.0,514.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,13.0,1.06,8.5,1.06,8.0,1.05,13.0,1.07,13.5,1.05,10.33
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Baghdatis M.,Goffin D.,78.0,22.0,658.0,1669.0,6.0,1.0,6.0,4.0,4.0,6.0,6.0,0.0,,,3.0,1.0,Completed,3.0,1.36,2.9,1.38,3.0,1.36,3.12,1.42,3.12,1.42,2.99,1.38
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Troicki V.,Mayer L.,54.0,26.0,826.0,1389.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,0.0,,,3.0,1.0,Completed,1.66,2.1,1.62,2.25,1.57,2.25,1.8,2.13,1.8,2.42,1.64,2.23
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Sousa J.,Klizan M.,55.0,34.0,822.0,1133.0,4.0,6.0,7.0,6.0,6.0,4.0,1.0,0.0,,,2.0,1.0,Retired,3.0,1.36,2.8,1.42,2.75,1.4,2.97,1.45,3.04,1.45,2.86,1.41
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Duckworth J.,28.0,120.0,1350.0,468.0,6.0,2.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.07,9.0,1.08,7.5,1.08,7.0,1.13,7.04,1.13,9.35,1.09,7.25
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Matosevic M.,6.0,81.0,4675.0,628.0,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,15.0,1.04,10.0,1.03,12.0,1.03,18.0,1.05,18.0,1.03,12.97
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Anderson K.,Berankis R.,15.0,85.0,2125.0,615.0,6.0,2.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.3,3.4,1.3,3.2,1.29,3.5,1.34,3.56,1.35,3.6,1.31,3.39
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Lacko L.,11.0,99.0,3645.0,553.0,6.0,3.0,6.0,7.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.06,10.0,1.07,8.0,1.06,9.0,1.08,10.15,1.08,10.15,1.06,8.96
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Bolelli S.,2.0,48.0,9875.0,864.0,3.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.02,17.0,1.02,11.0,1.02,15.0,1.03,18.0,1.03,24.0,1.02,14.29
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Chardy J.,46.0,31.0,915.0,1195.0,7.0,5.0,3.0,6.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,2.62,1.44,2.45,1.52,2.5,1.5,2.58,1.57,2.8,1.57,2.59,1.49
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Sela D.,Rosol L.,106.0,30.0,520.0,1210.0,7.0,6.0,5.0,7.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,1.72,2.0,2.0,1.75,1.83,1.83,1.88,2.02,2.1,2.02,1.87,1.9
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Kyrgios N.,Karlovic I.,53.0,27.0,830.0,1365.0,7.0,6.0,6.0,4.0,5.0,7.0,6.0,4.0,,,3.0,1.0,Completed,2.2,1.61,2.3,1.58,2.25,1.57,2.29,1.7,2.41,1.71,2.25,1.62
ATP,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Jaziri M.,Roger-Vasselin E.,75.0,119.0,676.0,470.0,1.0,6.0,6.0,3.0,6.0,4.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,2.5,1.5,2.6,1.45,2.5,1.5,2.66,1.54,2.66,1.55,2.55,1.5
