Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Ebden M.,12.0,251.0,2610.0,183.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.07,7.5,1.09,6.75,1.083,7.0,1.123,7.72,1.063,7.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Cuevas P.,46.0,48.0,905.0,905.0,6.0,1.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.33,3.25,1.28,3.61,1.364,3.0,1.362,3.5,1.364,3.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Lindahl N.,132.0,235.0,398.0,191.0,6.0,2.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.28,3.5,1.28,3.49,1.3,3.4,1.314,3.86,1.333,3.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Santoro F.,14.0,67.0,2430.0,645.0,7.0,5.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.03,11.0,1.04,9.25,1.03,10.0,1.047,15.0,1.013,15.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Querrey S.,107.0,29.0,505.0,1240.0,6.0,3.0,2.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,4.0,1.22,4.25,1.2,4.0,1.222,4.04,1.295,3.75,1.222,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Garcia-Lopez G.,19.0,44.0,1765.0,954.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.25,3.75,1.25,3.7,1.2,4.33,1.325,3.78,1.2,4.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kunitsyn I.,Acasuso J.,100.0,51.0,525.0,870.0,6.0,1.0,2.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,2.1,1.66,2.1,1.7,2.1,1.667,2.14,1.813,1.909,1.8,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Kindlmann D.,6.0,175.0,4930.0,278.0,6.0,1.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.0,21.0,1.02,11.5,1.01,17.0,1.02,31.0,1.02,11.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Ilhan M.,Grosjean S.,154.0,564.0,322.0,46.0,6.0,4.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,2.37,1.53,2.35,1.58,2.2,1.61,2.55,1.595,2.2,1.62,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Guez D.,43.0,133.0,969.0,381.0,0.0,6.0,6.0,4.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.22,4.0,1.23,3.89,1.25,3.75,1.27,4.3,1.222,3.75,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Lacko L.,Mayer L.,75.0,69.0,612.0,637.0,6.0,4.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,2.5,1.5,2.5,1.5,2.5,1.5,2.43,1.645,2.5,1.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Serra F.,Melzer J.,64.0,27.0,665.0,1260.0,6.0,1.0,6.0,7.0,6.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,2.37,1.53,2.15,1.65,2.25,1.571,2.39,1.662,2.25,1.571,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Gabashvili T.,35.0,102.0,1086.0,518.0,6.0,3.0,7.0,5.0,4.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.2,4.33,1.18,4.55,1.22,4.0,1.238,4.72,1.2,3.75,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Clement A.,45.0,55.0,935.0,797.0,7.0,5.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.33,3.25,1.38,2.95,1.364,3.0,1.345,3.62,1.4,2.75,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Soderling R.,113.0,8.0,483.0,3410.0,5.0,7.0,2.0,6.0,6.0,4.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,6.0,1.11,5.2,1.14,5.5,1.12,6.46,1.156,5.0,1.143,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Zeballos H.,26.0,50.0,1260.0,899.0,6.0,1.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.2,4.33,1.23,3.89,1.222,4.0,1.239,4.7,1.182,4.333,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Gicquel M.,Bolelli S.,57.0,98.0,775.0,529.0,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.44,2.62,1.49,2.5,1.444,2.625,1.426,3.14,1.444,2.625,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Andreev I.,1.0,37.0,10550.0,1030.0,4.0,6.0,6.0,2.0,7.0,6.0,6.0,0.0,,,3.0,1.0,Completed,1.01,15.0,1.02,11.5,1.015,13.0,1.022,26.0,1.013,13.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kubot L.,Zverev M.,86.0,78.0,573.0,590.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.4,2.75,1.37,2.92,1.444,2.625,1.552,2.66,1.444,2.625,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Lapentti N.,30.0,94.0,1220.0,540.0,4.0,6.0,6.0,3.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,1.22,4.0,1.23,3.89,1.25,3.75,1.305,3.95,1.25,3.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Giraldo S.,Robredo T.,114.0,16.0,483.0,2175.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,6.5,1.1,5.9,1.11,6.0,1.111,8.53,1.108,5.5,1.125,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Ram R.,134.0,84.0,377.0,578.0,4.0,6.0,6.0,3.0,5.0,7.0,6.0,1.0,6.0,3.0,3.0,2.0,Completed,1.44,2.62,1.45,2.6,1.533,2.375,1.435,3.1,1.444,2.625,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Veic A.,Koellerer D.,224.0,73.0,208.0,617.0,6.0,4.0,3.0,6.0,6.0,7.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,2.25,1.57,,,2.2,1.615,2.38,1.667,2.25,1.571,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Monaco J.,Gulbis E.,33.0,82.0,1170.0,580.0,6.0,3.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,2.25,1.57,2.2,1.65,2.2,1.615,2.36,1.676,2.1,1.667,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Marchenko I.,Moya C.,119.0,509.0,455.0,55.0,7.0,6.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.8,1.9,1.7,2.1,1.727,2.0,1.82,2.13,1.833,1.833,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Greul S.,17.0,61.0,1855.0,739.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,1.16,4.5,1.17,4.67,1.2,4.333,1.235,4.76,1.167,4.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Stakhovsky S.,10.0,62.0,2875.0,708.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.08,7.0,1.08,7.0,1.071,7.5,1.129,7.47,1.125,5.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Lorenzi P.,31.0,83.0,1215.0,580.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,11.0,1.05,8.5,1.05,8.5,1.043,16.25,1.03,10.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Gil F.,18.0,68.0,1825.0,645.0,6.0,0.0,6.0,0.0,2.0,0.0,,,,,2.0,0.0,Retired,1.08,7.0,1.09,6.75,1.111,6.0,1.121,7.83,1.125,5.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Harrison R.,36.0,341.0,1060.0,119.0,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.062,8.0,1.05,8.5,1.07,7.5,1.182,5.1,1.08,6.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Dodig I.,Ferrero J.C.,185.0,23.0,260.0,1555.0,2.0,6.0,1.0,6.0,6.0,4.0,6.0,1.0,6.0,1.0,3.0,2.0,Completed,3.5,1.28,3.14,1.33,3.5,1.286,3.72,1.332,3.25,1.286,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Vassallo-Arguello M.,72.0,96.0,627.0,535.0,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,2.75,1.45,2.6,1.444,2.625,1.455,3.01,1.364,2.875,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Falla A.,Daniel M.,77.0,88.0,594.0,565.0,7.0,5.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.25,3.75,1.28,3.49,1.25,3.75,1.275,4.25,1.286,3.25,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Fognini F.,79.0,56.0,588.0,790.0,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.4,2.75,1.39,2.84,1.4,2.75,1.407,3.24,1.4,2.75,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Hajek J.,Ginepri R.,92.0,99.0,546.0,529.0,7.0,6.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,3.5,1.28,3.1,1.35,2.875,1.364,3.63,1.344,3.0,1.333,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Hanescu V.,Chela J.I.,47.0,76.0,905.0,611.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.5,2.5,1.35,3.2,1.53,2.38,1.498,2.84,1.533,2.375,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Montanes A.,Hernandez O.,32.0,71.0,1185.0,633.0,7.0,6.0,2.0,2.0,,,,,,,1.0,0.0,Retired,1.22,4.0,1.28,3.45,1.25,3.75,1.247,4.6,1.25,3.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Becker B.,Zemlja G.,38.0,169.0,1016.0,291.0,7.0,6.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.4,2.75,1.38,2.92,1.4,2.75,1.476,2.92,1.4,2.75,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Gasquet R.,20.0,52.0,1690.0,865.0,6.0,7.0,4.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,2.1,1.66,2.16,1.64,2.2,1.615,2.2,1.769,2.1,1.727,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Hocevar R.,22.0,194.0,1600.0,245.0,6.0,1.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.01,13.0,1.03,10.5,1.015,13.0,1.025,21.0,1.03,10.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Chiudinelli M.,Matosevic M.,58.0,180.0,775.0,270.0,7.0,6.0,7.0,6.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.22,4.0,1.25,3.75,1.286,3.5,1.275,4.24,1.25,3.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Robert S.,Starace P.,104.0,63.0,515.0,707.0,6.0,3.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,2.25,1.57,2.15,1.65,2.1,1.667,2.36,1.676,2.2,1.615,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Rochus C.,195.0,85.0,244.0,575.0,1.0,6.0,7.0,5.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.66,2.1,1.7,2.1,1.667,2.1,1.833,2.11,1.667,2.1,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Gimeno-Traver D.,3.0,74.0,8310.0,613.0,7.0,5.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,15.0,1.01,14.32,1.01,17.0,1.015,41.0,1.01,17.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Berrer M.,Vliegen K.,66.0,112.0,653.0,485.0,6.0,1.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.22,4.0,1.21,4.15,1.286,3.5,1.29,4.09,1.286,3.25,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Chardy J.,103.0,34.0,515.0,1090.0,6.0,2.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,3.0,1.36,3.15,1.33,3.4,1.3,3.14,1.426,3.25,1.286,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Almagro N.,Malisse X.,25.0,93.0,1305.0,541.0,7.0,6.0,6.0,4.0,2.0,6.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,1.9,1.8,1.87,1.87,1.833,1.833,2.04,1.885,1.8,1.909,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Gonzalez F.,Ilhan M.,11.0,154.0,2870.0,322.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.02,12.0,1.04,9.25,1.05,8.5,1.055,13.65,1.05,8.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Bellucci T.,7.0,35.0,4510.0,1086.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.05,9.0,1.07,7.25,1.063,8.0,1.083,10.25,1.063,7.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Korolev E.,Berdych T.,53.0,21.0,860.0,1680.0,6.0,4.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,4.0,1.22,3.7,1.25,4.333,1.2,4.18,1.282,4.0,1.2,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Schuettler R.,46.0,107.0,905.0,505.0,6.0,3.0,2.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.4,2.75,1.43,2.69,1.4,2.75,1.417,3.19,1.364,2.875,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,Odesnik W.,26.0,89.0,1260.0,559.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.25,3.75,1.26,3.65,1.286,3.5,1.313,3.88,1.364,2.875,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Lacko L.,2.0,75.0,9310.0,612.0,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.0,21.0,1.01,13.5,1.01,17.0,1.018,36.0,1.005,21.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Sorensen L.,28.0,284.0,1260.0,156.0,6.0,3.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,Completed,1.11,6.0,1.14,5.2,1.111,6.0,1.174,5.96,1.125,5.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Ljubicic I.,Golubev A.,24.0,131.0,1405.0,407.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.5,2.5,1.48,2.53,1.444,2.625,1.61,2.51,1.444,2.625,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Kunitsyn I.,19.0,100.0,1765.0,525.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.12,5.5,1.13,5.5,1.125,5.5,1.156,6.46,1.167,4.5,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Veic A.,12.0,224.0,2610.0,208.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.04,10.0,1.05,7.75,1.04,9.0,1.044,16.0,1.05,8.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Mayer F.,Troicki V.,60.0,30.0,746.0,1220.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,2.75,1.4,2.85,1.4,2.75,1.4,3.28,1.4,2.75,1.4,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Serra F.,Nieminen J.,64.0,132.0,665.0,398.0,3.0,6.0,6.0,4.0,5.0,7.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,1.72,2.0,1.8,1.95,1.727,2.0,1.769,2.2,1.8,1.909,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Del Potro J.M.,Blake J.,5.0,45.0,6580.0,935.0,6.0,4.0,6.0,7.0,5.0,7.0,6.0,3.0,7.0,6.0,3.0,2.0,Completed,1.2,4.33,1.33,3.2,1.25,3.75,1.299,4.01,1.2,4.0,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Karlovic I.,Benneteau J.,39.0,43.0,1015.0,969.0,2.0,6.0,6.0,1.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.57,2.25,1.6,2.3,1.571,2.25,1.676,2.36,1.571,2.25,,,,
ATP,2010,6,Melbourne,Australian Open,2010-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Gicquel M.,4.0,57.0,6780.0,775.0,6.0,1.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.01,15.0,1.03,10.5,1.02,11.0,1.025,21.0,1.02,13.0,,,,
