Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
ATP,2008,37,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Hewitt L.,Bolelli S.,27.0,46.0,1050.0,763.0,6.0,1.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.22,4.0,1.3,3.55,1.25,3.75,1.351,3.65,1.25,3.8
ATP,2008,37,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Gicquel M.,1.0,53.0,6900.0,724.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.005,34.0,1.01,16.0,1.005,21.0,1.011,66.0,1.01,30.0
ATP,2008,37,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Verdasco F.,Berdych T.,18.0,20.0,1300.0,1290.0,6.0,4.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,2.0,1.72,1.9,1.9,2.0,1.727,2.01,1.901,1.9,1.86
ATP,2008,37,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Lopez F.,Reynolds B.,35.0,102.0,950.0,439.0,6.0,4.0,7.0,5.0,4.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.28,3.5,1.3,3.55,1.28,3.5,1.35,3.66,1.26,3.7
ATP,2008,37,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Wawrinka S.,Zverev M.,9.0,92.0,1615.0,477.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Retired,1.2,4.33,1.25,3.97,1.3,3.4,1.249,4.62,1.27,3.6
ATP,2008,37,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Baghdatis M.,Stadler S.,25.0,172.0,1090.0,233.0,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.11,6.0,1.15,5.6,1.167,4.5,1.141,7.4,1.15,5.2
ATP,2008,37,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Ancic M.,Ferrer D.,43.0,5.0,845.0,3005.0,6.0,4.0,6.0,4.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,2.25,1.57,2.3,1.65,2.25,1.571,2.36,1.685,2.15,1.67
ATP,2008,37,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Safin M.,Seppi A.,75.0,30.0,530.0,1015.0,7.0,6.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.33,3.25,1.36,3.17,1.364,3.0,1.365,3.54,1.37,3.0
ATP,2008,37,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Schuettler R.,Garcia-Lopez G.,94.0,104.0,472.0,437.0,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.8,1.9,1.75,2.05,1.833,1.833,1.73,2.27,1.77,2.0
ATP,2008,37,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Clement A.,Melzer J.,145.0,72.0,317.0,539.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.72,2.0,1.83,1.98,1.833,1.833,1.833,2.1,1.77,2.0
ATP,2008,37,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Tipsarevic J.,Tursunov D.,40.0,33.0,858.0,968.0,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.53,2.37,1.61,2.32,1.667,2.1,1.625,2.5,1.6,2.3
ATP,2008,37,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Gasquet R.,Simon G.,10.0,29.0,1610.0,1030.0,6.0,3.0,6.0,3.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.14,5.0,1.2,4.55,1.167,4.5,1.171,6.35,1.16,5.0
ATP,2008,37,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Murray A.,Haas T.,11.0,38.0,1555.0,900.0,6.0,4.0,6.0,7.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.36,3.0,1.38,3.07,1.364,3.0,1.426,3.15,1.4,2.85
ATP,2008,37,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Youzhny M.,Stepanek R.,17.0,15.0,1305.0,1360.0,7.0,5.0,6.0,7.0,6.0,4.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,2.37,1.53,2.38,1.59,2.1,1.667,2.53,1.613,2.26,1.61
ATP,2008,37,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Cilic M.,Mathieu P.H.,55.0,16.0,705.0,1345.0,6.0,7.0,6.0,3.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,2.1,1.66,2.1,1.75,2.0,1.727,2.31,1.709,2.07,1.72
ATP,2008,37,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,3,Nadal R.,Kiefer N.,2.0,32.0,5755.0,970.0,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.06,8.0,1.09,7.33,1.083,7.0,1.098,9.25,1.08,7.5
ATP,2008,37,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Ancic M.,Verdasco F.,43.0,18.0,845.0,1300.0,3.0,6.0,4.0,6.0,6.0,3.0,6.0,4.0,7.0,6.0,3.0,2.0,Completed,1.44,2.62,1.5,2.55,1.444,2.625,1.481,2.88,1.56,2.36
ATP,2008,37,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Hewitt L.,1.0,27.0,6900.0,1050.0,7.0,6.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.01,13.0,1.05,10.5,1.03,10.0,1.061,14.0,1.03,12.0
ATP,2008,37,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Lopez F.,Baghdatis M.,35.0,25.0,950.0,1090.0,5.0,7.0,6.0,2.0,3.0,6.0,7.0,6.0,7.0,6.0,3.0,2.0,Completed,3.0,1.36,3.0,1.4,2.75,1.4,3.14,1.427,3.0,1.37
ATP,2008,37,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Schuettler R.,Tipsarevic J.,94.0,40.0,472.0,858.0,6.0,4.0,3.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,4.5,1.16,4.35,1.2,4.0,1.222,5.15,1.22,4.35,1.2
ATP,2008,37,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Youzhny M.,2.0,17.0,5755.0,1305.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.07,7.5,1.1,6.75,1.071,7.5,1.119,8.6,1.14,5.5
ATP,2008,37,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Murray A.,Gasquet R.,11.0,10.0,1555.0,1610.0,5.0,7.0,3.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.61,2.2,1.65,2.25,1.667,2.1,1.69,2.35,1.72,2.07
ATP,2008,37,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Clement A.,Cilic M.,145.0,55.0,317.0,705.0,6.0,3.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,3.0,1.36,2.65,1.49,2.75,1.4,2.9,1.476,2.75,1.43
ATP,2008,37,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Safin M.,Wawrinka S.,75.0,9.0,530.0,1615.0,6.0,4.0,6.0,3.0,5.0,7.0,6.0,1.0,,,3.0,1.0,Completed,2.0,1.72,1.9,1.9,2.0,1.727,2.07,1.855,1.96,1.8
ATP,2008,37,London,Wimbledon,2008-07-02,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Ancic M.,1.0,43.0,6900.0,845.0,6.0,1.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.05,11.0,1.04,12.0,1.04,9.0,1.064,13.65,1.04,12.0
ATP,2008,37,London,Wimbledon,2008-07-02,Grand Slam,Outdoor,Grass,Quarterfinals,5,Safin M.,Lopez F.,75.0,35.0,530.0,950.0,3.0,6.0,7.0,5.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.57,2.37,1.62,2.3,1.615,2.2,1.633,2.48,1.64,2.2
ATP,2008,37,London,Wimbledon,2008-07-02,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Murray A.,2.0,11.0,5755.0,1555.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,5.0,1.19,4.76,1.143,5.0,1.195,5.62,1.17,4.8
ATP,2008,37,London,Wimbledon,2008-07-03,Grand Slam,Outdoor,Grass,Quarterfinals,5,Schuettler R.,Clement A.,94.0,145.0,472.0,317.0,6.0,3.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,2.0,1.8,1.94,1.87,2.0,1.727,1.962,1.943,1.88,1.88
ATP,2008,37,London,Wimbledon,2008-07-04,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Safin M.,1.0,75.0,6900.0,530.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.05,10.0,1.07,8.66,1.04,9.0,1.05,15.2,1.06,9.5
ATP,2008,37,London,Wimbledon,2008-07-04,Grand Slam,Outdoor,Grass,Semifinals,5,Nadal R.,Schuettler R.,2.0,94.0,5755.0,472.0,6.0,1.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.005,29.0,1.01,13.5,1.01,15.0,1.04,16.2,1.01,25.0
ATP,2008,37,London,Wimbledon,2008-07-06,Grand Slam,Outdoor,Grass,The Final,5,Nadal R.,Federer R.,2.0,1.0,5755.0,6900.0,6.0,4.0,6.0,4.0,6.0,7.0,6.0,7.0,9.0,7.0,3.0,2.0,Completed,2.2,1.66,2.26,1.7,2.1,1.667,2.17,1.787,2.26,1.64
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Vassallo-Arguello M.,4.0,111.0,2865.0,444.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,13.0,1.04,12.0,1.04,9.0,1.048,17.0,1.02,15.0
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Cuevas P.,33.0,135.0,963.0,346.0,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.11,6.0,1.15,5.95,1.111,6.0,1.171,6.36,1.12,6.0
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Korolev E.,Soderling R.,98.0,34.0,475.0,960.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,5.0,1.14,4.55,1.2,4.5,1.167,5.1,1.222,4.6,1.18
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Nishikori K.,Monaco J.,126.0,32.0,386.0,970.0,6.0,2.0,6.0,2.0,5.0,7.0,6.0,2.0,,,3.0,1.0,Completed,2.25,1.57,2.27,1.64,2.25,1.571,2.36,1.685,2.18,1.65
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Granollers M.,16.0,51.0,1350.0,751.0,6.0,4.0,6.0,3.0,5.0,7.0,6.0,2.0,,,3.0,1.0,Completed,1.11,6.0,1.15,5.6,1.143,5.0,1.143,7.3,1.1,6.75
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Karanusic R.,Sweeting R.,100.0,277.0,471.0,129.0,7.0,5.0,7.0,5.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,2.2,1.61,2.1,1.75,2.1,1.667,2.09,1.84,2.13,1.68
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Acasuso J.,Berrer M.,52.0,99.0,736.0,475.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.61,2.2,1.7,2.16,1.615,2.2,1.813,2.13,1.75,2.03
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Odesnik W.,Fognini F.,114.0,83.0,424.0,536.0,2.0,6.0,6.0,0.0,4.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.5,2.5,1.6,2.4,1.615,2.2,1.571,2.65,1.58,2.32
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Bolelli S.,10.0,47.0,1670.0,840.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.16,4.5,1.2,4.55,1.2,4.333,1.244,4.7,1.17,4.8
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Daniel M.,7.0,82.0,1975.0,537.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.06,8.0,1.08,7.0,1.083,7.0,1.1,9.0,1.08,7.5
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Vanek J.,Bohli S.,123.0,133.0,392.0,353.0,3.0,6.0,6.0,3.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,3.4,1.3,3.3,1.35,3.0,1.364,3.3,1.4,3.0,1.37
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Phau B.,1.0,136.0,6700.0,343.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.005,21.0,1.01,16.0,1.005,21.0,1.011,66.0,1.01,30.0
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Gabashvili T.,38.0,85.0,911.0,517.0,6.0,3.0,5.0,7.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.44,2.62,1.55,2.45,1.444,2.625,1.546,2.73,1.58,2.32
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Beck A.,Isner J.,122.0,125.0,403.0,386.0,7.0,6.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,2.62,1.44,2.7,1.45,2.5,1.5,2.68,1.562,2.4,1.55
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Roitman S.,6.0,107.0,2415.0,455.0,6.0,3.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.0,21.0,1.02,13.5,1.02,11.0,1.025,28.5,1.02,15.0
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Golubev A.,Evans B.,161.0,190.0,270.0,210.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.61,2.2,,,,,,,,
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,De Heart R.,Rochus O.,261.0,68.0,142.0,604.0,7.0,6.0,5.0,7.0,6.0,4.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,4.0,1.22,3.81,1.27,3.5,1.286,3.76,1.327,4.0,1.23
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Horna L.,26.0,95.0,1055.0,484.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.12,5.5,1.2,4.75,1.125,5.5,1.2,5.5,1.14,5.5
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Ball C.,71.0,188.0,583.0,222.0,7.0,6.0,6.0,0.0,6.0,1.0,,,,,3.0,0.0,Completed,1.12,5.5,1.2,4.55,1.167,4.5,1.183,5.95,1.16,5.0
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Lopez F.,48.0,29.0,814.0,1020.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,1.72,2.0,1.8,2.05,1.727,2.0,1.84,2.09,1.77,2.0
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Hernandez O.,86.0,79.0,510.0,551.0,6.0,3.0,6.0,7.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,1.28,3.5,1.32,3.4,1.286,3.5,1.373,3.48,1.28,3.55
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Canas G.,17.0,53.0,1343.0,735.0,4.0,6.0,7.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.14,5.0,1.19,4.76,1.167,4.5,1.19,5.75,1.18,4.6
ATP,2008,51,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Darcis S.,Gremelmayr D.,62.0,74.0,675.0,562.0,6.0,1.0,6.0,7.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.25,1.57,2.3,1.6,2.1,1.667,2.18,1.781,2.22,1.63
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Young D.,9.0,102.0,1725.0,462.0,6.0,1.0,3.0,6.0,6.0,1.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.05,9.0,1.08,7.94,1.071,7.5,1.074,11.5,1.05,10.0
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Cipolla F.,Hernych J.,142.0,120.0,334.0,413.0,6.0,7.0,6.0,4.0,2.0,6.0,7.0,6.0,7.0,6.0,3.0,2.0,Completed,,,,,,,,,,
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Berdych T.,55.0,22.0,716.0,1210.0,6.0,3.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,4.0,1.22,3.46,1.31,3.5,1.286,4.0,1.303,3.7,1.26
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Serra F.,Schuettler R.,69.0,36.0,597.0,954.0,7.0,6.0,6.0,0.0,2.0,0.0,,,,,2.0,0.0,Retired,2.25,1.57,2.2,1.65,2.1,1.667,2.33,1.699,2.15,1.67
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Minar J.,14.0,303.0,1405.0,118.0,7.0,5.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.11,6.0,1.15,5.6,1.125,5.5,1.155,6.85,1.14,5.5
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Lu Y.H.,Lapentti N.,73.0,65.0,571.0,624.0,6.0,4.0,1.0,6.0,4.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,2.1,1.66,2.05,1.75,2.0,1.727,2.06,1.862,1.91,1.85
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Gasquet R.,39.0,12.0,905.0,1595.0,6.0,7.0,6.0,4.0,5.0,7.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,2.37,1.53,2.4,1.6,2.375,1.533,2.46,1.641,2.36,1.56
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Hrbaty D.,67.0,391.0,606.0,81.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.61,2.2,1.65,2.25,1.667,2.1,1.685,2.36,1.64,2.2
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Jenkins S.,37.0,196.0,930.0,204.0,6.0,3.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.28,3.5,1.3,3.53,1.286,3.5,1.333,3.7,1.26,3.7
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Devilder N.,Andujar P.,63.0,88.0,642.0,501.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.3,3.4,1.3,3.55,1.333,3.25,1.373,3.48,1.32,3.25
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Gil F.,80.0,90.0,542.0,495.0,3.0,6.0,6.0,3.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.72,2.0,1.65,2.2,1.667,2.1,1.806,2.14,1.74,2.04
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Lee H.T.,31.0,101.0,990.0,467.0,6.0,3.0,7.0,5.0,3.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.25,3.75,1.27,3.81,1.222,4.0,1.319,3.83,1.27,3.6
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Spadea V.,44.0,110.0,865.0,447.0,3.0,6.0,6.0,2.0,6.0,3.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.25,3.75,1.3,3.55,1.25,3.75,1.316,3.86,1.28,3.55
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Recouderc L.,130.0,195.0,371.0,205.0,6.0,4.0,6.0,0.0,4.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.25,3.75,1.3,3.55,1.333,3.25,1.319,3.83,1.25,3.8
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Navarro-Pastor I.,11.0,75.0,1615.0,560.0,7.0,6.0,6.0,3.0,4.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.1,6.5,1.1,6.75,1.1,6.5,1.148,7.15,1.1,6.5
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Kunitsyn I.,13.0,72.0,1440.0,581.0,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.6,1.143,5.0,1.167,6.4,1.13,5.75
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Zverev M.,15.0,94.0,1360.0,485.0,7.0,6.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.38,2.87,1.44,2.8,1.4,2.75,1.488,2.85,1.42,2.78
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Gicquel M.,23.0,41.0,1145.0,884.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.36,3.0,1.4,3.0,1.364,3.0,1.4,3.3,1.35,3.1
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Machado R.,De Voest R.,200.0,148.0,199.0,300.0,6.0,4.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,2.75,1.4,2.8,1.44,2.5,1.5,2.72,1.549,2.7,1.44
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Smeets R.,35.0,154.0,955.0,290.0,7.0,6.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.08,7.0,1.12,6.35,1.125,5.5,1.132,7.9,1.1,6.75
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Minar I.,Kiefer N.,81.0,20.0,540.0,1225.0,4.0,6.0,6.0,1.0,6.0,4.0,4.0,1.0,,,2.0,1.0,Retired,5.0,1.14,4.55,1.2,4.5,1.167,5.45,1.206,4.8,1.17
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Reynolds B.,Zib T.,89.0,292.0,497.0,124.0,6.0,4.0,6.0,7.0,2.0,6.0,6.0,4.0,7.0,6.0,3.0,2.0,Completed,1.28,3.5,1.3,3.55,1.333,3.25,1.392,3.35,1.33,3.2
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Alves T.,Capdeville P.,137.0,127.0,343.0,383.0,4.0,6.0,1.0,6.0,6.0,1.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,2.25,1.57,2.4,1.6,2.1,1.667,2.35,1.69,2.18,1.65
ATP,2008,51,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Mathieu P.H.,Grosjean S.,25.0,70.0,1095.0,586.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.22,4.0,1.27,3.81,1.25,3.75,1.27,4.4,1.23,4.0
ATP,2008,51,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Gonzalez M.,2.0,118.0,5930.0,416.0,6.0,3.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.0,21.0,1.01,16.0,1.007,17.0,1.021,33.5,1.01,25.0
ATP,2008,51,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Krajicek A.,49.0,892.0,785.0,13.0,6.0,2.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.07,7.5,1.1,6.75,1.1,6.5,1.111,8.75,1.07,8.0
ATP,2008,51,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Sela D.,5.0,76.0,2700.0,559.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,6.5,1.15,5.6,1.125,5.5,1.159,6.7,1.12,6.0
ATP,2008,51,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Warburg S.,Tipsarevic J.,169.0,45.0,255.0,855.0,6.0,2.0,1.0,0.0,,,,,,,1.0,0.0,Retired,4.5,1.16,4.14,1.24,4.0,1.222,4.65,1.247,3.8,1.25
ATP,2008,51,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Almagro N.,Dancevic F.,18.0,146.0,1305.0,314.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.7,2.05,1.75,2.05,1.727,2.0,1.901,2.01,1.82,1.94
ATP,2008,51,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Ventura S.,19.0,108.0,1265.0,452.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.16,4.5,1.25,3.95,1.222,4.0,1.26,4.55,1.19,4.5
