Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Haase R.,27.0,64.0,1050.0,607.0,6.0,7.0,6.0,3.0,6.0,3.0,6.0,7.0,6.0,2.0,3.0,2.0,Completed,1.11,6.0,1.1,6.25,1.143,5.0,1.136,7.66,1.15,5.15
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Berdych T.,Korolev E.,20.0,78.0,1290.0,522.0,4.0,6.0,6.0,1.0,6.0,4.0,3.0,6.0,7.0,5.0,3.0,2.0,Completed,1.11,6.0,1.15,5.6,1.125,5.5,1.127,8.15,1.12,5.85
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Stadler S.,Karlovic I.,172.0,22.0,233.0,1220.0,4.0,6.0,7.0,6.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,7.5,1.07,7.33,1.09,7.0,1.083,10.0,1.091,6.75,1.1
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Bellucci T.,Kunitsyn I.,68.0,79.0,569.0,522.0,7.0,6.0,7.0,6.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,3.0,1.36,2.89,1.42,2.75,1.4,3.03,1.448,2.82,1.41
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Serra F.,Lu Y.H.,74.0,71.0,532.0,547.0,6.0,4.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.66,2.1,1.7,2.2,1.727,2.0,1.769,2.2,1.65,2.18
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Hanescu V.,Falla A.,81.0,106.0,506.0,436.0,6.0,3.0,6.0,7.0,6.0,0.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,2.57,1.51,2.625,1.444,2.95,1.465,2.6,1.47
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,Sela D.,67.0,66.0,569.0,586.0,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.61,2.2,1.65,2.25,1.615,2.2,1.637,2.47,1.54,2.4
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Reynolds B.,Volandri F.,102.0,120.0,439.0,390.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Retired,1.14,5.0,1.15,5.6,1.143,5.0,1.2,5.5,1.17,4.8
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Berrer M.,3.0,91.0,5360.0,478.0,7.0,5.0,2.0,6.0,6.0,3.0,6.0,0.0,,,3.0,1.0,Completed,1.01,15.0,1.01,16.0,1.01,17.0,1.012,63.0,1.01,30.0
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Bozoljac I.,Guccione C.,197.0,77.0,199.0,523.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,,,,,,,,,,
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Kohlschreiber P.,18.0,36.0,1300.0,930.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2.1,1.66,2.15,1.7,2.0,1.727,2.4,1.667,2.0,1.77
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Del Potro J.M.,Snobel P.,62.0,220.0,613.0,178.0,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,6.5,1.12,6.35,1.143,5.0,1.143,7.3,1.11,6.2
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Gicquel M.,Nishikori K.,53.0,103.0,724.0,438.0,4.0,6.0,7.0,5.0,,,,,,,1.0,1.0,Retired,1.44,2.62,1.5,2.55,1.444,2.625,1.559,2.69,1.5,2.52
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Petzschner P.,Lee H.T.,118.0,56.0,393.0,694.0,6.0,7.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Retired,2.25,1.57,2.2,1.65,2.2,1.615,2.36,1.685,2.1,1.7
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Ferrer D.,Stakhovsky S.,5.0,135.0,3005.0,345.0,7.0,6.0,6.0,3.0,1.0,3.0,,,,,2.0,0.0,Retired,1.06,8.0,1.09,7.33,1.083,7.0,1.1,9.0,1.1,6.75
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Safin M.,Fognini F.,75.0,86.0,530.0,487.0,6.0,1.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.6,1.143,5.0,1.174,6.26,1.15,5.15
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Andreev I.,Vanek J.,37.0,82.0,910.0,505.0,6.0,7.0,7.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.12,5.5,1.15,5.6,1.167,4.5,1.136,7.65,1.12,5.85
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Ancic M.,Llodra M.,43.0,34.0,845.0,951.0,6.0,4.0,7.0,6.0,2.0,0.0,,,,,2.0,0.0,Retired,1.12,5.5,1.14,5.6,1.25,3.75,1.198,5.55,1.25,3.8
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Daniel M.,9.0,76.0,1615.0,526.0,6.0,3.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.1,6.5,1.09,7.33,1.1,6.5,1.131,7.95,1.08,7.25
ATP,2008,37,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Dancevic F.,Nalbandian D.,95.0,7.0,467.0,2100.0,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,6.0,1.11,5.6,1.15,5.0,1.143,6.45,1.165,5.75,1.13
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Robredo T.,Vliegen K.,19.0,109.0,1300.0,425.0,6.0,1.0,6.0,3.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.16,4.5,1.2,4.55,1.167,4.5,1.22,5.15,1.16,5.0
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Vassallo-Arguello M.,Minar I.,84.0,70.0,497.0,556.0,6.0,4.0,2.0,6.0,2.0,6.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,5.0,1.14,4.33,1.22,3.75,1.25,5.2,1.217,4.0,1.23
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Cilic M.,Roger-Vasselin E.,55.0,147.0,705.0,302.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.16,4.5,1.25,3.95,1.222,4.0,1.247,4.65,1.2,4.35
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Grosjean S.,Starace P.,61.0,57.0,614.0,645.0,6.0,2.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.22,4.0,1.28,3.71,1.286,3.5,1.286,4.2,1.3,3.4
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Kiefer N.,Benneteau J.,32.0,47.0,970.0,760.0,6.0,1.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.36,3.0,1.45,2.8,1.4,2.75,1.417,3.2,1.45,2.67
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Haas T.,Canas G.,38.0,44.0,900.0,805.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.53,2.37,1.6,2.4,1.571,2.25,1.562,2.68,1.62,2.24
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Troicki V.,Lapentti N.,89.0,65.0,480.0,594.0,6.0,3.0,4.0,0.0,,,,,,,1.0,0.0,Retired,1.44,2.62,1.45,2.8,1.4,2.75,1.51,2.81,1.48,2.57
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Nieminen J.,Odesnik W.,28.0,87.0,1050.0,481.0,6.0,3.0,,,,,,,,,1.0,0.0,Retired,1.22,4.0,1.24,4.14,1.286,3.5,1.257,4.49,1.45,2.68
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Fish M.,10.0,39.0,1610.0,900.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.28,3.5,1.4,3.0,1.364,3.0,1.357,3.6,1.44,2.7
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Gulbis E.,Isner J.,48.0,83.0,747.0,504.0,7.0,5.0,7.0,5.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,1.28,3.5,1.35,3.15,1.3,3.4,1.314,3.88,1.37,3.0
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Mathieu P.H.,Hernandez O.,16.0,107.0,1345.0,428.0,3.0,6.0,6.0,2.0,6.0,0.0,6.0,2.0,,,3.0,1.0,Completed,1.01,13.0,1.05,10.5,1.04,9.0,1.038,21.0,1.02,15.0
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Stepanek R.,Hernych J.,15.0,134.0,1360.0,346.0,6.0,3.0,7.0,5.0,6.0,0.0,,,,,3.0,0.0,Completed,1.16,4.5,1.27,3.81,1.222,4.0,1.248,4.63,1.2,4.3
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Chardy J.,Gil F.,108.0,110.0,426.0,424.0,7.0,5.0,6.0,7.0,4.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.28,3.5,1.37,3.12,1.333,3.25,1.344,3.61,1.42,2.78
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Becker B.,Davydenko N.,116.0,4.0,403.0,3115.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,4.5,1.16,3.95,1.25,4.333,1.2,5.1,1.222,3.8,1.25
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Clement A.,Bjorkman J.,145.0,128.0,317.0,368.0,4.0,6.0,7.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.53,2.37,1.55,2.45,1.57,2.25,1.645,2.45,1.6,2.28
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Beck A.,2.0,122.0,5755.0,386.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.005,21.0,1.01,16.0,1.01,17.0,1.016,43.5,1.02,15.0
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Melzer J.,Ljubicic I.,72.0,31.0,539.0,980.0,6.0,4.0,7.0,6.0,4.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,2.25,1.57,2.4,1.6,2.375,1.533,2.5,1.625,2.38,1.55
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Malisse X.,Gremelmayr D.,226.0,80.0,170.0,513.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.25,3.75,1.32,3.4,1.286,3.5,1.303,4.0,1.29,3.45
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Calleri A.,Anderson K.,49.0,98.0,745.0,462.0,4.0,6.0,7.0,5.0,7.0,5.0,6.0,1.0,,,3.0,1.0,Completed,2.25,1.57,2.3,1.6,2.25,1.571,2.41,1.662,2.34,1.57
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Almagro N.,Granollers M.,12.0,52.0,1485.0,735.0,4.0,6.0,6.0,3.0,7.0,5.0,6.0,2.0,,,3.0,1.0,Completed,1.3,3.4,1.35,3.15,1.364,3.0,1.352,3.64,1.31,3.3
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Simon G.,Olejniczak D.,29.0,202.0,1030.0,190.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.2,4.33,1.25,4.15,1.2,4.333,1.27,4.4,1.2,4.3
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Tipsarevic J.,Ascione T.,40.0,119.0,858.0,391.0,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.11,6.0,1.15,5.6,1.167,4.5,1.163,6.55,1.17,4.8
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Levine J.,Young D.,137.0,85.0,341.0,489.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,2.0,1.72,2.0,1.85,2.0,1.727,2.03,1.885,1.86,1.9
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Tursunov D.,Mahut N.,33.0,58.0,968.0,636.0,6.0,4.0,6.0,7.0,7.0,6.0,3.0,6.0,7.0,5.0,3.0,2.0,Completed,1.72,2.0,1.65,2.2,1.833,1.833,1.787,2.17,1.75,2.03
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Garcia-Lopez G.,Van der Merwe I.,104.0,285.0,437.0,128.0,7.0,5.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.66,2.1,1.7,2.15,1.615,2.2,1.893,2.02,1.67,2.15
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Roddick A.,Schwank E.,6.0,60.0,2280.0,619.0,7.0,5.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.01,15.0,1.01,11.5,1.02,11.0,1.05,16.0,1.02,15.0
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Murray A.,Santoro F.,11.0,54.0,1555.0,721.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.05,9.0,1.1,6.75,1.063,8.0,1.08,11.0,1.1,6.75
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Youzhny M.,Roitman S.,17.0,97.0,1305.0,467.0,6.0,1.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.03,11.0,1.04,12.0,1.03,10.0,1.038,21.0,1.04,11.0
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Blake J.,Rochus C.,8.0,112.0,2015.0,415.0,3.0,6.0,6.0,3.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,1.04,10.0,1.09,7.33,1.063,8.0,1.08,11.0,1.05,10.0
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Schuettler R.,Ventura S.,94.0,88.0,472.0,481.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.28,3.5,1.3,3.55,1.333,3.25,1.317,3.85,1.25,3.8
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Galvani S.,Baker J.,201.0,268.0,193.0,137.0,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.57,2.25,1.6,2.4,1.61,2.2,1.625,2.5,1.63,2.25
ATP,2008,37,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Eaton C.,Pashanski B.,661.0,114.0,29.0,409.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.44,2.62,1.5,2.55,1.5,2.5,1.588,2.6,1.52,2.46
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Seppi A.,Serra F.,30.0,74.0,1015.0,532.0,6.0,3.0,6.0,7.0,6.0,2.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.28,3.5,1.36,3.17,1.364,3.0,1.364,3.55,1.4,2.85
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Wawrinka S.,Del Potro J.M.,9.0,62.0,1615.0,613.0,7.0,6.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.57,2.25,1.6,2.3,1.571,2.25,1.699,2.33,1.57,2.34
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Reynolds B.,Dancevic F.,102.0,95.0,439.0,467.0,4.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,3.5,1.28,3.15,1.35,3.4,1.3,3.77,1.326,3.0,1.37
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Safin M.,Djokovic N.,75.0,3.0,530.0,5360.0,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,9.0,1.05,7.94,1.08,6.5,1.1,10.4,1.088,6.75,1.1
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Hewitt L.,Montanes A.,27.0,69.0,1050.0,556.0,7.0,6.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,12.0,1.02,13.61,1.04,9.0,1.057,14.5,1.04,10.0
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev M.,Ferrero J.C.,92.0,23.0,477.0,1135.0,6.0,4.0,6.0,4.0,2.0,1.0,,,,,2.0,0.0,Retired,3.25,1.33,3.15,1.35,3.0,1.364,3.7,1.333,2.95,1.38
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Bolelli S.,Gonzalez F.,46.0,14.0,763.0,1405.0,7.0,6.0,7.0,6.0,3.0,6.0,7.0,6.0,,,3.0,1.0,Completed,5.0,1.14,4.55,1.2,4.333,1.2,5.6,1.196,5.2,1.15
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Karanusic R.,35.0,111.0,950.0,419.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.28,3.5,1.35,3.3,1.28,3.5,1.392,3.35,1.3,3.4
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Soderling R.,1.0,41.0,6900.0,855.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.02,12.0,1.01,16.0,1.02,11.0,1.03,24.75,1.02,15.0
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Baghdatis M.,Johansson T.,25.0,63.0,1090.0,608.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.12,5.5,1.16,5.3,1.167,4.5,1.167,6.4,1.17,4.8
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Stadler S.,Bellucci T.,172.0,68.0,233.0,569.0,3.0,6.0,6.0,3.0,6.0,1.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,1.8,1.9,1.9,1.9,1.667,2.1,1.909,2.0,1.75,2.03
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Gicquel M.,Bozoljac I.,53.0,197.0,724.0,199.0,4.0,6.0,5.0,7.0,7.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,1.28,3.5,1.35,3.3,1.333,3.25,1.385,3.4,1.33,3.2
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Ancic M.,Petzschner P.,43.0,118.0,845.0,393.0,6.0,1.0,6.0,4.0,6.0,7.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.05,9.0,1.09,7.33,1.083,7.0,1.074,11.5,1.08,7.5
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Verdasco F.,Rochus O.,18.0,67.0,1300.0,569.0,7.0,6.0,6.0,7.0,6.0,1.0,6.0,1.0,,,3.0,1.0,Completed,1.12,5.5,1.18,5.01,1.167,4.5,1.167,6.4,1.18,4.6
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrer D.,Andreev I.,5.0,37.0,3005.0,910.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.3,3.4,1.35,3.3,1.333,3.25,1.408,3.25,1.3,3.4
ATP,2008,37,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Berdych T.,Hanescu V.,20.0,81.0,1290.0,506.0,6.0,7.0,7.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.12,5.5,1.22,4.19,1.125,5.5,1.198,5.55,1.15,5.2
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Youzhny M.,Galvani S.,17.0,201.0,1305.0,193.0,4.0,6.0,6.0,4.0,6.0,3.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.06,8.0,1.08,7.94,1.071,7.5,1.08,11.0,1.07,7.8
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Melzer J.,Levine J.,72.0,137.0,539.0,341.0,4.0,6.0,6.0,2.0,3.0,6.0,6.0,4.0,6.0,1.0,3.0,2.0,Completed,1.28,3.5,1.35,3.3,1.364,3.0,1.372,3.49,1.3,3.4
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Kiefer N.,Vassallo-Arguello M.,32.0,84.0,970.0,497.0,6.0,0.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.04,10.0,1.05,8.75,1.071,7.5,1.068,12.75,1.05,10.0
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Clement A.,Becker B.,145.0,116.0,317.0,403.0,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,2.1,1.66,2.15,1.7,2.0,1.727,2.25,1.741,2.0,1.77
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Gulbis E.,2.0,48.0,5755.0,747.0,5.0,7.0,6.0,2.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.06,8.0,1.05,8.75,1.063,8.0,1.1,9.0,1.1,6.75
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Schuettler R.,Blake J.,94.0,8.0,472.0,2015.0,6.0,3.0,6.0,7.0,4.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,5.5,1.12,5.6,1.15,5.5,1.125,5.91,1.185,5.2,1.15
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Haas T.,Robredo T.,38.0,19.0,900.0,1300.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.38,2.87,1.45,2.7,1.364,3.0,1.407,3.26,1.4,2.85
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Stepanek R.,Troicki V.,15.0,89.0,1360.0,480.0,6.0,7.0,6.0,7.0,6.0,3.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,1.2,4.33,1.27,3.81,1.25,3.75,1.241,4.75,1.27,3.6
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Murray A.,Malisse X.,11.0,226.0,1555.0,170.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.12,5.5,1.18,5.01,1.143,5.0,1.194,5.66,1.15,5.2
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Cilic M.,Nieminen J.,55.0,28.0,705.0,1050.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,7.0,7.0,5.0,3.0,2.0,Completed,1.44,2.62,1.49,2.65,1.5,2.5,1.472,2.92,1.52,2.45
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Tipsarevic J.,Roddick A.,40.0,6.0,858.0,2280.0,6.0,7.0,7.0,5.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,5.0,1.14,4.76,1.19,5.5,1.125,4.9,1.233,4.35,1.2
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Tursunov D.,Eaton C.,33.0,661.0,968.0,29.0,7.0,6.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.11,6.0,1.16,5.29,1.143,5.0,1.16,6.65,1.17,4.8
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Garcia-Lopez G.,Almagro N.,104.0,12.0,437.0,1485.0,6.0,3.0,3.0,6.0,5.0,7.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,2.62,1.44,2.55,1.5,2.625,1.444,2.65,1.571,2.6,1.47
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Gasquet R.,Grosjean S.,10.0,61.0,1610.0,614.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Retired,1.16,4.5,1.2,4.55,1.167,4.5,1.247,4.65,1.2,4.35
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Mathieu P.H.,Chardy J.,16.0,108.0,1345.0,426.0,6.0,3.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,1.36,3.0,1.36,3.17,1.333,3.25,1.402,3.29,1.33,3.2
ATP,2008,37,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Simon G.,Calleri A.,29.0,49.0,1030.0,745.0,5.0,7.0,6.0,2.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.53,2.37,1.65,2.25,1.667,2.1,1.641,2.46,1.65,2.18
