Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Harrison R.,74,172.0,669,313.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.37,1.6,2.25,1.57,2.25,1.56,2.62,1.53,2.38,1.62,2.62,1.57,2.34
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Andujar P.,45,70.0,956,683.0,6.0,1.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.06,8.0,1.11,6.0,1.1,6.5,1.08,9.65,1.1,6.0,1.11,9.65,1.08,7.21
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Kamke T.,35,65.0,1195,736.0,1.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.28,3.5,1.25,3.75,1.33,3.25,1.35,3.49,1.25,3.5,1.35,3.75,1.29,3.44
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Lacko L.,2,97.0,9245,553.0,6.0,1.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,,21.0,1.01,15.0,1.01,17.0,1.01,41.0,1.01,15.0,1.02,43.0,1.01,19.75
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Montanes A.,Brown D.,26,89.0,1495,573.0,6.0,4.0,6.0,2.0,3.0,6.0,2.0,6.0,7.0,5.0,3.0,2.0,Completed,1.28,3.5,1.3,3.35,1.33,3.25,1.29,4.01,1.29,3.25,1.33,4.01,1.3,3.41
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Hajek J.,8,96.0,3565,560.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.005,21.0,1.01,15.0,1.02,13.0,1.02,31.0,1.02,13.0,1.03,39.75,1.01,18.7
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Volandri F.,75,88.0,644,574.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.06,8.0,1.1,6.5,1.08,7.0,1.09,9.4,1.1,6.0,1.12,9.6,1.08,7.26
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mahut N.,Dabul B.,132,109.0,424,510.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.5,2.5,,,1.5,2.5,1.55,2.64,1.53,2.38,1.6,2.64,1.54,2.43
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Golubev A.,105,38.0,518,1135.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.83,1.83,1.85,1.85,1.91,1.8,1.93,1.97,1.83,1.83,2.0,2.0,1.88,1.86
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Tursunov D.,27,197.0,1490,263.0,6.0,2.0,3.0,6.0,6.0,2.0,6.0,0.0,,,3.0,1.0,Completed,1.12,5.5,1.15,5.0,1.14,5.0,1.17,5.98,1.13,5.5,1.19,5.98,1.14,5.35
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Gabashvili T.,19,78.0,1855,626.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.06,8.0,1.1,6.5,1.1,6.5,1.08,10.15,1.07,7.0,1.12,10.15,1.08,7.42
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Devvarman S.,52,108.0,890,514.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,4.5,1.2,4.25,1.22,4.0,1.25,4.42,1.17,4.5,1.25,5.0,1.2,4.4
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Crugnola M.,6,237.0,3955,200.0,6.0,4.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,12.0,1.02,12.0,1.04,9.0,1.03,20.0,1.03,11.0,1.04,21.0,1.03,13.13
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Almagro N.,Robert S.,14,124.0,2160,460.0,6.0,4.0,6.0,3.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,1.1,6.5,1.1,6.5,1.13,5.5,1.16,6.2,1.1,6.0,1.16,6.75,1.12,5.98
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Dancevic F.,33,267.0,1280,172.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,4.5,1.2,4.25,1.17,4.5,1.17,5.98,1.14,5.0,1.22,5.98,1.18,4.73
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Lu Y.H.,34,37.0,1210,1141.0,6.0,7.0,6.0,2.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.1,6.5,1.15,5.0,1.14,5.0,1.11,8.26,1.13,5.5,1.15,8.26,1.11,6.15
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Cipolla F.,145,248.0,366,190.0,6.0,1.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,2.5,1.5,2.35,1.55,2.25,1.57,2.58,1.57,2.38,1.53,2.75,1.61,2.41,1.54
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Zverev M.,49,80.0,935,611.0,6.0,3.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.14,5.0,1.2,4.25,1.22,4.0,1.18,5.61,1.22,3.75,1.25,5.61,1.18,4.61
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Luczak P.,16,148.0,1965,361.0,6.0,3.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.33,3.25,1.33,3.1,1.29,3.5,1.41,3.19,1.29,3.25,1.41,3.6,1.32,3.25
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Schuettler R.,9,83.0,3240,597.0,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.11,6.0,1.15,5.0,1.17,4.5,1.16,6.1,1.2,4.0,1.2,6.5,1.15,5.15
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Dodig I.,Karlovic I.,81,73.0,606,670.0,6.0,4.0,3.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,2.75,1.4,2.8,1.4,2.63,1.44,2.87,1.48,2.63,1.44,2.98,1.5,2.69,1.45
ATP,2011,6,Melbourne,Australian Open,2011-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Granollers M.,3,42.0,6240,993.0,6.0,1.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.01,15.0,1.02,12.0,1.02,11.0,1.02,22.73,1.03,10.0,1.03,37.45,1.02,15.22
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Russell M.,Ebden M.,100,185.0,547,288.0,6.0,3.0,6.0,2.0,5.0,7.0,7.0,6.0,,,3.0,1.0,Completed,1.8,1.9,1.85,1.85,1.91,1.8,1.88,2.03,1.83,1.83,2.05,2.03,1.89,1.85
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Schwank E.,Mayer L.,86,36.0,580,1143.0,6.0,2.0,6.0,0.0,6.0,4.0,,,,,3.0,0.0,Completed,1.66,2.1,1.68,2.1,1.67,2.1,1.88,2.03,1.83,1.83,1.88,2.2,1.72,2.06
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Tomic B.,Chardy J.,199,44.0,251,960.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.8,1.9,1.85,1.9,1.83,1.83,1.91,2.01,1.73,2.0,1.91,2.1,1.8,1.94
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Ilhan M.,10,87.0,2920,574.0,6.0,2.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.05,9.0,1.1,6.25,1.08,7.0,1.1,8.7,1.1,6.0,1.11,10.4,1.07,7.79
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Berrer M.,32,61.0,1300,835.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.33,3.25,1.36,3.0,1.36,3.0,1.38,3.35,1.36,2.88,1.38,3.55,1.34,3.17
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Falla A.,31,103.0,1310,540.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.44,2.62,1.5,2.45,1.5,2.5,1.53,2.68,1.5,2.5,1.57,2.74,1.5,2.53
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Kavcic B.,Anderson K.,98,56.0,552,868.0,2.0,6.0,6.0,4.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,3.0,1.36,2.8,1.4,2.75,1.4,3.39,1.38,2.88,1.36,3.39,1.45,3.02,1.36
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Mello R.,30,77.0,1355,627.0,7.0,5.0,7.0,5.0,4.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.3,3.4,1.3,3.3,1.33,3.25,1.33,3.64,1.33,3.0,1.35,3.81,1.3,3.41
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Daniel M.,1,93.0,12390,564.0,6.0,0.0,5.0,0.0,,,,,,,1.0,0.0,Retired,1.002,34.0,1.01,15.0,1.0,34.0,1.01,71.0,1.01,17.0,1.01,91.5,1.01,30.3
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Hernych J.,Istomin D.,241,41.0,196,1031.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,2.62,1.44,2.35,1.55,2.5,1.5,2.73,1.52,2.5,1.5,2.73,1.6,2.45,1.52
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Young D.,15,129.0,2140,435.0,6.0,3.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.22,4.0,1.3,3.3,1.25,3.75,1.28,4.16,1.29,3.25,1.33,4.2,1.26,3.75
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Millot V.,11,160.0,2785,334.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.05,9.0,1.05,8.0,1.08,7.0,1.07,11.25,1.07,7.0,1.1,12.46,1.06,8.61
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Dolgopolov O.,Kukushkin M.,46,63.0,953,815.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.38,2.87,1.4,2.8,1.4,2.75,1.49,2.82,1.36,2.88,1.49,3.05,1.4,2.83
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Riba P.,Ball C.,71,158.0,672,344.0,1.0,6.0,7.0,6.0,6.0,2.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,2.25,1.57,2.35,1.55,2.25,1.57,2.45,1.63,2.38,1.53,2.45,1.67,2.3,1.59
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Nieminen J.,7,40.0,3895,1062.0,6.0,4.0,6.0,3.0,1.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.12,5.5,1.18,4.43,1.17,4.5,1.16,6.09,1.18,4.5,1.19,6.09,1.16,5.0
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Giraldo S.,Machado R.,59,90.0,850,573.0,6.0,4.0,6.0,3.0,5.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.1,6.5,1.13,5.5,1.14,5.0,1.11,8.1,1.13,5.5,1.16,8.1,1.12,5.99
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Sela D.,236,92.0,200,568.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.36,3.0,1.4,2.8,1.36,3.0,1.43,3.1,1.33,3.25,1.43,3.3,1.37,2.99
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Sweeting R.,Gimeno-Traver D.,116,60.0,486,844.0,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.66,2.1,1.65,2.15,1.67,2.1,1.83,2.11,1.73,2.0,1.83,2.25,1.69,2.1
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Beck K.,5,101.0,5760,543.0,6.0,3.0,6.0,1.0,4.0,2.0,,,,,2.0,0.0,Retired,,21.0,1.01,15.0,1.01,17.0,1.01,51.0,1.02,13.0,1.02,72.0,1.01,22.05
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Marchenko I.,Ramirez-Hidalgo R.,79,76.0,624,638.0,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.14,5.0,1.22,4.0,1.22,4.0,1.19,5.42,1.17,5.0,1.22,5.58,1.18,4.67
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Stadler S.,122,288.0,466,155.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,2.75,1.35,3.0,1.4,2.75,1.42,3.1,1.33,3.0,1.45,3.1,1.39,2.88
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Serra F.,20,69.0,1645,711.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.22,4.0,1.2,4.25,1.22,4.0,1.25,4.46,1.2,4.0,1.26,4.63,1.21,4.11
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Zemlja G.,22,141.0,1580,376.0,3.0,6.0,7.0,5.0,6.0,1.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.11,6.0,1.15,5.0,1.17,4.5,1.13,7.55,1.17,5.0,1.18,7.55,1.13,5.66
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Becker B.,Gulbis E.,55,23.0,870,1575.0,7.0,6.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,2.75,1.4,3.0,1.35,2.75,1.4,2.99,1.45,2.88,1.36,3.0,1.5,2.81,1.41
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Gremelmayr D.,66,120.0,735,469.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.11,6.0,1.17,4.65,1.17,4.5,1.16,6.16,1.13,5.5,1.17,6.41,1.14,5.46
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Soderling R.,Starace P.,4,48.0,5785,945.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,15.0,1.03,10.0,1.03,10.0,1.02,26.0,1.02,11.0,1.03,32.85,1.02,15.08
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Phau B.,152,85.0,351,581.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.53,2.37,1.6,2.25,1.67,2.1,1.56,2.6,1.53,2.38,1.72,2.6,1.61,2.27
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Matosevic M.,95,138.0,560,380.0,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.28,3.5,1.35,3.0,1.36,3.0,1.34,3.56,1.36,2.88,1.36,3.61,1.32,3.27
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Clement A.,51,113.0,900,497.0,3.0,6.0,2.0,6.0,7.0,5.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.5,2.5,1.45,2.6,1.53,2.38,1.44,3.03,1.53,2.38,1.53,3.03,1.47,2.63
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Chela J.I.,24,39.0,1575,1070.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,2.0,1.72,2.1,1.68,2.0,1.73,2.1,1.81,2.0,1.73,2.2,1.9,1.99,1.77
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Petzschner P.,13,57.0,2345,859.0,4.0,6.0,2.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.08,7.0,1.11,6.0,1.13,5.5,1.14,6.73,1.13,5.5,1.14,7.0,1.11,6.13
ATP,2011,6,Melbourne,Australian Open,2011-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Hewitt L.,21,54.0,1610,870.0,3.0,6.0,6.0,4.0,3.0,6.0,7.0,6.0,9.0,7.0,3.0,2.0,Completed,1.66,2.1,1.7,2.08,1.67,2.1,1.74,2.22,2.0,1.8,2.05,2.32,1.71,2.07
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Mayer F.,82,36.0,599,1143.0,6.0,4.0,6.0,3.0,0.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.75,1.4,2.6,1.45,2.63,1.44,2.86,1.48,2.5,1.5,2.93,1.5,2.68,1.44
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Kohlschreiber P.,6,35.0,3955,1195.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.22,4.0,1.3,3.3,1.29,3.5,1.29,4.05,1.25,3.5,1.3,4.4,1.26,3.66
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Fish M.,52,17.0,890,1921.0,1.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.8,1.9,1.8,1.95,1.83,1.83,1.87,2.05,1.8,1.91,1.92,2.06,1.83,1.91
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Stakhovsky S.,Kubot L.,43,72.0,970,670.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.37,1.55,2.35,1.57,2.25,1.65,2.39,1.53,2.38,1.68,2.55,1.59,2.3
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Kunitsyn I.,8,99.0,3565,551.0,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.01,15.0,1.01,11.5,1.03,10.0,1.02,26.0,1.02,13.0,1.05,34.0,1.02,15.77
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Tipsarevic J.,9,49.0,3240,935.0,2.0,6.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,0.0,3.0,2.0,Completed,1.44,2.62,1.55,2.35,1.5,2.5,1.53,2.7,1.5,2.5,1.6,2.72,1.51,2.47
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Ljubicic I.,Paire B.,16,145.0,1965,366.0,6.0,3.0,6.0,7.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.12,5.5,1.18,4.5,1.17,4.5,1.16,6.27,1.14,5.0,1.19,6.27,1.15,5.19
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Mannarino A.,33,74.0,1280,669.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.2,4.33,1.22,4.0,1.25,3.75,1.23,4.77,1.2,4.0,1.26,4.9,1.22,4.12
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Haase R.,Monaco J.,62,28.0,823,1480.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.8,1.9,1.8,1.95,1.83,1.83,1.88,2.02,1.8,1.91,1.95,2.08,1.81,1.94
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Almagro N.,Andreev I.,14,75.0,2160,644.0,7.0,5.0,2.0,6.0,4.0,6.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,1.44,2.62,1.5,2.5,1.5,2.5,1.48,2.85,1.44,2.63,1.53,2.9,1.47,2.62
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Montanes A.,45,26.0,956,1495.0,6.0,4.0,6.0,0.0,6.0,1.0,,,,,3.0,0.0,Completed,1.36,3.0,1.4,2.8,1.36,3.0,1.52,2.73,1.36,2.88,1.52,3.0,1.4,2.84
ATP,2011,6,Melbourne,Australian Open,2011-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Troicki V.,Mahut N.,27,132.0,1490,424.0,6.0,4.0,6.0,2.0,1.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.12,5.5,1.16,4.75,1.17,4.5,1.16,6.23,1.14,5.0,1.22,6.23,1.16,5.15
