Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,2nd Round,5,Voinea A.,Boutter J.,107,49,6.0,2.0,6.0,4.0,6.0,7.0,2.0,6.0,6.0,3.0,3,2,Completed,,,3.5,1.28,3.35,1.25,3.3,1.2,3.75,1.222
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,2nd Round,5,Youzhny M.,Fish M.,58,141,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,,,1.38,2.9,1.5,2.3,1.55,2.0,,
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Bjorkman J.,Canas G.,64,14,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed,,,2.9,1.38,2.28,1.5,2.2,1.45,2.625,1.444
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Costa A.,Pavel A.,40,29,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,,,2.25,1.62,2.2,1.55,2.3,1.4,2.25,1.571
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Schuettler R.,12,41,7.0,6.0,7.0,6.0,6.0,4.0,,,,,3,0,Completed,,,1.2,4.15,1.23,3.5,1.15,3.8,1.286,3.25
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Ferreira W.,Ljubicic I.,59,37,4.0,6.0,4.0,6.0,7.0,6.0,6.0,3.0,7.0,5.0,3,2,Completed,,,2.15,1.67,1.95,1.7,1.9,1.6,,
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Gonzalez F.,Kim A.,140,234,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3,0,Completed,,,,,,,,,,
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Haas T.,Martin T.,9,56,6.0,7.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,1.0,3,2,Completed,,,1.45,2.65,1.45,2.45,1.5,2.1,1.5,2.5
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Henman T.,Rusedski G.,8,25,6.0,4.0,6.0,3.0,1.0,6.0,6.0,3.0,,,3,1,Completed,,,1.52,2.45,1.5,2.3,1.5,2.1,1.5,2.5
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Hrbaty D.,Golmard J.,44,45,6.0,3.0,6.0,1.0,6.0,7.0,7.0,5.0,,,3,1,Completed,,,2.45,1.52,2.4,1.47,2.2,1.45,2.25,1.571
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Johansson T.,El Aynaoui Y.,18,23,5.0,7.0,6.0,2.0,6.0,2.0,6.0,4.0,,,3,1,Completed,,,1.95,1.8,1.75,1.9,1.9,1.6,,
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Koubek S.,Pless K.,65,82,7.0,6.0,7.0,5.0,6.0,3.0,,,,,3,0,Completed,,,2.35,1.57,2.2,1.5,2.1,1.5,,
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Lapentti N.,Gaudio G.,27,47,4.0,6.0,5.0,7.0,6.0,4.0,6.0,2.0,6.0,4.0,3,2,Completed,,,1.35,3.0,1.4,2.6,1.3,2.7,1.444,2.625
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Novak J.,Clavet F.,24,61,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3,0,Completed,,,1.38,2.9,1.4,2.6,1.35,2.5,1.444,2.625
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Rios M.,Martin A.,48,39,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3,0,Completed,,,1.45,2.65,1.5,2.3,1.4,2.3,1.5,2.5
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Safin M.,Youzhny M.,11,58,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,,,1.27,3.5,1.22,3.6,1.2,3.3,1.25,3.5
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Escude N.,10,31,7.0,6.0,5.0,7.0,6.0,4.0,6.0,7.0,6.0,3.0,3,2,Completed,,,1.28,3.5,1.25,3.35,1.2,3.3,1.286,3.25
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,3rd Round,5,Voinea A.,Dent T.,107,129,3.0,6.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,3.0,3,2,Completed,,,3.5,1.28,3.0,1.31,3.0,1.25,2.875,1.364
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,4th Round,5,Bjorkman J.,Henman T.,64,8,6.0,2.0,7.0,6.0,6.0,4.0,,,,,3,0,Completed,,,3.4,1.3,2.8,1.35,2.3,1.4,2.875,1.364
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,4th Round,5,Ferreira W.,Costa A.,59,40,4.0,6.0,6.0,4.0,6.0,4.0,6.0,7.0,9.0,7.0,3,2,Completed,,,2.15,1.67,1.77,1.85,1.7,1.8,,
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,4th Round,5,Haas T.,Federer R.,9,12,7.0,6.0,4.0,6.0,3.0,6.0,6.0,4.0,8.0,6.0,3,2,Completed,,,,,1.98,1.68,1.8,1.7,2.1,1.667
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,4th Round,5,Johansson T.,Voinea A.,18,107,6.0,7.0,6.0,2.0,6.0,0.0,6.0,4.0,,,3,1,Completed,,,1.2,4.5,1.27,3.2,1.25,3.0,1.286,3.25
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,4th Round,5,Koubek S.,Gonzalez F.,65,140,7.0,5.0,6.0,1.0,6.0,7.0,6.0,2.0,,,3,1,Completed,,,2.05,1.7,1.8,1.8,1.75,1.75,1.833,1.833
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,4th Round,5,Novak J.,Hrbaty D.,24,44,6.0,4.0,6.0,2.0,5.0,7.0,6.0,2.0,,,3,1,Completed,,,1.7,2.05,1.67,2.0,1.6,1.9,1.667,2.1
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,4th Round,5,Rios M.,Lapentti N.,48,27,7.0,5.0,6.0,1.0,6.0,4.0,,,,,3,0,Completed,,,1.38,2.9,1.48,2.35,1.45,2.2,1.444,2.625
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,4th Round,5,Safin M.,Sampras P.,11,10,6.0,2.0,6.0,4.0,6.0,7.0,7.0,6.0,,,3,1,Completed,,,2.1,1.7,1.93,1.71,1.8,1.7,,
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,Quarterfinals,5,Haas T.,Rios M.,9,48,7.0,6.0,6.0,4.0,6.0,7.0,7.0,6.0,,,3,1,Completed,,,1.85,1.95,1.6,2.1,1.6,1.9,1.667,2.1
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,Quarterfinals,5,Johansson T.,Bjorkman J.,18,64,6.0,0.0,2.0,6.0,6.0,3.0,6.0,4.0,,,3,1,Completed,,,1.73,2.05,1.7,1.95,1.75,1.75,1.727,2.0
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,Quarterfinals,5,Novak J.,Koubek S.,24,65,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,,,1.3,3.4,1.33,2.85,1.3,2.7,1.333,3.0
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,Quarterfinals,5,Safin M.,Ferreira W.,11,59,5.0,2.0,,,,,,,,,0,0,Retired,,,1.16,5.0,1.2,3.75,1.15,3.8,1.25,3.5
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,Semifinals,5,Johansson T.,Novak J.,18,24,7.0,6.0,0.0,6.0,4.0,6.0,6.0,3.0,6.0,4.0,3,2,Completed,,,1.65,2.2,1.7,1.95,1.55,2.0,1.615,2.2
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,Semifinals,5,Safin M.,Haas T.,11,9,6.0,7.0,7.0,6.0,3.0,6.0,6.0,0.0,6.0,2.0,3,2,Completed,,,1.48,2.6,1.52,2.3,1.45,2.2,1.571,2.25
ATP,2002,6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,The Final,5,Johansson T.,Safin M.,18,11,3.0,6.0,6.0,4.0,6.0,4.0,7.0,6.0,,,3,1,Completed,,,3.4,1.3,3.25,1.27,2.7,1.3,3.25,1.333
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Agassi A.,Prodon E.,4,274,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3,0,Completed,,,1.01,12.0,1.03,7.5,1.02,6.0,1.02,13.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Arazi H.,Federer R.,45,8,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed,,,,,4.7,1.12,5.0,1.05,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Arthurs W.,Roddick A.,91,14,4.0,6.0,7.0,6.0,4.0,6.0,7.0,5.0,6.0,3.0,3,2,Completed,,,4.85,1.15,5.1,1.1,4.5,1.1,4.5,1.167
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Blake J.,Burgsmuller L.,37,81,6.0,2.0,2.0,1.0,,,,,,,1,0,Retired,,,1.25,3.7,1.16,4.15,1.1,4.5,1.167,4.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Brasington J.,Luzzi F.,148,172,6.0,2.0,6.0,2.0,7.0,5.0,,,,,3,0,Completed,,,2.3,1.57,2.2,1.55,1.8,1.7,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Calatrava A.,Kiefer N.,133,65,6.0,3.0,6.0,0.0,6.0,4.0,,,,,3,0,Completed,,,1.9,1.85,1.95,1.7,1.85,1.65,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Canas G.,Kucera K.,17,74,6.0,7.0,6.0,4.0,6.0,2.0,6.0,2.0,,,3,1,Completed,,,1.22,4.0,1.2,3.7,1.15,3.8,1.167,4.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Clement A.,Benneteau J.,47,197,6.0,0.0,6.0,1.0,6.0,4.0,,,,,3,0,Completed,,,1.14,5.0,1.15,4.25,1.15,3.8,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Coria G.,Sargsian S.,147,70,6.0,2.0,7.0,5.0,6.0,0.0,,,,,3,0,Completed,,,,,1.15,4.3,1.1,4.5,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Corretja A.,Ulihrach B.,20,40,6.0,1.0,6.0,4.0,6.0,1.0,,,,,3,0,Completed,,,,,,,,,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Costa A.,Gasquet R.,22,294,3.0,6.0,6.0,0.0,6.0,4.0,6.0,3.0,,,3,1,Completed,,,1.12,5.5,1.1,5.1,1.1,4.5,1.143,5.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Coutelot N.,Koubek S.,87,39,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,,,2.4,1.52,2.7,1.36,2.5,1.35,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Davydenko N.,Galimberti G.,79,179,6.0,7.0,6.0,4.0,6.0,1.0,6.0,3.0,,,3,1,Completed,,,1.48,2.5,1.42,2.5,1.5,2.1,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,de Chaunac S.,Chang M.,173,93,4.0,6.0,4.0,6.0,6.0,4.0,6.0,2.0,6.0,4.0,3,2,Completed,,,3.0,1.35,2.65,1.36,2.3,1.4,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,di Pasquale A.,Russell M.,283,102,6.0,4.0,6.0,0.0,4.0,6.0,6.0,1.0,,,3,1,Completed,,,1.48,2.5,1.54,2.2,1.4,2.3,1.615,2.2
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,El Aynaoui Y.,Gambill J.M.,18,53,3.0,6.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,4.0,3,2,Completed,,,1.17,4.5,1.15,4.25,1.15,3.8,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Enqvist T.,Massa E.,21,112,4.0,6.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,4.0,3,2,Completed,,,1.42,2.7,1.36,2.65,1.3,2.7,1.364,2.875
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Ferrero J.C.,Lisnard J.,11,135,6.0,1.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed,,,,,1.03,7.5,1.02,6.0,1.05,8.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Gaudenzi A.,Sampras P.,69,12,3.0,6.0,6.0,4.0,6.0,2.0,7.0,6.0,,,3,1,Completed,,,2.4,1.52,2.35,1.48,2.3,1.4,2.5,1.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Gaudio G.,Balcells J.,34,117,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3,0,Completed,,,1.14,5.0,1.15,4.24,1.15,3.8,1.143,5.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Gonzalez F.,Draper S.,41,250,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed,,,,,,,,,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Grosjean S.,Clavet F.,10,77,7.0,6.0,7.0,6.0,3.0,6.0,6.0,3.0,,,3,1,Completed,,,1.27,3.55,1.26,3.14,1.2,3.3,1.286,3.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Haas T.,Tabara M.,3,167,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3,0,Completed,,,1.14,5.0,1.1,5.2,1.05,5.0,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Hadad A.,Rochus C.,233,78,6.0,1.0,6.0,2.0,6.0,7.0,6.0,2.0,,,3,1,Completed,,,,,,,,,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Henman T.,Blanco G.,6,89,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3,0,Completed,,,,,1.25,3.14,1.2,3.3,1.286,3.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Hewitt L.,Sa A.,1,83,7.0,5.0,6.0,4.0,7.0,5.0,,,,,3,0,Completed,,,1.05,8.0,1.03,7.5,1.03,5.5,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Johansson T.,Squillari F.,9,75,6.0,2.0,7.0,6.0,6.0,2.0,,,,,3,0,Completed,,,1.9,1.85,1.72,1.92,1.6,1.9,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Kafelnikov Y.,Behrend T.,5,157,6.0,3.0,6.0,2.0,3.0,6.0,6.0,7.0,6.0,1.0,3,2,Completed,,,1.22,4.0,1.17,4.0,1.15,3.8,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Knippschild J.,Lee H.T.,277,120,6.0,4.0,1.0,6.0,3.0,6.0,7.0,6.0,6.0,1.0,3,2,Completed,,,,,1.83,1.8,1.6,1.9,1.909,1.8
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Kratochvil M.,Hrbaty D.,49,56,6.0,0.0,6.0,7.0,6.0,3.0,6.0,3.0,,,3,1,Completed,,,2.2,1.62,2.0,1.65,1.85,1.65,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Kuerten G.,Heuberger I.,7,116,7.0,5.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,,,1.04,9.0,1.03,7.5,1.02,6.0,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Labadze I.,Boutter J.,86,46,7.0,6.0,5.0,7.0,6.0,7.0,6.0,3.0,9.0,7.0,3,2,Completed,,,3.4,1.28,3.19,1.25,3.0,1.25,3.0,1.364
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Lopez F.,Perez D.,111,184,4.0,6.0,6.0,4.0,6.0,2.0,4.0,6.0,6.0,4.0,3,2,Completed,,,,,,,,,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Malisse X.,Popp A.,38,131,6.0,4.0,6.0,1.0,4.0,6.0,6.0,1.0,,,3,1,Completed,,,,,1.27,3.2,1.25,3.0,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Mamiit C.,Mirnyi M.,95,30,6.0,3.0,6.0,4.0,5.0,7.0,6.0,4.0,,,3,1,Completed,,,3.6,1.25,3.5,1.22,3.3,1.2,3.5,1.286
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Martin A.,Ginepri R.,58,134,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3,0,Completed,,,,,,,,,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Martin T.,Vassallo-Arguello M.,42,140,6.0,2.0,7.0,5.0,3.0,6.0,4.0,6.0,7.0,5.0,3,2,Completed,,,,,,,,,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Mathieu P.H.,Ferreira W.,107,43,6.0,4.0,6.0,7.0,5.0,7.0,6.0,2.0,6.0,0.0,3,2,Completed,,,,,2.58,1.4,2.3,1.4,2.75,1.4
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Meligeni F.,Escude N.,55,31,6.0,4.0,6.0,2.0,0.0,6.0,6.0,4.0,,,3,1,Completed,,,1.9,1.85,2.06,1.6,1.9,1.6,2.0,1.727
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Montanes A.,Dupuis A.,54,80,6.0,7.0,6.0,4.0,3.0,6.0,6.0,2.0,7.0,5.0,3,2,Completed,,,1.42,2.7,1.48,2.29,1.5,2.1,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Moya C.,Delgado R.,19,84,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,,,1.05,8.0,1.05,6.55,1.03,5.5,1.063,8.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Nalbandian D.,Calleri A.,32,51,6.0,2.0,5.0,7.0,6.0,2.0,6.0,4.0,,,3,1,Completed,,,1.75,2.0,1.65,2.0,1.7,1.8,1.727,2.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Nieminen J.,Lapentti N.,44,25,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed,,,2.15,1.65,2.25,1.5,2.3,1.4,2.2,1.615
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Novak J.,Youzhny M.,15,66,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed,,,,,1.32,2.9,1.25,3.0,1.364,3.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Ogorodov O.,Hipfl M.,144,90,6.0,7.0,6.0,1.0,2.0,6.0,7.0,5.0,9.0,7.0,3,2,Completed,,,,,3.2,1.27,3.0,1.25,3.0,1.364
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Pavel A.,Lee M.,28,97,6.0,1.0,5.0,4.0,,,,,,,1,0,Retired,,,1.08,6.75,1.05,6.65,1.03,5.5,1.1,6.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Philippoussis M.,Varlet J.,130,229,1.0,6.0,6.0,7.0,6.0,4.0,7.0,6.0,6.0,3.0,3,2,Completed,,,,,,,,,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Portas A.,Ilie A.,76,178,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,,,1.48,2.5,1.46,2.4,1.45,2.2,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Puerta M.,Pless K.,199,71,6.0,3.0,1.0,6.0,7.0,6.0,5.0,7.0,6.0,3.0,3,2,Completed,,,,,1.6,2.1,1.45,2.2,1.615,2.2
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Robredo T.,Levy H.,29,160,6.0,1.0,6.0,0.0,1.0,0.0,,,,,2,0,Retired,,,,,1.08,5.6,1.05,5.0,1.063,8.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Rochus O.,Savolt A.,60,68,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3,0,Completed,,,1.52,2.4,1.5,2.3,1.4,2.3,1.444,2.625
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Safin M.,Llodra M.,2,104,6.0,4.0,2.0,6.0,7.0,6.0,6.0,4.0,,,3,1,Completed,,,1.12,5.5,1.08,5.5,1.1,4.5,1.1,6.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Sanchez D.,Acasuso J.,64,96,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3,0,Completed,,,2.1,1.67,1.74,1.88,1.75,1.75,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Sanguinetti D.,Knowle J.,50,94,6.0,3.0,4.0,6.0,7.0,5.0,6.0,3.0,,,3,1,Completed,,,1.53,2.35,1.5,2.25,1.4,2.3,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Santoro F.,Norman M.,26,161,6.0,2.0,5.0,7.0,3.0,6.0,6.0,4.0,6.0,4.0,3,2,Completed,,,,,1.5,2.28,1.6,1.9,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Saretta F.,Marach O.,72,271,6.0,2.0,6.0,2.0,4.0,6.0,6.0,7.0,6.0,4.0,3,2,Completed,,,,,1.25,3.3,1.2,3.3,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Schalken S.,Miranda I.,33,228,7.0,6.0,6.0,0.0,6.0,1.0,,,,,3,0,Completed,,,1.25,3.6,1.25,3.3,1.25,3.0,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Schuettler R.,Galvani S.,27,110,7.0,6.0,2.0,6.0,7.0,6.0,6.0,1.0,,,3,1,Completed,,,1.45,2.6,1.3,3.0,1.25,3.0,1.364,3.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Spadea V.,Pioline C.,88,92,4.0,6.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,4.0,3,2,Completed,,,,,2.9,1.32,3.0,1.25,3.0,1.333
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Srichaphan P.,Sluiter R.,67,85,5.0,7.0,6.0,2.0,6.0,7.0,6.0,4.0,6.0,4.0,3,2,Completed,,,2.45,1.5,2.55,1.4,2.3,1.4,2.625,1.444
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Stoliarov A.,Bjorkman J.,109,57,1.0,6.0,6.0,4.0,6.0,4.0,7.0,5.0,,,3,1,Completed,,,2.35,1.55,2.42,1.45,2.0,1.55,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Vicente F.,Ljubicic I.,61,35,4.0,6.0,6.0,1.0,7.0,6.0,4.0,6.0,6.0,3.0,3,2,Completed,,,,,,,,,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Voinea A.,Chela J.I.,59,23,7.0,6.0,7.0,5.0,4.0,6.0,7.0,6.0,,,3,1,Completed,,,,,2.85,1.31,2.7,1.3,3.5,1.286
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Zabaleta M.,Vacek J.,52,82,6.0,1.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3,1,Completed,,,1.22,4.0,1.18,3.9,1.3,2.7,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Agassi A.,Sanchez D.,4,64,4.0,6.0,6.0,2.0,6.0,1.0,,,,,2,1,Retired,,,1.1,6.0,1.08,5.75,1.1,4.5,1.071,7.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Arazi H.,Puerta M.,45,199,6.0,2.0,6.0,1.0,6.0,2.0,,,,,3,0,Completed,,,1.55,2.35,1.52,2.25,1.5,2.1,1.5,2.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Canas G.,Calatrava A.,17,133,3.0,6.0,6.0,1.0,6.0,2.0,6.0,0.0,,,3,1,Completed,,,1.28,3.4,1.2,3.75,1.2,3.3,1.2,4.333
