Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Tsonga J.W.,7.0,212.0,2415.0,186.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.01,15.0,1.01,16.0,1.02,11.5,1.018,36.0,1.02,18.0
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Arthurs W.,Koubek S.,163.0,63.0,258.0,605.0,1.0,6.0,6.0,7.0,7.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,3.0,1.36,4.0,1.25,2.92,1.37,3.8,1.323,3.1,1.35
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Volandri F.,17.0,45.0,1435.0,809.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,9.0,1.05,10.0,1.07,7.19,1.065,13.5,1.08,7.0
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Soeda G.,10.0,188.0,2000.0,214.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,9.0,1.05,10.0,1.07,7.19,1.05,16.0,1.06,9.0
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Fleishman Z.,Calleri A.,170.0,26.0,240.0,1023.0,7.0,5.0,4.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,4.0,1.22,4.0,1.25,,,4.23,1.283,3.8,1.25
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Hajek J.,24.0,77.0,1080.0,509.0,3.0,0.0,,,,,,,,,0.0,0.0,Retired,1.11,6.0,1.14,5.65,1.08,6.92,1.15,7.07,,
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Delic A.,Simon G.,95.0,48.0,438.0,751.0,6.0,3.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,2.1,1.66,2.25,1.65,2.12,1.67,2.13,1.813,2.0,1.77
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Gicquel M.,Jones A.,54.0,182.0,715.0,221.0,3.0,6.0,6.0,7.0,6.0,4.0,6.0,1.0,6.0,0.0,3.0,2.0,Completed,1.33,3.25,1.33,3.3,1.28,3.46,1.35,3.66,1.29,3.45
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Udomchoke D.,Vassallo-Arguello M.,102.0,85.0,417.0,470.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.28,3.5,1.28,3.65,1.28,3.46,1.288,4.17,1.29,3.45
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Johansson J.,65.0,156.0,562.0,277.0,1.0,1.0,,,,,,,,,0.0,0.0,Retired,3.75,1.25,3.65,1.28,3.2,1.32,4.1,1.294,3.2,1.33
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Vanek J.,22.0,103.0,1183.0,414.0,6.0,7.0,7.0,6.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,1.19,4.33,1.2,4.55,1.23,3.89,1.222,5.11,1.18,4.6
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Phau B.,1.0,82.0,8120.0,483.0,7.0,5.0,6.0,0.0,6.0,4.0,,,,,3.0,0.0,Completed,1.0,17.0,1.01,16.0,1.01,13.5,1.012,61.0,1.01,40.0
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Spadea V.,Andreev I.,71.0,136.0,544.0,340.0,6.0,2.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.83,1.83,1.81,2.0,1.76,1.99,2.01,1.901,1.78,1.98
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Bracciali D.,59.0,66.0,645.0,560.0,7.0,6.0,6.0,7.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.33,3.25,1.33,3.3,1.28,3.46,1.397,3.32,1.33,3.2
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Lu Y.H.,Greul S.,91.0,80.0,449.0,486.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,2.2,1.61,2.05,1.77,1.97,1.78,2.14,1.806,2.0,1.77
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Hernych J.,25.0,75.0,1075.0,511.0,7.0,6.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.25,3.75,1.3,3.5,1.3,3.35,1.286,4.2,1.3,3.4
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Schuettler R.,11.0,100.0,1880.0,425.0,6.0,4.0,2.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.1,6.5,1.08,8.0,1.1,6.75,1.091,10.0,1.1,6.6
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Srichaphan P.,202.0,56.0,194.0,705.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,2.1,1.66,,,2.15,1.65,2.15,1.8,2.12,1.68
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mahut N.,Monaco J.,68.0,67.0,552.0,559.0,6.0,0.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,2.25,1.57,2.15,1.7,2.15,1.65,2.13,1.813,2.1,1.7
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Karlovic I.,32.0,94.0,925.0,441.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.72,2.0,,,1.95,1.8,1.826,2.11,1.88,1.88
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Acasuso J.,129.0,28.0,354.0,995.0,6.0,7.0,6.0,4.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,2.62,1.44,2.75,1.45,2.67,1.44,3.18,1.42,2.65,1.45
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Bjorkman J.,Patience O.,50.0,115.0,743.0,379.0,5.0,7.0,4.0,6.0,6.0,0.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,1.39,2.75,1.42,2.85,1.45,2.6,1.431,3.12,1.4,2.85
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Ramirez-Hidalgo R.,6.0,55.0,2455.0,710.0,6.0,4.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.05,8.5,1.06,9.0,1.06,7.79,1.071,12.0,1.05,10.0
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Ljubicic I.,42.0,4.0,841.0,2570.0,4.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,4.33,1.19,3.65,1.28,3.89,1.23,4.29,1.279,3.9,1.24
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Chiudinelli M.,72.0,146.0,524.0,314.0,6.0,4.0,3.0,6.0,1.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.57,2.25,1.67,2.2,1.61,2.23,1.775,2.19,1.63,2.22
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Pless K.,14.0,81.0,1610.0,484.0,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.11,6.0,1.14,5.65,1.1,6.75,1.142,7.36,1.12,5.8
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Wilson B.,79.0,279.0,486.0,140.0,7.0,6.0,4.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.25,3.75,1.29,3.6,1.32,3.22,1.317,3.85,1.3,3.4
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Llodra M.,20.0,93.0,1285.0,441.0,6.0,2.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.16,4.5,1.14,5.65,1.13,5.5,1.148,7.15,1.15,5.1
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Serra F.,Devilder N.,76.0,97.0,510.0,433.0,7.0,5.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.28,3.5,1.28,3.65,1.28,3.46,1.285,4.21,1.25,3.8
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Dlouhy L.,Gabashvili T.,99.0,113.0,428.0,385.0,6.0,3.0,6.0,1.0,6.0,7.0,6.0,7.0,16.0,14.0,3.0,2.0,Completed,2.2,1.61,2.25,1.65,2.12,1.67,2.4,1.667,2.2,1.64
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Massu N.,15.0,43.0,1530.0,825.0,6.0,1.0,6.0,1.0,6.0,0.0,,,,,3.0,0.0,Completed,1.22,4.0,1.25,4.0,1.3,3.35,1.282,4.25,1.27,3.62
ATP,2007,6,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Becker B.,27.0,57.0,1015.0,695.0,5.0,7.0,7.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.14,5.0,1.17,5.0,1.2,4.25,1.238,4.8,1.17,4.8
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Zverev M.,Berrer M.,153.0,157.0,298.0,275.0,6.0,4.0,7.0,6.0,3.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.9,1.8,2.0,1.81,1.87,1.87,2.12,1.82,2.0,1.77
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Mackin A.,69.0,270.0,552.0,147.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.57,2.25,1.67,2.2,1.65,2.15,1.654,2.43,1.6,2.28
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Rochus C.,29.0,74.0,965.0,514.0,6.0,2.0,4.0,1.0,,,,,,,1.0,0.0,Retired,1.14,5.0,1.1,7.0,1.07,7.19,1.14,7.44,1.1,6.6
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Lee H.T.,13.0,49.0,1670.0,747.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.22,4.0,1.2,4.55,1.2,4.25,1.217,5.2,1.21,4.2
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Smeets R.,Lacko L.,360.0,193.0,96.0,205.0,6.0,2.0,3.0,6.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,2.1,1.66,2.15,1.7,2.12,1.67,2.17,1.787,2.12,1.68
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Tipsarevic J.,8.0,64.0,2295.0,590.0,6.0,7.0,4.0,6.0,7.0,6.0,6.0,0.0,3.0,1.0,2.0,2.0,Retired,1.14,5.0,1.2,4.55,1.25,3.9,1.246,4.66,1.22,4.1
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Almagro N.,52.0,31.0,725.0,932.0,4.0,6.0,6.0,2.0,4.0,6.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,1.44,2.62,1.53,2.5,1.48,2.53,1.585,2.61,1.47,2.6
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Starace P.,33.0,89.0,920.0,458.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.5,1.15,5.2,1.165,6.46,1.17,4.8
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Kim K.,40.0,96.0,885.0,433.0,6.0,1.0,2.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.25,3.75,1.33,3.3,1.35,3.1,1.315,3.87,1.33,3.2
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Capdeville P.,Benneteau J.,148.0,36.0,304.0,902.0,4.0,6.0,6.0,7.0,6.0,2.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,3.25,1.33,2.75,1.45,2.92,1.37,2.99,1.457,2.77,1.42
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Vliegen K.,61.0,37.0,631.0,900.0,5.0,7.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,2.1,1.66,2.25,1.65,2.3,1.6,2.5,1.625,2.28,1.6
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Kendrick R.,2.0,90.0,4525.0,458.0,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,7.0,1.1,7.0,1.1,6.5,1.14,7.45,1.09,6.9
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Goldstein P.,18.0,70.0,1360.0,551.0,5.0,7.0,6.0,2.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.36,3.0,1.38,3.05,1.35,3.1,1.386,3.39,1.37,3.0
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Gaudio G.,116.0,34.0,376.0,915.0,6.0,0.0,4.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,2.62,1.44,2.75,1.45,2.85,1.4,2.9,1.476,2.74,1.43
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Roitman S.,3.0,78.0,2825.0,488.0,6.0,2.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,7.0,1.1,7.0,1.06,7.79,1.095,9.5,1.1,6.6
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Guccione C.,39.0,106.0,895.0,402.0,3.0,6.0,7.0,5.0,7.0,5.0,6.0,7.0,9.0,7.0,3.0,2.0,Completed,1.5,2.5,1.53,2.5,1.53,2.4,1.637,2.47,1.6,2.28
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kuznetsov A.,Luczak P.,216.0,164.0,184.0,256.0,6.0,4.0,5.0,7.0,6.0,7.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,2.75,1.39,2.95,1.4,2.83,1.39,3.04,1.446,2.72,1.43
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Reynolds B.,98.0,192.0,428.0,205.0,6.0,1.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,1.8,1.9,1.9,1.9,1.87,1.87,1.87,2.05,1.94,1.82
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Montanes A.,12.0,83.0,1855.0,473.0,7.0,5.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,1.03,10.0,1.04,11.0,1.05,7.75,1.048,16.75,1.05,10.0
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Mirnyi M.,Horna L.,53.0,62.0,725.0,620.0,7.0,6.0,3.0,6.0,2.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.36,3.0,1.37,3.1,1.46,2.6,1.444,3.05,1.38,2.9
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Tursunov D.,Waske A.,21.0,107.0,1190.0,398.0,5.0,7.0,6.0,4.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.39,2.75,1.35,3.2,1.48,2.53,1.457,2.99,1.45,2.65
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Clement A.,Malisse X.,44.0,30.0,820.0,965.0,6.0,3.0,3.0,6.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,2.62,1.44,2.65,1.48,2.6,1.45,2.74,1.543,2.65,1.45
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Kunitsyn I.,51.0,84.0,740.0,473.0,7.0,6.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,1.5,2.5,1.57,2.4,1.53,2.4,1.637,2.47,1.54,2.4
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,di Mauro A.,73.0,92.0,515.0,447.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.1,6.5,1.14,5.65,1.11,5.84,1.143,7.3,1.14,5.3
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Korolev E.,9.0,87.0,2015.0,459.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.25,3.75,1.28,3.65,1.28,3.46,1.323,3.8,1.26,3.7
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Dancevic F.,Hanescu V.,88.0,759.0,459.0,20.0,6.0,3.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.33,3.25,1.4,2.95,1.3,3.35,1.407,3.26,1.4,2.85
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Mathieu P.H.,35.0,47.0,910.0,760.0,6.0,7.0,4.0,6.0,6.0,6.0,,,,,0.0,2.0,Retired,1.72,2.0,1.9,1.9,1.87,1.87,1.962,1.943,1.8,1.96
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Moya C.,5.0,41.0,2530.0,870.0,7.0,6.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,4.5,1.22,4.25,1.21,4.06,1.206,5.45,1.18,4.7
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Bozoljac I.,Cilic M.,126.0,171.0,360.0,240.0,6.0,2.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,2.25,1.57,2.05,1.77,2.34,1.56,2.85,1.488,2.1,1.7
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Mayer F.,Soderling R.,58.0,23.0,680.0,1083.0,3.0,6.0,6.0,4.0,3.0,6.0,6.0,4.0,6.0,0.0,3.0,2.0,Completed,5.5,1.12,6.0,1.13,6.75,1.1,7.1,1.149,6.6,1.1
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Martin A.,16.0,60.0,1505.0,641.0,6.0,0.0,6.0,0.0,6.0,1.0,,,,,3.0,0.0,Completed,1.06,8.0,1.05,10.0,1.07,7.19,1.066,13.25,1.06,9.0
ATP,2007,6,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Russell M.,19.0,114.0,1295.0,381.0,3.0,6.0,2.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.22,4.0,1.01,17.0,1.34,3.12,1.27,4.4,1.29,3.5
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Udomchoke D.,Ferrero J.C.,102.0,24.0,417.0,1080.0,7.0,6.0,7.0,5.0,4.0,6.0,6.0,1.0,,,3.0,1.0,Completed,3.25,1.33,3.2,1.35,3.1,1.35,3.18,1.42,2.77,1.42
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Lopez F.,15.0,79.0,1530.0,486.0,6.0,2.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.14,5.0,1.14,5.65,1.15,4.92,1.157,6.75,1.18,4.6
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Fish M.,Mahut N.,42.0,68.0,841.0,552.0,7.0,5.0,6.0,4.0,3.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.22,4.0,1.22,4.25,1.25,3.9,1.233,4.9,1.24,3.9
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Arthurs W.,Fleishman Z.,163.0,170.0,258.0,240.0,6.0,7.0,6.0,1.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,2.0,1.72,2.1,1.73,2.05,1.75,2.28,1.725,2.0,1.77
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Stepanek R.,Dlouhy L.,20.0,99.0,1285.0,428.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.12,5.5,1.1,7.0,1.1,6.25,1.146,7.25,1.12,5.85
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Johansson T.,14.0,72.0,1610.0,524.0,6.0,2.0,6.0,7.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.33,3.25,1.28,3.65,1.28,3.46,1.304,3.99,1.3,3.4
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Bjorkman J.,1.0,50.0,8120.0,743.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.0,17.0,1.01,16.0,1.01,13.5,1.01,76.0,1.01,40.0
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Youzhny M.,Lu Y.H.,25.0,91.0,1075.0,449.0,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.14,5.0,1.13,6.0,1.15,5.2,1.166,6.44,1.15,5.1
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Hrbaty D.,Spadea V.,22.0,71.0,1183.0,544.0,5.0,7.0,6.0,4.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.83,1.83,1.9,1.9,1.87,1.87,1.87,2.05,1.92,1.84
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Gicquel M.,7.0,54.0,2415.0,715.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.06,8.0,1.06,9.0,1.07,7.19,1.083,11.0,1.07,8.2
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Ancic M.,Garcia-Lopez G.,10.0,65.0,2000.0,562.0,3.0,6.0,7.0,5.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.12,5.5,1.14,5.65,1.13,5.5,1.174,6.25,1.15,5.1
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Delic A.,17.0,95.0,1435.0,438.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.07,7.5,1.1,7.0,1.1,6.75,1.137,7.59,1.1,6.6
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Querrey S.,Serra F.,129.0,76.0,354.0,510.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.83,1.83,2.0,1.81,2.0,1.75,1.935,1.971,2.0,1.77
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Safin M.,Sela D.,27.0,202.0,1015.0,194.0,6.0,3.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,0.0,3.0,2.0,Completed,1.07,7.5,1.06,9.0,1.07,7.19,1.091,10.0,1.07,7.8
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Melzer J.,6.0,32.0,2455.0,925.0,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.36,3.0,1.37,3.1,1.35,3.1,1.433,3.11,1.35,3.1
ATP,2007,6,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Baghdatis M.,59.0,11.0,645.0,1880.0,7.0,6.0,6.0,2.0,2.0,6.0,6.0,0.0,,,3.0,1.0,Completed,3.25,1.33,2.05,1.78,2.92,1.37,3.7,1.333,3.12,1.34
ATP,2007,6,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Smeets R.,13.0,360.0,1670.0,96.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,10.0,1.04,11.0,1.05,8.5,1.059,14.5,1.05,10.0
ATP,2007,6,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Chela J.I.,Nieminen J.,33.0,18.0,920.0,1360.0,6.0,3.0,2.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,2.2,1.61,2.2,1.67,1.95,1.8,2.24,1.746,2.0,1.77
