Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Zabaleta M.,38.0,83.0,825.0,500.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,4.5,1.2,4.4,1.2,4.25,1.233,4.9,1.2,4.3
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Gulbis E.,Starace P.,88.0,31.0,470.0,946.0,7.0,5.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.57,2.25,1.67,2.15,1.6,2.3,1.781,2.18,1.64,2.2
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Rochus O.,64.0,54.0,575.0,620.0,6.0,0.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.61,2.2,1.62,2.25,1.58,2.28,1.599,2.57,1.66,2.16
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Reynolds B.,8.0,114.0,1950.0,383.0,6.0,3.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.12,5.5,1.14,5.4,1.15,5.2,1.1,9.05,1.14,5.35
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Hernandez O.,74.0,53.0,523.0,642.0,7.0,5.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.05,9.0,1.06,8.5,1.1,6.75,1.069,12.5,1.04,11.0
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Kunitsyn I.,Garcia-Lopez G.,92.0,86.0,445.0,484.0,4.0,6.0,6.0,3.0,7.0,5.0,2.0,6.0,7.0,5.0,3.0,2.0,Completed,1.83,1.83,1.88,1.88,2.0,1.75,2.1,1.833,1.88,1.88
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Echagaray B.,40.0,181.0,790.0,233.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.11,6.0,1.14,5.4,1.17,4.67,1.167,6.4,1.16,4.95
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Jones A.,2.0,123.0,5485.0,344.0,7.0,5.0,3.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.0,17.0,1.01,16.0,1.01,13.5,1.015,48.5,1.01,30.0
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Phau B.,17.0,150.0,1445.0,279.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.08,7.0,1.08,7.25,1.13,5.5,1.095,9.5,1.1,6.75
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Sweeting R.,56.0,264.0,608.0,144.0,5.0,7.0,6.0,2.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.3,3.39,1.33,3.2,1.3,3.35,1.395,3.33,1.3,3.4
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Henman T.,Tursunov D.,91.0,27.0,445.0,1020.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,4.33,1.2,4.65,1.18,4.67,1.17,6.11,1.178,4.6,1.18
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Gabashvili T.,Gonzalez F.,94.0,7.0,438.0,2255.0,6.0,4.0,6.0,1.0,3.0,6.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,7.0,1.08,7.25,1.08,5.5,1.13,8.75,1.103,6.5,1.11
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,de Voest R.,184.0,146.0,223.0,286.0,6.0,3.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.25,3.75,1.3,3.4,1.21,4.06,1.303,4.0,1.28,3.55
ATP,2007,51,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Capdeville P.,1.0,120.0,7605.0,359.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.0,17.0,1.01,16.0,1.01,13.5,1.01,71.0,1.01,30.0
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Bjorkman J.,19.0,55.0,1420.0,615.0,5.0,7.0,6.0,3.0,6.0,1.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,1.16,4.5,1.2,4.4,1.2,4.25,1.212,5.31,1.23,4.0
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Simon G.,34.0,41.0,860.0,790.0,6.0,0.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.53,2.37,1.65,2.2,1.67,2.12,1.699,2.33,1.6,2.28
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Bolelli S.,9.0,87.0,1925.0,478.0,7.0,5.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.07,7.5,1.08,8.5,1.1,6.75,1.12,8.55,1.08,7.4
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Lee H.T.,Canas G.,43.0,14.0,726.0,1648.0,7.0,5.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,3.39,1.3,3.4,1.3,3.46,1.28,4.0,1.303,3.33,1.31
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Young D.,Gasquet R.,223.0,13.0,183.0,1740.0,0.0,0.0,,,,,,,,,0.0,0.0,Walkover,1.08,7.0,1.1,6.5,1.17,4.67,1.147,7.2,1.13,5.5
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Andreev I.,60.0,39.0,586.0,810.0,6.0,7.0,7.0,5.0,3.0,6.0,6.0,4.0,7.0,6.0,3.0,2.0,Completed,1.66,2.1,1.65,2.2,1.7,2.1,1.763,2.21,1.74,2.04
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Grosjean S.,Mirnyi M.,78.0,106.0,516.0,398.0,6.0,4.0,6.0,7.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.66,2.1,1.6,2.3,1.6,2.3,1.658,2.42,1.7,2.1
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Acasuso J.,5.0,70.0,2990.0,540.0,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Retired,1.06,8.0,1.06,8.5,1.05,7.75,1.074,11.5,1.05,9.5
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Johansson T.,Clement A.,68.0,42.0,544.0,745.0,6.0,4.0,7.0,6.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,2.2,1.61,2.05,1.75,1.95,1.8,2.14,1.806,2.1,1.7
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Davydenko N.,Kiefer N.,4.0,187.0,3255.0,220.0,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.36,3.0,1.45,2.7,1.42,2.75,1.461,2.97,1.42,2.78
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Almagro N.,Horna L.,28.0,85.0,980.0,486.0,6.0,4.0,6.0,2.0,2.0,1.0,,,,,2.0,0.0,Retired,1.28,3.5,1.35,3.1,1.29,3.4,1.377,3.45,1.3,3.4
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Petzschner P.,10.0,290.0,1880.0,126.0,4.0,6.0,6.0,3.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,1.04,10.0,1.05,9.0,1.07,7.19,1.08,11.0,1.08,7.4
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Koubek S.,Llodra M.,63.0,59.0,580.0,587.0,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,2.25,1.57,2.15,1.67,2.25,1.6,2.37,1.68,2.24,1.62
ATP,2007,51,New York,US Open,2007-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,Santoro F.,6.0,44.0,2390.0,724.0,6.0,4.0,3.0,6.0,6.0,2.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.1,6.5,1.1,6.5,1.13,5.5,1.111,8.75,1.12,5.8
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Gulbis E.,Berrer M.,88.0,84.0,470.0,495.0,7.0,6.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.83,1.83,1.77,2.0,1.7,2.1,1.862,2.06,1.73,2.05
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Chela J.I.,Odesnik W.,22.0,153.0,1220.0,271.0,6.0,3.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,1.3,3.39,1.28,3.55,1.28,3.46,1.292,4.13,1.24,3.9
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Del Potro J.M.,Melzer J.,57.0,33.0,595.0,880.0,6.0,3.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.44,2.62,1.4,2.85,1.45,2.65,1.463,2.96,1.48,2.58
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Stepanek R.,3.0,35.0,3670.0,850.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,5.0,7.0,6.0,3.0,2.0,Completed,1.08,7.0,1.12,6.0,1.13,5.5,1.119,8.61,1.12,5.85
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Ljubicic I.,Pavel A.,12.0,98.0,1780.0,422.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.22,4.0,1.28,3.55,1.23,3.89,1.284,4.22,1.23,4.0
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Safin M.,49.0,25.0,670.0,1155.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,2.25,1.57,2.2,1.65,2.15,1.65,2.42,1.658,2.22,1.63
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Moya C.,Kunitsyn I.,17.0,92.0,1445.0,445.0,6.0,4.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.1,6.5,1.1,6.5,1.11,5.84,1.123,8.3,1.1,6.75
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Fish M.,8.0,40.0,1950.0,790.0,6.0,4.0,3.0,6.0,6.0,4.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.66,2.1,1.77,2.0,1.75,2.05,1.8,2.15,1.77,2.0
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Ginepri R.,Gabashvili T.,64.0,94.0,575.0,438.0,6.0,2.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.36,3.0,1.3,3.4,1.3,3.35,1.319,3.83,1.35,3.1
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Serra F.,15.0,89.0,1565.0,460.0,4.0,6.0,6.0,3.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.11,6.0,1.12,6.0,1.11,5.84,1.123,8.3,1.12,5.85
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,Youzhny M.,38.0,11.0,825.0,1880.0,3.0,6.0,6.0,4.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,3.75,1.25,3.4,1.3,3.35,1.3,3.91,1.312,3.2,1.33
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Monaco J.,Sela D.,23.0,118.0,1175.0,363.0,6.0,4.0,6.0,0.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.28,3.5,1.38,2.9,1.28,3.46,1.408,3.25,1.31,3.33
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Malisse X.,24.0,67.0,1155.0,545.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.36,3.0,1.35,3.1,1.35,2.9,1.463,2.96,1.37,3.0
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Henman T.,74.0,91.0,523.0,445.0,7.0,6.0,2.0,6.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,1.72,2.0,1.77,2.0,1.75,2.05,1.746,2.24,1.74,2.04
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Calleri A.,Hewitt L.,58.0,16.0,590.0,1495.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,8.0,1.06,7.25,1.08,6.25,1.1,9.55,1.095,6.4,1.11
ATP,2007,51,New York,US Open,2007-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Tipsarevic J.,2.0,56.0,5485.0,608.0,6.0,2.0,6.0,3.0,3.0,2.0,,,,,2.0,0.0,Retired,1.28,3.5,1.28,3.55,1.35,3.1,1.333,3.7,1.33,3.2
ATP,2007,51,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Davydenko N.,Almagro N.,4.0,28.0,3255.0,980.0,7.0,5.0,6.0,0.0,7.0,5.0,,,,,3.0,0.0,Completed,1.16,4.5,1.18,4.65,1.2,4.25,1.19,5.75,1.16,4.95
ATP,2007,51,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Haas T.,Grosjean S.,10.0,78.0,1880.0,516.0,6.0,2.0,6.0,4.0,3.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.44,2.62,1.4,2.85,1.48,2.53,1.467,2.94,1.5,2.52
ATP,2007,51,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Johansson T.,5.0,68.0,2990.0,544.0,6.0,3.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.1,6.5,1.12,6.0,1.13,5.5,1.146,7.26,1.14,5.5
ATP,2007,51,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Lopez F.,Young D.,60.0,223.0,586.0,183.0,3.0,6.0,6.0,3.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.25,3.75,1.33,3.2,1.37,2.92,1.322,3.81,1.34,3.14
ATP,2007,51,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Verdasco F.,9.0,34.0,1925.0,860.0,7.0,6.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,1.36,3.0,1.4,2.85,1.44,2.67,1.426,3.15,1.43,2.74
ATP,2007,51,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Isner J.,1.0,184.0,7605.0,223.0,6.0,7.0,6.0,2.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.01,13.0,1.02,14.0,1.04,9.25,1.03,24.0,1.02,18.0
ATP,2007,51,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Lee H.T.,Murray A.,43.0,19.0,726.0,1420.0,6.0,3.0,6.0,3.0,2.0,6.0,7.0,5.0,,,3.0,1.0,Completed,2.75,1.39,2.45,1.53,2.45,1.5,2.9,1.476,2.5,1.5
ATP,2007,51,New York,US Open,2007-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Blake J.,Koubek S.,6.0,63.0,2390.0,580.0,6.0,4.0,3.0,6.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.12,5.5,1.14,5.4,1.17,4.67,1.227,5.0,1.17,4.8
ATP,2007,51,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Chela J.I.,Ljubicic I.,22.0,12.0,1220.0,1780.0,6.0,4.0,6.0,7.0,2.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,3.0,1.36,2.8,1.42,2.75,1.42,3.09,1.437,2.82,1.41
ATP,2007,51,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Nalbandian D.,15.0,24.0,1565.0,1155.0,6.0,3.0,3.0,6.0,4.0,6.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,1.9,1.8,1.88,1.88,1.87,1.87,2.01,1.901,1.88,1.88
ATP,2007,51,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Tsonga J.W.,2.0,74.0,5485.0,523.0,7.0,6.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.16,4.5,1.2,4.4,1.2,4.25,1.24,4.77,1.25,3.8
ATP,2007,51,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Monaco J.,Calleri A.,23.0,58.0,1175.0,590.0,7.0,6.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,2.25,1.57,2.25,1.62,2.3,1.6,2.49,1.629,2.34,1.57
ATP,2007,51,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Ginepri R.,49.0,64.0,670.0,575.0,5.0,7.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.83,1.83,1.83,1.93,2.0,1.75,1.926,1.98,1.92,1.84
ATP,2007,51,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Moya C.,Kohlschreiber P.,17.0,38.0,1445.0,825.0,4.0,6.0,7.0,5.0,7.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.44,2.62,1.45,2.7,1.5,2.45,1.463,2.96,1.5,2.5
ATP,2007,51,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Del Potro J.M.,3.0,57.0,3670.0,595.0,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,4.5,1.2,4.4,1.2,4.25,1.2,5.5,1.17,4.8
ATP,2007,51,New York,US Open,2007-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Gulbis E.,Robredo T.,88.0,8.0,470.0,1950.0,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,3.5,1.28,3.4,1.3,3.1,1.35,3.8,1.323,3.15,1.34
ATP,2007,51,New York,US Open,2007-09-03,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Berdych T.,5.0,9.0,2990.0,1925.0,7.0,6.0,2.0,0.0,,,,,,,2.0,0.0,Retired,1.36,3.0,1.33,3.2,1.37,2.92,1.351,3.65,1.37,3.0
ATP,2007,51,New York,US Open,2007-09-03,Grand Slam,Outdoor,Hard,4th Round,5,Haas T.,Blake J.,10.0,6.0,1880.0,2390.0,4.0,6.0,6.0,4.0,3.0,6.0,6.0,0.0,7.0,6.0,3.0,2.0,Completed,2.5,1.5,2.45,1.53,2.35,1.55,2.53,1.613,2.52,1.5
ATP,2007,51,New York,US Open,2007-09-03,Grand Slam,Outdoor,Hard,4th Round,5,Davydenko N.,Lee H.T.,4.0,43.0,3255.0,726.0,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.25,1.15,5.2,1.143,7.3,1.15,5.15
ATP,2007,51,New York,US Open,2007-09-03,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Lopez F.,1.0,60.0,7605.0,586.0,3.0,6.0,6.0,4.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,1.01,15.0,1.01,14.0,1.03,10.5,1.025,28.5,1.02,18.0
ATP,2007,51,New York,US Open,2007-09-03,Grand Slam,Outdoor,Hard,4th Round,5,Chela J.I.,Wawrinka S.,22.0,49.0,1220.0,670.0,4.0,6.0,6.0,2.0,7.0,6.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,2.25,1.57,2.35,1.57,2.28,1.58,2.53,1.613,2.18,1.65
ATP,2007,51,New York,US Open,2007-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Moya C.,Gulbis E.,17.0,88.0,1445.0,470.0,7.0,5.0,6.0,2.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.44,2.62,1.45,2.7,1.5,2.45,1.538,2.76,1.47,2.62
ATP,2007,51,New York,US Open,2007-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Monaco J.,3.0,23.0,3670.0,1175.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.08,7.0,1.08,7.25,1.1,6.25,1.119,8.6,1.07,8.0
ATP,2007,51,New York,US Open,2007-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Ferrer D.,Nadal R.,15.0,2.0,1565.0,5485.0,6.0,7.0,6.0,4.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,5.0,1.14,5.0,1.16,5.2,1.15,5.5,1.2,5.4,1.14
ATP,2007,51,New York,US Open,2007-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,Davydenko N.,Haas T.,4.0,10.0,3255.0,1880.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.44,2.75,1.45,2.7,1.4,2.85,1.46,3.0,1.48,2.6
ATP,2007,51,New York,US Open,2007-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Roddick A.,1.0,5.0,7605.0,2990.0,7.0,6.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,8.5,1.06,8.5,1.07,8.66,1.1,9.25,1.06,8.5
ATP,2007,51,New York,US Open,2007-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,Ferrer D.,Chela J.I.,15.0,22.0,1565.0,1220.0,6.0,2.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.25,4.0,1.22,4.1,1.26,3.59,1.28,4.28,1.21,4.25
ATP,2007,51,New York,US Open,2007-09-07,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Moya C.,3.0,17.0,3670.0,1445.0,6.0,4.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.19,4.5,1.2,4.4,1.2,4.25,1.23,5.0,1.25,3.85
ATP,2007,51,New York,US Open,2007-09-08,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Ferrer D.,3.0,15.0,3670.0,1565.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.3,3.5,1.35,3.1,1.37,2.92,1.35,3.66,1.35,3.1
ATP,2007,51,New York,US Open,2007-09-08,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Davydenko N.,1.0,4.0,7605.0,3255.0,7.0,5.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,1.07,8.0,1.08,7.25,1.1,6.75,1.1,9.0,1.08,7.5
ATP,2007,51,New York,US Open,2007-09-09,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Djokovic N.,1.0,3.0,7605.0,3670.0,7.0,6.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.2,4.5,1.18,4.75,1.17,4.67,1.222,5.1,1.17,5.0
