Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
WTA,2020,6,Melbourne,Australian Open,2020-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Mcnally C.,Stosur S.,116.0,99.0,552.0,683.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.4,3.0,1.47,2.89,1.52,3.0,1.44,2.8
WTA,2020,6,Melbourne,Australian Open,2020-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Barty A.,Tsurenko L.,1.0,120.0,8017.0,538.0,5.0,7.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,1.06,10.0,1.04,13.93,1.1,14.5,1.05,10.86
WTA,2020,6,Melbourne,Australian Open,2020-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Zhang S.,Stephens S.,35.0,27.0,1505.0,1683.0,2.0,6.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,1.57,2.37,1.64,2.38,1.67,2.42,1.61,2.31
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Garcia C.,Brengle M.,46.0,95.0,1235.0,691.0,6.0,7.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.53,2.5,1.58,2.52,1.62,2.52,1.55,2.43
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Ferro F.,Van Uytvanck A.,63.0,47.0,944.0,1175.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,2.5,1.53,2.48,1.6,2.75,1.61,2.46,1.55
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Sakkari M.,Gasparyan M.,23.0,100.0,1845.0,678.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.4,3.0,1.44,2.97,1.47,3.2,1.4,2.94
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Hibino N.,Peng S.,103.0,104.0,645.0,642.0,4.0,6.0,7.0,6.0,6.0,3.0,2.0,1.0,Completed,2.37,1.57,2.38,1.64,2.49,1.67,2.36,1.59
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Yastremska D.,Juvan K.,21.0,127.0,2070.0,490.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.28,3.75,1.29,3.9,1.33,4.05,1.29,3.59
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Jabeur O.,Konta J.,78.0,13.0,770.0,2813.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.66,2.3,1.68,2.36,1.69,2.25,1.64
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Bencic B.,Schmiedlova A.K.,7.0,203.0,4675.0,293.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.12,6.0,1.13,6.93,1.14,7.45,1.12,6.39
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Hercog P.,Peterson R.,48.0,44.0,1145.0,1275.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.3,1.61,2.4,1.63,2.42,1.65,2.32,1.61
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Pliskova Ka.,Mladenovic K.,2.0,41.0,5940.0,1360.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.22,4.33,1.23,4.6,1.27,4.85,1.22,4.29
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Riske A.,Wang Yaf.,19.0,51.0,2130.0,1105.0,7.0,6.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.61,2.3,1.65,2.36,1.7,2.38,1.63,2.29
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Keys M.,Kasatkina D.,11.0,69.0,3072.0,880.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.16,5.0,1.19,5.3,1.26,5.35,1.19,4.78
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Rus A.,Linette M.,93.0,43.0,701.0,1302.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,2.75,1.44,2.97,1.44,3.07,1.48,2.79,1.44
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Vekic D.,Sharapova M.,20.0,145.0,2120.0,407.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.66,2.2,1.7,2.26,1.71,2.4,1.63,2.27
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Rybakina E.,Pera B.,26.0,65.0,1816.0,925.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.37,1.57,2.54,1.67,2.54,1.58,2.38
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Wang Q.,Parmentier P.,29.0,133.0,1593.0,457.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.12,6.0,1.13,6.88,1.15,7.0,1.12,6.22
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Minnen G.,Sasnovich A.,119.0,94.0,539.0,697.0,7.0,6.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,2.2,1.66,2.17,1.76,2.23,1.77,2.15,1.7
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Ostapenko J.,Samsonova L.,45.0,118.0,1250.0,542.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.9,1.9,1.91,1.98,2.03,2.0,1.92,1.88
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Tomljanovic A.,Sevastova A.,52.0,33.0,1095.0,1518.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.9,1.9,1.91,1.98,1.95,2.0,1.89,1.9
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Diyas Z.,Anisimova A.,73.0,24.0,835.0,1843.0,6.0,3.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,3.0,1.4,2.98,1.44,3.15,1.44,2.89,1.41
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Davis L.,Fernandez L.A.,62.0,207.0,949.0,286.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.62,1.56,2.58,1.56,3.1,1.47,2.69
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Giorgi C.,Lottner A.,102.0,156.0,654.0,375.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.43,3.02,1.47,3.05,1.42,2.85
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Muguruza G.,Rogers S.,32.0,155.0,1526.0,380.0,0.0,6.0,6.0,1.0,6.0,0.0,2.0,1.0,Completed,1.66,2.2,1.56,2.58,1.66,2.63,1.57,2.41
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Muchova K.,Flipkens K.,22.0,81.0,1847.0,760.0,6.0,3.0,2.0,6.0,7.0,6.0,2.0,1.0,Completed,1.3,3.5,1.31,3.79,1.37,3.8,1.3,3.52
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Putintseva Y.,Hsieh S.W.,38.0,37.0,1415.0,1450.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.9,1.9,1.89,2.0,1.92,2.07,1.83,1.97
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Siegemund L.,Vandeweghe C.,72.0,226.0,845.0,266.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.72,2.1,1.85,2.04,1.87,2.13,1.79,2.02
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Svitolina E.,Boulter K.,5.0,315.0,5075.0,170.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.06,10.0,1.07,10.83,1.08,16.0,1.05,10.48
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Bellis C.,Maria T.,600.0,87.0,50.0,729.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.28,3.75,1.35,3.44,1.35,3.95,1.3,3.53
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Bertens K.,Begu I.,10.0,105.0,4165.0,627.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.5,1.15,6.14,1.16,6.25,1.14,5.61
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Rodionova Ar.,Bondarenko K.,163.0,535.0,366.0,66.0,3.0,6.0,7.0,6.0,6.0,0.0,2.0,1.0,Completed,2.0,1.8,2.08,1.83,2.08,1.91,1.98,1.82
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Halep S.,Brady J.,3.0,49.0,5561.0,1143.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.4,3.0,1.45,2.94,1.47,3.17,1.42,2.87
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Collins D.,Diatchenko V.,25.0,89.0,1825.0,719.0,6.0,1.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,1.14,5.5,1.15,6.36,1.16,6.5,1.13,6.03
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Blinkova A.,Paolini J.,58.0,96.0,989.0,691.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.75,1.26,4.21,1.47,4.21,1.26,3.84
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Cornet A.,Niculescu M.,61.0,129.0,965.0,488.0,5.0,7.0,6.0,1.0,6.0,0.0,2.0,1.0,Completed,1.66,2.2,1.75,2.19,1.75,2.25,1.7,2.15
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Dart H.,Doi M.,173.0,82.0,353.0,754.0,2.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,1.66,2.2,1.65,2.36,1.73,2.36,1.65,2.24
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Kuznetsova S.,Vondrousova M.,53.0,16.0,1053.0,2490.0,6.0,2.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,3.5,1.3,3.43,1.36,3.9,1.36,3.4,1.32
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Kerber A.,Cocciaretto E.,18.0,175.0,2175.0,351.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.5,1.31,3.77,1.35,3.77,1.31,3.45
WTA,2020,6,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,3,Hon P.,Kozlova K.,139.0,83.0,428.0,746.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.62,1.5,2.6,1.55,2.66,1.57,2.55,1.52
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Stojanovic N.,30.0,85.0,1585.0,736.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.36,3.2,1.33,3.58,1.38,4.0,1.33,3.35
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,1st Round,3,Watson H.,Pliskova Kr.,75.0,64.0,784.0,940.0,4.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.9,1.9,1.96,1.93,1.96,2.0,1.9,1.9
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,1st Round,3,Kontaveit A.,Sharma A.,31.0,111.0,1575.0,597.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.5,1.28,3.99,1.33,4.2,1.26,3.82
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,1st Round,3,Sorribes Tormo S.,Kudermetova V.,91.0,40.0,708.0,1383.0,2.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,3.2,1.36,3.48,1.35,3.5,1.4,3.2,1.35
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,1st Round,3,Suarez Navarro C.,Sabalenka A.,54.0,12.0,1048.0,3025.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,4.33,1.22,4.48,1.24,5.05,1.28,4.36,1.21
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,1st Round,3,Swiatek I.,Babos T.,56.0,88.0,997.0,720.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.37,1.65,2.35,1.7,2.5,1.62,2.29
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,1st Round,3,Townsend T.,Pegula J.,79.0,66.0,761.0,910.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,2.3,1.61,2.4,1.63,2.4,1.74,2.22,1.66
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,1st Round,3,Mertens E.,Kovinic D.,17.0,86.0,2250.0,734.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.14,5.5,1.13,7.11,1.16,7.95,1.12,6.48
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Kenin S.,Li A.,15.0,142.0,2565.0,423.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.5,1.22,4.74,1.23,5.05,1.2,4.53
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Goerges J.,Martic P.,39.0,14.0,1415.0,2646.0,4.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,1.9,1.9,1.86,2.03,1.91,2.15,1.83,1.98
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Osaka N.,Zheng S.,4.0,42.0,5496.0,1350.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.12,6.0,1.15,6.15,1.17,6.55,1.14,5.65
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Kvitova P.,Badosa P.,8.0,97.0,4436.0,687.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.05,11.0,1.04,14.43,1.05,16.5,1.04,11.77
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Zhang S.,Mcnally C.,35.0,116.0,1505.0,552.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.5,2.62,1.56,2.56,1.61,2.67,1.55,2.46
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Alexandrova E.,Krejcikova B.,28.0,128.0,1645.0,489.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.33,1.28,4.04,1.32,4.4,1.26,3.86
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Riske A.,Zhu L.,19.0,71.0,2130.0,850.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.53,2.5,1.51,2.73,1.58,2.75,1.52,2.54
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Wozniacki C.,Yastremska D.,36.0,21.0,1463.0,2070.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,2.2,1.66,2.09,1.81,2.38,1.83,2.14,1.71
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Barty A.,Hercog P.,1.0,48.0,8017.0,1145.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.1,7.0,1.11,7.79,1.13,8.5,1.1,6.96
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Jabeur O.,Garcia C.,78.0,46.0,770.0,1235.0,1.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.57,2.37,1.56,2.57,1.69,2.6,1.57,2.4
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Gauff C.,Cirstea S.,67.0,74.0,885.0,795.0,4.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,1.61,2.3,1.55,2.61,1.66,2.61,1.57,2.4
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Rybakina E.,Minnen G.,26.0,119.0,1816.0,539.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.2,1.4,3.17,1.45,3.3,1.38,3.03
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Wang Q.,Ferro F.,29.0,63.0,1593.0,944.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.33,1.25,4.32,1.35,4.5,1.25,3.99
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Sakkari M.,Hibino N.,23.0,103.0,1845.0,645.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.5,1.21,4.93,1.28,5.0,1.21,4.41
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Williams S.,Zidansek T.,9.0,70.0,4215.0,880.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.02,19.0,1.02,20.36,1.04,25.0,1.01,16.91
WTA,2020,6,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Keys M.,Rus A.,11.0,93.0,3072.0,701.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.07,9.0,1.06,11.42,1.07,14.5,1.05,10.29
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Bencic B.,Ostapenko J.,7.0,45.0,4675.0,1250.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.75,1.44,2.97,1.55,3.0,1.44,2.8
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Vekic D.,Cornet A.,20.0,61.0,2120.0,965.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.75,1.46,2.91,1.5,3.05,1.45,2.77
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Muguruza G.,Tomljanovic A.,32.0,52.0,1526.0,1095.0,6.0,3.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.72,2.1,1.75,2.19,1.77,2.23,1.73,2.11
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Diyas Z.,Blinkova A.,73.0,58.0,835.0,989.0,4.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.61,2.3,1.57,2.54,1.65,2.57,1.55,2.45
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Siegemund L.,2.0,72.0,5940.0,845.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.14,5.5,1.11,7.94,1.16,7.94,1.13,5.93
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Bellis C.,Muchova K.,600.0,22.0,50.0,1847.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.3,1.61,2.63,1.54,2.63,1.65,2.45,1.55
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Kerber A.,Hon P.,18.0,139.0,2175.0,428.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.2,4.5,1.2,5.09,1.24,5.25,1.2,4.58
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Mertens E.,Watson H.,17.0,75.0,2250.0,784.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.25,4.0,1.28,4.01,1.31,4.05,1.27,3.74
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Bertens K.,Rodionova Ar.,10.0,163.0,4165.0,366.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.07,9.0,1.08,9.7,1.11,10.2,1.07,8.52
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Kontaveit A.,Sorribes Tormo S.,31.0,91.0,1575.0,708.0,6.0,2.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.16,5.0,1.19,5.25,1.22,5.35,1.19,4.67
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Swiatek I.,Suarez Navarro C.,56.0,54.0,997.0,1048.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.57,2.37,1.58,2.52,1.62,2.66,1.55,2.44
WTA,2020,6,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Townsend T.,30.0,79.0,1585.0,761.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,1.44,2.75,1.41,3.13,1.5,3.77,1.4,2.96
