Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
ATP,2025,5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Shelton B.,Carreno Busta P.,20,182.0,2280,317.0,6.0,3.0,6.0,3.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.3,3.5,1.32,3.77,1.35,3.77,1.31,3.45,,
ATP,2025,5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Boyer T.,8,136.0,3535,448.0,6.0,2.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.03,15.0,1.04,17.5,1.05,17.5,1.03,12.57,,
ATP,2025,5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Moutet C.,Krueger M.,69,146.0,772,396.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.5,2.63,1.56,2.61,1.56,2.75,1.5,2.6,,
ATP,2025,5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Garin C.,4,150.0,5350,382.0,6.0,2.0,6.0,1.0,6.0,0.0,,,,,3.0,0.0,Completed,1.04,13.0,1.04,18.2,1.04,18.2,1.03,13.02,,
ATP,2025,5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Giron M.,Etcheverry T.,46,38.0,1175,1315.0,7.0,5.0,3.0,6.0,7.0,5.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.91,1.91,2.0,1.91,2.0,1.94,1.92,1.89,,
ATP,2025,5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Michelsen A.,Mccabe J.,42,258.0,1270,216.0,7.0,5.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.11,6.5,1.14,7.05,1.15,7.05,1.12,6.27,,
ATP,2025,5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Marozsan F.,Tiafoe F.,59,16.0,960,2560.0,6.0,7.0,6.0,4.0,3.0,6.0,6.0,4.0,6.0,1.0,3.0,2.0,Completed,2.75,1.44,2.56,1.58,2.75,1.58,2.6,1.5,,
ATP,2025,5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Sonego L.,Fonseca J.,55,112.0,1026,520.0,6.0,7.0,6.0,3.0,6.0,1.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,5.0,1.17,4.82,1.22,5.2,1.23,4.72,1.2,,
ATP,2025,5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Rune H.,Berrettini M.,13,34.0,2910,1380.0,7.0,6.0,2.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,2.2,1.67,2.25,1.72,2.25,1.77,2.13,1.71,,
ATP,2025,5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Sinner J.,Schoolkate T.,1,173.0,11830,336.0,4.0,6.0,6.0,4.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,1.01,34.0,1.01,51.48,1.02,51.48,1.01,20.26,,
ATP,2025,5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Tien L.,Medvedev D.,121,5.0,493,5030.0,6.0,3.0,7.0,6.0,6.0,7.0,1.0,6.0,7.0,6.0,3.0,2.0,Completed,5.0,1.17,6.77,1.14,6.77,1.19,5.36,1.16,,
ATP,2025,5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Paul T.,Carballes Baena R.,11,57.0,3195,981.0,7.0,6.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.13,6.0,1.16,6.23,1.17,6.23,1.14,5.67,,
ATP,2025,5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Alcaraz C.,Borges N.,3,33.0,7010,1445.0,6.0,2.0,6.0,4.0,6.0,7.0,6.0,2.0,,,3.0,1.0,Completed,1.03,17.0,1.03,23.4,1.04,23.4,1.03,13.97,,
ATP,2025,5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Fearnley J.,2,92.0,7635,632.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.07,9.0,1.08,10.86,1.08,10.86,1.07,8.72,,
ATP,2025,5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Davidovich Fokina A.,Mensik J.,66,48.0,790,1162.0,3.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,2.63,1.5,2.65,1.55,2.72,1.55,2.6,1.5,,
ATP,2025,5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Humbert U.,Fils A.,14,21.0,2765,2280.0,4.0,6.0,7.0,5.0,6.0,4.0,1.0,0.0,,,2.0,1.0,Retired,1.57,2.38,1.65,2.39,1.66,2.48,1.58,2.38,,
ATP,2025,5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Machac T.,7,25.0,3900,1805.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.22,4.33,1.22,4.85,1.28,4.85,1.24,4.03,,
ATP,2025,5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Lehecka J.,Bonzi B.,29,64.0,1660,819.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.29,3.75,1.29,4.01,1.3,4.01,1.29,3.65,,
ATP,2025,5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Draper J.,Vukic A.,18,68.0,2530,778.0,6.0,4.0,2.0,6.0,5.0,7.0,7.0,6.0,7.0,6.0,3.0,2.0,Completed,1.22,4.33,1.2,5.29,1.24,5.29,1.22,4.36,,
ATP,2025,5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Michelsen A.,Khachanov K.,42,19.0,1270,2410.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,2.5,1.53,2.5,1.6,2.5,1.66,2.37,1.58,,
ATP,2025,5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Fritz T.,41,4.0,1280,5350.0,3.0,6.0,7.0,5.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,7.0,1.1,7.4,1.13,7.4,1.15,6.44,1.12,,
ATP,2025,5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Cerundolo F.,8,31.0,3535,1620.0,5.0,7.0,7.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.08,8.0,1.11,8.45,1.13,8.45,1.1,7.3,,
ATP,2025,5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Sonego L.,Marozsan F.,55,59.0,1026,960.0,6.0,7.0,7.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.8,2.0,1.85,2.07,1.85,2.1,1.79,2.02,,
ATP,2025,5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Tien L.,Moutet C.,121,69.0,493,772.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.91,1.91,1.93,1.98,1.93,2.01,1.87,1.93,,
ATP,2025,5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Shelton B.,Musetti L.,20,15.0,2280,2600.0,6.0,3.0,3.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.62,2.3,1.63,2.43,1.69,2.43,1.63,2.27,,
ATP,2025,5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Sinner J.,Giron M.,1,46.0,11830,1175.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,23.0,1.02,32.69,1.03,32.69,1.02,16.82,,
ATP,2025,5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Rune H.,Kecmanovic M.,13,51.0,2910,1096.0,6.0,7.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.44,2.75,1.5,2.78,1.5,2.85,1.46,2.73,,
ATP,2025,5,Melbourne,Australian Open,2025-01-19,Grand Slam,Outdoor,Hard,4th Round,5,Paul T.,Davidovich Fokina A.,11,66.0,3195,790.0,6.0,1.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.25,4.0,1.25,4.5,1.28,4.5,1.24,3.99,,
ATP,2025,5,Melbourne,Australian Open,2025-01-19,Grand Slam,Outdoor,Hard,4th Round,5,Alcaraz C.,Draper J.,3,18.0,7010,2530.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Retired,1.08,8.0,1.09,10.06,1.12,10.06,1.08,8.12,,
ATP,2025,5,Melbourne,Australian Open,2025-01-19,Grand Slam,Outdoor,Hard,4th Round,5,Zverev A.,Humbert U.,2,14.0,7635,2765.0,6.0,1.0,2.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.17,5.0,1.17,5.89,1.21,5.89,1.17,4.97,,
ATP,2025,5,Melbourne,Australian Open,2025-01-19,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Lehecka J.,7,29.0,3900,1660.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.25,4.0,1.23,4.68,1.28,4.68,1.25,3.96,,
ATP,2025,5,Melbourne,Australian Open,2025-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Sinner J.,Rune H.,1,13.0,11830,2910.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.08,8.0,1.07,11.23,1.09,11.23,1.08,8.31,,
ATP,2025,5,Melbourne,Australian Open,2025-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Sonego L.,Tien L.,55,121.0,1026,493.0,6.0,3.0,6.0,2.0,3.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.67,2.2,1.74,2.22,1.86,2.22,1.74,2.1,,
ATP,2025,5,Melbourne,Australian Open,2025-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Shelton B.,Monfils G.,20,41.0,2280,1280.0,7.0,6.0,6.0,7.0,7.0,6.0,1.0,0.0,,,2.0,1.0,Retired,1.62,2.3,1.6,2.5,1.63,2.5,1.61,2.33,,
ATP,2025,5,Melbourne,Australian Open,2025-01-20,Grand Slam,Outdoor,Hard,4th Round,5,De Minaur A.,Michelsen A.,8,42.0,3535,1270.0,6.0,0.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,4.0,1.28,4.12,1.29,4.12,1.26,3.83,,
ATP,2025,5,Melbourne,Australian Open,2025-01-21,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev A.,Paul T.,2,11.0,7635,3195.0,7.0,6.0,7.0,6.0,2.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.33,3.4,1.36,3.4,1.37,3.48,1.35,3.26,,
ATP,2025,5,Melbourne,Australian Open,2025-01-21,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Alcaraz C.,7,3.0,3900,7010.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.53,2.62,1.56,2.7,1.56,2.57,1.52,,
ATP,2025,5,Melbourne,Australian Open,2025-01-22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Shelton B.,Sonego L.,20,55.0,2280,1026.0,6.0,4.0,7.0,5.0,4.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.36,3.2,1.4,3.22,1.4,3.3,1.37,3.15,,
ATP,2025,5,Melbourne,Australian Open,2025-01-22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sinner J.,De Minaur A.,1,8.0,11830,3535.0,6.0,3.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.17,5.0,1.19,5.34,1.19,5.5,1.17,5.1,,
ATP,2025,5,Melbourne,Australian Open,2025-01-24,Grand Slam,Outdoor,Hard,Semifinals,5,Zverev A.,Djokovic N.,2,7.0,7635,3900.0,7.0,6.0,,,,,,,,,1.0,0.0,Retired,2.3,1.62,2.45,1.63,2.45,1.7,2.31,1.63,,
ATP,2025,5,Melbourne,Australian Open,2025-01-24,Grand Slam,Outdoor,Hard,Semifinals,5,Sinner J.,Shelton B.,1,20.0,11830,2280.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.05,11.0,1.09,10.06,1.09,11.0,1.06,9.51,,
ATP,2025,5,Melbourne,Australian Open,2025-01-26,Grand Slam,Outdoor,Hard,The Final,5,Sinner J.,Zverev A.,1,2.0,11830,7635.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.33,3.4,1.34,3.6,1.39,3.4,1.35,3.31,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Fucsovics M.,Schoolkate T.,124,128.0,468,464.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,8.0,1.1,8.86,1.11,9.6,1.08,8.03,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Medjedovic H.,Majchrzak K.,74,96.0,811,645.0,6.0,3.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.57,2.38,1.62,2.45,1.63,2.56,1.59,2.38,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Paul T.,Moller E.,12,112.0,3210,511.0,6.0,7.0,6.0,2.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.1,7.0,1.15,6.45,1.15,7.2,1.12,6.52,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Navone M.,Nakashima B.,97,32.0,620,1690.0,7.0,6.0,4.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.5,2.63,1.49,2.84,1.5,2.98,1.48,2.69,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Mpetshi G.,Bergs Z.,37,50.0,1414,1051.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.73,2.1,1.88,2.03,1.9,2.12,1.78,2.06,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Opelka R.,Hijikata R.,93,78.0,651,792.0,1.0,6.0,6.0,3.0,7.0,5.0,7.0,6.0,,,3.0,1.0,Completed,1.44,2.75,1.47,2.92,1.5,2.96,1.45,2.81,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Carreno Busta P.,Comesana F.,99,64.0,615,911.0,6.0,2.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,Completed,2.63,1.5,2.67,1.54,2.84,1.54,2.64,1.5,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Dzumhur D.,Tirante T.A.,69,132.0,875,453.0,3.0,6.0,6.0,4.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,1.73,2.1,1.74,2.22,1.75,2.3,1.7,2.15,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Kopriva V.,Monteiro T.,86,131.0,715,454.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,7.0,6.0,1.0,3.0,2.0,Completed,1.4,3.0,1.42,3.14,1.45,3.14,1.4,3.0,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Musetti L.,Hanfmann Y.,7,142.0,3860,410.0,7.0,5.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.05,11.0,1.06,13.11,1.06,16.0,1.04,11.52,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Cerundolo J.M.,Michelsen A.,109,33.0,530,1550.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.8,2.0,1.88,2.03,1.96,2.03,1.83,2.0,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Galan D.E.,Royer V.,122,120.0,477,478.0,7.0,6.0,6.0,3.0,3.0,6.0,6.0,7.0,7.0,5.0,3.0,2.0,Completed,2.2,1.67,2.07,1.85,2.22,1.89,2.05,1.78,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Tiafoe F.,Safiullin R.,16,72.0,2665,816.0,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,3.0,1.48,2.88,1.48,3.15,1.43,2.88,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Marozsan F.,Nardi L.,56,95.0,990,645.0,6.0,2.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.22,4.33,1.25,4.52,1.25,5.0,1.22,4.41,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Gigante M.,Hassan B.,167,220.0,338,253.0,6.0,4.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.5,2.63,1.53,2.69,1.56,2.69,1.51,2.61,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Nava E.,Van De Zandschulp B.,137,89.0,433,670.0,6.0,2.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,2.1,1.73,2.18,1.77,2.18,1.82,2.12,1.74,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Brooksby J.,Faria J.,161,115.0,347,493.0,6.0,1.0,3.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.57,2.38,1.65,2.4,1.67,2.45,1.6,2.38,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Shelton B.,Sonego L.,13,44.0,2980,1205.0,6.0,4.0,4.0,6.0,3.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.62,2.3,1.58,2.56,1.62,2.62,1.57,2.44,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Halys Q.,Machac T.,52,22.0,1039,2110.0,7.0,6.0,4.0,1.0,,,,,,,1.0,0.0,Retired,3.0,1.4,3.24,1.4,3.25,1.43,3.05,1.39,,
ATP,2025,29,Paris,French Open,2025-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Borges N.,Jacquet K.,41,150.0,1285,388.0,3.0,6.0,6.0,7.0,6.0,4.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.57,2.38,1.55,2.65,1.6,2.68,1.56,2.46,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Korda S.,Darderi L.,23,45.0,2020,1159.0,6.0,2.0,4.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.91,1.91,1.96,1.94,2.0,1.98,1.92,1.91,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Gaston H.,Blanchet U.,83,193.0,753,289.0,2.0,6.0,6.0,0.0,2.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.44,2.75,1.5,2.8,1.51,2.92,1.46,2.76,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Kecmanovic M.,Baez S.,46,38.0,1146,1410.0,6.0,7.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,2.2,1.67,2.21,1.75,2.24,1.79,2.17,1.7,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Popyrin A.,Nishioka Y.,25,77.0,1950,794.0,7.0,5.0,6.0,4.0,1.0,2.0,,,,,2.0,0.0,Retired,1.14,5.5,1.19,5.44,1.2,7.13,1.17,5.33,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Ruud C.,Ramos A.,8,251.0,3655,224.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,13.0,1.04,18.01,1.05,24.0,1.03,14.0,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Tabilo A.,Cazaux A.,61,113.0,940,508.0,5.0,7.0,6.0,3.0,6.0,2.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,1.57,2.38,1.6,2.52,1.64,2.52,1.57,2.44,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Alcaraz C.,Zeppieri G.,2,310.0,8850,172.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,26.0,1.01,54.44,1.01,90.0,1.01,30.06,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Tsitsipas S.,Etcheverry T.,20,53.0,2270,1025.0,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.2,4.5,1.25,4.74,1.27,4.74,1.23,4.35,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Davidovich Fokina A.,Llamas Ruiz P.,29,872.0,1770,22.0,6.0,3.0,6.0,2.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.1,7.0,1.13,7.13,1.14,7.6,1.11,6.93,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Altmaier D.,Fritz T.,66,4.0,906,4675.0,7.0,5.0,3.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,3.75,1.29,3.74,1.32,4.0,1.33,3.71,1.28,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Rune H.,Bautista Agut R.,10,49.0,3440,1064.0,6.0,7.0,6.0,4.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.14,5.5,1.18,5.67,1.19,6.2,1.16,5.36,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Fearnley J.,Wawrinka S.,55,138.0,991,432.0,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.5,2.63,1.48,2.88,1.5,2.96,1.47,2.71,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Khachanov K.,Vukic A.,24,80.0,1960,783.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.1,7.0,1.1,9.13,1.11,9.6,1.09,7.89,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Diallo G.,Cerundolo F.,54,18.0,997,2475.0,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,6.5,1.11,8.05,1.11,8.2,1.14,7.01,1.11,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Lehecka J.,Thompson J.,34,40.0,1505,1375.0,6.0,4.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.14,5.5,1.17,5.94,1.17,6.8,1.15,5.68,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Ofner S.,Struff J.L.,108,87.0,533,690.0,7.0,6.0,6.0,3.0,6.0,7.0,6.0,2.0,,,3.0,1.0,Completed,1.36,3.2,1.41,3.18,1.45,3.2,1.38,3.1,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Gasquet R.,Atmane T.,166,121.0,339,477.0,6.0,2.0,2.0,6.0,6.0,3.0,6.0,0.0,,,3.0,1.0,Completed,2.38,1.57,2.55,1.58,2.56,1.62,2.46,1.56,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Shapovalov D.,Martinez P.,31,48.0,1701,1070.0,6.0,2.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.5,2.63,1.58,2.54,1.61,2.63,1.55,2.49,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Misolic F.,Bu Y.,153,70.0,374,874.0,5.0,7.0,7.0,6.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.57,2.38,1.62,2.45,1.68,2.45,1.58,2.4,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Fils A.,Jarry N.,14,149.0,2845,390.0,6.0,3.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.14,5.5,1.17,5.92,1.21,6.8,1.15,5.54,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Humbert U.,O Connell C.,21,82.0,2155,762.0,7.0,5.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.44,2.75,1.56,2.61,1.56,2.78,1.52,2.59,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Munar J.,Ugo Carabelli C.,57,51.0,962,1040.0,6.0,4.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,1.57,2.38,1.69,2.31,1.69,2.46,1.62,2.34,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Griekspoor T.,Giron M.,35,43.0,1485,1265.0,4.0,6.0,6.0,3.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,1.3,3.5,1.3,3.89,1.3,4.2,1.28,3.71,,
ATP,2025,29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Sinner J.,Rinderknech A.,1,75.0,10380,801.0,6.0,4.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.01,29.0,1.01,39.89,1.02,60.0,1.01,24.75,,
ATP,2025,29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,De Minaur A.,Djere L.,9,59.0,3635,952.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.2,4.5,1.24,4.54,1.25,4.8,1.22,4.38,,
ATP,2025,29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Gomez F.A.,Kovacevic A.,144,76.0,405,799.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,2.3,1.62,2.4,1.65,2.44,1.68,2.32,1.62,,
