Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kamke T.,Hanescu V.,98.0,90.0,578,600.0,6.0,2.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.61,2.2,1.75,2.0,1.73,2.0,1.64,2.41,1.67,2.1,1.8,2.41,1.68,2.12
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Melzer J.,57.0,33.0,842,1170.0,7.0,6.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,2.62,1.44,2.55,1.5,2.38,1.53,2.49,1.61,2.38,1.53,2.7,1.61,2.5,1.51
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Muller G.,8.0,55.0,2965,853.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.16,5.0,1.25,3.75,1.2,4.33,1.19,5.46,1.22,3.75,1.25,5.46,1.2,4.33
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Berlocq C.,Huta Galung J.,61.0,233.0,801,205.0,2.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.66,2.1,1.85,1.9,1.73,2.0,1.81,2.12,1.73,2.0,1.9,2.18,1.77,2.0
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Monaco J.,41.0,27.0,1005,1335.0,7.0,5.0,4.0,6.0,6.0,3.0,6.0,7.0,6.0,0.0,3.0,2.0,Completed,1.44,2.62,1.5,2.5,1.5,2.5,1.59,2.53,1.57,2.25,1.59,2.63,1.52,2.48
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Paire B.,22.0,84.0,1615,636.0,6.0,1.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.22,4.89,1.25,3.5,1.29,4.89,1.25,3.83
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,De Schepper K.,95.0,135.0,589,400.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.14,5.5,1.18,4.5,1.17,4.5,1.17,5.94,1.14,5.0,1.18,5.94,1.16,4.95
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Falla A.,Fognini F.,71.0,47.0,696,915.0,6.0,3.0,6.0,2.0,3.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.38,2.87,1.4,2.85,1.4,2.75,1.5,2.8,1.4,2.75,1.5,3.0,1.42,2.76
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Kudla D.,190.0,276.0,257,171.0,7.0,6.0,3.0,6.0,6.0,0.0,7.0,5.0,,,3.0,1.0,Completed,1.36,3.0,1.4,2.85,1.36,3.0,1.43,3.1,1.36,2.88,1.44,3.2,1.39,2.9
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Chardy J.,78.0,82.0,666,652.0,4.0,6.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.5,2.5,1.5,2.5,1.57,2.25,1.6,2.52,1.53,2.38,1.6,2.65,1.54,2.43
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Serra F.,Darcis S.,156.0,85.0,324,634.0,7.0,6.0,6.0,3.0,4.0,5.0,,,,,2.0,0.0,Retired,2.5,1.5,2.4,1.55,2.25,1.57,2.58,1.57,2.2,1.67,2.65,1.71,2.42,1.54
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Gojowczyk P.,42.0,248.0,1004,192.0,6.0,1.0,6.0,2.0,4.0,6.0,1.0,6.0,6.0,2.0,3.0,2.0,Completed,1.53,2.37,1.55,2.4,1.57,2.25,1.6,2.52,1.62,2.2,1.7,2.65,1.57,2.34
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lacko L.,Ljubicic I.,119.0,30.0,491,1270.0,3.0,6.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.66,2.1,1.85,1.9,1.83,1.83,1.7,2.29,1.73,2.0,2.0,2.29,1.8,1.96
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Dolgopolov O.,Jones G.,13.0,198.0,2030,245.0,1.0,6.0,4.0,6.0,6.0,1.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,1.04,13.0,1.05,9.0,1.05,9.0,1.05,13.0,1.05,8.0,1.07,13.0,1.05,9.78
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Phau B.,54.0,174.0,854,286.0,6.0,1.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.53,2.37,1.55,2.4,1.57,2.25,1.95,1.95,1.4,2.75,1.95,3.0,1.58,2.35
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Becker B.,44.0,304.0,985,148.0,6.0,1.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.12,6.0,1.16,5.0,1.17,4.5,1.14,6.62,1.17,4.5,1.18,6.62,1.15,5.13
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Kuznetsov A.,2.0,167.0,9595,301.0,6.0,4.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,,34.0,1.01,20.0,1.01,21.0,1.01,41.0,1.02,11.0,1.02,56.71,1.01,21.51
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Mitchell B.,17.0,222.0,1800,220.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.05,11.0,1.06,8.5,1.06,8.0,1.07,10.25,1.06,7.5,1.08,11.38,1.06,8.7
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lu Y.H.,De Voest R.,79.0,126.0,661,459.0,6.0,4.0,3.0,6.0,6.0,1.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.33,3.25,1.35,3.1,1.33,3.25,1.43,3.04,,,1.43,3.5,1.36,3.08
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Beck A.,Prodon E.,93.0,96.0,592,581.0,6.0,4.0,6.0,2.0,4.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.18,4.5,1.25,3.75,1.2,4.33,1.22,4.9,1.29,3.25,1.29,4.9,1.21,4.21
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Kudryavtsev A.,3.0,172.0,8010,290.0,7.0,5.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,,34.0,1.01,12.5,,21.0,1.01,61.0,1.01,23.0,1.01,61.0,1.01,22.5
ATP,2012,6,Melbourne,Australian Open,2012-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Nieminen J.,87.0,49.0,630,908.0,6.0,4.0,4.0,2.0,,,,,,,1.0,0.0,Retired,1.57,2.25,1.6,2.3,1.62,2.25,1.75,2.2,1.57,2.25,1.75,2.4,1.63,2.22
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Bogomolov A.,Gimeno-Traver D.,34.0,104.0,1135,547.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.12,6.0,1.18,4.5,1.14,5.0,1.15,6.41,1.14,5.0,1.21,6.41,1.15,5.21
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Machado R.,5.0,70.0,4925,698.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,,29.0,1.01,20.0,1.02,13.0,1.01,46.0,1.02,11.0,1.02,51.82,1.01,19.39
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Nishikori K.,Robert S.,26.0,106.0,1410,540.0,6.0,1.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,Completed,1.07,9.0,1.1,6.5,1.08,7.0,1.09,8.91,1.08,7.0,1.12,9.24,1.09,7.14
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Petzschner P.,Rosol L.,63.0,69.0,780,701.0,6.0,0.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.36,3.0,1.4,2.85,1.4,2.75,1.4,3.2,1.36,3.0,1.42,3.25,1.38,2.93
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Seppi A.,18.0,40.0,1765,1015.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.28,3.5,1.35,3.1,1.3,3.4,1.33,3.66,1.3,3.25,1.36,3.75,1.31,3.33
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Giraldo S.,Viola Mat.,56.0,153.0,845,335.0,6.0,4.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.08,8.0,1.07,8.0,1.07,7.5,1.09,9.41,1.1,6.0,1.14,9.41,1.09,7.01
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Golubev A.,Youzhny M.,146.0,35.0,362,1105.0,7.0,5.0,6.0,7.0,6.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,4.5,1.18,3.75,1.25,4.0,1.22,5.23,1.2,4.0,1.2,5.23,1.25,4.23,1.21
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Lorenzi P.,1.0,109.0,13630,521.0,6.0,2.0,6.0,0.0,6.0,0.0,,,,,3.0,0.0,Completed,1.0,67.0,1.01,20.0,1.0,51.0,1.01,81.0,1.0,81.0,1.01,96.0,1.01,34.48
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Roger-Vasselin E.,Malisse X.,101.0,64.0,562,760.0,7.0,6.0,,,,,,,,,1.0,0.0,Retired,2.75,1.4,2.5,1.5,2.62,1.44,2.82,1.49,2.75,1.4,2.82,1.51,2.64,1.46
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Russell M.,29.0,97.0,1270,578.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.8,1.9,1.75,2.0,1.83,1.83,2.02,1.88,1.8,1.91,2.02,2.03,1.84,1.89
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Volandri F.,25.0,72.0,1460,696.0,6.0,4.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,26.0,1.01,20.0,1.02,11.0,1.01,41.0,1.02,11.0,1.02,51.0,1.01,17.99
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Gulbis E.,46.0,73.0,915,695.0,2.0,6.0,6.0,1.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,2.1,1.66,2.2,1.65,2.1,1.67,2.31,1.69,2.2,1.62,2.31,1.74,2.14,1.67
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Tursunov D.,9.0,43.0,2655,988.0,5.0,7.0,7.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.1,7.0,1.11,6.0,1.14,5.0,1.13,7.45,1.13,5.5,1.15,7.45,1.11,6.11
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ito T.,Starace P.,117.0,62.0,500,800.0,6.0,3.0,4.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,2.2,1.61,2.1,1.7,2.0,1.73,2.17,1.78,2.1,1.67,2.25,1.81,2.09,1.7
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Duckworth J.,Zopp J.,250.0,148.0,191,359.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.62,1.44,2.7,1.45,2.5,1.5,2.93,1.46,2.75,1.4,2.93,1.51,2.64,1.46
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sweeting R.,Bachinger M.,68.0,89.0,716,611.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,2.1,1.66,1.95,1.8,1.91,1.8,2.1,1.81,2.0,1.73,2.15,1.85,2.0,1.76
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Levine J.,28.0,158.0,1315,320.0,6.0,0.0,7.0,6.0,5.0,7.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,1.3,3.4,1.35,3.1,1.33,3.25,1.32,3.71,1.29,3.25,1.37,3.71,1.33,3.23
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Matosevic M.,15.0,203.0,1970,240.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.03,15.0,1.03,12.0,1.03,10.0,1.02,26.0,1.02,11.0,1.05,26.0,1.03,12.0
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Harrison R.,4.0,77.0,7380,666.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.02,19.0,1.03,12.0,1.04,10.0,1.02,20.5,1.03,11.0,1.05,26.0,1.03,13.3
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,Kunitsyn I.,45.0,74.0,920,692.0,6.0,1.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,Completed,2.87,1.38,2.85,1.4,2.62,1.44,3.35,1.38,2.75,1.4,3.35,1.54,2.87,1.4
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mello R.,Bautista R.,108.0,175.0,526,281.0,6.0,4.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.8,1.9,1.75,2.0,1.73,2.0,2.0,1.9,1.73,2.0,2.01,2.19,1.82,1.93
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Sela D.,37.0,75.0,1060,685.0,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.9,1.8,2.0,1.75,2.0,1.73,1.88,2.02,2.0,1.73,2.1,2.02,1.91,1.83
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mahut N.,Stepanek R.,81.0,31.0,653,1230.0,7.0,5.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,5.0,1.16,4.25,1.2,4.0,1.22,5.83,1.17,4.0,1.2,5.83,1.23,4.57,1.19
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Gil F.,Dodig I.,107.0,36.0,537,1065.0,2.0,6.0,6.0,1.0,6.0,1.0,4.0,1.0,,,2.0,1.0,Retired,3.75,1.25,3.75,1.25,3.4,1.3,3.77,1.32,4.0,1.22,4.0,1.32,3.6,1.28
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Udomchoke D.,14.0,201.0,2005,242.0,6.0,1.0,3.0,6.0,6.0,7.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.04,13.0,1.05,9.0,1.04,9.0,1.03,17.5,1.04,9.0,1.06,19.75,1.04,11.05
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ebden M.,Souza J.,94.0,105.0,590,544.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.14,5.5,1.16,5.0,1.2,4.33,1.17,5.98,1.18,4.33,1.22,6.04,1.16,4.97
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Haase R.,16.0,53.0,1880,861.0,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.28,3.5,1.3,3.4,1.3,3.5,1.28,4.1,1.2,4.5,1.31,4.5,1.27,3.65
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,Garcia-Lopez G.,92.0,66.0,598,755.0,6.0,4.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,2.5,1.5,2.5,1.5,2.38,1.53,2.54,1.58,2.5,1.5,2.64,1.6,2.48,1.52
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Beck K.,39.0,100.0,1030,567.0,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.08,8.0,1.1,6.5,1.1,6.5,1.07,10.75,1.13,5.5,1.14,10.75,1.08,7.46
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Stebe C.M.,181.0,83.0,265,652.0,7.0,5.0,6.0,4.0,3.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.36,3.0,1.33,3.2,1.36,3.25,1.39,3.28,1.33,3.25,1.39,3.5,1.33,3.22
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Istomin D.,6.0,60.0,4335,802.0,6.0,4.0,3.0,6.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,1.08,8.0,1.08,7.5,1.1,7.0,1.1,8.6,1.08,7.0,1.11,8.89,1.09,7.21
ATP,2012,6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Ferrero J.C.,23.0,48.0,1595,910.0,4.0,6.0,6.0,7.0,6.0,2.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.44,2.62,1.44,2.75,1.44,2.62,1.61,2.48,1.4,2.75,1.61,2.89,1.47,2.62
ATP,2012,6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Falla A.,Fish M.,71.0,8.0,696,2965.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,8.0,1.08,6.0,1.11,6.0,1.11,8.95,1.1,7.0,1.1,8.95,1.12,6.92,1.09
ATP,2012,6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,Riba P.,41.0,88.0,1005,612.0,6.0,0.0,4.0,0.0,,,,,,,1.0,0.0,Retired,1.07,9.0,1.07,8.0,1.08,7.0,1.1,8.95,1.08,7.5,1.1,9.52,1.07,7.71
ATP,2012,6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Rochus O.,7.0,54.0,3700,854.0,6.0,1.0,6.0,0.0,7.0,6.0,,,,,3.0,0.0,Completed,1.07,9.0,1.08,7.0,1.08,7.5,1.09,9.5,1.08,7.5,1.1,9.52,1.08,7.49
ATP,2012,6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Lu Y.H.,Serra F.,79.0,156.0,661,324.0,7.0,5.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.44,2.62,1.4,2.9,1.4,2.75,1.54,2.67,1.4,2.88,1.54,2.9,1.46,2.65
ATP,2012,6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Anderson K.,Stakhovsky S.,32.0,65.0,1190,755.0,3.0,6.0,6.0,1.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.25,3.75,1.25,3.75,1.29,3.5,1.28,4.1,1.29,3.5,1.32,4.28,1.27,3.6
ATP,2012,6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Del Potro J.M.,Kavcic B.,11.0,103.0,2315,552.0,6.0,4.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.05,11.0,1.05,9.0,1.05,9.0,1.04,15.0,1.04,10.0,1.05,16.91,1.04,10.65
ATP,2012,6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Cipolla F.,19.0,76.0,1755,671.0,7.0,5.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.3,3.4,1.3,3.35,1.29,3.5,1.35,3.5,1.29,3.25,1.4,3.75,1.3,3.42
ATP,2012,6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Haas T.,2.0,190.0,9595,257.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,19.0,1.02,10.68,1.03,11.0,1.03,20.0,1.02,13.0,1.03,24.8,1.02,13.54
ATP,2012,6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Nalbandian D.,17.0,87.0,1800,630.0,4.0,6.0,6.0,3.0,2.0,6.0,7.0,6.0,10.0,8.0,3.0,2.0,Completed,1.9,1.8,2.1,1.7,1.91,1.91,1.97,1.93,1.8,2.0,2.1,2.0,1.95,1.81
ATP,2012,6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Lacko L.,Young D.,119.0,42.0,491,1004.0,6.0,3.0,6.0,1.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.0,1.72,1.88,1.88,2.0,1.73,2.02,1.88,1.83,1.83,2.04,1.93,1.93,1.82
ATP,2012,6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Beck A.,3.0,93.0,8010,592.0,,,,,,,,,,,,,Walkover,,34.0,1.01,20.0,1.01,21.0,1.01,51.0,1.01,19.0,1.01,57.57,1.01,23.48
