Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
WTA,2025,24,Paris,French Open,2025-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,3,Swiatek I.,Svitolina E.,5.0,14.0,5838.0,2845.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.25,4.0,1.3,3.94,1.31,4.01,1.27,3.91,,
WTA,2025,24,Paris,French Open,2025-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,3,Gauff C.,Keys M.,2.0,8.0,6863.0,4184.0,6.0,7.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.44,2.75,1.42,3.11,1.5,3.11,1.45,2.82,,
WTA,2025,24,Paris,French Open,2025-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,3,Boisson L.,Andreeva M.,361.0,6.0,171.0,4986.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,6.5,1.11,7.41,1.13,8.0,1.15,6.48,1.13,,
WTA,2025,24,Paris,French Open,2025-06-05,Grand Slam,Outdoor,Clay,Semifinals,3,Sabalenka A.,Swiatek I.,1.0,5.0,10683.0,5838.0,7.0,6.0,4.0,6.0,6.0,0.0,2.0,1.0,Completed,1.73,2.1,1.8,2.13,1.85,2.16,1.79,2.05,,
WTA,2025,24,Paris,French Open,2025-06-05,Grand Slam,Outdoor,Clay,Semifinals,3,Gauff C.,Boisson L.,2.0,361.0,6863.0,171.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.17,5.0,1.19,5.49,1.22,5.49,1.19,4.87,,
WTA,2025,24,Paris,French Open,2025-06-07,Grand Slam,Outdoor,Clay,The Final,3,Gauff C.,Sabalenka A.,2.0,1.0,2.0,10683.0,6.0,7.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,1.44,2.88,1.42,3.14,1.45,3.2,1.42,2.9,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Tomova V.,Jabeur O.,111.0,59.0,633.0,1023.0,7.0,6.0,2.0,0.0,,,1.0,0.0,Retired,4.5,1.2,4.29,1.25,5.25,1.25,4.62,1.19,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Vekic D.,Birrell K.,25.0,74.0,1813.0,878.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.4,2.8,1.46,2.87,1.48,3.0,1.41,2.86,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Svitolina E.,Bondar A.,13.0,75.0,3094.0,865.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.03,11.0,1.05,14.83,1.05,22.0,1.03,12.99,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Parry D.,Martic P.,118.0,138.0,612.0,526.0,4.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.53,2.5,1.57,2.52,1.6,2.62,1.52,2.51,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Lys E.,Yuan Y.,61.0,85.0,1020.0,792.0,6.0,4.0,5.0,7.0,6.0,2.0,2.0,1.0,Completed,2.0,1.8,1.98,1.88,2.0,2.0,1.96,1.83,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Kartal S.,Ostapenko J.,51.0,21.0,1147.0,2170.0,7.0,5.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,2.4,1.53,2.53,1.56,2.54,1.64,2.36,1.58,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Bucsa C.,Todoni A.,102.0,90.0,713.0,757.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.3,1.62,2.24,1.7,2.45,1.71,2.3,1.61,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Noskova L.,Pera B.,27.0,84.0,1697.0,805.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.33,1.22,4.74,1.22,5.6,1.21,4.46,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Sabalenka A.,Branstine C.,1.0,194.0,11640.0,363.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.04,11.0,1.04,15.08,1.05,22.0,1.03,12.76,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Sierra S.,Gadecki O.,101.0,103.0,714.0,707.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.91,1.91,,,1.91,1.91,1.91,1.91,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Haddad Maia B.,Sramkova R.,20.0,34.0,2189.0,1411.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.5,1.57,2.51,1.59,2.7,1.51,2.54,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Sasnovich A.,Gracheva V.,107.0,92.0,688.0,751.0,6.0,4.0,6.0,7.0,7.0,6.0,2.0,1.0,Completed,1.85,1.95,1.85,2.03,1.93,2.04,1.82,1.97,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Siegemund L.,Stearns P.,104.0,36.0,704.0,1386.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.5,1.53,2.49,1.58,2.66,1.6,2.5,1.53,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Shnaider D.,Uchijima M.,15.0,72.0,2776.0,884.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.08,7.0,1.09,9.1,1.11,9.2,1.09,7.52,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Keys M.,Ruse E.G.,8.0,58.0,4484.0,1028.0,6.0,7.0,7.0,5.0,7.0,5.0,2.0,1.0,Completed,1.22,4.33,1.25,4.29,1.25,4.9,1.22,4.29,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Danilovic O.,Zhang S.,37.0,124.0,1382.0,581.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.75,2.1,1.78,2.12,1.83,2.18,1.73,2.09,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Fernandez L.A.,Klugman H.,38.0,573.0,1350.0,77.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.08,8.0,1.09,8.7,1.11,10.0,1.09,7.48,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Zarazua R.,Wickmayer Y.,71.0,764.0,886.0,39.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.67,2.2,1.72,2.2,1.77,2.25,1.69,2.15,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Galfi D.,Dart H.,110.0,152.0,637.0,486.0,3.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,2.1,1.73,2.15,1.76,2.2,1.85,2.1,1.73,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Vondrousova M.,Kessler M.,73.0,30.0,883.0,1485.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.45,2.75,1.51,2.7,1.51,2.88,1.47,2.67,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Li A.,Golubic V.,65.0,82.0,974.0,819.0,6.0,3.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,2.25,1.67,2.32,1.66,2.36,1.72,2.2,1.67,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Raducanu E.,Xu M.,40.0,318.0,1321.0,208.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.15,5.0,1.18,5.32,1.18,5.32,1.17,4.85,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Rakhimova K.,Ito A.,80.0,108.0,831.0,683.0,5.0,7.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.33,3.4,1.36,3.32,1.41,3.5,1.34,3.25,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Paolini J.,Sevastova A.,5.0,402.0,4806.0,139.0,2.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.07,8.5,1.07,10.63,1.1,10.63,1.06,9.26,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Bouzkova M.,Sun L.,48.0,47.0,1176.0,1230.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.8,1.45,2.9,1.48,3.0,1.45,2.75,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Anisimova A.,Putintseva Y.,12.0,33.0,3200.0,1455.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.36,3.2,1.4,3.13,1.42,3.3,1.36,3.14,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Osaka N.,Gibson T.,53.0,126.0,1094.0,577.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.15,5.5,1.17,5.5,1.2,5.8,1.15,5.41,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Pavlyuchenkova A.,Tomljanovic A.,50.0,79.0,1149.0,831.0,4.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.7,2.1,1.79,2.1,1.79,2.24,1.71,2.12,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Boulter K.,Badosa P.,43.0,9.0,1278.0,3684.0,6.0,2.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,2.0,1.83,2.05,1.83,2.16,1.85,2.03,1.77,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Krueger A.,Stojsavljevic M.,31.0,796.0,1484.0,36.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.13,6.0,1.12,7.08,1.15,7.5,1.12,6.52,,
WTA,2025,31,London,Wimbledon,2025-06-30,Grand Slam,Outdoor,Grass,1st Round,3,Mertens E.,Fruhvirtova L.,23.0,148.0,1936.0,498.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.6,1.31,3.69,1.33,4.0,1.29,3.59,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Alexandrova E.,Hon P.,17.0,134.0,2426.0,544.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.08,8.0,1.08,9.68,1.1,10.0,1.08,8.05,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Tauson C.,Watson H.,22.0,143.0,2062.0,513.0,2.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.25,3.75,1.27,4.02,1.31,4.1,1.27,3.73,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Erjavec V.,Kostyuk M.,171.0,26.0,423.0,1736.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,5.5,1.12,6.89,1.13,7.0,1.16,6.53,1.11,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Volynets K.,Maria T.,98.0,45.0,724.0,1259.0,3.0,6.0,7.0,6.0,6.0,1.0,2.0,1.0,Completed,2.6,1.45,2.52,1.57,2.75,1.57,2.65,1.47,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Cocciaretto E.,Pegula J.,116.0,3.0,615.0,6483.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,8.0,1.08,9.79,1.08,10.0,1.1,7.99,1.08,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Lamens S.,Jovic I.,69.0,89.0,922.0,761.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,3.0,1.36,3.21,1.38,3.21,1.44,3.04,1.37,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Kasatkina D.,Arango E.,18.0,76.0,2361.0,859.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.1,6.0,1.12,7.05,1.15,7.2,1.12,6.17,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Begu I.,Juvan K.,115.0,240.0,621.0,305.0,7.0,6.0,1.0,6.0,6.0,3.0,2.0,1.0,Completed,4.0,1.25,4.07,1.27,4.3,1.27,3.92,1.25,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Siniakova K.,Zheng Q.,81.0,6.0,819.0,4803.0,7.0,5.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,2.8,1.45,2.82,1.47,2.82,1.53,2.62,1.48,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Kalinskaya A.,Stojanovic N.,39.0,172.0,1342.0,421.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.36,3.2,1.38,3.22,1.41,3.35,1.34,3.22,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Sonmez Z.,Cristian J.,88.0,52.0,772.0,1116.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.85,1.95,2.0,1.88,2.0,2.0,1.87,1.91,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Krejcikova B.,Eala A.,16.0,56.0,2724.0,1041.0,3.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,2.1,1.75,2.13,1.75,2.2,1.82,2.11,1.72,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Samsonova L.,Joint M.,19.0,41.0,2276.0,1319.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.8,1.46,2.88,1.52,2.92,1.44,2.77,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Wang Xin.,Muchova K.,32.0,14.0,1470.0,2881.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.6,2.25,1.63,2.39,1.67,2.44,1.62,2.28,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Bronzetti L.,Teichmann J.,63.0,93.0,1001.0,749.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.7,2.2,1.7,2.24,1.77,2.28,1.71,2.13,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,McNally C.,Burrage J.,208.0,154.0,342.0,477.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.83,1.91,1.83,2.05,1.94,2.05,1.85,1.93,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Sakkari M.,Blinkova A.,77.0,78.0,854.0,853.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.73,2.1,1.71,2.23,1.74,2.32,1.69,2.16,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Swiatek I.,Kudermetova P.,4.0,64.0,4943.0,998.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.03,13.0,1.02,22.74,1.04,24.0,1.02,15.9,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Starodubtseva Y.,Jones F.,68.0,122.0,935.0,602.0,1.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,2.0,1.83,2.05,1.83,2.06,1.9,2.01,1.79,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Collins D.,Osorio M.,54.0,57.0,1062.0,1030.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.45,2.8,1.49,2.76,1.51,2.92,1.45,2.73,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Baptiste H.,Cirstea S.,55.0,168.0,1046.0,432.0,6.0,7.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,1.4,2.75,1.47,2.85,1.5,3.0,1.42,2.84,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Andreeva M.,Sherif M.,7.0,86.0,4743.0,778.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.05,10.0,1.07,10.98,1.08,12.0,1.05,10.14,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Mboko V.,Frech M.,97.0,24.0,727.0,1821.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.67,2.2,1.76,2.13,1.9,2.2,1.78,2.03,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Dolehide C.,Rus A.,67.0,94.0,937.0,747.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.4,1.37,3.31,1.38,3.55,1.33,3.32,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Navarro E.,Kvitova P.,10.0,572.0,3610.0,77.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.22,4.0,1.23,4.67,1.27,4.67,1.21,4.29,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Bouzas Maneiro J.,Seidel E.,62.0,109.0,1016.0,669.0,6.0,3.0,3.0,2.0,,,1.0,0.0,Retired,1.7,2.2,1.75,2.17,1.75,2.32,1.67,2.2,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Kudermetova V.,Zhu L.,46.0,307.0,1248.0,221.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.18,4.5,1.21,4.76,1.22,5.3,1.18,4.75,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Jacquemot E.,Linette M.,113.0,29.0,627.0,1594.0,6.0,7.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,2.2,1.67,2.25,1.69,2.36,1.72,2.26,1.63,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Kenin S.,Townsend T.,28.0,99.0,1618.0,722.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.8,1.47,2.85,1.52,2.88,1.45,2.71,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Zakharova A.,Azarenka V.,95.0,87.0,739.0,774.0,6.0,2.0,2.0,6.0,6.0,1.0,2.0,1.0,Completed,5.0,1.15,5.29,1.18,5.5,1.22,4.99,1.17,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Bencic B.,Parks A.,35.0,60.0,1410.0,1023.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.3,3.25,1.35,3.4,1.36,3.65,1.34,3.24,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Rybakina E.,Avanesyan E.,11.0,49.0,3456.0,1150.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.08,8.0,1.1,8.93,1.11,9.4,1.07,8.45,,
WTA,2025,31,London,Wimbledon,2025-07-01,Grand Slam,Outdoor,Grass,1st Round,3,Yastremska D.,Gauff C.,42.0,2.0,1306.0,7899.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,5.0,1.18,5.0,1.2,5.5,1.21,4.74,1.18,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Kartal S.,Tomova V.,51.0,111.0,1147.0,633.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.4,1.34,3.52,1.34,3.8,1.29,3.57,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Keys M.,Danilovic O.,8.0,37.0,4484.0,1382.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.25,4.0,1.27,4.16,1.28,4.5,1.23,4.1,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Siegemund L.,Fernandez L.A.,104.0,38.0,704.0,1350.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,3.75,1.29,3.97,1.29,4.1,1.31,3.77,1.27,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Sabalenka A.,Bouzkova M.,1.0,48.0,11640.0,1176.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.07,7.5,1.08,9.68,1.11,9.68,1.08,7.93,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Bucsa C.,Vekic D.,102.0,25.0,713.0,1813.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,3.75,1.25,4.18,1.27,4.3,1.29,3.96,1.24,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Mertens E.,Li A.,23.0,65.0,1936.0,974.0,6.0,7.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,1.25,4.0,1.26,4.31,1.28,4.4,1.24,4.03,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Galfi D.,Haddad Maia B.,110.0,20.0,637.0,2189.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,3.0,1.36,3.28,1.38,3.4,1.4,3.18,1.35,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Sierra S.,Boulter K.,101.0,43.0,714.0,1278.0,6.0,7.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,5.0,1.18,5.32,1.19,5.32,1.22,4.73,1.19,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Noskova L.,Lys E.,27.0,61.0,1697.0,1020.0,6.0,2.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.18,5.0,1.19,5.25,1.21,5.5,1.18,4.86,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Anisimova A.,Zarazua R.,12.0,71.0,3200.0,886.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.1,7.5,1.11,8.22,1.11,9.4,1.09,7.54,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Parry D.,Shnaider D.,118.0,15.0,612.0,2776.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,3.75,1.29,3.99,1.28,4.1,1.3,3.76,1.27,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Osaka N.,Siniakova K.,53.0,81.0,1094.0,819.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.91,1.91,1.98,1.91,1.99,2.0,1.89,1.91,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Rakhimova K.,Paolini J.,80.0,5.0,831.0,4806.0,4.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,5.0,1.18,5.28,1.19,5.6,1.21,4.97,1.18,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Raducanu E.,Vondrousova M.,40.0,73.0,1321.0,883.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.5,1.5,2.71,1.52,2.76,1.56,2.57,1.5,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Svitolina E.,Sasnovich A.,13.0,107.0,3094.0,688.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.15,5.5,1.17,5.86,1.17,6.8,1.13,5.86,,
WTA,2025,31,London,Wimbledon,2025-07-02,Grand Slam,Outdoor,Grass,2nd Round,3,Pavlyuchenkova A.,Krueger A.,50.0,31.0,1149.0,1484.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.8,2.0,1.83,2.06,1.85,2.16,1.77,2.03,,
WTA,2025,31,London,Wimbledon,2025-07-03,Grand Slam,Outdoor,Grass,2nd Round,3,Navarro E.,Kudermetova V.,10.0,46.0,3610.0,1248.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.5,1.56,2.59,1.56,2.74,1.52,2.52,,
WTA,2025,31,London,Wimbledon,2025-07-03,Grand Slam,Outdoor,Grass,2nd Round,3,Sonmez Z.,Wang Xin.,88.0,32.0,772.0,1470.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,6.0,1.13,6.58,1.14,7.2,1.17,5.66,1.14,,
WTA,2025,31,London,Wimbledon,2025-07-03,Grand Slam,Outdoor,Grass,2nd Round,3,Cocciaretto E.,Volynets K.,116.0,98.0,615.0,724.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.45,2.63,1.52,2.7,1.54,2.85,1.46,2.69,,
WTA,2025,31,London,Wimbledon,2025-07-03,Grand Slam,Outdoor,Grass,2nd Round,3,Andreeva M.,Bronzetti L.,7.0,63.0,4743.0,1001.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.1,7.0,1.09,8.91,1.11,9.6,1.08,8.22,,
WTA,2025,31,London,Wimbledon,2025-07-03,Grand Slam,Outdoor,Grass,2nd Round,3,Baptiste H.,Mboko V.,55.0,97.0,1046.0,727.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,2.05,1.73,2.16,1.77,2.2,1.8,2.11,1.72,,
WTA,2025,31,London,Wimbledon,2025-07-03,Grand Slam,Outdoor,Grass,2nd Round,3,Collins D.,Erjavec V.,54.0,171.0,1062.0,423.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5.0,1.2,5.1,1.2,5.8,1.15,5.32,,
WTA,2025,31,London,Wimbledon,2025-07-03,Grand Slam,Outdoor,Grass,2nd Round,3,Rybakina E.,Sakkari M.,11.0,77.0,3456.0,854.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.18,5.0,1.19,5.41,1.22,5.5,1.17,5.02,,
