Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Hrbaty D.,Roitman S.,24.0,117.0,1250.0,368.0,6.0,4.0,6,2,3,6,2.0,6.0,6.0,3.0,3.0,2.0,Completed,1.33,3.25,1.3,3.4,1.34,3.12,1.383,3.41,1.31,3.3
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Karlovic I.,Patience O.,52.0,132.0,771.0,333.0,7.0,6.0,7,6,7,6,,,,,3.0,0.0,Completed,1.57,2.25,1.65,2.2,1.6,2.25,1.714,2.3,1.6,2.25
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Kindlmann D.,Sabau R.,438.0,121.0,64.0,362.0,6.0,3.0,6,2,6,2,,,,,3.0,0.0,Completed,1.66,2.1,1.6,2.3,1.65,2.15,1.68,2.37,1.65,2.16
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Ljubicic I.,Berlocq C.,4.0,82.0,2610.0,503.0,6.0,2.0,6,0,6,3,,,,,3.0,0.0,Completed,1.11,6.0,1.11,6.25,1.11,5.84,1.13,8.0,1.12,5.8
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Martin A.,Roddick A.,68.0,5.0,589.0,2585.0,6.0,4.0,7,5,1,0,,,,,2.0,0.0,Retired,1.9,1.8,1.88,1.88,1.8,1.95,1.806,2.14,1.92,1.84
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Mathieu P.H.,Phau B.,32.0,62.0,920.0,629.0,6.0,4.0,6,2,6,1,,,,,3.0,0.0,Completed,1.16,4.5,1.2,4.4,1.2,4.25,1.2,5.51,1.2,4.3
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Monaco J.,van Gemerden M.,103.0,111.0,413.0,395.0,6.0,3.0,6,2,6,4,,,,,3.0,0.0,Completed,1.36,3.0,1.3,3.4,1.32,3.22,1.369,3.51,1.36,3.02
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Monfils G.,Murray A.,28.0,45.0,1100.0,817.0,6.0,4.0,6,7,1,6,6.0,2.0,6.0,1.0,3.0,2.0,Completed,1.57,2.25,1.57,2.4,1.55,2.35,1.606,2.55,1.62,2.22
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Montanes A.,Ginepri R.,105.0,17.0,411.0,1475.0,6.0,3.0,6,7,6,1,6.0,4.0,,,3.0,1.0,Completed,1.53,2.37,1.5,2.55,1.5,2.45,1.524,2.78,1.55,2.4
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Montcourt M.,Daniel M.,213.0,88.0,191.0,459.0,6.0,2.0,6,4,1,6,6.0,2.0,,,3.0,1.0,Completed,2.5,1.5,2.4,1.55,2.34,1.56,2.53,1.613,2.42,1.53
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Norman D.,Massa E.,110.0,561.0,396.0,39.0,6.0,1.0,6,3,6,3,,,,,3.0,0.0,Completed,2.2,1.61,2.1,1.7,1.87,1.87,1.99,1.917,2.08,1.71
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Ramirez-Hidalgo R.,Ascione T.,79.0,135.0,525.0,319.0,7.0,6.0,6,4,6,7,6.0,3.0,,,3.0,1.0,Completed,1.33,3.25,1.35,3.1,1.35,3.1,1.312,3.91,1.33,3.15
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Rochus C.,Johansson T.,76.0,18.0,555.0,1455.0,3.0,6.0,5,7,6,4,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.83,1.83,1.88,1.88,1.87,1.87,2.09,1.84,1.78,1.98
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Rochus O.,Faurel J.C.,30.0,147.0,1080.0,289.0,6.0,1.0,6,4,6,2,,,,,3.0,0.0,Completed,1.11,6.0,1.16,5.0,1.13,5.5,1.179,6.1,1.11,6.05
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Sanguinetti D.,Bracciali D.,65.0,54.0,610.0,742.0,3.0,6.0,7,6,6,3,6.0,3.0,,,3.0,1.0,Completed,2.0,1.72,2.05,1.75,2.05,1.75,2.24,1.746,2.0,1.76
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Serra F.,Vik R.,44.0,67.0,822.0,598.0,6.0,1.0,1,6,7,5,6.0,4.0,,,3.0,1.0,Completed,1.5,2.5,1.53,2.45,1.53,2.4,1.524,2.78,1.48,2.55
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Vanek J.,Mahut N.,100.0,80.0,416.0,516.0,6.0,3.0,7,6,6,7,7.0,6.0,,,3.0,1.0,Completed,1.83,1.83,2.1,1.7,1.9,1.85,2.13,1.813,1.87,1.87
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Verdasco F.,Chela J.I.,31.0,38.0,1005.0,845.0,6.0,1.0,6,3,6,7,6.0,4.0,,,3.0,1.0,Completed,1.66,2.1,1.6,2.3,1.55,2.35,1.667,2.4,1.63,2.22
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Waske A.,Vicente F.,94.0,87.0,440.0,460.0,6.0,4.0,4,6,7,6,7.0,6.0,,,3.0,1.0,Completed,2.37,1.53,2.55,1.5,2.6,1.45,2.71,1.552,2.32,1.57
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Ancic M.,Capdeville P.,12.0,125.0,1710.0,355.0,7.0,5.0,6,3,7,6,,,,,3.0,0.0,Completed,1.25,3.75,1.3,3.4,1.26,3.59,1.278,4.3,1.29,3.5
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Berdych T.,Volandri F.,20.0,55.0,1390.0,716.0,6.0,3.0,6,1,6,1,,,,,3.0,0.0,Completed,1.39,2.75,1.37,3.0,1.32,3.22,1.386,3.39,1.4,2.85
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Davydenko N.,Saretta F.,6.0,89.0,2395.0,457.0,6.0,2.0,4,1,,,,,,,1.0,0.0,Retired,1.1,6.5,1.08,7.25,1.12,5.66,1.085,10.7,,
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Dlouhy L.,Acasuso J.,86.0,29.0,465.0,1090.0,4.0,6.0,7,6,6,3,6.0,1.0,,,3.0,1.0,Completed,6.5,1.1,7.25,1.08,6.75,1.1,9.6,1.094,6.25,1.1
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Falla A.,1.0,139.0,7010.0,309.0,6.0,1.0,6,4,6,3,,,,,3.0,0.0,Completed,1.0,17.0,1.01,14.0,1.02,25.0,1.013,56.0,1.01,50.0
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrero J.C.,Kohlschreiber P.,27.0,83.0,1145.0,499.0,6.0,2.0,6,4,6,2,,,,,3.0,0.0,Completed,1.3,3.39,1.3,3.4,1.28,3.46,1.333,3.7,1.29,3.45
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Gaudio G.,Korolev E.,10.0,151.0,1745.0,283.0,6.0,3.0,6,7,6,4,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.22,4.0,1.28,3.55,1.25,3.75,1.27,4.4,1.24,3.88
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Kiefer N.,Gicquel M.,13.0,115.0,1590.0,378.0,6.0,0.0,6,1,5,7,3.0,6.0,11.0,9.0,3.0,2.0,Completed,1.25,3.75,1.2,4.4,1.17,4.67,1.218,5.18,1.2,4.3
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Massu N.,Mirnyi M.,35.0,49.0,885.0,785.0,6.0,4.0,7,5,6,4,,,,,3.0,0.0,Completed,1.57,2.25,1.65,2.2,1.6,2.25,1.746,2.24,1.7,2.1
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Montanes A.,Galvani S.,105.0,158.0,411.0,264.0,7.0,5.0,6,1,3,6,2.0,6.0,6.0,4.0,3.0,2.0,Completed,1.57,2.25,1.53,2.45,1.6,2.3,1.637,2.47,1.55,2.38
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Moya C.,Youzhny M.,33.0,43.0,905.0,830.0,6.0,3.0,6,4,6,2,,,,,3.0,0.0,Completed,1.36,2.87,1.3,3.4,1.35,3.1,1.365,3.54,1.3,3.35
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Nalbandian D.,Gasquet R.,3.0,40.0,3065.0,835.0,6.0,2.0,3,6,7,5,6.0,0.0,,,3.0,1.0,Completed,1.22,4.0,1.2,4.4,1.2,4.25,1.25,4.6,1.2,4.3
ATP,2006,31,Paris,French Open,2006-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Sluiter R.,Lapentti N.,118.0,129.0,367.0,342.0,6.0,1.0,6,4,6,1,,,,,3.0,0.0,Completed,2.1,1.66,2.05,1.75,1.87,1.87,2.0,1.909,1.92,1.82
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Benneteau J.,Baghdatis M.,95.0,19.0,437.0,1399.0,3.0,6.0,6,4,6,3,6.0,7.0,6.0,4.0,3.0,2.0,Completed,3.25,1.33,2.8,1.42,3.1,1.35,3.37,1.389,3.18,1.33
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Gonzalez F.,63.0,9.0,627.0,1780.0,6.0,4.0,6,1,3,6,4.0,6.0,6.0,1.0,3.0,2.0,Completed,4.0,1.22,4.1,1.22,4.25,1.2,4.5,1.263,4.3,1.2
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Haas T.,Waske A.,25.0,94.0,1250.0,440.0,6.0,4.0,7,5,6,7,6.0,4.0,,,3.0,1.0,Completed,1.16,4.5,1.16,5.0,1.15,5.2,1.194,5.65,1.2,4.3
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Montcourt M.,14.0,213.0,1580.0,191.0,7.0,5.0,6,3,6,3,,,,,3.0,0.0,Completed,1.25,3.75,1.22,4.1,1.3,3.35,1.292,4.13,1.25,3.75
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Hrbaty D.,Karlovic I.,24.0,52.0,1250.0,771.0,4.0,6.0,6,4,6,7,7.0,5.0,6.0,2.0,3.0,2.0,Completed,1.66,2.1,1.7,2.1,1.73,2.03,1.746,2.24,1.78,1.98
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Ljubicic I.,Hernandez O.,4.0,131.0,2610.0,337.0,6.0,3.0,6,7,6,1,6.0,2.0,,,3.0,1.0,Completed,1.12,5.5,1.11,6.25,1.13,5.5,1.131,7.91,1.14,5.2
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Martin A.,Kindlmann D.,68.0,438.0,589.0,64.0,6.0,3.0,6,3,6,3,,,,,3.0,0.0,Completed,1.16,5.0,1.17,5.0,1.17,4.67,1.171,6.35,1.13,5.5
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Mathieu P.H.,Serra F.,32.0,44.0,920.0,822.0,6.0,0.0,7,6,7,6,,,,,3.0,0.0,Completed,1.53,2.37,1.67,2.2,1.55,2.35,1.694,2.34,1.68,2.12
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Monfils G.,Norman D.,28.0,110.0,1100.0,396.0,4.0,6.0,6,3,6,7,6.0,0.0,7.0,5.0,3.0,2.0,Completed,1.16,4.5,1.2,4.4,1.21,4.06,1.25,4.6,1.1,6.0
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Ramirez-Hidalgo R.,Rochus C.,79.0,76.0,525.0,555.0,5.0,2.0,,,,,,,,,0.0,0.0,Retired,1.5,2.5,1.5,2.55,1.45,2.6,1.49,2.84,1.48,2.55
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Robredo T.,Bozoljac I.,7.0,160.0,2020.0,262.0,7.0,5.0,6,2,3,6,6.0,1.0,,,3.0,1.0,Completed,1.05,8.5,1.04,10.0,1.05,8.5,1.044,18.5,1.04,11.0
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Rochus O.,Vanek J.,30.0,100.0,1080.0,416.0,6.0,2.0,6,0,6,2,,,,,3.0,0.0,Completed,1.16,4.5,1.17,4.85,1.17,4.67,1.181,6.01,1.15,5.0
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Stepanek R.,Sanguinetti D.,11.0,65.0,1735.0,610.0,6.0,3.0,6,3,6,1,,,,,3.0,0.0,Completed,1.12,5.5,1.13,5.65,1.17,4.67,1.166,6.41,1.17,4.7
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Tursunov D.,Henman T.,34.0,71.0,900.0,570.0,6.0,3.0,6,2,4,6,6.0,4.0,,,3.0,1.0,Completed,2.2,1.61,2.2,1.65,2.15,1.65,2.14,1.806,2.16,1.66
ATP,2006,31,Paris,French Open,2006-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Vassallo-Arguello M.,Grosjean S.,181.0,21.0,225.0,1340.0,1.0,6.0,6,4,4,6,7.0,5.0,6.0,2.0,3.0,2.0,Completed,5.5,1.12,5.65,1.13,5.19,1.14,6.45,1.168,5.3,1.14
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrer D.,Chardy J.,15.0,455.0,1505.0,60.0,6.0,1.0,6,4,3,6,6.0,1.0,,,3.0,1.0,Completed,1.05,8.5,1.05,9.0,1.05,8.5,1.053,15.9,1.05,10.0
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,2nd Round,5,Monaco J.,Verdasco F.,103.0,31.0,413.0,1005.0,4.0,6.0,6,4,6,4,6.0,1.0,,,3.0,1.0,Completed,2.62,1.44,2.6,1.48,2.6,1.46,2.89,1.478,3.05,1.36
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Kim K.,2.0,116.0,4545.0,370.0,6.0,2.0,6,1,6,4,,,,,3.0,0.0,Completed,1.0,17.0,1.01,14.0,1.01,33.0,1.011,60.5,1.01,50.0
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,2nd Round,5,Blake J.,Almagro N.,8.0,41.0,1925.0,834.0,6.0,7.0,6,2,6,4,6.0,4.0,,,3.0,1.0,Completed,3.39,1.3,3.1,1.35,2.92,1.37,3.16,1.424,2.98,1.37
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Ancic M.,Montanes A.,12.0,105.0,1710.0,411.0,6.0,1.0,6,2,6,4,,,,,3.0,0.0,Completed,1.25,3.75,1.3,3.5,1.32,3.22,1.324,3.79,1.28,3.5
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Berdych T.,Kiefer N.,20.0,13.0,1390.0,1590.0,6.0,1.0,,,,,,,,,1.0,0.0,Retired,1.3,3.39,1.3,3.5,1.32,3.22,1.332,3.71,1.28,3.55
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Davydenko N.,Moya C.,6.0,33.0,2395.0,905.0,6.0,1.0,7,5,6,3,,,,,3.0,0.0,Completed,1.36,3.0,1.45,2.75,1.45,2.6,1.442,3.06,1.38,2.95
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Federer R.,Massu N.,1.0,35.0,7010.0,885.0,6.0,1.0,6,2,6,7,7.0,5.0,,,3.0,1.0,Completed,1.01,12.0,1.03,12.0,1.04,14.0,1.043,19.5,1.03,14.0
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Gaudio G.,Ferrero J.C.,10.0,27.0,1745.0,1145.0,7.0,5.0,7,5,7,6,,,,,3.0,0.0,Completed,1.8,1.9,1.9,1.9,1.85,1.9,1.962,1.943,1.8,1.96
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Nalbandian D.,Tursunov D.,3.0,34.0,3065.0,900.0,2.0,6.0,5,7,6,4,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.08,7.0,1.1,7.0,1.1,6.75,1.111,8.75,1.09,6.7
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Robredo T.,Dlouhy L.,7.0,86.0,2020.0,465.0,6.0,1.0,6,4,6,2,,,,,3.0,0.0,Completed,1.08,7.0,1.08,8.0,1.08,6.9,1.089,10.25,1.09,6.7
ATP,2006,31,Paris,French Open,2006-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Vassallo-Arguello M.,Sluiter R.,181.0,118.0,225.0,367.0,2.0,6.0,6,4,6,3,3.0,6.0,6.0,1.0,3.0,2.0,Completed,1.57,2.25,1.7,2.15,1.65,2.15,1.741,2.25,1.7,2.1
ATP,2006,31,Paris,French Open,2006-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Benneteau J.,Stepanek R.,95.0,11.0,437.0,1735.0,5.0,7.0,7,5,7,6,6.0,3.0,,,3.0,1.0,Completed,4.0,1.22,4.25,1.22,3.89,1.23,5.2,1.217,4.3,1.2
ATP,2006,31,Paris,French Open,2006-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Haas T.,63.0,25.0,627.0,1250.0,7.0,5.0,6,1,7,6,,,,,3.0,0.0,Completed,1.61,2.2,1.65,2.25,1.55,2.35,1.671,2.39,1.61,2.25
ATP,2006,31,Paris,French Open,2006-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Hewitt L.,Hrbaty D.,14.0,24.0,1580.0,1250.0,7.0,6.0,6,2,6,2,,,,,3.0,0.0,Completed,1.61,2.2,1.6,2.35,1.6,2.25,1.61,2.54,1.55,2.38
ATP,2006,31,Paris,French Open,2006-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Martin A.,Rochus O.,68.0,30.0,589.0,1080.0,7.0,5.0,4,6,6,7,6.0,1.0,6.0,4.0,3.0,2.0,Completed,2.2,1.61,2.1,1.73,2.12,1.67,2.18,1.781,2.15,1.66
ATP,2006,31,Paris,French Open,2006-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Mathieu P.H.,2.0,32.0,4545.0,920.0,5.0,7.0,6,4,6,4,6.0,4.0,,,3.0,1.0,Completed,1.02,11.0,1.03,11.0,1.03,13.5,1.033,23.5,1.04,11.0
ATP,2006,31,Paris,French Open,2006-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Ramirez-Hidalgo R.,Ferrer D.,79.0,15.0,525.0,1505.0,7.0,6.0,7,6,6,4,,,,,3.0,0.0,Completed,5.0,1.14,5.25,1.16,5.2,1.15,6.51,1.164,5.2,1.15
ATP,2006,31,Paris,French Open,2006-06-04,Grand Slam,Outdoor,Clay,3rd Round,5,Ljubicic I.,Monaco J.,4.0,103.0,2610.0,413.0,4.0,6.0,5,7,6,3,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.33,3.25,1.35,3.2,1.3,3.35,1.435,3.1,1.35,3.05
ATP,2006,31,Paris,French Open,2006-06-04,Grand Slam,Outdoor,Clay,3rd Round,5,Monfils G.,Blake J.,28.0,8.0,1100.0,1925.0,6.0,2.0,6,7,7,6,5.0,7.0,6.0,4.0,3.0,2.0,Completed,3.25,1.33,3.5,1.3,3.1,1.35,3.5,1.37,3.3,1.32
ATP,2006,31,Paris,French Open,2006-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Davydenko N.,Gaudio G.,6.0,10.0,2395.0,1745.0,6.0,3.0,6,4,3,6,6.0,3.0,,,3.0,1.0,Completed,1.53,2.37,1.62,2.3,1.6,2.3,1.641,2.46,1.58,2.33
ATP,2006,31,Paris,French Open,2006-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Ancic M.,Robredo T.,12.0,7.0,1710.0,2020.0,6.0,4.0,4,6,2,6,6.0,4.0,7.0,5.0,3.0,2.0,Completed,3.0,1.36,3.1,1.37,3.1,1.35,3.57,1.361,2.97,1.37
ATP,2006,31,Paris,French Open,2006-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Berdych T.,1.0,20.0,7010.0,1390.0,6.0,3.0,6,2,6,3,,,,,3.0,0.0,Completed,1.06,8.0,1.1,7.0,1.11,5.84,1.133,7.84,1.1,7.2
ATP,2006,31,Paris,French Open,2006-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Nalbandian D.,Vassallo-Arguello M.,3.0,181.0,3065.0,225.0,6.0,4.0,6,4,6,4,,,,,3.0,0.0,Completed,1.06,8.0,1.07,8.5,1.1,6.75,1.098,9.25,1.08,7.8
ATP,2006,31,Paris,French Open,2006-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Benneteau J.,Martin A.,95.0,68.0,437.0,589.0,5.0,1.0,,,,,,,,,0.0,0.0,Retired,2.37,1.53,2.65,1.48,2.75,1.42,2.74,1.529,2.5,1.5
ATP,2006,31,Paris,French Open,2006-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Monfils G.,63.0,28.0,627.0,1100.0,7.0,6.0,7,6,6,3,,,,,3.0,0.0,Completed,1.57,2.25,1.53,2.5,1.58,2.28,1.581,2.62,1.57,2.35
ATP,2006,31,Paris,French Open,2006-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Ljubicic I.,Ramirez-Hidalgo R.,4.0,79.0,2610.0,525.0,6.0,3.0,3,6,6,3,6.0,2.0,,,3.0,1.0,Completed,1.39,2.75,1.48,2.65,1.5,2.45,1.543,2.72,1.53,2.42
ATP,2006,31,Paris,French Open,2006-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Hewitt L.,2.0,14.0,4545.0,1580.0,6.0,2.0,5,7,6,4,6.0,2.0,,,3.0,1.0,Completed,1.05,8.5,1.06,9.0,1.05,8.5,1.076,11.65,1.07,8.0
ATP,2006,31,Paris,French Open,2006-06-06,Grand Slam,Outdoor,Clay,Quarterfinals,5,Federer R.,Ancic M.,1.0,12.0,7010.0,1710.0,6.0,4.0,6,3,6,4,,,,,3.0,0.0,Completed,1.04,9.0,1.03,12.0,1.05,8.5,1.05,16.0,1.05,10.0
ATP,2006,31,Paris,French Open,2006-06-06,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nalbandian D.,Davydenko N.,3.0,6.0,3065.0,2395.0,6.0,3.0,6,3,2,6,6.0,4.0,,,3.0,1.0,Completed,1.53,2.37,1.7,2.15,1.65,2.15,1.662,2.41,1.67,2.15
ATP,2006,31,Paris,French Open,2006-06-07,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ljubicic I.,Benneteau J.,4.0,95.0,2610.0,437.0,6.0,2.0,6,2,6,3,,,,,3.0,0.0,Completed,1.28,3.75,1.33,3.3,1.24,3.81,1.346,3.69,1.29,3.5
ATP,2006,31,Paris,French Open,2006-06-07,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Djokovic N.,2.0,63.0,4545.0,627.0,6.0,4.0,6,4,0,0,,,,,2.0,0.0,Retired,1.04,11.0,1.05,10.0,1.05,8.5,1.069,12.46,1.04,12.0
ATP,2006,31,Paris,French Open,2006-06-09,Grand Slam,Outdoor,Clay,Semifinals,5,Federer R.,Nalbandian D.,1.0,3.0,7010.0,3065.0,3.0,6.0,6,4,5,2,,,,,1.0,1.0,Retired,1.19,4.5,1.22,4.25,1.24,3.81,1.261,4.53,1.26,3.95
ATP,2006,31,Paris,French Open,2006-06-09,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Ljubicic I.,2.0,4.0,4545.0,2610.0,6.0,4.0,6,2,7,6,,,,,3.0,0.0,Completed,1.06,8.5,1.06,9.0,1.06,7.79,1.1,9.0,1.07,8.5
ATP,2006,31,Paris,French Open,2006-06-11,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Federer R.,2.0,1.0,4545.0,7010.0,1.0,6.0,6,1,6,4,7.0,6.0,,,3.0,1.0,Completed,1.61,2.25,1.7,2.15,1.65,2.15,1.719,2.29,1.67,2.22
ATP,2006,36,London,Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Bjorkman J.,Johansson T.,59.0,21.0,638.0,1330.0,3.0,6.0,7,6,6,1,6.0,1.0,,,3.0,1.0,Completed,2.37,1.53,2.35,1.6,2.45,1.5,2.58,1.595,2.35,1.57
ATP,2006,36,London,Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Dlouhy L.,Serra F.,84.0,36.0,475.0,860.0,4.0,6.0,6,3,6,4,7.0,5.0,,,3.0,1.0,Completed,4.33,1.19,3.65,1.28,3.46,1.28,4.2,1.286,3.9,1.24
ATP,2006,36,London,Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Nalbandian D.,Moodie W.,3.0,73.0,3360.0,561.0,6.0,3.0,6,4,6,1,,,,,3.0,0.0,Completed,1.08,7.0,1.12,6.25,1.1,6.75,1.151,7.01,1.1,6.6
ATP,2006,36,London,Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Ancic M.,Almagro N.,10.0,47.0,1885.0,818.0,7.0,6.0,7,5,7,6,,,,,3.0,0.0,Completed,1.05,9.0,1.07,8.5,1.1,6.75,1.077,12.0,1.06,8.8
ATP,2006,36,London,Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Clement A.,Portas A.,57.0,115.0,662.0,386.0,6.0,3.0,6,2,6,4,,,,,3.0,0.0,Completed,1.06,8.0,1.08,8.0,1.07,7.19,1.091,10.0,1.06,8.5
ATP,2006,36,London,Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Wang Y.T.,Marach O.,99.0,96.0,431.0,433.0,6.0,1.0,7,6,6,0,,,,,3.0,0.0,Completed,1.22,4.0,1.25,4.0,1.26,3.59,1.285,4.21,1.25,3.75
