Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
ATP,2000,32,Paris,French Open,2000-05-29,Grand Slam,Outdoor,Clay,4th Round,5,Kuerten G.,Lapentti N.,5,11,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,32,Paris,French Open,2000-05-29,Grand Slam,Outdoor,Clay,4th Round,5,Norman M.,Medvedev A.,3,20,6.0,0.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,32,Paris,French Open,2000-05-29,Grand Slam,Outdoor,Clay,4th Round,5,Safin M.,Pioline C.,12,6,6.0,4.0,1.0,6.0,6.0,3.0,7.0,5.0,,,3,1,Completed
ATP,2000,32,Paris,French Open,2000-05-29,Grand Slam,Outdoor,Clay,4th Round,5,Squillari F.,El Aynaoui Y.,45,15,6.0,4.0,6.0,1.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,32,Paris,French Open,2000-05-29,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ferrero J.C.,Corretja A.,16,10,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,32,Paris,French Open,2000-05-29,Grand Slam,Outdoor,Clay,Quarterfinals,5,Kuerten G.,Kafelnikov Y.,5,4,6.0,3.0,3.0,6.0,4.0,6.0,6.0,4.0,6.0,2.0,3,2,Completed
ATP,2000,32,Paris,French Open,2000-05-29,Grand Slam,Outdoor,Clay,Quarterfinals,5,Norman M.,Safin M.,3,12,6.0,4.0,6.0,3.0,4.0,6.0,7.0,5.0,,,3,1,Completed
ATP,2000,32,Paris,French Open,2000-05-29,Grand Slam,Outdoor,Clay,Quarterfinals,5,Squillari F.,Costa A.,45,18,6.0,4.0,6.0,4.0,2.0,6.0,6.0,4.0,,,3,1,Completed
ATP,2000,32,Paris,French Open,2000-05-29,Grand Slam,Outdoor,Clay,Semifinals,5,Kuerten G.,Ferrero J.C.,5,16,7.0,5.0,4.0,6.0,2.0,6.0,6.0,4.0,6.0,3.0,3,2,Completed
ATP,2000,32,Paris,French Open,2000-05-29,Grand Slam,Outdoor,Clay,Semifinals,5,Norman M.,Squillari F.,3,45,6.0,1.0,6.0,4.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,32,Paris,French Open,2000-05-29,Grand Slam,Outdoor,Clay,The Final,5,Kuerten G.,Norman M.,5,3,6.0,2.0,6.0,3.0,2.0,6.0,7.0,6.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Agassi A.,Dent T.,1,256,2.0,6.0,6.0,3.0,6.0,0.0,4.0,0.0,,,2,1,Retired
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Arazi H.,Gaudi I.,38,218,6.0,2.0,6.0,4.0,6.0,0.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Bjorkman J.,Medvedev A.,78,47,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Black B.,Ilie A.,52,43,6.0,3.0,5.0,7.0,7.0,6.0,6.0,0.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Bower J.,Sanguinetti D.,509,87,6.0,3.0,7.0,6.0,4.0,6.0,7.0,6.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Chang M.,Gaudio G.,24,41,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Clavet F.,Gumy H.,42,88,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Clement A.,Ivanisevic G.,58,65,6.0,3.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Damm M.,Petrovic D.,86,185,6.0,1.0,6.0,4.0,6.0,1.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,di Pasquale A.,Hipfl M.,49,97,4.0,6.0,6.0,4.0,6.0,4.0,6.0,7.0,6.0,1.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Dosedel S.,Lapentti N.,50,10,6.0,3.0,6.0,2.0,0.0,6.0,6.0,1.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,El Aynaoui Y.,Mantilla F.,16,75,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Enqvist T.,Hantschk M.,8,92,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Escude N.,Canas G.,17,144,4.0,6.0,6.0,4.0,6.0,1.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Ferreira W.,Arthurs W.,37,94,6.0,7.0,6.0,3.0,7.0,6.0,6.0,1.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Gambill J.M.,Hewitt L.,56,7,6.0,3.0,6.0,2.0,7.0,5.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Gimelstob J.,Cowan B.,99,172,6.0,3.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Godwin N.,Vicente F.,203,31,6.0,7.0,6.0,1.0,3.0,6.0,6.0,2.0,8.0,6.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Goldstein P.,Boutter J.,76,103,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Golmard J.,Saulnier C.,70,124,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Gustafsson M.,Kilderry P.,72,297,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Haas T.,Kiefer N.,23,12,5.0,7.0,6.0,4.0,6.0,2.0,6.0,3.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Srichaphan P.,14,90,5.0,7.0,6.0,3.0,6.0,1.0,6.0,3.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Hrbaty D.,Zabaleta M.,32,40,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Huet S.,Bhupathi M.,108,1049,6.0,7.0,6.0,3.0,7.0,6.0,6.0,1.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Johansson T.,Meligeni F.,57,100,6.0,4.0,6.0,7.0,6.0,3.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Kafelnikov Y.,Federer R.,5,35,7.0,5.0,7.0,5.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Koubek S.,Voinea A.,36,93,3.0,3.0,,,,,,,,,0,0,Retired
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Krajicek R.,Kohlmann M.,27,189,3.0,6.0,6.0,1.0,6.0,4.0,7.0,6.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Kucera K.,Black W.,44,166,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Kuerten G.,Woodruff C.,4,46,6.0,4.0,6.0,7.0,7.0,5.0,7.0,6.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Lareau S.,Russell M.,133,183,7.0,6.0,6.0,2.0,1.0,6.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Lee M.,Marin J.A.,259,68,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Levy H.,Stoltenberg J.,142,82,6.0,3.0,2.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Llodra M.,Alami K.,158,29,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Martin A.,Eschauer W.,67,176,6.0,4.0,6.0,4.0,3.0,6.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Martin T.,Jonsson F.,20,118,7.0,6.0,7.0,6.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Mirnyi M.,Ulihrach B.,59,85,6.0,2.0,4.0,0.0,,,,,,,1,0,Retired
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Nestor D.,MacLagan M.,154,353,4.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Norman M.,Woodforde M.,2,191,6.0,4.0,6.0,2.0,2.0,0.0,,,,,2,0,Retired
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,O'Brien A.,Ljubicic I.,192,81,5.0,7.0,6.0,1.0,7.0,5.0,7.0,6.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Parmar A.,Sa A.,137,83,6.0,7.0,6.0,3.0,4.0,6.0,6.0,2.0,6.0,3.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Pavel A.,Berasategui A.,34,113,6.0,0.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Philippoussis M.,Melzer J.,18,387,6.0,4.0,7.0,6.0,5.0,7.0,6.0,4.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Pioline C.,Ruud C.,6,111,7.0,6.0,6.0,1.0,4.0,6.0,6.0,3.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Popp A.,Agenor R.,114,98,0.0,6.0,7.0,5.0,7.0,6.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Portas A.,Zib T.,55,121,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Pozzi G.,Novak J.,64,45,6.0,3.0,6.0,4.0,3.0,6.0,6.0,1.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Prinosil D.,Sargsian S.,84,79,2.0,6.0,6.0,1.0,6.0,2.0,6.0,4.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Rafter P.,Delgado J.,21,143,6.0,3.0,7.0,6.0,6.0,1.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Rochus C.,Tillstrom M.,89,62,4.0,6.0,7.0,6.0,6.0,2.0,4.0,6.0,6.0,1.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,Fromberg R.,179,66,4.0,6.0,6.0,3.0,3.0,6.0,7.0,6.0,6.0,4.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Rosset M.,Squillari F.,33,19,7.0,5.0,6.0,3.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Safin M.,Blanco G.,9,74,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Sampras P.,Vanek J.,3,80,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Gaudenzi A.,30,91,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Schalken S.,Bastl G.,53,73,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Schuettler R.,Moya C.,77,51,6.0,3.0,6.0,7.0,6.0,3.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Spadea V.,Rusedski G.,61,22,6.0,3.0,6.0,7.0,6.0,3.0,6.0,7.0,9.0,7.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Tarango J.,Grosjean S.,60,28,7.0,6.0,3.0,6.0,6.0,4.0,6.0,4.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Vinciguerra A.,Tieleman L.,39,96,7.0,6.0,6.0,1.0,6.0,7.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Vinck C.,Massu N.,160,69,7.0,5.0,4.0,6.0,7.0,6.0,3.0,6.0,6.0,3.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Voltchkov V.,Chela J.I.,237,54,6.0,7.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,0.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Woodbridge T.,Siemerink J.,171,123,6.0,4.0,3.0,6.0,7.0,6.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Agassi A.,Martin T.,1,20,6.0,4.0,2.0,6.0,7.0,6.0,2.0,6.0,10.0,8.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Arazi H.,Lareau S.,38,133,6.0,3.0,3.0,6.0,6.0,7.0,6.0,4.0,9.0,7.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Bjorkman J.,Dosedel S.,78,50,6.0,4.0,6.0,3.0,6.0,0.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Black B.,Hrbaty D.,52,32,6.0,3.0,7.0,5.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Damm M.,Safin M.,86,9,7.0,5.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,El Aynaoui Y.,Lee M.,16,259,6.0,7.0,6.0,2.0,6.0,2.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Enqvist T.,Clavet F.,8,42,7.0,6.0,7.0,6.0,7.0,5.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Ferreira W.,Krajicek R.,37,27,5.0,7.0,6.0,3.0,6.0,3.0,7.0,6.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Gambill J.M.,Santoro F.,56,30,4.0,6.0,6.0,4.0,6.0,2.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Gimelstob J.,Llodra M.,99,158,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Godwin N.,Martin A.,203,67,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Goldstein P.,Tarango J.,76,60,3.0,6.0,6.0,2.0,5.0,7.0,6.0,2.0,12.0,10.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Golmard J.,Koubek S.,70,36,7.0,6.0,4.0,6.0,6.0,1.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Gustafsson M.,Mirnyi M.,72,59,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Haas T.,Vinciguerra A.,23,39,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Henman T.,Clement A.,14,58,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Johansson T.,Kafelnikov Y.,57,5,6.0,1.0,7.0,6.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Kuerten G.,Bower J.,4,509,6.0,4.0,6.0,4.0,7.0,5.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Pavel A.,Nestor D.,34,154,7.0,6.0,7.0,5.0,4.0,6.0,6.0,0.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Philippoussis M.,di Pasquale A.,18,49,4.0,6.0,7.0,6.0,6.0,3.0,6.0,0.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Popp A.,Chang M.,114,24,7.0,6.0,4.0,6.0,6.0,7.0,6.0,3.0,8.0,6.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Portas A.,Spadea V.,55,61,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Pozzi G.,O'Brien A.,64,192,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Prinosil D.,Huet S.,84,108,6.0,4.0,2.0,6.0,6.0,1.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Rafter P.,Woodbridge T.,21,171,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Rochus O.,Norman M.,179,2,6.0,4.0,2.0,6.0,6.0,4.0,6.0,7.0,6.0,1.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Rosset M.,Parmar A.,33,137,7.0,6.0,7.0,5.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Sampras P.,Kucera K.,3,44,7.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Schalken S.,Rochus C.,53,89,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Schuettler R.,Escude N.,77,17,6.0,4.0,7.0,6.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Vinck C.,Levy H.,160,142,6.0,4.0,7.0,6.0,7.0,5.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Voltchkov V.,Pioline C.,237,6,6.0,3.0,6.0,3.0,2.0,6.0,3.0,6.0,6.0,4.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Agassi A.,Golmard J.,1,70,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Bjorkman J.,Godwin N.,78,203,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Black B.,Portas A.,52,55,6.0,2.0,6.0,0.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Enqvist T.,Vinck C.,8,160,6.0,3.0,6.0,7.0,2.0,6.0,6.0,3.0,6.0,3.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Ferreira W.,Pavel A.,37,34,3.0,6.0,7.0,6.0,7.0,5.0,6.0,3.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Gambill J.M.,Goldstein P.,56,76,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Henman T.,Arazi H.,14,38,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Johansson T.,Gustafsson M.,57,72,6.0,7.0,7.0,6.0,6.0,4.0,5.0,7.0,6.0,3.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Philippoussis M.,Schalken S.,18,53,4.0,6.0,6.0,3.0,6.0,7.0,7.0,6.0,20.0,18.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Popp A.,Kuerten G.,114,4,7.0,6.0,6.0,2.0,6.0,1.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Pozzi G.,Rochus O.,64,179,6.0,3.0,3.0,6.0,7.0,6.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Prinosil D.,Damm M.,84,86,7.0,6.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Rafter P.,Schuettler R.,21,77,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Rosset M.,Haas T.,33,23,6.0,4.0,3.0,6.0,6.0,3.0,3.0,6.0,9.0,7.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Sampras P.,Gimelstob J.,3,99,2.0,6.0,6.0,4.0,6.0,2.0,6.0,2.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Voltchkov V.,El Aynaoui Y.,237,16,7.0,6.0,7.0,5.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,4th Round,5,Agassi A.,Prinosil D.,1,84,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,4th Round,5,Black B.,Pozzi G.,52,64,4.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,4th Round,5,Gambill J.M.,Enqvist T.,56,8,7.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3,1,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,4th Round,5,Philippoussis M.,Henman T.,18,14,6.0,1.0,5.0,7.0,6.0,7.0,6.0,3.0,6.0,4.0,3,2,Completed
ATP,2000,37,London,Wimbledon,2000-06-26,Grand Slam,Outdoor,Grass,4th Round,5,Popp A.,Rosset M.,114,33,6.0,1.0,6.0,4.0,3.0,6.0,4.0,6.0,6.0,1.0,3,2,Completed
