Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Dupuis A.,Rodriguez M.,98,119,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,El Aynaoui Y.,Parmar A.,29,257,6.0,7.0,7.0,6.0,1.0,6.0,6.0,3.0,6.0,1.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Escude N.,Courier J.,34,36,6.0,7.0,6.0,3.0,7.0,5.0,6.0,1.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Chang M.,62,38,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Bastl G.,53,78,6.0,3.0,6.0,3.0,4.0,6.0,7.0,6.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Draper S.,40,200,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Fromberg R.,Enqvist T.,80,6,6.0,4.0,7.0,6.0,4.0,6.0,3.0,6.0,10.0,8.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Motomura G.,26,148,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Saulnier C.,12,171,7.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Henman T.,Golmard J.,13,31,6.0,7.0,6.0,3.0,7.0,6.0,7.0,6.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Goldstein P.,17,87,6.0,2.0,6.0,7.0,7.0,6.0,6.0,4.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Hill M.,Karbacher B.,238,139,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ilie A.,Tarango J.,46,65,6.0,3.0,7.0,6.0,4.0,6.0,6.0,3.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ivanisevic G.,Pioline C.,70,15,6.0,4.0,2.0,6.0,7.0,5.0,1.0,6.0,9.0,7.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Kulti N.,42,121,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Jonsson F.,Diaz J.,123,84,4.0,6.0,4.0,6.0,6.0,2.0,7.0,5.0,6.0,3.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Knippschild J.,2,85,6.0,7.0,6.0,4.0,6.0,1.0,6.0,2.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kiefer N.,Canas G.,4,74,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Cadart R.,43,217,6.0,3.0,5.0,7.0,6.0,2.0,6.0,4.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Krajicek R.,Santoro F.,10,25,6.0,1.0,6.0,2.0,7.0,5.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kroslak J.,Lopez-Moron A.,104,117,6.0,1.0,3.0,6.0,6.0,3.0,7.0,5.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Medvedev A.,7,32,6.0,3.0,5.0,7.0,6.0,7.0,6.0,4.0,8.0,6.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Gaudio G.,263,61,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Martin T.,Black B.,9,71,5.0,7.0,6.0,7.0,6.0,4.0,6.0,2.0,8.0,6.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mirnyi M.,Agenor R.,67,94,6.0,7.0,7.0,6.0,6.0,3.0,6.0,3.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Norman M.,Mamiit C.,11,97,7.0,5.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Hipfl M.,37,75,6.0,3.0,4.0,6.0,6.0,3.0,5.0,7.0,6.0,2.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Paes L.,Petrovic D.,137,201,6.0,2.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Okun N.,19,189,6.0,4.0,6.0,2.0,2.0,6.0,3.0,6.0,6.0,2.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Portas A.,Kuerten G.,91,5,4.0,6.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,4.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Pozzi G.,Zib T.,82,118,6.0,3.0,7.0,6.0,6.0,7.0,6.0,1.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Pretzsch A.,O'Brien A.,115,162,7.0,6.0,6.0,2.0,6.0,1.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Rochus C.,Costa A.,120,20,6.0,3.0,6.0,7.0,6.0,4.0,6.0,3.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Rosset M.,Delgado J.,45,143,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sampras P.,Arthurs W.,3,105,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Schalken S.,Blanco G.,47,77,7.0,6.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Marin J.A.,60,73,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sekulov J.,Ljubicic I.,133,72,7.0,6.0,4.0,6.0,4.0,6.0,7.0,5.0,6.0,0.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sluiter R.,Gaudenzi A.,166,88,3.0,6.0,6.0,1.0,3.0,6.0,6.0,3.0,13.0,11.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Squillari F.,Sirianni J.,48,356,6.0,3.0,6.0,2.0,6.0,1.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Kucera K.,102,18,6.0,2.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Stafford G.,Safin M.,472,23,7.0,6.0,6.0,4.0,6.0,1.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tieleman L.,Martin A.,89,52,6.0,2.0,7.0,6.0,6.0,7.0,6.0,3.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tillstrom M.,Lareau S.,79,103,4.0,6.0,6.0,4.0,6.0,2.0,6.0,1.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ullyett K.,Tabara M.,182,122,6.0,1.0,7.0,6.0,4.0,6.0,6.0,1.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Vacek D.,Stanoytchev O.,44,109,1.0,6.0,7.0,6.0,7.0,6.0,6.0,2.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Vanek J.,Wessels P.,153,114,6.0,4.0,6.0,3.0,2.0,6.0,7.0,6.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Vicente F.,Berasategui A.,55,59,6.0,0.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Gumy H.,99,63,7.0,6.0,6.0,1.0,6.0,1.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Voinea A.,Spadea V.,95,21,7.0,6.0,4.0,6.0,4.0,6.0,6.0,3.0,6.0,2.0,3,2,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Woodbridge T.,Siemerink J.,204,93,6.0,4.0,6.0,1.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Woodforde M.,Sanguinetti D.,126,113,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Woodruff C.,Damm M.,56,92,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Zabaleta M.,Mantilla F.,33,27,6.0,1.0,5.0,7.0,6.0,3.0,7.0,6.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Schalken S.,1,47,7.0,5.0,6.0,0.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Alami K.,Llodra M.,35,263,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Arazi H.,Jonsson F.,41,123,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Bjorkman J.,Vanek J.,76,153,6.0,4.0,3.0,6.0,6.0,4.0,7.0,6.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Black W.,Rosset M.,151,45,6.0,1.0,2.0,6.0,7.0,6.0,6.0,3.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Clavet F.,Ivanisevic G.,39,70,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Clement A.,Lapentti N.,54,7,3.0,6.0,7.0,6.0,6.0,2.0,4.0,1.0,,,2,1,Retired
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Dosedel S.,Srichaphan P.,64,102,4.0,6.0,6.0,2.0,6.0,4.0,6.0,1.0,,,3,1,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,El Aynaoui Y.,Haas T.,29,12,7.0,5.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed
ATP,2000,6,Melbourne,Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Escude N.,Krajicek R.,34,10,2.0,6.0,6.0,3.0,6.0,1.0,6.0,3.0,,,3,1,Completed
