Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Daniel T.,Kokkinakis T.,82.0,144.0,691.0,379.0,5.0,7.0,4.0,2.0,,,,,,,0.0,1.0,Retired,4.0,1.25,3.87,1.3,4.1,1.31,3.8,1.28
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Pouille L.,Kukushkin M.,31.0,56.0,1245.0,890.0,6.0,1.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.57,2.37,1.64,2.42,1.65,2.7,1.6,2.37
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Copil M.,Granollers M.,60.0,108.0,823.0,525.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.57,2.37,1.65,2.4,1.67,2.41,1.62,2.33
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Li Z.,32.0,261.0,1215.0,173.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,15.0,1.05,13.48,1.08,17.0,1.04,11.78
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Klizan M.,177.0,40.0,290.0,1063.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.28,3.75,1.32,3.72,1.32,3.76,1.3,3.64
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Humbert U.,36.0,95.0,1120.0,613.0,3.0,6.0,7.0,6.0,6.0,4.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,1.57,2.37,1.62,2.46,1.67,2.51,1.59,2.39
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,Cecchinato M.,93.0,18.0,620.0,1889.0,4.0,6.0,0.0,6.0,6.0,1.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.57,2.37,1.67,2.36,1.7,2.4,1.64,2.29
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Zverev M.,149.0,70.0,360.0,746.0,7.0,5.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.44,2.75,1.47,2.92,1.52,3.05,1.44,2.82
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Gulbis E.,59.0,86.0,830.0,657.0,3.0,6.0,3.0,1.0,,,,,,,0.0,1.0,Retired,1.25,4.0,1.25,4.42,1.29,4.68,1.25,4.1
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Marterer M.,Sakharov G.,71.0,252.0,744.0,186.0,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.33,3.4,1.32,3.74,1.33,3.79,1.31,3.53
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Krueger M.,1.0,230.0,9135.0,216.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.005,29.0,1.01,26.44,1.01,32.5,1.01,21.57
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Kyrgios N.,17.0,52.0,1900.0,920.0,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.8,2.0,1.81,2.11,1.85,2.17,1.77,2.07
ATP,2019,6,Melbourne,Australian Open,2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Paire B.,8.0,61.0,4095.0,820.0,6.0,4.0,6.0,3.0,5.0,7.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,1.28,3.75,1.29,4.05,1.32,4.2,1.29,3.68
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Schwartzman D.,Kudla D.,16.0,62.0,1925.0,818.0,6.0,4.0,7.0,5.0,3.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.16,5.0,1.19,5.42,1.25,5.42,1.19,4.84
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Basilashvili N.,Travaglia S.,20.0,137.0,1820.0,401.0,3.0,6.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.28,3.75,1.31,3.8,1.32,3.98,1.29,3.69
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Troicki V.,15.0,200.0,2095.0,252.0,6.0,3.0,2.0,6.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,1.11,6.5,1.12,7.55,1.15,7.55,1.12,6.45
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Thompson J.,35.0,72.0,1170.0,740.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.66,2.2,1.74,2.22,1.77,2.4,1.69,2.19
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Haase R.,57.0,58.0,865.0,860.0,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.12,6.0,1.11,7.98,1.15,7.98,1.11,6.68
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Mcdonald M.,7.0,81.0,4160.0,692.0,7.0,5.0,6.0,7.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.1,7.0,1.11,8.27,1.12,9.9,1.1,7.45
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Tiafoe F.,Anderson K.,39.0,6.0,1080.0,4810.0,4.0,6.0,6.0,4.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,5.0,1.16,5.45,1.19,5.59,1.2,4.98,1.18
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Albot R.,28.0,98.0,1410.0,585.0,6.0,1.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.2,4.5,1.24,4.56,1.24,4.85,1.22,4.41
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Evans D.,3.0,189.0,6420.0,266.0,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,17.0,1.02,23.78,1.03,23.78,1.02,15.48
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Monfils G.,50.0,33.0,964.0,1195.0,6.0,3.0,6.0,7.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,2.37,1.57,2.46,1.62,2.51,1.65,2.37,1.6
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Nishioka Y.,11.0,69.0,2835.0,758.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.22,4.33,1.24,4.58,1.25,4.62,1.22,4.36
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Fabbiano T.,Opelka R.,102.0,97.0,573.0,593.0,6.0,7.0,6.0,2.0,6.0,4.0,3.0,6.0,7.0,6.0,3.0,2.0,Completed,3.4,1.33,3.37,1.37,3.4,1.4,3.25,1.35
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista Agut R.,Millman J.,24.0,37.0,1605.0,1108.0,6.0,3.0,6.0,1.0,3.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.33,3.4,1.34,3.63,1.36,3.7,1.32,3.46
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Cuevas P.,21.0,94.0,1790.0,616.0,6.0,3.0,6.0,7.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,1.12,6.0,1.15,6.36,1.16,6.9,1.13,6.03
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Laaksonen H.,29.0,166.0,1353.0,319.0,6.0,4.0,6.0,2.0,6.0,7.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.04,13.0,1.06,12.94,1.06,13.0,1.05,10.7
ATP,2019,6,Melbourne,Australian Open,2019-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Ebden M.,2.0,48.0,7480.0,981.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.05,13.8,1.07,13.8,1.06,9.92
ATP,2019,6,Melbourne,Australian Open,2019-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Karlovic I.,9.0,73.0,3750.0,739.0,6.0,3.0,7.0,6.0,5.0,7.0,5.0,7.0,7.0,6.0,3.0,2.0,Completed,1.16,5.0,1.17,5.91,1.19,5.91,1.16,5.25
ATP,2019,6,Melbourne,Australian Open,2019-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Wawrinka S.,17.0,59.0,1900.0,830.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.3,3.5,1.33,3.68,1.35,4.0,1.29,3.64
ATP,2019,6,Melbourne,Australian Open,2019-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Sousa J.,Kohlschreiber P.,44.0,32.0,1017.0,1215.0,7.0,5.0,4.0,6.0,7.0,6.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,3.0,1.4,3.1,1.43,3.12,1.44,2.95,1.41
ATP,2019,6,Melbourne,Australian Open,2019-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,Ivashka I.,23.0,84.0,1705.0,658.0,6.0,2.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.61,2.3,1.68,2.32,1.69,2.4,1.63,2.3
ATP,2019,6,Melbourne,Australian Open,2019-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Coric B.,Fucsovics M.,12.0,38.0,2435.0,1094.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.28,3.75,1.31,3.86,1.32,3.9,1.29,3.69
