Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Murray A.,Stepanek R.,312,13.0,,,6.0,4.0,6,4,6,4,,,,,3.0,0.0,Completed,3.25,1.33,3.55,1.28,3.46,1.28,2.9,1.3,3.7,1.333
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Nalbandian D.,Kucera K.,19,157.0,,,6.0,2.0,6,4,6,3,,,,,3.0,0.0,Completed,1.14,5.0,1.17,5.0,1.15,5.2,1.2,3.6,1.23,4.92
ATP,2005,36,London,Wimbledon,2005-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Roddick A.,Bracciali D.,4,120.0,,,7.0,5.0,6,3,6,7,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.02,12.0,1.03,12.0,1.04,9.25,1.05,6.0,1.05,17.46
ATP,2005,36,London,Wimbledon,2005-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Lopez F.,Safin M.,33,5.0,,,6.0,4.0,7,6,6,3,,,,,3.0,0.0,Completed,5.0,1.14,4.25,1.22,4.06,1.21,3.2,1.25,4.7,1.24
ATP,2005,36,London,Wimbledon,2005-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Hewitt L.,Gimelstob J.,2,123.0,,,7.0,6.0,6,4,7,5,,,,,3.0,0.0,Completed,1.02,12.0,1.02,14.0,1.04,9.25,1.03,7.0,1.05,16.0
ATP,2005,36,London,Wimbledon,2005-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Dent T.,Berdych T.,30,49.0,,,6.0,3.0,7,6,6,3,,,,,3.0,0.0,Completed,1.39,2.75,1.53,2.5,1.56,2.34,1.45,2.35,1.6,2.58
ATP,2005,36,London,Wimbledon,2005-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Gonzalez F.,Johansson J.,24,10.0,,,6.0,4.0,6,4,6,2,,,,,3.0,0.0,Completed,3.0,1.36,2.85,1.42,2.93,1.41,2.5,1.4,2.96,1.46
ATP,2005,36,London,Wimbledon,2005-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Ancic M.,Monfils G.,17,83.0,,,6.0,3.0,6,3,6,1,,,,,3.0,0.0,Completed,1.14,5.0,1.17,5.0,1.2,4.25,1.15,4.0,1.21,5.3
ATP,2005,36,London,Wimbledon,2005-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Kiefer N.,1,26.0,,,6.0,2.0,6,7,6,1,7.0,5.0,,,3.0,1.0,Completed,1.01,13.0,1.03,12.0,1.05,7.75,1.02,8.0,1.04,20.97
ATP,2005,36,London,Wimbledon,2005-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Ferrero J.C.,Mayer F.,31,57.0,,,3.0,6.0,6,2,6,1,6.0,1.0,,,3.0,1.0,Completed,1.66,2.1,1.81,2.0,1.75,2.0,1.65,1.95,1.82,2.12
ATP,2005,36,London,Wimbledon,2005-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Mirnyi M.,Novak J.,36,28.0,,,5.0,7.0,7,5,6,4,7.0,6.0,,,3.0,1.0,Completed,1.36,3.0,1.35,3.2,1.4,2.85,1.4,2.5,1.38,3.43
ATP,2005,36,London,Wimbledon,2005-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Tursunov D.,Popp A.,152,134.0,,,5.0,7.0,7,6,6,2,6.0,2.0,,,3.0,1.0,Completed,2.1,1.66,2.2,1.67,2.35,1.55,2.2,1.5,2.42,1.66
ATP,2005,36,London,Wimbledon,2005-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Grosjean S.,Djokovic N.,27,128.0,,,7.0,5.0,6,4,5,7,6.0,4.0,,,3.0,1.0,Completed,1.14,5.0,1.16,5.25,1.14,5.19,1.2,3.6,1.17,6.3
ATP,2005,36,London,Wimbledon,2005-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Youzhny M.,Bjorkman J.,34,97.0,,,7.0,5.0,6,3,3,6,7.0,6.0,,,3.0,1.0,Completed,1.53,2.37,1.6,2.35,1.6,2.3,1.55,2.1,1.63,2.5
ATP,2005,36,London,Wimbledon,2005-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Roddick A.,Andreev I.,4,42.0,,,6.0,2.0,6,2,7,6,,,,,3.0,0.0,Completed,1.06,8.0,1.08,8.0,1.1,6.75,1.1,5.0,1.11,8.8
ATP,2005,36,London,Wimbledon,2005-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Nalbandian D.,Murray A.,19,312.0,,,6.0,7.0,1,6,6,0,6.0,4.0,6.0,1.0,3.0,2.0,Completed,1.33,3.25,1.3,3.5,1.31,3.2,1.25,3.2,1.426,3.15
ATP,2005,36,London,Wimbledon,2005-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Johansson T.,Tipsarevic J.,22,108.0,,,6.0,2.0,6,3,6,1,,,,,3.0,0.0,Completed,1.12,5.5,1.14,5.65,1.17,4.67,1.15,4.0,1.18,6.0
ATP,2005,36,London,Wimbledon,2005-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Gasquet R.,Muller G.,20,69.0,,,7.0,6.0,6,3,6,3,,,,,3.0,0.0,Completed,1.19,4.33,1.25,4.0,1.2,4.45,1.25,3.2,1.27,4.36
ATP,2005,36,London,Wimbledon,2005-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Coria G.,Melzer J.,18,38.0,,,3.0,6.0,3,6,6,2,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.57,2.25,1.62,2.3,1.6,2.3,1.6,2.0,1.62,2.51
ATP,2005,36,London,Wimbledon,2005-06-27,Grand Slam,Outdoor,Grass,4th Round,5,Nalbandian D.,Gasquet R.,19,20.0,,,6.0,4.0,7,6,6,0,,,,,3.0,0.0,Completed,2.75,1.39,2.5,1.53,2.35,1.55,2.0,1.6,2.67,1.57
ATP,2005,36,London,Wimbledon,2005-06-27,Grand Slam,Outdoor,Grass,4th Round,5,Johansson T.,Mirnyi M.,22,36.0,,,6.0,4.0,7,5,6,4,,,,,3.0,0.0,Completed,1.57,2.25,1.6,2.35,1.55,2.35,1.55,2.1,1.67,2.39
ATP,2005,36,London,Wimbledon,2005-06-27,Grand Slam,Outdoor,Grass,4th Round,3,Lopez F.,Ancic M.,33,17.0,,,6.0,4.0,6,4,6,2,,,,,3.0,0.0,Completed,3.0,1.36,3.2,1.35,2.85,1.4,2.5,1.4,3.29,1.4
ATP,2005,36,London,Wimbledon,2005-06-27,Grand Slam,Outdoor,Grass,4th Round,5,Hewitt L.,Dent T.,2,30.0,,,6.0,4.0,6,4,6,7,6.0,3.0,,,3.0,1.0,Completed,1.25,3.75,1.3,3.5,1.3,3.35,1.25,3.2,1.32,3.79
ATP,2005,36,London,Wimbledon,2005-06-27,Grand Slam,Outdoor,Grass,4th Round,5,Gonzalez F.,Youzhny M.,24,34.0,,,7.0,6.0,7,6,6,3,,,,,3.0,0.0,Completed,1.36,3.0,1.48,2.65,1.5,2.45,1.45,2.35,1.46,2.97
ATP,2005,36,London,Wimbledon,2005-06-27,Grand Slam,Outdoor,Grass,4th Round,5,Grosjean S.,Tursunov D.,27,152.0,,,6.0,4.0,6,7,6,3,3.0,6.0,6.0,1.0,3.0,2.0,Completed,1.22,4.0,1.25,4.0,1.21,4.06,1.2,3.6,1.27,4.25
ATP,2005,36,London,Wimbledon,2005-06-27,Grand Slam,Outdoor,Grass,4th Round,5,Roddick A.,Coria G.,4,18.0,,,6.0,3.0,7,6,6,4,,,,,3.0,0.0,Completed,1.1,6.5,1.1,7.0,1.1,6.75,1.1,5.0,1.14,7.5
ATP,2005,36,London,Wimbledon,2005-06-27,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Ferrero J.C.,1,31.0,,,6.0,3.0,6,4,7,6,,,,,3.0,0.0,Completed,1.02,12.0,1.04,11.0,1.05,8.5,1.05,6.0,1.07,11.9
ATP,2005,36,London,Wimbledon,2005-06-29,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Gonzalez F.,1,24.0,,,7.0,5.0,6,2,7,6,,,,,3.0,0.0,Completed,1.03,11.0,1.05,10.0,1.07,9.62,1.07,5.5,1.08,12.3
ATP,2005,36,London,Wimbledon,2005-06-29,Grand Slam,Outdoor,Grass,Quarterfinals,5,Hewitt L.,Lopez F.,2,33.0,,,7.0,5.0,6,4,7,6,,,,,3.0,0.0,Completed,1.36,3.0,1.4,2.95,1.41,3.0,1.35,2.7,1.43,3.13
ATP,2005,36,London,Wimbledon,2005-06-29,Grand Slam,Outdoor,Grass,Quarterfinals,5,Johansson T.,Nalbandian D.,22,19.0,,,7.0,6.0,6,2,6,2,,,,,3.0,0.0,Completed,2.25,1.57,2.25,1.65,2.35,1.63,1.95,1.65,2.3,1.71
ATP,2005,36,London,Wimbledon,2005-06-29,Grand Slam,Outdoor,Grass,Quarterfinals,5,Roddick A.,Grosjean S.,4,27.0,,,3.0,6.0,6,2,6,1,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.12,5.5,1.14,5.65,1.18,5.2,1.17,3.8,1.19,5.75
ATP,2005,36,London,Wimbledon,2005-07-01,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Hewitt L.,1,2.0,,,6.0,3.0,6,4,7,6,,,,,3.0,0.0,Completed,1.11,6.5,1.15,5.5,1.12,6.87,1.15,4.0,1.16,6.58
ATP,2005,36,London,Wimbledon,2005-07-02,Grand Slam,Outdoor,Grass,Semifinals,5,Roddick A.,Johansson T.,4,22.0,,,6.0,7.0,6,2,7,6,7.0,6.0,,,3.0,1.0,Completed,1.19,4.5,1.22,4.25,1.25,3.9,1.25,3.2,1.26,4.47
ATP,2005,36,London,Wimbledon,2005-07-03,Grand Slam,Outdoor,Grass,The Final,5,Federer R.,Roddick A.,1,4.0,,,6.0,2.0,7,6,6,4,,,,,3.0,0.0,Completed,1.14,5.5,1.14,5.5,1.15,5.25,1.15,4.0,1.186,5.89
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Massu N.,Gambill J.M.,58,151.0,665.0,283.0,7.0,6.0,6,2,6,3,,,,,3.0,0.0,Completed,1.39,2.75,1.4,2.85,1.35,3.1,1.4,2.5,1.485,2.86
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Baker B.,Gaudio G.,195,9.0,202.0,1755.0,7.0,6.0,6,2,6,4,,,,,3.0,0.0,Completed,6.0,1.11,6.5,1.1,6.23,1.1,4.0,1.15,8.3,1.123
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Summerer T.,19,198.0,1360.0,198.0,6.0,3.0,7,6,6,3,,,,,3.0,0.0,Completed,1.11,6.0,1.12,6.0,1.15,5.2,1.15,4.0,1.167,6.4
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Mello R.,Monaco J.,56,80.0,675.0,496.0,6.0,7.0,6,2,6,1,6.0,4.0,,,3.0,1.0,Completed,1.8,1.9,1.93,1.83,1.85,1.9,1.85,1.75,1.87,2.05
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Hernych J.,54,81.0,701.0,495.0,6.0,2.0,7,5,6,2,,,,,3.0,0.0,Completed,1.44,2.62,1.45,2.7,1.4,2.85,1.4,2.5,1.488,2.85
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Saulnier C.,Tipsarevic J.,75,125.0,510.0,352.0,6.0,7.0,7,6,6,4,6.0,3.0,,,3.0,1.0,Completed,1.5,2.5,1.45,2.7,1.44,2.67,1.35,2.7,1.552,2.71
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Kohlschreiber P.,34,79.0,965.0,502.0,7.0,6.0,7,6,6,4,,,,,3.0,0.0,Completed,1.25,3.75,1.22,4.1,1.25,3.9,1.2,3.6,1.23,4.95
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Reynolds B.,2,132.0,4320.0,337.0,6.0,3.0,6,3,6,4,,,,,3.0,0.0,Completed,1.01,13.0,1.02,12.0,1.03,13.5,1.02,8.0,1.018,43.5
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Puerta M.,Okun N.,10,185.0,1717.0,225.0,7.0,6.0,6,7,6,4,6.0,0.0,,,3.0,1.0,Completed,1.33,3.25,1.33,3.2,1.3,3.35,1.25,3.2,1.485,2.86
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Norman D.,25,112.0,1230.0,382.0,6.0,4.0,6,4,6,2,,,,,3.0,0.0,Completed,1.11,6.0,1.16,5.0,1.2,4.25,1.15,4.0,1.149,7.1
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Soderling R.,Chela J.I.,42,50.0,825.0,735.0,6.0,7.0,7,6,6,3,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,2.35,1.57,2.53,1.48,2.1,1.55,2.77,1.524
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Elseneer G.,52,181.0,709.0,229.0,6.0,4.0,6,4,6,2,,,,,3.0,0.0,Completed,1.28,3.5,1.3,3.4,1.28,3.46,1.2,3.6,1.299,4.05
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Galimberti G.,Young D.,236,600.0,159.0,33.0,7.0,6.0,6,1,6,2,,,,,3.0,0.0,Completed,1.39,2.75,1.37,3.0,1.42,2.75,1.5,2.2,1.493,2.83
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Jenkins S.,Bastl G.,352,119.0,87.0,370.0,7.0,6.0,6,0,6,7,4.0,6.0,7.0,6.0,3.0,2.0,Completed,2.2,1.61,2.2,1.65,2.1,1.7,1.95,1.65,2.22,1.758
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Luczak P.,31,188.0,1055.0,219.0,3.0,6.0,6,3,6,2,6.0,3.0,,,3.0,1.0,Completed,1.1,6.5,1.12,6.0,1.14,5.19,1.15,4.0,1.143,7.3
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Mayer F.,26,66.0,1220.0,549.0,6.0,1.0,6,0,6,2,,,,,3.0,0.0,Completed,1.39,2.75,1.37,3.0,1.4,2.85,1.35,2.7,1.375,3.47
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Martin A.,13,61.0,1489.0,617.0,6.0,2.0,6,3,1,6,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.08,7.0,1.1,6.5,1.07,7.19,1.1,5.0,1.131,7.85
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Coria G.,Mantilla F.,8,105.0,1765.0,410.0,7.0,6.0,6,1,6,3,,,,,3.0,0.0,Completed,1.06,8.0,1.1,6.5,1.11,5.84,1.12,4.5,1.098,9.25
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Bjorkman J.,Behrend T.,111,89.0,393.0,455.0,6.0,3.0,6,3,6,0,,,,,3.0,0.0,Completed,1.22,4.0,1.22,4.1,1.25,3.9,1.25,3.2,1.225,5.05
ATP,2005,51,New York,US Open,2005-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Zabaleta M.,14,72.0,1460.0,515.0,6.0,3.0,6,4,6,3,,,,,3.0,0.0,Completed,1.25,3.75,1.2,4.4,1.25,3.75,1.25,3.2,1.22,5.14
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Bracciali D.,20,87.0,1350.0,462.0,3.0,6.0,6,3,6,4,6.0,2.0,,,3.0,1.0,Completed,1.33,3.25,1.3,3.4,1.32,3.22,1.35,2.7,1.408,3.25
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Fish M.,94,139.0,440.0,300.0,7.0,6.0,6,3,5,7,7.0,6.0,,,3.0,1.0,Completed,1.5,2.5,1.55,2.4,1.45,2.65,1.5,2.2,1.481,2.88
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Sabau R.,7,82.0,2190.0,495.0,6.0,3.0,6,3,6,1,,,,,3.0,0.0,Completed,1.01,13.0,1.02,12.0,1.02,16.0,1.02,8.0,1.025,34.5
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Volandri F.,21,37.0,1260.0,905.0,6.0,2.0,4,6,7,6,6.0,1.0,,,3.0,1.0,Completed,1.1,6.5,1.1,6.5,1.11,5.84,1.15,4.0,1.111,8.75
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Henman T.,48,12.0,770.0,1545.0,6.0,4.0,6,2,6,2,,,,,3.0,0.0,Completed,1.72,2.0,1.83,1.93,1.75,2.05,1.95,1.65,1.82,2.12
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Minar I.,1,77.0,6975.0,509.0,6.0,1.0,6,1,6,1,,,,,3.0,0.0,Completed,1.01,15.0,1.01,14.0,1.02,22.0,1.02,8.0,1.013,56.0
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Lee H.T.,24,64.0,1230.0,578.0,6.0,2.0,6,1,7,5,,,,,3.0,0.0,Completed,1.19,4.33,1.25,3.85,1.2,4.25,1.2,3.6,1.246,4.66
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Monfils G.,97,43.0,431.0,825.0,7.0,5.0,4,6,7,5,0.0,6.0,7.0,5.0,3.0,2.0,Completed,2.5,1.5,2.4,1.55,2.53,1.48,2.35,1.45,2.47,1.637
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Capdeville P.,Mathieu P.H.,157,45.0,275.0,803.0,6.0,2.0,4,6,7,5,6.0,2.0,,,3.0,1.0,Completed,7.0,1.08,7.25,1.08,9.48,1.05,5.0,1.1,11.5,1.08
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Starace P.,98,100.0,420.0,418.0,6.0,1.0,6,4,1,6,7.0,6.0,,,3.0,1.0,Completed,1.53,2.37,1.62,2.25,1.65,2.15,1.5,2.2,1.714,2.3
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Ram R.,62,218.0,587.0,178.0,2.0,6.0,6,4,7,6,6.0,7.0,7.0,5.0,3.0,2.0,Completed,1.61,2.2,1.62,2.25,1.6,2.3,1.5,2.2,1.61,2.54
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Hernandez O.,35,78.0,960.0,503.0,6.0,2.0,6,3,6,2,,,,,3.0,0.0,Completed,1.03,10.0,1.02,12.0,1.07,7.19,1.03,7.0,1.05,17.5
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Spadea V.,Weiner G.,47,205.0,780.0,192.0,6.0,4.0,6,2,6,0,,,,,3.0,0.0,Completed,1.33,3.25,1.33,3.2,1.3,3.35,1.35,2.7,1.33,3.73
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Kuerten G.,Goldstein P.,357,65.0,85.0,551.0,6.0,2.0,6,7,6,3,7.0,6.0,,,3.0,1.0,Completed,3.0,1.36,3.1,1.35,3.12,1.34,2.5,1.4,3.81,1.322
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Rusedski G.,49,30.0,740.0,1063.0,7.0,5.0,7,6,6,3,,,,,3.0,0.0,Completed,1.72,2.0,1.7,2.1,1.73,2.03,1.7,1.9,1.676,2.38
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Melzer J.,76,41.0,509.0,830.0,6.0,2.0,6,1,6,3,,,,,3.0,0.0,Completed,1.57,2.25,1.6,2.3,1.6,2.3,,,1.667,2.4
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Llodra M.,33,71.0,1030.0,515.0,6.0,4.0,6,4,2,1,,,,,2.0,0.0,Retired,1.14,5.0,1.12,6.0,1.17,4.67,1.2,3.6,1.156,6.8
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Bogomolov A.,11,186.0,1700.0,225.0,6.0,2.0,7,5,6,4,,,,,3.0,0.0,Completed,1.08,7.0,1.05,9.0,1.05,8.5,1.1,5.0,1.091,10.0
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Wessels P.,Rochus C.,103,53.0,413.0,704.0,6.0,7.0,6,3,6,4,6.0,4.0,,,3.0,1.0,Completed,2.2,1.61,2.25,1.62,2.53,1.48,2.0,1.6,2.5,1.625
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Sanguinetti D.,Arthurs W.,59,99.0,639.0,420.0,6.0,3.0,6,3,7,6,,,,,3.0,0.0,Completed,1.72,2.0,1.83,1.93,1.75,2.05,1.8,1.8,1.787,2.17
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Beck K.,57,36.0,667.0,922.0,6.0,4.0,2,6,7,5,0.0,6.0,7.0,5.0,3.0,2.0,Completed,2.25,1.57,2.25,1.62,2.15,1.65,2.0,1.6,2.56,1.602
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Lapentti N.,18,83.0,1390.0,487.0,7.0,5.0,7,6,6,1,,,,,3.0,0.0,Completed,1.44,2.62,1.5,2.55,1.53,2.4,1.4,2.5,1.588,2.6
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Montanes A.,Hanescu V.,86,40.0,469.0,833.0,6.0,4.0,3,6,6,3,2.0,1.0,,,2.0,1.0,Retired,8.0,1.06,8.5,1.06,7.19,1.07,5.0,1.1,10.75,1.085
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Vik R.,29,84.0,1100.0,481.0,5.0,7.0,6,2,6,2,6.0,2.0,,,3.0,1.0,Completed,1.28,3.5,1.3,3.4,1.26,3.59,1.25,3.2,1.331,3.72
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Clement A.,Ferrero J.C.,91,22.0,449.0,1255.0,7.0,5.0,7,5,6,1,,,,,3.0,0.0,Completed,4.0,1.22,4.4,1.2,4.67,1.17,3.2,1.25,5.06,1.224
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Kiefer N.,Vanek J.,38,92.0,900.0,444.0,6.0,4.0,6,2,6,2,,,,,3.0,0.0,Completed,1.08,7.0,1.06,8.5,1.07,7.19,1.05,6.0,1.074,12.5
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Pavel A.,122,39.0,358.0,855.0,6.0,3.0,3,6,3,6,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.61,2.2,1.65,2.2,1.64,2.17,1.7,1.9,1.617,2.52
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Phau B.,Popp A.,108,294.0,399.0,122.0,6.0,1.0,6,3,6,3,,,,,3.0,0.0,Completed,2.1,1.66,2.1,1.7,1.85,1.9,,,2.24,1.746
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Moodie W.,23,110.0,1255.0,396.0,4.0,6.0,6,4,7,5,7.0,5.0,,,3.0,1.0,Completed,1.25,3.75,1.28,3.55,1.32,3.22,1.25,3.2,1.308,3.95
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Tursunov D.,Baghdatis M.,138,73.0,302.0,514.0,6.0,4.0,6,3,6,7,6.0,2.0,,,3.0,1.0,Completed,1.61,2.2,1.62,2.25,1.6,2.3,1.5,2.2,1.595,2.58
ATP,2005,51,New York,US Open,2005-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Mirnyi M.,Gimelstob J.,32,96.0,1055.0,433.0,6.0,2.0,7,5,6,2,,,,,3.0,0.0,Completed,1.36,3.0,1.37,3.0,1.4,2.85,1.4,2.5,1.417,3.2
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Serra F.,Koubek S.,74,85.0,511.0,478.0,6.0,1.0,6,4,4,6,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,2.45,1.53,2.45,1.5,2.1,1.55,2.68,1.562
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Zib T.,6,60.0,2215.0,638.0,6.0,2.0,6,0,6,4,,,,,3.0,0.0,Completed,1.16,4.5,1.16,5.0,1.13,5.5,1.15,4.0,1.204,5.5
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,El Aynaoui Y.,51,331.0,715.0,99.0,6.0,4.0,6,3,6,0,,,,,3.0,0.0,Completed,1.16,4.5,1.2,4.5,1.18,4.45,1.2,3.6,1.273,4.26
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Garcia-Lopez G.,46,88.0,795.0,456.0,6.0,3.0,6,2,7,6,,,,,3.0,0.0,Completed,1.1,6.5,1.08,7.25,1.1,6.75,1.15,4.0,1.1,9.0
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Roddick A.,68,3.0,531.0,3370.0,7.0,6.0,7,6,7,6,,,,,3.0,0.0,Completed,9.0,1.04,9.0,1.05,9.25,1.04,6.0,1.05,15.75,1.055
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Costa A.,4,104.0,3335.0,410.0,6.0,1.0,6,2,6,1,,,,,3.0,0.0,Completed,1.02,11.0,1.03,11.0,1.04,14.0,1.03,7.0,1.027,30.5
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Almagro N.,Carlsen K.,95,55.0,436.0,685.0,7.0,6.0,7,5,6,4,,,,,3.0,0.0,Completed,2.25,1.57,2.3,1.6,2.03,1.73,1.95,1.65,2.36,1.685
