Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Davydenko N.,Tuksar S.,12,214.0,,,6.0,2.0,6,4,6,3,,,,,3.0,0.0,Completed,1.06,8.0,1.08,7.25,1.08,6.9,1.05,6.0,1.077,12.0
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Vliegen K.,Dupuis A.,134,119.0,,,6.0,4.0,6,1,6,2,,,,,3.0,0.0,Completed,1.57,2.25,1.55,2.4,1.57,2.31,1.7,1.9,1.552,2.71
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Ferrero J.C.,Beck K.,33,42.0,,,6.0,4.0,6,3,6,3,,,,,3.0,0.0,Completed,1.02,11.0,1.03,11.0,1.04,9.25,1.02,8.0,1.029,26.0
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Rochus O.,Garcia-Lopez G.,45,70.0,,,7.0,6.0,7,5,4,6,6.0,3.0,,,3.0,1.0,Completed,1.83,1.83,1.93,1.83,1.87,1.87,1.7,1.9,1.952,1.952
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Dlouhy L.,Enqvist T.,159,104.0,,,6.0,2.0,7,6,6,1,,,,,3.0,0.0,Completed,1.72,2.0,1.7,2.1,1.75,2.0,1.8,1.8,1.719,2.29
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Andreev I.,Bjorkman J.,38,97.0,,,2.0,6.0,6,2,6,2,7.0,5.0,,,3.0,1.0,Completed,1.11,6.0,1.08,7.25,1.07,7.19,1.1,5.0,1.091,10.0
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Norman D.,Lisnard J.R.,130,99.0,,,6.0,1.0,6,1,6,4,,,,,3.0,0.0,Completed,1.83,1.83,2.0,1.77,2.1,1.7,1.6,2.0,2.16,1.794
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Puerta M.,Ljubicic I.,37,14.0,,,7.0,5.0,7,5,6,2,,,,,3.0,0.0,Completed,1.83,1.83,1.83,1.93,1.85,1.85,1.9,1.7,1.98,1.926
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Youzhny M.,Muller G.,30,69.0,,,6.0,4.0,6,1,6,0,,,,,3.0,0.0,Completed,1.39,2.75,1.35,3.1,1.35,3.1,1.4,2.5,1.379,3.44
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Melzer J.,Arthurs W.,44,84.0,,,6.0,4.0,6,2,7,6,,,,,3.0,0.0,Completed,1.33,3.25,1.33,3.2,1.28,3.46,1.4,2.5,1.366,3.53
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Robredo T.,Luczak P.,16,172.0,,,4.0,6.0,6,3,6,3,6.0,3.0,,,3.0,1.0,Completed,1.08,7.0,1.12,6.0,1.1,6.75,1.1,5.0,1.148,7.05
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Lee H.T.,Calatrava A.,58,85.0,,,6.0,4.0,2,6,5,7,7.0,6.0,6.0,4.0,3.0,2.0,Completed,2.0,1.72,2.05,1.75,1.95,1.8,1.95,1.65,2.03,1.885
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Nieminen J.,Agassi A.,95,7.0,,,7.0,5.0,4,6,6,7,6.0,1.0,6.0,0.0,3.0,2.0,Completed,4.33,1.19,4.65,1.18,4.25,1.2,3.6,1.2,5.2,1.215
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Mathieu P.H.,Lopez F.,67,25.0,,,6.0,2.0,6,0,6,7,6.0,4.0,,,3.0,1.0,Completed,1.83,1.83,1.77,2.0,1.85,1.9,1.8,1.8,1.84,2.09
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Kiefer N.,Karlovic I.,28,77.0,,,6.0,3.0,6,3,6,4,,,,,3.0,0.0,Completed,1.22,4.0,1.25,3.85,1.18,4.45,1.15,4.0,1.24,4.69
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Wawrinka S.,Massu N.,87,23.0,,,6.0,7.0,6,2,6,2,6.0,4.0,,,3.0,1.0,Completed,3.0,1.36,3.1,1.35,3.1,1.35,2.9,1.3,3.24,1.41
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Clement A.,Popp A.,105,125.0,,,6.0,2.0,6,4,6,7,6.0,2.0,,,3.0,1.0,Completed,1.08,7.0,1.08,7.25,1.1,6.75,1.1,5.0,1.108,9.38
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Blake J.,Tenconi T.,127,147.0,,,6.0,2.0,6,4,7,6,,,,,3.0,0.0,Completed,1.25,3.75,1.25,3.85,1.25,3.75,1.25,3.2,1.25,4.6
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Haas T.,Mayer F.,22,54.0,,,6.0,1.0,6,2,6,4,,,,,3.0,0.0,Completed,1.28,3.5,1.3,3.4,1.25,3.75,1.3,2.9,1.781,2.12
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Acasuso J.,Mirnyi M.,62,40.0,,,6.0,4.0,7,6,6,2,,,,,3.0,0.0,Completed,1.57,2.25,1.65,2.2,1.7,2.1,1.6,2.0,1.694,2.34
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Saretta F.,Rusedski G.,132,39.0,,,6.0,2.0,7,6,6,3,,,,,3.0,0.0,Completed,1.44,2.62,1.4,2.85,1.4,2.85,1.45,2.35,1.935,1.917
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Guccione C.,Ventura S.,217,109.0,,,6.0,3.0,2,6,6,1,3.0,6.0,6.0,2.0,3.0,2.0,Completed,3.0,1.36,3.1,1.35,3.22,1.32,2.5,1.4,1.943,1.909
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Johansson T.,Draper S.,19,1015.0,,,6.0,7.0,6,1,3,6,6.0,0.0,6.0,1.0,3.0,2.0,Completed,1.03,10.0,1.03,11.0,1.04,9.25,1.02,8.0,1.045,18.0
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Canas G.,Monfils G.,10,79.0,,,6.0,3.0,6,1,6,0,,,,,3.0,0.0,Completed,1.25,3.75,1.28,3.55,1.28,3.46,1.3,2.9,1.348,3.67
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Coria G.,Carlsen K.,9,57.0,,,6.0,4.0,6,2,6,4,,,,,3.0,0.0,Completed,1.0,21.0,1.01,14.0,1.01,12.46,1.01,10.0,1.014,50.5
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Spadea V.,Costa A.,41,72.0,,,6.0,4.0,7,6,6,2,,,,,3.0,0.0,Completed,3.75,1.25,3.55,1.28,3.75,1.25,3.6,1.2,3.7,1.333
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Roddick A.,Tsonga J.W.,3,133.0,,,6.0,3.0,6,2,6,4,,,,,3.0,0.0,Completed,1.03,10.0,1.03,11.0,1.06,8.13,1.05,6.0,1.081,11.08
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Sanchez D.,Kuerten G.,138,94.0,,,6.0,3.0,6,0,4,6,6.0,1.0,,,3.0,1.0,Completed,2.2,1.61,2.1,1.7,2.15,1.65,2.2,1.5,2.18,1.781
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Montanes A.,Sargsian S.,103,93.0,,,6.0,1.0,6,4,6,0,,,,,3.0,0.0,Completed,,,,,1.28,3.46,1.3,2.9,1.333,3.7
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Volandri F.,Saulnier C.,34,49.0,,,6.0,0.0,6,2,6,1,,,,,3.0,0.0,Completed,1.08,7.0,1.08,7.25,1.13,5.5,1.1,5.0,1.114,8.85
ATP,2005,31,Paris,French Open,2005-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Ginepri R.,153,71.0,,,6.0,0.0,6,0,6,3,,,,,3.0,0.0,Completed,1.57,2.25,1.45,2.6,1.55,2.35,1.6,2.0,1.752,2.17
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Hanescu V.,Chela J.I.,90,32.0,,,7.0,5.0,6,1,3,6,7.0,5.0,,,3.0,1.0,Completed,2.75,1.39,2.45,1.53,2.67,1.44,2.7,1.35,2.65,1.571
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Nalbandian D.,Berdych T.,11,47.0,,,6.0,3.0,6,2,6,1,,,,,3.0,0.0,Completed,1.25,3.75,1.25,3.85,1.2,4.25,1.15,4.0,1.251,4.68
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Gaudio G.,Tursunov D.,6,162.0,,,,,,,,,,,,,,,Walkover,1.03,10.0,1.04,10.0,1.05,8.5,1.02,8.0,1.042,20.0
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Horna L.,Henman T.,59,8.0,,,7.0,5.0,6,7,6,3,6.0,4.0,,,3.0,1.0,Completed,3.75,1.25,3.4,1.3,3.595,1.265,3.2,1.25,3.75,1.328
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Mantilla F.,Novak J.,78,27.0,,,6.0,2.0,0,6,3,6,7.0,5.0,6.0,3.0,3.0,2.0,Completed,1.83,1.83,1.77,2.0,1.95,1.8,1.85,1.75,1.862,2.06
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Grosjean S.,Sanguinetti D.,24,66.0,,,6.0,0.0,6,3,6,2,,,,,3.0,0.0,Completed,1.16,4.5,1.14,5.4,1.1,6.25,1.2,3.6,1.139,7.5
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Ancic M.,Hernandez O.,18,101.0,,,4.0,6.0,6,1,6,2,6.0,3.0,,,3.0,1.0,Completed,1.16,4.5,1.16,5.0,1.1,6.25,1.2,3.6,1.129,8.0
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Vicente F.,Tipsarevic J.,155,107.0,,,6.0,3.0,1,6,7,6,6.0,3.0,,,3.0,1.0,Completed,2.25,1.57,2.2,1.63,2.35,1.55,1.95,1.65,2.18,1.781
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Stepanek R.,Serra F.,17,116.0,,,6.0,3.0,6,4,6,1,,,,,3.0,0.0,Completed,1.22,4.0,1.25,3.85,1.2,4.25,1.2,3.6,1.346,3.69
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Gasquet R.,Wessels P.,31,82.0,,,6.0,3.0,7,6,6,1,,,,,3.0,0.0,Completed,1.06,8.0,1.08,7.25,1.07,7.19,1.1,5.0,1.077,12.0
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Moya C.,Vik R.,15,145.0,,,7.0,6.0,6,7,6,3,6.0,1.0,,,3.0,1.0,Completed,1.06,8.0,1.05,9.0,1.1,6.75,1.05,6.0,1.167,6.4
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Lee H.T.,Soderling R.,58,35.0,,,6.0,2.0,6,3,6,4,,,,,3.0,0.0,Completed,2.62,1.44,2.6,1.48,2.23,1.61,1.05,6.0,2.54,1.61
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Malisse X.,5,46.0,,,6.0,2.0,6,2,6,4,,,,,3.0,0.0,Completed,1.03,10.0,1.04,10.0,1.07,7.19,1.05,6.0,1.046,18.3
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Almagro N.,1,76.0,,,6.0,3.0,7,6,6,2,,,,,3.0,0.0,Completed,1.01,13.0,1.02,12.0,1.05,8.5,1.03,7.0,1.05,16.5
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrer D.,Patience O.,21,139.0,,,6.0,3.0,7,6,7,5,,,,,3.0,0.0,Completed,1.16,4.5,1.18,4.25,1.22,4.2,1.15,4.0,1.297,4.07
ATP,2005,31,Paris,French Open,2005-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Gonzalez F.,Behrend T.,26,89.0,,,6.0,3.0,6,4,6,4,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.0,1.15,5.2,1.15,4.0,1.217,5.2
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Coria G.,Djokovic N.,9,153.0,,,4.0,6.0,6,2,3,2,,,,,1.0,1.0,Retired,1.02,11.0,1.04,10.0,1.04,9.25,1.05,6.0,1.054,15.25
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Canas G.,Montanes A.,10,103.0,,,6.0,1.0,6,3,6,4,,,,,3.0,0.0,Completed,1.1,6.5,1.12,6.0,1.11,5.84,1.15,4.0,1.095,10.0
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Melzer J.,Youzhny M.,44,30.0,,,6.0,3.0,6,4,7,6,,,,,3.0,0.0,Completed,1.9,1.8,2.1,1.7,2.25,1.6,2.0,1.6,2.18,1.781
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Davydenko N.,Rochus O.,12,45.0,,,3.0,6.0,7,5,6,2,6.0,3.0,,,3.0,1.0,Completed,1.25,3.75,1.33,3.2,1.3,3.35,1.25,3.2,1.356,3.61
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Mathieu P.H.,Guccione C.,67,217.0,,,6.0,3.0,6,4,6,4,,,,,3.0,0.0,Completed,1.14,5.0,1.16,5.0,1.17,4.67,1.15,4.0,1.143,7.2
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Haas T.,Spadea V.,22,41.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Retired,1.25,3.75,1.3,3.4,1.3,3.35,1.25,3.2,1.377,3.45
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Puerta M.,Vliegen K.,37,134.0,,,6.0,3.0,7,5,6,2,,,,,3.0,0.0,Completed,1.25,3.75,1.28,3.55,1.25,3.9,1.25,3.2,1.376,3.46
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Andreev I.,Nieminen J.,38,95.0,,,6.0,2.0,6,4,6,7,6.0,2.0,,,3.0,1.0,Completed,2.0,1.72,2.0,1.77,1.9,1.85,1.8,1.8,1.893,2.02
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Wawrinka S.,Blake J.,87,127.0,,,6.0,7.0,5,7,6,1,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.53,2.37,1.53,2.45,1.61,2.23,1.55,2.1,1.575,2.64
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrero J.C.,Hernych J.,33,80.0,,,6.0,4.0,6,4,6,2,,,,,3.0,0.0,Completed,1.06,8.0,1.1,6.5,1.07,7.19,1.05,6.0,1.142,7.25
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Sanchez D.,Johansson T.,138,19.0,,,6.0,3.0,3,6,4,6,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.8,1.9,1.83,1.93,1.95,1.8,1.9,1.7,1.909,2.0
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Kiefer N.,Clement A.,28,105.0,,,4.0,6.0,6,2,6,2,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.8,1.9,1.93,1.83,1.83,1.91,1.65,1.95,2.07,1.855
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Safin M.,Dlouhy L.,4,159.0,,,6.0,7.0,6,3,7,5,6.0,1.0,,,3.0,1.0,Completed,1.05,8.5,1.12,6.0,1.11,5.84,1.05,6.0,1.09,10.38
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Volandri F.,Saretta F.,34,132.0,,,6.0,4.0,6,1,6,2,,,,,3.0,0.0,Completed,1.16,4.5,1.16,5.0,,,1.2,3.6,1.194,5.65
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Acasuso J.,Roddick A.,62,3.0,,,3.0,6.0,4,6,6,4,6.0,3.0,8.0,6.0,3.0,2.0,Completed,2.62,1.44,2.6,1.48,2.35,1.55,2.5,1.4,2.67,1.565
ATP,2005,31,Paris,French Open,2005-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Robredo T.,Norman D.,16,130.0,,,6.0,4.0,6,2,6,4,,,,,3.0,0.0,Completed,1.06,8.0,1.12,6.0,1.11,5.84,1.1,5.0,1.095,10.0
ATP,2005,31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Federer R.,Gonzalez F.,1,26.0,,,7.0,6.0,7,5,6,2,,,,,3.0,0.0,Completed,1.07,7.5,1.1,6.5,1.11,5.84,1.1,5.0,1.147,7.2
ATP,2005,31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Ferrer D.,Lee H.T.,21,58.0,,,6.0,3.0,6,1,7,5,,,,,3.0,0.0,Completed,1.11,6.0,1.12,6.0,1.17,4.67,1.1,5.0,1.2,5.45
ATP,2005,31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Gaudio G.,Mantilla F.,6,78.0,,,6.0,4.0,6,4,6,3,,,,,3.0,0.0,Completed,1.11,6.0,1.14,5.4,1.1,6.75,1.15,4.0,1.143,7.3
ATP,2005,31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Grosjean S.,Stepanek R.,24,17.0,,,6.0,1.0,4,6,3,6,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.61,2.2,1.6,2.3,1.55,2.35,1.55,2.1,1.575,2.64
ATP,2005,31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Hanescu V.,Horna L.,90,59.0,,,6.0,3.0,6,4,6,4,,,,,3.0,0.0,Completed,2.1,1.66,1.93,1.83,1.95,1.8,1.95,1.65,2.16,1.794
ATP,2005,31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Moya C.,Vicente F.,15,155.0,,,6.0,4.0,7,6,6,7,0.0,6.0,6.0,4.0,3.0,2.0,Completed,1.04,9.0,1.06,8.5,1.1,6.75,1.1,5.0,1.08,10.75
ATP,2005,31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Gasquet R.,5,31.0,,,6.0,4.0,6,3,6,2,,,,,3.0,0.0,Completed,1.22,4.0,1.22,4.1,,,1.2,3.6,1.26,4.54
ATP,2005,31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Nalbandian D.,Ancic M.,11,18.0,,,6.0,4.0,7,6,6,3,,,,,3.0,0.0,Completed,1.25,3.75,1.2,4.4,1.25,3.9,1.25,3.2,1.271,4.39
ATP,2005,31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Acasuso J.,Volandri F.,62,34.0,,,3.0,0.0,,,,,,,,,0.0,0.0,Retired,2.1,1.66,1.93,1.83,2.1,1.7,2.2,1.5,2.02,1.893
ATP,2005,31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Coria G.,Melzer J.,9,44.0,,,6.0,1.0,6,1,7,6,,,,,3.0,0.0,Completed,1.06,8.0,1.06,8.5,1.07,7.19,1.1,5.0,1.065,14.0
ATP,2005,31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Davydenko N.,Haas T.,12,22.0,,,7.0,5.0,6,0,6,0,,,,,3.0,0.0,Completed,1.53,2.37,1.65,2.2,1.6,2.3,1.65,1.95,1.613,2.53
ATP,2005,31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Puerta M.,Wawrinka S.,37,87.0,,,1.0,6.0,6,3,6,1,6.0,4.0,,,3.0,1.0,Completed,1.39,2.75,1.4,2.85,1.37,2.92,1.4,2.5,1.478,2.89
ATP,2005,31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Robredo T.,Sanchez D.,16,138.0,,,6.0,4.0,6,3,6,1,,,,,3.0,0.0,Completed,1.28,3.5,1.28,3.55,1.25,3.75,1.2,3.6,1.333,3.7
ATP,2005,31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Safin M.,Ferrero J.C.,4,33.0,,,7.0,6.0,7,5,1,6,7.0,6.0,,,3.0,1.0,Completed,2.62,1.44,2.55,1.5,2.4,1.53,2.1,1.55,3.0,1.455
ATP,2005,31,Paris,French Open,2005-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Canas G.,Mathieu P.H.,10,67.0,,,6.0,3.0,7,6,2,6,6.0,7.0,8.0,6.0,3.0,2.0,Completed,1.25,3.75,1.33,3.2,1.25,3.9,1.3,2.9,1.282,4.25
ATP,2005,31,Paris,French Open,2005-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Kiefer N.,Andreev I.,28,38.0,,,6.0,4.0,7,6,3,6,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,2.45,1.53,2.45,1.5,2.2,1.5,2.84,1.495
ATP,2005,31,Paris,French Open,2005-05-29,Grand Slam,Outdoor,Clay,4th Round,5,Hanescu V.,Nalbandian D.,90,11.0,,,6.0,3.0,4,6,5,7,6.0,1.0,6.0,2.0,3.0,2.0,Completed,5.0,1.14,4.65,1.18,6.25,1.1,4.0,1.15,6.2,1.175
ATP,2005,31,Paris,French Open,2005-05-29,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Moya C.,1,15.0,,,6.0,1.0,6,4,6,3,,,,,3.0,0.0,Completed,1.06,8.0,1.05,9.0,1.06,10.68,1.1,5.0,,
ATP,2005,31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Ferrer D.,Gaudio G.,21,6.0,,,2.0,6.0,6,4,7,6,5.0,7.0,6.0,4.0,3.0,2.0,Completed,2.25,1.57,2.5,1.5,1.87,1.87,2.5,1.4,2.37,1.68
ATP,2005,31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Davydenko N.,Coria G.,12,9.0,,,2.0,6.0,6,3,7,6,6.0,2.0,,,3.0,1.0,Completed,4.5,1.16,4.25,1.2,4.25,1.2,4.0,1.15,4.66,1.246
ATP,2005,31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Canas G.,Kiefer N.,10,28.0,,,,,,,,,,,,,,,Walkover,1.33,3.25,1.28,3.55,1.35,3.1,1.3,2.9,1.294,4.1
ATP,2005,31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Puerta M.,Acasuso J.,37,62.0,,,6.0,4.0,6,1,6,1,,,,,3.0,0.0,Completed,1.61,2.2,1.67,2.15,1.75,2.05,1.6,2.0,1.617,2.52
ATP,2005,31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Grosjean S.,5,24.0,,,6.0,4.0,3,6,6,0,6.0,3.0,,,3.0,1.0,Completed,1.04,9.0,1.05,9.0,1.07,7.19,1.05,6.0,1.087,9.75
ATP,2005,31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Robredo T.,Safin M.,16,4.0,,,7.0,5.0,1,6,6,1,4.0,6.0,8.0,6.0,3.0,2.0,Completed,2.75,1.39,2.45,1.53,2.6,1.45,2.5,1.4,2.97,1.461
ATP,2005,31,Paris,French Open,2005-05-31,Grand Slam,Outdoor,Clay,Quarterfinals,5,Federer R.,Hanescu V.,1,90.0,,,6.0,2.0,7,6,6,3,,,,,3.0,0.0,Completed,1.02,13.0,1.04,10.0,1.05,8.5,1.05,6.0,1.051,16.0
ATP,2005,31,Paris,French Open,2005-05-31,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Ferrer D.,5,21.0,,,7.0,5.0,6,2,6,0,,,,,3.0,0.0,Completed,1.1,7.0,1.1,6.5,1.1,6.75,1.1,5.0,1.161,6.63
ATP,2005,31,Paris,French Open,2005-06-01,Grand Slam,Outdoor,Clay,Quarterfinals,5,Puerta M.,Canas G.,37,10.0,,,6.0,2.0,3,6,1,6,6.0,3.0,6.0,4.0,3.0,2.0,Completed,2.37,1.53,2.2,1.65,2.29,1.66,2.1,1.55,2.43,1.654
ATP,2005,31,Paris,French Open,2005-06-01,Grand Slam,Outdoor,Clay,Quarterfinals,5,Davydenko N.,Robredo T.,12,16.0,,,3.0,6.0,6,1,6,2,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.57,2.25,1.55,2.4,1.66,2.29,1.6,2.0,1.629,2.49
ATP,2005,31,Paris,French Open,2005-06-03,Grand Slam,Outdoor,Clay,Semifinals,5,Puerta M.,Davydenko N.,37,12.0,,,6.0,3.0,5,7,2,6,6.0,4.0,6.0,4.0,3.0,2.0,Completed,2.37,1.57,1.87,1.87,2.21,1.73,1.95,1.65,2.35,1.69
ATP,2005,31,Paris,French Open,2005-06-03,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Federer R.,5,1.0,,,6.0,3.0,4,6,6,4,6.0,3.0,,,3.0,1.0,Completed,2.25,1.61,1.36,3.0,2.23,1.72,1.9,1.7,2.33,1.699
ATP,2005,31,Paris,French Open,2005-06-05,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Puerta M.,5,37.0,,,6.0,7.0,6,3,6,1,7.0,5.0,,,3.0,1.0,Completed,1.08,7.0,1.11,6.5,1.13,6.93,1.1,5.0,1.139,7.46
