Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Rusedski G.,El Aynaoui Y.,30,49,6.0,7.0,7.0,5.0,6.0,4.0,6.0,3.0,,,3,1,Completed,1.26,3.5,1.25,3.1,1.3,2.7,1.25,3.5
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Sa A.,Kempes E.,111,122,6.0,2.0,4.0,6.0,6.0,2.0,7.0,5.0,,,3,1,Completed,1.35,2.9,1.35,2.65,1.3,2.7,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,de Chaunac S.,3,257,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,,,,,,,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Sampras P.,Boutter J.,10,55,6.0,4.0,7.0,6.0,7.0,6.0,,,,,3,0,Completed,1.1,6.5,1.07,5.5,1.05,5.0,1.071,7.5
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Sanguinetti D.,Srichaphan P.,54,126,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3,0,Completed,1.9,1.8,1.9,1.7,1.9,1.6,1.909,1.8
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Larsson M.,20,182,7.0,5.0,6.0,4.0,6.0,7.0,7.0,6.0,,,3,1,Completed,1.44,2.6,1.4,2.5,1.4,2.3,1.4,2.75
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Schalken S.,Lee M.,24,112,3.0,6.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,3.0,3,2,Completed,1.15,4.85,1.15,4.0,1.15,3.8,1.167,4.5
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Kiefer N.,59,29,5.0,7.0,6.0,4.0,1.0,0.0,,,,,1,1,Retired,3.8,1.22,3.2,1.25,3.0,1.25,3.0,1.333
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Siemerink J.,Vanek J.,96,94,7.0,6.0,4.0,6.0,6.0,0.0,6.0,4.0,,,3,1,Completed,1.6,2.2,1.65,1.95,1.7,1.8,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Stoliarov A.,Rosset M.,75,92,6.0,2.0,7.0,6.0,7.0,5.0,,,,,3,0,Completed,,,1.8,1.8,1.75,1.75,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Vicente F.,Vinciguerra A.,66,42,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3,0,Completed,2.55,1.45,2.35,1.45,2.1,1.5,2.5,1.5
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Voltchkov V.,Ferreira W.,78,36,4.0,6.0,6.0,3.0,7.0,6.0,1.0,6.0,6.0,4.0,3,2,Completed,2.4,1.5,2.1,1.55,2.0,1.55,2.375,1.533
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Woodruff C.,Dupuis A.,90,60,6.0,1.0,6.0,3.0,3.0,6.0,6.0,1.0,,,3,1,Completed,1.65,2.1,1.65,1.95,1.6,1.9,1.8,1.909
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Ulihrach B.,65,35,6.0,7.0,6.0,2.0,6.0,3.0,6.0,3.0,,,3,1,Completed,2.5,1.48,2.35,1.45,2.3,1.4,2.25,1.571
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Zabaleta M.,Grosjean S.,103,8,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,4.0,1.2,3.7,1.18,3.0,1.25,4.0,1.2
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Massu N.,2,86,6.0,7.0,6.0,4.0,6.0,2.0,7.0,6.0,,,3,1,Completed,1.01,11.0,1.03,7.0,1.02,6.0,1.03,11.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Arazi H.,Woodruff C.,28,90,6.0,4.0,7.0,6.0,7.0,5.0,,,,,3,0,Completed,1.75,2.0,1.55,2.1,,,1.615,2.2
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Clement A.,Siemerink J.,12,96,6.0,7.0,6.0,4.0,7.0,6.0,6.0,1.0,,,3,1,Completed,1.25,3.65,1.2,3.5,1.1,4.5,1.182,4.333
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Corretja A.,Golmard J.,11,47,7.0,5.0,7.0,6.0,7.0,5.0,,,,,3,0,Completed,1.48,2.45,1.38,2.55,1.45,2.2,1.5,2.5
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Costa A.,Hrbaty D.,40,22,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed,1.95,1.8,1.85,1.75,1.75,1.75,1.909,1.8
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Delgado R.,Schuettler R.,119,59,6.0,4.0,6.0,7.0,7.0,6.0,2.0,6.0,6.0,2.0,3,2,Completed,2.1,1.67,2.05,1.6,1.9,1.6,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Ginepri R.,13,327,6.0,2.0,7.0,5.0,6.0,1.0,,,,,3,0,Completed,1.11,5.5,1.1,4.75,,,1.143,5.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrero J.C.,Voltchkov V.,5,78,7.0,6.0,6.0,1.0,6.0,4.0,,,,,3,0,Completed,1.2,4.25,1.2,3.5,1.2,3.2,1.2,4.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Mantilla F.,15,63,6.0,1.0,6.0,0.0,6.0,7.0,6.0,3.0,,,3,1,Completed,1.22,4.0,1.2,3.5,1.15,3.8,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Henman T.,Meligeni F.,9,87,6.0,3.0,6.0,4.0,3.0,6.0,6.0,4.0,,,3,1,Completed,1.12,5.5,1.1,4.75,1.1,4.5,1.143,5.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Blake J.,4,95,6.0,4.0,3.0,6.0,2.0,6.0,6.0,3.0,6.0,0.0,3,2,Completed,1.05,8.0,1.05,6.0,1.05,5.0,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Ivanisevic G.,Gimelstob J.,16,174,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,1.12,5.25,1.15,4.0,1.15,3.8,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Johansson T.,Gaudenzi A.,14,57,4.0,6.0,6.0,2.0,6.0,3.0,6.0,3.0,,,3,1,Completed,1.06,7.25,1.05,6.0,,,1.1,6.5
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Kafelnikov Y.,Bastl G.,7,120,2.0,6.0,5.0,7.0,6.0,1.0,6.0,4.0,6.0,3.0,3,2,Completed,1.06,7.0,1.05,6.0,1.1,4.5,1.1,6.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Kuerten G.,Pless K.,1,91,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,1.07,7.0,1.05,6.0,1.05,5.0,1.05,8.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Lapentti N.,Sanguinetti D.,26,54,6.0,4.0,7.0,5.0,6.0,3.0,,,,,3,0,Completed,1.18,4.25,1.22,3.35,1.15,3.8,1.25,3.5
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Santoro F.,43,20,6.0,0.0,3.0,6.0,6.0,3.0,6.0,2.0,,,3,1,Completed,1.95,1.8,2.05,1.6,1.9,1.6,2.0,1.727
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Mirnyi M.,Canas G.,44,27,6.0,3.0,3.0,6.0,7.0,5.0,6.0,3.0,,,3,1,Completed,2.1,1.65,1.85,1.75,1.75,1.75,2.0,1.727
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Moya C.,Vicente F.,17,66,3.0,6.0,7.0,5.0,6.0,1.0,6.0,3.0,,,3,1,Completed,1.18,4.25,1.2,3.5,1.2,3.2,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Escude N.,80,31,4.0,6.0,6.0,3.0,4.0,6.0,6.0,3.0,7.0,5.0,3,2,Completed,4.25,1.2,3.7,1.18,3.8,1.15,4.0,1.2
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Phau B.,41,199,6.0,1.0,6.0,1.0,6.0,2.0,,,,,3,0,Completed,1.3,3.25,1.25,3.2,1.2,3.2,1.333,3.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Portas A.,Stoliarov A.,25,75,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed,1.95,1.75,1.7,1.9,1.7,1.8,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Rafter P.,Rochus C.,6,79,7.0,5.0,6.0,2.0,6.0,1.0,,,,,3,0,Completed,1.03,9.0,1.03,7.0,1.03,5.5,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Rios M.,Pavel A.,56,21,7.0,5.0,6.0,4.0,6.0,0.0,,,,,3,0,Completed,2.0,1.75,1.9,1.7,1.8,1.7,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Martin T.,39,34,6.0,3.0,7.0,5.0,3.0,6.0,6.0,3.0,,,3,1,Completed,2.55,1.45,2.7,1.35,2.5,1.35,2.625,1.444
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Brasington J.,18,223,6.0,2.0,6.0,1.0,5.0,7.0,7.0,6.0,,,3,1,Completed,1.04,9.0,1.02,7.0,1.02,6.0,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Rusedski G.,Bjorkman J.,30,51,7.0,5.0,7.0,5.0,6.0,7.0,7.0,6.0,,,3,1,Completed,1.4,2.75,1.35,2.65,1.3,2.7,1.444,2.625
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Safin M.,Ljubicic I.,3,48,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,,,3,1,Completed,1.33,3.1,1.33,2.65,1.35,2.5,1.3,3.2
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Sampras P.,Sa A.,10,111,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3,0,Completed,1.07,7.0,1.04,6.5,1.05,5.0,1.05,8.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Schalken S.,Ilie A.,24,88,6.0,2.0,3.0,6.0,6.0,3.0,6.0,0.0,,,3,1,Completed,1.42,2.65,1.4,2.55,1.4,2.3,1.444,2.625
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Youzhny M.,Gambill J.M.,65,19,6.0,4.0,4.0,1.0,,,,,,,1,0,Retired,2.9,1.36,3.1,1.25,3.0,1.25,3.0,1.333
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Zabaleta M.,Dent T.,103,132,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,2.4,1.5,2.35,1.45,,,2.5,1.5
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Delgado R.,2,119,7.0,5.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed,,,1.05,6.25,1.05,5.0,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Clement A.,Moya C.,12,17,6.0,7.0,6.0,4.0,6.0,4.0,6.0,0.0,,,3,1,Completed,2.2,1.62,1.9,1.7,1.75,1.75,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Costa A.,Ivanisevic G.,40,16,6.0,4.0,7.0,6.0,7.0,6.0,,,,,3,0,Completed,3.0,1.36,2.75,1.32,2.7,1.3,2.875,1.364
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Schalken S.,13,24,6.0,4.0,7.0,5.0,7.0,6.0,,,,,3,0,Completed,1.33,3.1,1.32,2.8,1.3,2.7,1.364,2.875
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Haas T.,Novak J.,15,41,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed,1.4,2.8,1.42,2.4,1.4,2.3,1.4,2.75
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Portas A.,4,25,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,1.14,5.0,1.15,4.0,1.2,3.2,1.143,5.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Johansson T.,Rios M.,14,56,6.0,4.0,2.0,6.0,6.0,3.0,6.0,2.0,,,3,1,Completed,1.95,1.8,1.75,1.85,1.6,1.9,1.8,1.909
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Kafelnikov Y.,Nalbandian D.,7,80,3.0,6.0,6.0,4.0,6.0,2.0,6.0,2.0,,,3,1,Completed,1.18,4.15,1.15,4.0,1.15,3.8,1.182,4.333
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Kuerten G.,Mirnyi M.,1,44,6.0,7.0,5.0,7.0,7.0,6.0,7.0,6.0,6.0,2.0,3,2,Completed,1.2,4.2,1.14,4.0,1.2,3.2,1.2,4.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Malisse X.,Henman T.,43,9,6.0,7.0,6.0,3.0,7.0,5.0,4.0,6.0,6.0,4.0,3,2,Completed,3.0,1.35,2.9,1.3,2.7,1.3,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Rafter P.,Lapentti N.,6,26,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,1.16,4.7,1.15,4.1,1.2,3.2,1.167,4.5
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Ferrero J.C.,39,5,7.0,6.0,4.0,6.0,6.0,4.0,4.0,6.0,7.0,6.0,3,2,Completed,3.15,1.33,2.75,1.32,2.7,1.3,3.0,1.333
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Corretja A.,18,11,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,1.5,2.5,1.45,2.35,1.4,2.3,1.5,2.5
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Safin M.,Arazi H.,3,28,7.0,5.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed,1.25,3.5,1.3,2.9,1.3,2.7,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Youzhny M.,10,65,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,1.16,4.75,1.12,4.5,1.1,4.5,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,3rd Round,5,Zabaleta M.,Rusedski G.,103,30,6.0,7.0,6.0,4.0,7.0,5.0,7.0,6.0,,,3,1,Completed,4.5,1.16,3.6,1.2,3.2,1.2,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Federer R.,2,13,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed,1.3,3.25,1.3,2.85,1.25,3.0,1.333,3.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Haas T.,4,15,3.0,6.0,7.0,6.0,6.0,4.0,6.0,2.0,,,3,1,Completed,1.85,1.9,2.25,1.45,1.75,1.75,1.727,2.0
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,4th Round,5,Kafelnikov Y.,Clement A.,7,12,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3,0,Completed,1.7,2.05,1.65,2.0,1.55,2.0,1.667,2.1
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,4th Round,5,Kuerten G.,Costa A.,1,40,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed,1.12,5.4,1.15,4.0,1.15,3.8,1.125,5.5
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Robredo T.,18,39,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed,1.2,4.25,1.2,3.5,1.2,3.2,1.222,3.75
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,4th Round,5,Safin M.,Johansson T.,3,14,6.0,2.0,2.0,6.0,6.0,4.0,7.0,6.0,,,3,1,Completed,1.4,2.8,1.4,2.5,1.4,2.3,1.444,2.625
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,4th Round,5,Sampras P.,Rafter P.,10,6,6.0,3.0,6.0,2.0,6.0,7.0,6.0,4.0,,,3,1,Completed,1.9,1.8,2.0,1.7,1.8,1.7,,
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,4th Round,5,Zabaleta M.,Malisse X.,103,43,6.0,4.0,7.0,6.0,7.0,5.0,,,,,3,0,Completed,2.35,1.55,2.2,1.5,2.0,1.55,2.375,1.533
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Hewitt L.,Roddick A.,4,18,6.0,7.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,4.0,3,2,Completed,,,1.85,1.75,,,2.0,1.727
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Kafelnikov Y.,Kuerten G.,7,1,6.0,4.0,6.0,0.0,6.0,3.0,,,,,3,0,Completed,3.0,1.35,2.6,1.34,2.5,1.35,2.875,1.364
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Safin M.,Zabaleta M.,3,103,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed,1.15,4.85,1.2,3.6,1.15,3.8,1.222,3.75
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sampras P.,Agassi A.,10,2,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,,,3,1,Completed,2.05,1.72,2.0,1.62,1.85,1.65,2.2,1.615
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,Semifinals,5,Hewitt L.,Kafelnikov Y.,4,7,6.0,1.0,6.0,2.0,6.0,1.0,,,,,3,0,Completed,1.62,2.25,1.62,2.05,1.6,1.9,1.615,2.2
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,Semifinals,5,Sampras P.,Safin M.,10,3,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed,1.35,3.15,1.4,2.5,1.35,2.5,1.4,2.75
ATP,2001,53,New York,US Open,2001-08-27,Grand Slam,Outdoor,Hard,The Final,5,Hewitt L.,Sampras P.,4,10,7.0,6.0,6.0,1.0,6.0,1.0,,,,,3,0,Completed,3.1,1.36,2.9,1.35,2.3,1.4,2.75,1.4
