Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Lu Y.H.,152,60.0,383,786.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,3.0,1.4,2.7,1.35,2.75,1.4,3.14,1.42,3.2,1.42,3.01,1.38
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Kravchuk K.,19,88.0,1850,642.0,6.0,3.0,6.0,4.0,6.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.11,6.5,1.09,5.5,1.1,6.5,1.1,8.67,1.12,8.67,1.1,6.71
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Janowicz J.,7,273.0,3605,186.0,4.0,6.0,4.0,6.0,6.0,2.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.1,7.0,1.08,5.5,1.09,7.0,1.12,7.65,1.12,7.65,1.1,6.78
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Jaziri M.,Soeda G.,56,139.0,824,431.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.61,2.3,1.5,2.3,1.57,2.25,1.58,2.56,1.67,2.56,1.57,2.37
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Marchenko I.,1,95.0,12560,624.0,7.0,5.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.005,29.0,1.0,10.0,1.01,26.0,1.01,29.16,1.02,60.08,1.01,22.91
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lajovic D.,Robert S.,94,55.0,627,854.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,2.0,1.8,1.95,1.65,2.0,1.8,1.92,1.99,2.16,1.99,2.01,1.79
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Cuevas P.,54,22.0,867,1780.0,6.0,3.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,1.9,1.9,1.95,1.7,2.0,1.73,1.97,1.93,2.15,1.93,2.02,1.77
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lacko L.,Ramos-Vinolas A.,121,26.0,486,1435.0,4.0,6.0,7.0,5.0,1.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,2.2,1.66,2.05,1.62,2.1,1.73,2.2,1.75,2.38,1.75,2.17,1.67
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Mannarino A.,52,61.0,875,781.0,6.0,4.0,3.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.66,2.2,1.6,2.05,1.73,2.1,1.76,2.19,1.77,2.25,1.7,2.12
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lorenzi P.,Duckworth J.,43,107.0,1033,557.0,6.0,4.0,7.0,6.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,2.2,1.66,2.1,1.6,2.2,1.67,2.44,1.63,2.44,1.85,2.17,1.67
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Mathieu P.H.,89,75.0,635,700.0,6.0,4.0,7.0,6.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,1.36,3.25,1.33,2.85,1.36,3.0,1.38,3.35,1.39,3.35,1.36,3.13
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Rubin N.,Fratangelo B.,200,113.0,274,519.0,6.0,7.0,7.0,5.0,3.0,6.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,2.37,1.57,2.1,1.58,2.2,1.62,2.35,1.67,2.55,1.67,2.31,1.6
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,Pouille L.,207,16.0,268,2131.0,6.0,0.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,4.0,1.25,3.75,1.2,3.75,1.25,4.01,1.29,4.5,1.29,3.96,1.25
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Granollers M.,67,38.0,731,1123.0,5.0,7.0,6.0,3.0,6.0,2.0,6.0,0.0,,,3.0,1.0,Completed,2.0,1.8,1.95,1.7,2.0,1.73,2.06,1.85,2.06,1.89,1.98,1.8
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,Bagnis F.,51,65.0,886,739.0,7.0,6.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.3,3.5,1.22,3.5,1.33,3.4,1.32,3.73,1.33,4.0,1.28,3.61
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Monteiro T.,12,83.0,2505,664.0,6.0,1.0,6.0,3.0,6.0,7.0,6.0,2.0,,,3.0,1.0,Completed,1.02,17.0,1.01,8.75,1.02,15.0,1.04,15.91,1.05,17.0,1.02,14.21
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,Herbert P.H.,20,73.0,1810,705.0,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.18,4.5,1.15,4.3,1.2,4.5,1.23,4.69,1.24,5.0,1.2,4.43
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Johnson S.,Delbonis F.,30,44.0,1390,1030.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.28,3.75,1.17,4.0,1.29,3.75,1.29,3.97,1.3,4.0,1.26,3.8
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Elias G.,13,77.0,2460,698.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,9.0,1.06,6.0,1.08,8.0,1.08,9.87,1.11,9.9,1.07,8.06
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Klizan M.,4,34.0,5155,1230.0,4.0,6.0,6.0,4.0,7.0,5.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.05,11.0,1.02,7.5,1.04,11.0,1.07,11.52,1.07,12.0,1.05,10.2
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Darcis S.,Groth S.,71,162.0,707,355.0,3.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.57,2.37,1.5,2.25,1.57,2.25,1.59,2.52,1.65,2.52,1.57,2.35
ATP,2017,6,Melbourne,Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Melzer J.,17,300.0,1980,164.0,7.0,5.0,3.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.04,13.0,1.02,7.5,1.06,11.0,1.05,13.44,1.07,14.27,1.04,11.25
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Basilashvili N.,33,92.0,1325,630.0,6.0,4.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.22,4.33,1.18,3.9,1.22,4.0,1.24,4.65,1.26,4.65,1.22,4.23
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Dutra Silva R.,Donaldson J.,439,101.0,92,596.0,3.0,6.0,0.0,6.0,6.0,1.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,4.0,1.25,3.5,1.2,3.75,1.25,4.3,1.26,4.33,1.27,4.02,1.23
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Fabbiano T.,85,141.0,651,427.0,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.44,2.75,1.42,2.4,1.53,2.5,1.5,2.79,1.55,2.8,1.5,2.57
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Mmoh M.,25,190.0,1585,297.0,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.16,5.0,1.15,4.3,1.17,5.0,1.19,5.42,1.2,5.41,1.17,4.87
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Haase R.,24,57.0,1655,808.0,6.0,2.0,3.0,6.0,5.0,7.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.1,7.0,1.08,5.6,1.12,6.0,1.13,7.38,1.17,7.38,1.11,6.41
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Berlocq C.,Albot R.,90,96.0,632,614.0,6.0,4.0,7.0,6.0,5.0,7.0,7.0,6.0,,,3.0,1.0,Completed,2.0,1.8,1.85,1.75,1.83,1.83,1.9,2.01,2.0,2.01,1.89,1.88
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Bolt A.,99,632.0,602,46.0,6.0,4.0,1.0,6.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.53,2.5,1.48,2.35,1.57,2.38,1.61,2.47,1.61,2.6,1.53,2.48
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Brown D.,3,66.0,5290,738.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.05,11.0,1.01,8.5,1.04,11.0,1.03,17.76,1.06,17.76,1.04,10.88
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Opelka R.,11,208.0,2750,267.0,6.0,4.0,4.0,6.0,6.0,2.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.16,5.0,1.11,4.9,1.17,5.0,1.16,6.2,1.17,6.33,1.14,5.48
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Kukushkin M.,108,98.0,550,602.0,6.0,1.0,6.0,7.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.53,2.5,1.42,2.4,1.53,2.38,1.56,2.62,1.57,2.65,1.54,2.45
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Polansky P.,31,132.0,1370,454.0,6.0,0.0,3.0,6.0,3.0,6.0,6.0,2.0,3.0,0.0,2.0,2.0,Retired,1.22,4.33,1.22,3.4,1.2,4.33,1.24,4.65,1.26,4.65,1.22,4.24
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Mayer F.,9,49.0,3195,903.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.04,11.0,1.03,7.25,1.05,10.0,1.04,15.91,1.07,15.95,1.04,11.02
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Edmund K.,Giraldo S.,46,91.0,989,631.0,6.0,2.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.3,3.5,1.25,3.3,1.29,3.75,1.34,3.63,1.34,3.75,1.29,3.49
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Youzhny M.,36,70.0,1210,707.0,6.0,3.0,3.0,0.0,,,,,,,1.0,0.0,Retired,1.57,2.37,1.55,2.2,1.62,2.25,1.66,2.37,1.66,2.4,1.6,2.31
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Struff J.L.,8,58.0,3415,796.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.3,3.5,1.28,3.0,1.33,3.4,1.31,3.83,1.33,3.83,1.29,3.51
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Fritz T.,28,93.0,1415,628.0,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.36,3.25,1.33,2.85,1.36,3.0,1.38,3.36,1.4,3.4,1.35,3.14
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Whittington A.,Pavlasek A.,194,86.0,289,649.0,6.0,4.0,4.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,3.0,1.4,2.5,1.4,2.75,1.44,3.14,1.42,3.14,1.51,2.79,1.43
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Pella G.,14,81.0,2350,685.0,6.0,3.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.08,8.0,1.04,7.0,1.05,10.0,1.11,8.36,1.11,10.0,1.08,7.88
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Mott B.,18,287.0,1885,173.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,17.0,1.01,8.75,1.02,15.0,1.03,18.6,1.04,18.6,1.02,14.26
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Dolgopolov O.,Coric B.,69,59.0,715,795.0,6.0,3.0,6.0,4.0,3.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.9,1.9,1.7,1.95,1.8,1.91,1.94,1.96,1.94,2.02,1.84,1.94
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Sousa J.,76,37.0,699,1135.0,6.0,7.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,1.0,3.0,2.0,Completed,2.5,1.53,2.35,1.45,2.38,1.57,2.66,1.54,2.67,1.6,2.48,1.52
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Tursunov D.,102,405.0,595,105.0,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.12,6.0,1.12,4.75,1.11,6.0,1.13,7.15,1.2,7.15,1.13,5.78
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Zeballos H.,21,68.0,1795,725.0,6.0,7.0,3.0,6.0,7.0,5.0,6.0,2.0,22.0,20.0,3.0,2.0,Completed,1.28,3.75,1.22,3.3,1.33,3.4,1.3,3.89,1.33,3.89,1.29,3.54
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Escobedo E.,Medvedev D.,131,63.0,455,751.0,7.0,5.0,4.0,6.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,2.75,1.44,2.65,1.38,2.75,1.44,2.75,1.51,2.9,1.51,2.77,1.44
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Chung H.,Olivo R.,105,79.0,583,693.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.2,4.5,1.18,3.8,1.2,4.33,1.23,4.77,1.24,4.77,1.2,4.36
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Jasika O.,23,290.0,1740,172.0,6.0,3.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.16,5.0,1.1,5.25,1.14,5.5,1.19,5.35,1.19,5.5,1.15,5.14
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Haas T.,47,,960,,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Retired,1.22,4.33,1.15,4.3,1.22,4.0,1.27,4.22,1.27,4.5,1.22,4.16
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Vesely J.,6,53.0,3625,873.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.3,3.5,1.22,3.3,1.3,3.5,1.31,3.85,1.33,4.15,1.28,3.58
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Lopez F.,48,29.0,945,1410.0,7.0,5.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,2.2,1.66,1.95,1.65,2.1,1.67,2.32,1.68,2.32,1.8,2.15,1.68
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,O'Connell C.,15,231.0,2135,228.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,15.0,1.01,8.75,1.03,10.0,1.02,22.73,1.05,22.73,1.02,14.01
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Verdasco F.,2,40.0,11780,1105.0,6.0,1.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.02,7.5,1.05,10.0,1.06,12.02,1.07,12.02,1.06,9.53
ATP,2017,6,Melbourne,Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Dodig I.,117,170.0,498,336.0,6.0,1.0,6.0,4.0,3.0,6.0,7.0,5.0,,,3.0,1.0,Completed,2.0,1.8,1.88,1.72,1.91,1.8,2.16,1.78,2.16,1.85,2.01,1.77
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Chardy J.,5,72.0,5010,705.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.06,9.0,1.09,5.5,1.07,8.0,1.08,9.94,1.12,9.94,1.08,7.67
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Jaziri M.,Bublik A.,56,207.0,824,268.0,6.0,2.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.44,2.75,1.45,2.4,1.44,2.75,1.44,3.01,1.5,3.01,1.45,2.73
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Lajovic D.,12,94.0,2505,627.0,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.07,9.0,1.06,6.25,1.04,9.0,1.05,14.32,1.1,14.32,1.05,10.57
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Lacko L.,Sela D.,121,67.0,486,731.0,2.0,6.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,2.75,1.44,2.5,1.4,2.75,1.44,2.95,1.46,2.95,1.5,2.76,1.43
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev M.,Isner J.,50,19.0,894,1850.0,6.0,7.0,6.0,7.0,6.0,4.0,7.0,6.0,9.0,7.0,3.0,2.0,Completed,2.75,1.44,2.65,1.38,2.75,1.44,3.03,1.44,3.03,1.5,2.79,1.42
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Harrison R.,10,82.0,3060,664.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.16,5.0,1.13,4.6,1.17,4.5,1.19,5.46,1.2,5.46,1.16,4.98
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Johnson S.,4,30.0,5155,1390.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.25,4.0,1.22,3.3,1.29,3.75,1.27,4.22,1.3,4.35,1.25,3.84
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Troicki V.,Lorenzi P.,35,43.0,1225,1033.0,6.0,3.0,1.0,6.0,7.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.22,4.33,1.2,3.7,1.25,4.0,1.23,4.77,1.29,4.77,1.23,4.17
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Rubin N.,17,200.0,1980,274.0,7.0,5.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.02,15.0,1.01,8.0,1.03,13.0,1.03,17.82,1.05,22.0,1.02,14.09
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Darcis S.,Schwartzman D.,71,54.0,707,867.0,6.0,3.0,6.0,3.0,2.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.2,1.66,2.2,1.52,2.2,1.67,2.4,1.65,2.4,1.71,2.25,1.63
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Querrey S.,De Minaur A.,32,301.0,1355,164.0,7.0,6.0,6.0,0.0,6.0,1.0,,,,,3.0,0.0,Completed,1.3,3.5,1.25,3.3,1.3,3.4,1.3,3.89,1.33,3.89,1.29,3.58
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Kyrgios N.,89,13.0,635,2460.0,1.0,6.0,6.0,7.0,6.0,4.0,6.0,2.0,10.0,8.0,3.0,2.0,Completed,8.0,1.08,5.6,1.08,6.5,1.11,8.67,1.1,8.67,1.12,7.29,1.09
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Evans D.,Cilic M.,51,7.0,886,3605.0,3.0,6.0,7.0,5.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,5.5,1.12,4.3,1.14,4.33,1.22,5.24,1.2,5.5,1.22,4.93,1.17
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Sock J.,Khachanov K.,20,52.0,1810,875.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.36,3.25,1.28,3.0,1.33,3.4,1.32,3.74,1.38,3.74,1.32,3.33
ATP,2017,6,Melbourne,Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Tomic B.,Estrella Burgos V.,27,103.0,1420,586.0,7.0,5.0,7.0,6.0,4.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.06,9.0,1.05,6.5,1.05,8.5,1.08,10.44,1.1,10.5,1.06,8.69
