Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
ATP,2024,5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Baez S.,Wolf J.J.,29,57.0,1435,900.0,3.0,6.0,6.0,2.0,6.0,3.0,3.0,0.0,,,2.0,1.0,Retired,2.38,1.57,2.45,1.62,2.46,1.62,2.38,1.58
ATP,2024,5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Diaz Acosta F.,12,90.0,2840,661.0,4.0,6.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.03,15.0,1.04,17.97,1.05,32.26,1.03,14.76
ATP,2024,5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Galan D.E.,Kubler J.,87,113.0,676,561.0,2.0,6.0,6.0,3.0,7.0,6.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,2.5,1.53,2.49,1.61,2.65,1.61,2.46,1.55
ATP,2024,5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Halys Q.,Harris L.,110,167.0,575,371.0,4.0,6.0,7.0,6.0,7.0,5.0,7.0,6.0,,,3.0,1.0,Completed,3.2,1.36,3.59,1.34,3.59,1.4,3.34,1.33
ATP,2024,5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Prizmic D.,1,187.0,11055,321.0,6.0,2.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.01,34.0,1.02,31.46,1.03,34.0,1.01,21.89
ATP,2024,5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Coric B.,17,40.0,2100,1100.0,6.0,3.0,7.0,6.0,2.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.53,2.5,1.56,2.6,1.59,2.6,1.54,2.48
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Korda S.,Kopriva V.,26,132.0,1480,498.0,6.0,1.0,6.0,4.0,2.0,6.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.08,8.0,1.08,10.76,1.11,10.76,1.08,8.5
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ruusuvuori E.,Kypson P.,53,183.0,921,330.0,4.0,6.0,6.0,3.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.1,7.0,1.12,7.85,1.14,8.17,1.11,6.76
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Musetti L.,Bonzi B.,28,106.0,1440,588.0,7.0,6.0,7.0,6.0,4.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.36,3.2,1.32,3.73,1.4,3.73,1.35,3.25
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Cobolli F.,Jarry N.,100,18.0,617,1870.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,6.0,7.0,5.0,3.0,2.0,Completed,4.5,1.2,4.46,1.25,4.73,1.26,4.24,1.23
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Gaston H.,Carballes Baena R.,97,63.0,626,846.0,6.0,3.0,6.0,2.0,3.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.2,1.67,2.41,1.64,2.41,1.7,2.29,1.63
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Atmane T.,3,144.0,7555,429.0,5.0,7.0,6.0,2.0,6.0,4.0,1.0,0.0,,,2.0,1.0,Retired,1.01,23.0,1.02,29.45,1.03,29.45,1.02,17.02
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Shelton B.,Bautista Agut R.,16,72.0,2225,776.0,6.0,2.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,Completed,1.33,3.4,1.45,2.98,1.5,3.4,1.42,2.9
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Davidovich Fokina A.,Lestienne C.,24,99.0,1530,619.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.17,5.0,1.25,4.46,1.25,5.5,1.19,4.82
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Polmans M.,43,154.0,1052,406.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.17,5.0,1.2,5.18,1.21,5.5,1.17,5.03
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Wawrinka S.,19,56.0,1765,907.0,6.0,4.0,3.0,6.0,5.0,7.0,6.0,3.0,6.0,0.0,3.0,2.0,Completed,1.4,3.0,1.49,2.84,1.49,3.01,1.43,2.84
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Van Assche L.,Duckworth J.,79,95.0,715,628.0,6.0,7.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.73,2.1,1.93,1.98,1.93,2.12,1.82,2.0
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Bergs Z.,7,129.0,4025,508.0,5.0,7.0,6.0,1.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,1.1,7.0,1.12,7.79,1.12,8.9,1.09,7.42
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mensik J.,Shapovalov D.,142,114.0,433,560.0,6.0,3.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.62,2.3,1.74,2.22,1.74,2.32,1.67,2.22
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Altmaier D.,15,50.0,2430,946.0,5.0,7.0,6.0,3.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.22,4.33,1.22,4.95,1.25,4.95,1.21,4.48
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Vukic A.,47,64.0,982,835.0,3.0,6.0,7.0,6.0,6.0,2.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.4,3.0,1.35,3.54,1.4,3.56,1.35,3.24
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Kovacevic A.,Tabilo A.,101,49.0,611,970.0,6.0,7.0,7.0,6.0,1.0,6.0,6.0,1.0,6.0,3.0,3.0,2.0,Completed,2.2,1.67,2.5,1.6,2.5,1.7,2.32,1.62
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Zhang Zh.,Coria F.,54,84.0,911,694.0,6.0,4.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.05,11.0,1.08,10.71,1.08,12.72,1.06,9.65
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Eubanks C.,Daniel T.,35,58.0,1215,893.0,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,2.2,1.67,2.53,1.59,2.6,1.68,2.37,1.59
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Etcheverry T.,Murray A.,32,44.0,1375,1050.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,2.2,1.67,2.42,1.64,2.42,1.68,2.3,1.62
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Hanfmann Y.,76,52.0,737,929.0,6.0,4.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.53,2.5,1.53,2.7,1.54,2.75,1.51,2.59
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Humbert U.,Goffin D.,20,112.0,1765,570.0,6.0,2.0,7.0,5.0,5.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.2,1.42,3.12,1.46,3.2,1.39,3.0
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Borges N.,Marterer M.,69,96.0,814,626.0,7.0,5.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,2.0,1.8,2.24,1.73,2.24,1.82,2.12,1.74
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Grenier H.,Muller A.,178,73.0,340,774.0,2.0,6.0,7.0,6.0,4.0,6.0,6.0,4.0,7.0,6.0,3.0,2.0,Completed,3.2,1.36,3.19,1.41,3.32,1.41,3.1,1.38
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Raonic M.,10,319.0,2950,165.0,6.0,7.0,6.0,3.0,2.0,0.0,,,,,1.0,1.0,Retired,1.11,6.5,1.1,8.66,1.12,8.66,1.1,7.15
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Jasika O.,9,343.0,3320,148.0,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,19.0,1.03,20.95,1.03,21.63,1.02,15.59
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Kecmanovic M.,Watanuki Y.,60,102.0,890,610.0,4.0,6.0,7.0,5.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.3,3.5,1.33,3.67,1.33,3.67,1.31,3.49
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Auger-Aliassime F.,Thiem D.,30,92.0,1425,654.0,6.0,3.0,7.0,5.0,6.0,7.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,1.44,2.75,1.45,2.97,1.5,3.01,1.45,2.8
ATP,2024,5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Hijikata R.,25,71.0,1511,782.0,3.0,6.0,6.0,3.0,6.0,2.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,1.62,2.3,1.68,2.34,1.7,2.44,1.61,2.33
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Michelsen A.,Mccabe J.,91,269.0,656,214.0,7.0,6.0,3.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.17,5.0,1.19,5.48,1.21,5.48,1.18,4.97
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lehecka J.,Zapata Miralles B.,23,78.0,1555,715.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.07,9.0,1.06,13.84,1.08,13.84,1.06,9.98
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,Varillas J. P.,22,81.0,1710,709.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.1,7.0,1.13,7.18,1.17,7.18,1.13,6.18
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Cazaux A.,Djere L.,122,33.0,529,1250.0,6.0,2.0,6.0,7.0,6.0,2.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,2.1,1.73,2.0,1.91,2.21,1.91,2.04,1.79
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Fils A.,Vesely J.,34,293.0,1233,188.0,4.0,6.0,7.0,5.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.08,8.0,1.11,8.44,1.13,9.19,1.09,7.49
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Griekspoor T.,Safiullin R.,31,36.0,1410,1190.0,2.0,6.0,3.0,6.0,7.0,6.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,2.63,1.5,2.73,1.52,2.75,1.58,2.57,1.52
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Zeppieri G.,Lajovic D.,133,51.0,487,939.0,6.0,3.0,3.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,2.0,1.8,1.98,1.93,2.1,1.93,2.0,1.82
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,Ramos-Vinolas A.,11,85.0,2910,688.0,6.0,1.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.02,19.0,1.05,16.05,1.05,28.0,1.02,15.52
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Fucsovics M.,13,70.0,2775,782.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.17,5.0,1.15,6.57,1.18,6.57,1.16,5.36
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Purcell M.,Valkusz M.,45,214.0,1021,291.0,3.0,6.0,7.0,6.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,1.29,3.75,1.35,3.51,1.36,3.77,1.31,3.48
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Klein L.,Kwon S.W.,163,697.0,391,40.0,7.0,6.0,4.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.33,3.4,1.36,3.45,1.38,3.67,1.34,3.3
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Draper J.,Giron M.,55,66.0,911,825.0,6.0,4.0,3.0,6.0,4.0,6.0,6.0,0.0,6.0,2.0,3.0,2.0,Completed,1.25,4.0,1.25,4.51,1.3,4.51,1.24,4.06
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Rune H.,Nishioka Y.,8,61.0,3815,865.0,6.0,2.0,4.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.11,6.5,1.14,7.03,1.14,7.03,1.12,6.39
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nagal S.,Bublik A.,137,27.0,450,1459.0,6.0,4.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,5.0,1.17,5.18,1.2,5.18,1.2,4.78,1.19
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Mcdonald M.,140,42.0,435,1055.0,6.0,3.0,1.0,6.0,3.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.67,2.2,1.77,2.18,1.77,2.29,1.71,2.15
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Paul T.,Barrere G.,14,83.0,2670,696.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.11,6.5,1.16,6.31,1.16,7.0,1.12,6.15
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Ofner S.,80,37.0,711,1141.0,7.0,6.0,2.0,6.0,6.0,7.0,6.0,1.0,7.0,6.0,3.0,2.0,Completed,2.0,1.8,2.04,1.87,2.08,1.87,1.99,1.82
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Evans D.,46,38.0,1005,1121.0,4.0,6.0,7.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.8,2.0,1.85,2.07,1.88,2.07,1.8,2.01
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Koepfer D.,6,62.0,4275,858.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.06,10.0,1.07,11.89,1.09,11.89,1.06,9.55
ATP,2024,5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Alcaraz C.,Gasquet R.,2,131.0,8855,500.0,7.0,6.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,19.0,1.01,40.62,1.05,40.62,1.02,17.45
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Sinner J.,De Jong J.,4,161.0,6490,393.0,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,21.0,1.02,27.16,1.03,28.0,1.02,17.56
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Arnaldi M.,10,41.0,2950,1077.0,6.0,3.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.17,5.0,1.2,5.24,1.23,5.24,1.18,4.83
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Baez S.,Galan D.E.,29,87.0,1435,676.0,7.0,5.0,2.0,6.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.4,3.0,1.44,2.97,1.44,3.06,1.41,2.9
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Cobolli F.,Kotov P.,100,65.0,617,835.0,7.0,5.0,6.0,3.0,5.0,7.0,6.0,2.0,,,3.0,1.0,Completed,2.5,1.53,2.52,1.6,2.55,1.6,2.45,1.55
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Van Assche L.,Musetti L.,79,28.0,715,1440.0,6.0,3.0,3.0,6.0,6.0,7.0,6.0,3.0,6.0,0.0,3.0,2.0,Completed,2.75,1.44,2.75,1.51,2.9,1.51,2.76,1.45
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Kovacevic A.,15,101.0,2430,611.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.14,5.5,1.17,6.02,1.18,6.25,1.15,5.4
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Gaston H.,12,97.0,2840,626.0,6.0,0.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.11,6.5,1.14,6.86,1.15,6.86,1.13,6.12
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Marozsan F.,Cerundolo F.,67,21.0,823,1760.0,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.57,2.38,1.54,2.66,1.6,2.66,1.55,2.46
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Shelton B.,O Connell C.,16,68.0,2225,814.0,6.0,4.0,6.0,1.0,3.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.25,4.0,1.28,4.16,1.29,4.6,1.26,3.94
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Mannarino A.,Munar J.,19,82.0,1765,706.0,6.0,3.0,6.0,3.0,1.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,1.33,3.4,1.34,3.56,1.38,3.56,1.33,3.33
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Machac T.,Tiafoe F.,75,17.0,748,2100.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,2.75,1.44,2.78,1.51,2.86,1.51,2.69,1.47
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Etcheverry T.,Monfils G.,32,76.0,1375,737.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.38,1.57,2.64,1.55,2.64,1.6,2.48,1.54
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Thompson J.,7,47.0,4025,982.0,4.0,6.0,7.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.2,4.5,1.25,4.4,1.25,4.54,1.22,4.34
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Korda S.,Halys Q.,26,110.0,1480,575.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.25,4.0,1.31,3.85,1.31,4.01,1.26,3.87
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Eubanks C.,5,35.0,5010,1215.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.07,9.0,1.09,9.56,1.1,9.56,1.07,8.26
ATP,2024,5,Melbourne,Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Popyrin A.,1,43.0,11055,1052.0,6.0,3.0,4.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.02,19.0,1.04,19.56,1.05,19.56,1.02,14.37
ATP,2024,5,Melbourne,Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Norrie C.,Zeppieri G.,22,133.0,1710,487.0,3.0,6.0,6.0,7.0,6.0,2.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.3,3.5,1.41,3.19,1.41,3.53,1.35,3.22
ATP,2024,5,Melbourne,Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Michelsen A.,Lehecka J.,91,23.0,656,1555.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,4.33,1.22,4.11,1.28,4.34,1.3,4.0,1.25
ATP,2024,5,Melbourne,Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Klein L.,6,163.0,4275,391.0,7.0,5.0,3.0,6.0,4.0,6.0,7.0,6.0,7.0,6.0,3.0,2.0,Completed,1.06,10.0,1.07,12.1,1.07,12.1,1.05,9.88
ATP,2024,5,Melbourne,Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Ruud C.,Purcell M.,11,45.0,2910,1021.0,6.0,3.0,6.0,7.0,6.0,3.0,3.0,6.0,7.0,6.0,3.0,2.0,Completed,1.17,5.0,1.18,5.62,1.19,5.62,1.16,5.23
ATP,2024,5,Melbourne,Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Paul T.,Draper J.,14,55.0,2670,911.0,6.0,2.0,3.0,6.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,1.91,1.91,2.04,1.87,2.04,2.03,1.92,1.88
ATP,2024,5,Melbourne,Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Kecmanovic M.,Struff J.L.,60,25.0,890,1511.0,6.0,4.0,1.0,6.0,7.0,6.0,1.0,6.0,7.0,6.0,3.0,2.0,Completed,1.5,2.63,1.55,2.64,1.57,2.64,1.52,2.57
