Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
WTA,2013,45,New York,US Open,2013-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Williams S.,Voskoboeva G.,1.0,77.0,12260.0,806.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.01,23.0,1.01,11.0,1.01,21.0,1.02,24.52,1.01,19.0,1.03,35.0,1.01,18.93
WTA,2013,45,New York,US Open,2013-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Ivanovic A.,Dulgheru A.,15.0,214.0,2940.0,253.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.1,7.0,1.1,6.0,1.12,6.0,1.12,7.52,1.1,6.5,1.15,7.75,1.11,6.54
WTA,2013,45,New York,US Open,2013-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Halep S.,Vekic D.,19.0,65.0,2450.0,957.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.16,5.0,1.15,4.75,1.14,5.0,1.19,5.51,1.17,5.0,1.2,5.51,1.16,5.01
WTA,2013,45,New York,US Open,2013-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Kvitova P.,Jovanovski B.,10.0,58.0,3290.0,1045.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.5,1.25,4.0,1.25,4.46,1.29,3.5,1.32,4.46,1.25,3.91
WTA,2013,45,New York,US Open,2013-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Riske A.,Barthel M.,81.0,34.0,776.0,1550.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.37,1.53,2.25,1.58,2.38,1.53,2.99,1.45,2.5,1.53,3.1,1.65,2.53,1.51
WTA,2013,45,New York,US Open,2013-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Glushko J.,Vickery S.,128.0,238.0,518.0,225.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.0,1.35,2.9,1.4,2.75,1.61,2.48,1.36,3.0,1.61,3.12,1.41,2.83
WTA,2013,45,New York,US Open,2013-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Kirilenko M.,Larcherde Brito M.,17.0,117.0,2620.0,558.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5.5,1.15,4.75,1.17,4.5,1.17,6.02,1.14,5.5,1.22,6.02,1.15,5.21
WTA,2013,45,New York,US Open,2013-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Azarenka V.,Wozniak A.,2.0,323.0,9505.0,136.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.03,15.0,1.02,10.0,1.02,15.0,1.02,22.73,1.02,13.0,1.05,22.73,1.03,13.25
WTA,2013,45,New York,US Open,2013-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Giorgi C.,Hsieh S.W.,136.0,40.0,471.0,1290.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.66,2.1,1.75,1.95,1.8,1.91,1.88,2.03,1.8,2.0,1.9,2.15,1.76,2.02
WTA,2013,45,New York,US Open,2013-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Wozniacki C.,Scheepers C.,8.0,85.0,3490.0,750.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5.5,1.15,4.75,1.14,5.5,1.19,5.36,1.17,5.0,1.19,6.3,1.15,5.22
WTA,2013,45,New York,US Open,2013-08-30,Grand Slam,Outdoor,Hard,2nd Round,3,Hantuchova D.,Duval V.,48.0,296.0,1185.0,162.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.33,3.0,1.33,3.25,1.4,3.22,1.36,3.0,1.48,3.48,1.36,3.09
WTA,2013,45,New York,US Open,2013-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Radwanska A.,Pavlyuchenkova A.,4.0,33.0,6335.0,1560.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.18,4.5,1.16,4.5,1.2,4.5,1.22,5.05,1.2,4.5,1.23,5.7,1.19,4.58
WTA,2013,45,New York,US Open,2013-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Li N.,Robson L.,6.0,32.0,4825.0,1561.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.2,4.33,1.18,4.25,1.22,4.33,1.23,4.84,1.2,4.5,1.27,4.84,1.21,4.28
WTA,2013,45,New York,US Open,2013-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Makarova E.,Lisicki S.,25.0,18.0,1935.0,2615.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,2.0,1.72,2.0,1.72,2.1,1.73,2.04,1.88,2.1,1.73,2.26,1.88,2.06,1.74
WTA,2013,45,New York,US Open,2013-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Jankovic J.,Nara K.,12.0,109.0,3125.0,629.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.2,4.5,1.18,4.25,1.2,4.5,1.23,4.84,1.17,5.0,1.26,5.0,1.2,4.41
WTA,2013,45,New York,US Open,2013-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Stephens S.,Hampton J.,16.0,26.0,2925.0,1881.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.37,1.5,2.4,1.53,2.5,1.7,2.32,1.53,2.5,1.7,2.7,1.55,2.43
WTA,2013,45,New York,US Open,2013-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Kerber A.,Kanepi K.,9.0,27.0,3420.0,1781.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.2,1.6,2.2,1.62,2.25,1.74,2.25,1.57,2.38,1.8,2.4,1.64,2.21
WTA,2013,45,New York,US Open,2013-08-30,Grand Slam,Outdoor,Hard,3rd Round,3,Suarez Navarro C.,Zheng J.,20.0,56.0,2375.0,1085.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.75,1.44,2.75,1.48,2.92,1.4,2.75,1.53,3.1,1.42,2.83
WTA,2013,45,New York,US Open,2013-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Shvedova Y.,1.0,78.0,12260.0,790.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.02,17.0,1.02,10.0,1.02,15.0,1.03,21.0,1.03,12.0,1.04,25.0,1.02,15.48
WTA,2013,45,New York,US Open,2013-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Halep S.,Kirilenko M.,19.0,17.0,2450.0,2620.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.4,1.53,2.5,1.54,2.7,1.53,2.5,1.6,2.75,1.51,2.51
WTA,2013,45,New York,US Open,2013-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Pennetta F.,Kuznetsova S.,83.0,29.0,761.0,1679.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,2.25,1.57,2.1,1.65,2.2,1.67,2.38,1.67,2.2,1.67,2.48,1.75,2.2,1.65
WTA,2013,45,New York,US Open,2013-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Riske A.,Kvitova P.,81.0,10.0,776.0,3290.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,3.25,1.33,3.2,1.3,3.5,1.3,3.6,1.35,3.25,1.33,3.6,1.42,3.26,1.33
WTA,2013,45,New York,US Open,2013-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Ivanovic A.,Mchale C.,15.0,114.0,2940.0,597.0,4.0,6.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,1.11,6.5,1.12,5.25,1.12,6.0,1.14,6.92,1.14,5.5,1.18,7.05,1.13,5.81
WTA,2013,45,New York,US Open,2013-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Azarenka V.,Cornet A.,2.0,28.0,9505.0,1730.0,6.0,7.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.05,11.0,1.04,8.5,1.05,10.0,1.08,10.68,1.03,12.0,1.08,14.5,1.04,10.58
WTA,2013,45,New York,US Open,2013-08-31,Grand Slam,Outdoor,Hard,3rd Round,3,Hantuchova D.,Glushko J.,48.0,128.0,1185.0,518.0,3.0,6.0,7.0,5.0,7.0,6.0,2.0,1.0,Completed,1.33,3.25,1.35,2.9,1.36,3.25,1.35,3.55,1.36,3.0,1.45,3.55,1.36,3.09
WTA,2013,45,New York,US Open,2013-09-01,Grand Slam,Outdoor,Hard,3rd Round,3,Giorgi C.,Wozniacki C.,136.0,8.0,471.0,3490.0,4.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,5.5,1.14,4.75,1.15,5.0,1.17,6.35,1.16,5.0,1.17,6.35,1.22,5.05,1.16
WTA,2013,45,New York,US Open,2013-09-01,Grand Slam,Outdoor,Hard,3rd Round,3,Vinci R.,Knapp K.,13.0,55.0,3065.0,1111.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,1.38,2.8,1.44,2.75,1.43,3.13,1.4,2.88,1.5,3.13,1.43,2.79
WTA,2013,45,New York,US Open,2013-09-01,Grand Slam,Outdoor,Hard,4th Round,3,Suarez Navarro C.,Kerber A.,20.0,9.0,2375.0,3420.0,4.0,6.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,2.5,1.53,2.45,1.48,2.62,1.5,2.65,1.56,2.5,1.53,2.88,1.62,2.54,1.51
WTA,2013,45,New York,US Open,2013-09-01,Grand Slam,Outdoor,Hard,4th Round,3,Williams S.,Stephens S.,1.0,16.0,12260.0,2925.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.07,9.0,1.07,7.0,1.08,8.0,1.08,10.5,1.07,8.0,1.13,10.5,1.08,7.96
WTA,2013,45,New York,US Open,2013-09-02,Grand Slam,Outdoor,Hard,4th Round,3,Makarova E.,Radwanska A.,25.0,4.0,1935.0,6335.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,4.0,1.22,3.8,1.22,4.33,1.22,4.55,1.25,3.75,1.25,4.65,1.25,4.17,1.22
WTA,2013,45,New York,US Open,2013-09-02,Grand Slam,Outdoor,Hard,4th Round,3,Li N.,Jankovic J.,6.0,12.0,4825.0,3125.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.36,3.0,1.35,2.9,1.4,3.0,1.39,3.32,1.36,3.0,1.44,3.5,1.36,3.09
WTA,2013,45,New York,US Open,2013-09-02,Grand Slam,Outdoor,Hard,4th Round,3,Vinci R.,Giorgi C.,13.0,136.0,3065.0,471.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.87,1.42,2.65,1.44,2.75,1.4,3.29,1.44,2.75,1.53,3.29,1.42,2.83
WTA,2013,45,New York,US Open,2013-09-02,Grand Slam,Outdoor,Hard,4th Round,3,Hantuchova D.,Riske A.,48.0,81.0,1185.0,776.0,6.0,3.0,5.0,7.0,6.0,2.0,2.0,1.0,Completed,2.2,1.61,2.3,1.55,2.25,1.62,2.17,1.79,2.25,1.62,2.38,1.79,2.17,1.67
WTA,2013,45,New York,US Open,2013-09-02,Grand Slam,Outdoor,Hard,4th Round,3,Pennetta F.,Halep S.,83.0,19.0,761.0,2450.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,4.0,1.25,3.5,1.25,4.0,1.25,3.81,1.32,3.75,1.25,4.0,1.33,3.69,1.27
WTA,2013,45,New York,US Open,2013-09-03,Grand Slam,Outdoor,Hard,4th Round,3,Azarenka V.,Ivanovic A.,2.0,15.0,9505.0,2940.0,4.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.12,6.0,1.12,5.25,1.14,5.5,1.17,6.12,1.13,6.0,1.18,6.3,1.14,5.67
WTA,2013,45,New York,US Open,2013-09-03,Grand Slam,Outdoor,Hard,Quarterfinals,3,Li N.,Makarova E.,6.0,25.0,4825.0,1935.0,6.0,4.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,1.28,3.75,1.25,3.5,1.29,3.75,1.31,3.88,1.25,3.75,1.39,4.0,1.28,3.64
WTA,2013,45,New York,US Open,2013-09-04,Grand Slam,Outdoor,Hard,Quarterfinals,3,Williams S.,Suarez Navarro C.,1.0,20.0,12260.0,2375.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.03,15.0,1.02,10.0,1.02,15.0,1.03,19.0,1.03,11.0,1.06,20.7,1.03,12.95
WTA,2013,45,New York,US Open,2013-09-04,Grand Slam,Outdoor,Hard,Quarterfinals,3,Pennetta F.,Vinci R.,83.0,13.0,761.0,3065.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.0,1.8,1.9,1.8,2.0,1.8,2.16,1.79,2.0,1.83,2.16,1.95,1.98,1.81
WTA,2013,45,New York,US Open,2013-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,3,Azarenka V.,Hantuchova D.,2.0,48.0,9505.0,1185.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.08,8.0,1.07,7.0,1.1,7.0,1.1,8.91,1.07,9.0,1.12,9.0,1.09,7.59
WTA,2013,45,New York,US Open,2013-09-06,Grand Slam,Outdoor,Hard,Semifinals,3,Azarenka V.,Pennetta F.,2.0,83.0,9505.0,761.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.5,1.22,3.8,1.33,3.4,1.33,3.83,1.22,4.5,1.35,4.5,1.29,3.62
WTA,2013,45,New York,US Open,2013-09-06,Grand Slam,Outdoor,Hard,Semifinals,3,Williams S.,Li N.,1.0,6.0,12260.0,4825.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.14,5.0,1.12,5.25,1.17,5.0,1.18,6.01,1.14,6.0,1.22,6.3,1.16,5.21
WTA,2013,45,New York,US Open,2013-09-08,Grand Slam,Outdoor,Hard,The Final,3,Williams S.,Azarenka V.,1.0,2.0,12260.0,9505.0,7.0,5.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.25,4.0,1.22,3.8,1.25,4.0,1.27,4.4,1.25,4.0,1.32,4.4,1.25,4.02
