Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
ATP,2009,31,Paris,French Open,2009-06-05,Grand Slam,Outdoor,Clay,Semifinals,5,Federer R.,Del Potro J.M.,2,5.0,10470,4830.0,3.0,6.0,7.0,6.0,2.0,6.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.22,4.33,1.27,3.76,1.25,3.75,1.2,4.33,1.27,3.75
ATP,2009,31,Paris,French Open,2009-06-07,Grand Slam,Outdoor,Clay,The Final,5,Federer R.,Soderling R.,2,25.0,10470,1775.0,6.0,1.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.25,4.0,1.26,4.25,1.222,4.0,1.25,4.0,1.26,4.0
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Minar I.,Gonzalez M.,78,62.0,871,956.0,6.0,4.0,3.0,6.0,7.0,5.0,6.0,0.0,,,3.0,1.0,Completed,1.33,3.25,1.35,3.1,1.364,3.0,1.36,2.88,1.37,3.0
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Gicquel M.,Mannarino A.,59,128.0,1005,581.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,2.75,1.45,2.6,1.4,2.75,1.36,2.88,1.42,2.8
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Kohlschreiber P.,Serra F.,32,54.0,1540,1056.0,7.0,6.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,4.5,1.2,4.25,1.2,4.333,1.2,4.0,1.23,4.0
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Seppi A.,Blake J.,50,17.0,1090,2340.0,7.0,5.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,5.5,1.12,5.0,1.16,4.5,1.167,4.5,1.17,5.0,1.16
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Almagro N.,Monaco J.,48,69.0,1115,905.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0,6.0,3.0,2.0,Completed,1.61,2.2,1.6,2.25,1.833,1.833,1.67,2.1,1.65,2.18
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Garcia-Lopez G.,Calleri A.,42,148.0,1186,495.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,7.0,1.12,5.9,1.143,5.0,1.05,8.0,1.1,6.75
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Beck K.,Lopez F.,143,27.0,518,1665.0,1.0,6.0,7.0,5.0,6.0,3.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,4.33,1.2,4.75,1.17,4.333,1.2,4.5,1.17,3.8,1.25
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Lu Y.H.,2,65.0,10620,932.0,7.0,5.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.002,34.0,1.01,33.0,1.005,21.0,1.005,21.0,1.01,30.0
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Sela D.,Gonzalez S.,46,228.0,1162,304.0,6.0,4.0,4.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.0,1.41,2.8,1.444,2.625,1.53,2.38,1.4,2.88
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Granollers M.,Beck A.,111,58.0,675,1012.0,6.0,2.0,6.0,4.0,6.0,7.0,6.0,2.0,,,3.0,1.0,Completed,5.5,1.12,5.5,1.13,5.0,1.143,5.5,1.13,5.2,1.15
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Bolelli S.,Koellerer D.,63,91.0,951,788.0,6.0,7.0,2.0,6.0,7.0,5.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.1,6.5,1.1,6.25,1.1,6.5,1.08,6.5,1.13,5.7
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Golubev A.,9,73.0,3510,887.0,6.0,3.0,5.0,7.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.03,11.0,1.04,9.25,1.05,8.5,1.06,7.5,1.06,8.7
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Fish M.,Roitman S.,25,124.0,1735,613.0,6.0,3.0,6.0,2.0,4.0,1.0,,,,,2.0,0.0,Retired,1.01,13.0,1.03,10.5,1.02,11.0,1.03,10.0,1.02,14.0
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Tipsarevic J.,Hernych J.,51,67.0,1075,921.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.2,4.33,1.21,4.28,1.22,4.0,1.22,3.75,1.22,4.1
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Soderling R.,Muller G.,12,89.0,2825,794.0,6.0,7.0,7.0,5.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.11,6.0,1.16,5.0,1.14,5.0,1.13,5.5,1.15,5.2
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Vliegen K.,Mahut N.,82,146.0,843,500.0,6.0,3.0,7.0,6.0,5.0,7.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,3.5,1.28,3.35,1.3,3.25,1.333,3.0,1.33,3.25,1.32
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Robredo T.,Gregorc L.,15,195.0,2580,355.0,7.0,6.0,6.0,4.0,5.0,7.0,7.0,6.0,,,3.0,1.0,Completed,1.11,6.0,1.13,5.8,1.125,5.5,1.1,6.0,1.16,5.0
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Koubek S.,Roger-Vasselin E.,189,172.0,373,425.0,7.0,5.0,6.0,3.0,4.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,3.25,1.33,3.1,1.35,3.25,1.333,3.0,1.33,3.1,1.35
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Schuettler R.,Malisse X.,29,170.0,1645,425.0,6.0,7.0,6.0,4.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.72,2.0,1.8,1.95,1.8,1.909,1.83,1.83,1.78,2.0
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Andreev I.,Korolev E.,26,101.0,1700,713.0,4.0,6.0,7.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.44,2.62,1.45,2.6,1.444,2.625,1.44,2.63,1.48,2.6
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Spadea V.,Capdeville P.,113,84.0,664,829.0,6.0,0.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.83,1.83,1.95,1.8,1.8,1.9,1.67,2.1,1.88,1.88
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Benneteau J.,4,81.0,7860,845.0,6.0,7.0,7.0,6.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.04,10.0,1.05,8.5,1.05,8.5,1.06,7.5,1.07,8.0
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Greul S.,Yani M.,106,251.0,692,266.0,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.5,2.5,1.55,2.35,1.533,2.375,1.571,2.25,1.57,2.35
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Canas G.,Junqueira D.,140,85.0,535,828.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.28,3.5,1.28,3.46,1.333,3.25,1.33,3.0,1.27,3.65
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Ward J.,8,207.0,3620,336.0,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,11.0,1.03,10.5,1.03,10.0,1.03,10.0,1.04,10.0
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Karlovic I.,Lacko L.,36,201.0,1295,347.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,6.5,1.1,6.5,1.12,5.5,1.13,5.5,1.12,6.0
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Darcis S.,Dancevic F.,77,92.0,873,783.0,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,2.25,1.57,2.35,1.55,2.2,1.615,2.25,1.571,2.37,1.56
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Montanes A.,Zemlja G.,33,218.0,1424,322.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.1,1.66,2.05,1.75,2.1,1.667,2.1,1.67,2.1,1.7
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Cilic M.,Martin A.,13,95.0,2710,762.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,12.0,1.04,9.25,1.03,10.0,1.04,9.0,1.03,12.0
ATP,2009,36,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Querrey S.,Udomchoke D.,47,120.0,1140,631.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Davydenko N.,Evans D.,11,305.0,2855,195.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.071,7.5,1.1,6.25,1.04,9.0,1.07,7.0,1.09,7.0
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Mayer L.,Hernandez O.,64,75.0,936,882.0,6.0,0.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.22,4.0,1.24,3.79,1.286,3.5,1.25,3.5,1.26,3.7
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Gonzalez F.,Gabashvili T.,10,88.0,3165,805.0,7.0,5.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.05,9.0,1.05,8.5,1.07,7.5,1.06,7.5,1.07,8.2
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Hanescu V.,Navarro-Pastor I.,28,68.0,1651,920.0,6.0,3.0,6.0,7.0,6.0,4.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,1.57,2.25,1.6,2.3,1.533,2.375,1.62,2.2,1.67,2.15
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Crivoi V.,Phau B.,87,79.0,820,858.0,4.0,6.0,6.0,1.0,7.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,3.25,1.33,3.55,1.27,3.25,1.333,2.75,1.4,3.25,1.32
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Devilder N.,Lapentti N.,96,121.0,724,630.0,3.0,6.0,6.0,4.0,6.0,3.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,2.5,1.5,2.61,1.46,2.625,1.444,2.75,1.4,2.58,1.48
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Del Potro J.M.,Clement A.,5,53.0,5730,1059.0,6.0,3.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.05,9.0,1.08,7.0,1.083,7.0,1.071,7.0,1.07,8.0
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Kunitsyn I.,Dimitrov G.,39,342.0,1236,170.0,3.0,6.0,6.0,0.0,4.0,0.0,,,,,1.0,1.0,Retired,2.25,1.57,2.2,1.65,2.25,1.571,2.2,1.62,2.15,1.67
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Becker B.,Karanusic R.,49,110.0,1098,676.0,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.22,4.0,1.21,4.12,1.286,3.5,1.29,3.25,1.29,3.5
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Mathieu P.H.,Gil F.,38,83.0,1280,829.0,6.0,1.0,2.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.36,3.0,1.37,2.92,1.364,3.0,1.33,3.0,1.35,3.1
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Fognini F.,Istomin D.,66,71.0,925,892.0,1.0,6.0,6.0,7.0,6.0,4.0,3.0,1.0,,,1.0,2.0,Retired,3.75,1.25,3.3,1.32,3.5,1.286,3.25,1.29,3.55,1.28
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Haas T.,Peya A.,34,197.0,1405,352.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.03,11.0,1.05,8.5,1.04,9.0,1.1,6.5,1.05,9.5
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Llodra M.,Goodall J.,137,188.0,543,374.0,4.0,6.0,7.0,6.0,6.0,4.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.11,6.0,1.11,5.84,1.125,5.5,1.33,3.25,1.13,5.8
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Ginepri R.,56,98.0,1040,718.0,6.0,4.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.11,6.0,1.13,5.6,1.125,5.5,1.13,5.5,1.12,6.0
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Ferrer D.,Kim K.,21,86.0,1900,821.0,7.0,5.0,6.0,3.0,4.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.1,6.5,1.13,5.5,1.111,6.0,1.14,5.0,1.15,5.2
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Roddick A.,Chardy J.,6,41.0,4310,1187.0,6.0,3.0,7.0,6.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.06,8.0,1.09,6.68,1.083,7.0,1.1,6.0,1.08,7.5
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Melzer J.,Odesnik W.,30,109.0,1640,679.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,7.0,1.14,5.21,1.143,5.0,1.07,7.0,1.17,4.8
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Alves T.,Pavel A.,118,907.0,636,20.0,6.0,3.0,2.0,6.0,6.0,1.0,2.0,6.0,6.0,1.0,3.0,2.0,Completed,2.2,1.61,2.25,1.65,2.375,1.533,1.83,1.83,2.15,1.67
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Gulbis E.,Ghedin R.,74,268.0,885,235.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.12,5.5,1.13,5.5,1.125,5.5,1.13,5.5,1.14,5.5
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Troicki V.,Dabul B.,31,99.0,1547,718.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.11,6.0,1.12,5.9,1.143,5.0,1.14,5.0,1.11,6.25
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Cuevas P.,Rochus C.,125,60.0,611,978.0,3.0,6.0,4.0,6.0,6.0,4.0,6.0,1.0,7.0,6.0,3.0,2.0,Completed,2.0,1.72,2.1,1.7,2.1,1.667,1.91,1.8,2.04,1.74
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Stepanek R.,Falla A.,23,178.0,1890,408.0,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.33,3.25,1.34,3.1,1.4,2.75,1.29,3.25,1.35,3.1
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Kiefer N.,37,35.0,1285,1315.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,2.62,1.44,2.7,1.43,2.625,1.444,2.75,1.4,2.95,1.38
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Berdych T.,Bogdanovic A.,20,191.0,1910,368.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.2,1.125,5.5,1.17,4.5,1.14,5.5
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Starace P.,Acasuso J.,80,43.0,858,1185.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Retired,2.25,1.57,2.3,1.6,2.2,1.615,2.25,1.571,2.4,1.55
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Ferrero J.C.,Youzhny M.,70,44.0,894,1170.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,2.2,1.61,2.2,1.65,2.1,1.667,2.1,1.67,2.18,1.65
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Murray A.,Kendrick R.,3,76.0,9230,875.0,7.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.01,15.0,1.02,13.61,1.01,17.0,1.01,15.0,1.01,25.0
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Schwank E.,18,108.0,2195,682.0,7.0,5.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.03,11.0,1.03,10.5,1.03,10.0,1.05,8.0,1.03,12.0
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Petzschner P.,Ram R.,55,160.0,1045,461.0,2.0,6.0,6.0,1.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.66,2.1,1.65,2.15,1.615,2.2,1.67,2.1,1.67,2.15
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Zverev M.,Tursunov D.,45,22.0,1170,1900.0,6.0,4.0,6.0,2.0,3.0,0.0,,,,,2.0,0.0,Retired,3.25,1.33,2.76,1.41,2.75,1.4,2.75,1.4,3.0,1.37
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Vassallo-Arguello M.,Andujar P.,57,123.0,1036,614.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.53,2.37,1.6,2.3,1.57,2.25,1.571,2.25,1.57,2.34
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Levine J.,Safin M.,133,24.0,553,1820.0,6.0,2.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,3.5,1.28,3.1,1.35,3.0,1.364,2.75,1.4,3.1,1.35
ATP,2009,36,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Simon G.,Reynolds B.,7,94.0,3970,770.0,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.14,5.0,1.19,4.47,1.167,4.5,1.14,5.0,1.2,4.3
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Gimeno-Traver D.,Dent T.,98,266.0,718,237.0,7.0,5.0,7.0,6.0,4.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,7.0,1.08,5.5,1.13,5.5,1.125,1.8,2.0,7.75,1.08
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Fish M.,Tipsarevic J.,25,51.0,1735,1075.0,6.0,4.0,3.0,6.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,1.61,2.2,1.55,2.4,1.61,2.2,1.62,2.25,1.6,2.28
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Robredo T.,Koubek S.,15,189.0,2580,373.0,3.0,6.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,1.14,5.0,1.16,4.9,1.143,5.0,1.14,5.0,1.18,4.6
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Sela D.,Schuettler R.,46,29.0,1162,1645.0,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2.75,1.4,2.85,1.4,2.625,1.444,2.75,1.4,2.88,1.4
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Greul S.,4,106.0,7860,692.0,7.0,5.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.01,15.0,1.04,9.25,1.02,11.0,1.03,10.0,1.04,11.0
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Montanes A.,Canas G.,33,140.0,1424,535.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.37,1.53,2.3,1.6,2.375,1.533,2.38,1.53,2.18,1.65
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Verdasco F.,Vliegen K.,8,82.0,3620,843.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.1,6.5,1.13,5.5,1.111,6.0,1.13,5.5,1.15,5.2
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Kohlschreiber P.,Minar I.,32,78.0,1540,871.0,6.0,4.0,3.0,6.0,4.0,6.0,6.0,2.0,7.0,6.0,3.0,2.0,Completed,1.1,6.5,1.1,6.25,1.1,6.5,1.1,6.0,1.07,8.0
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Garcia-Lopez G.,2,42.0,10620,1186.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.005,21.0,1.01,13.5,1.005,21.0,1.0,21.0,1.01,25.0
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Tsonga J.W.,Bolelli S.,9,63.0,3510,951.0,,,,,,,,,,,,,Walkover,1.08,7.0,1.08,7.04,1.071,7.5,1.08,6.5,1.07,8.0
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Almagro N.,Beck K.,48,143.0,1115,518.0,6.0,4.0,7.0,6.0,3.0,6.0,3.0,6.0,7.0,5.0,3.0,2.0,Completed,1.9,1.8,1.92,1.81,1.833,1.833,1.8,1.91,1.97,1.8
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Soderling R.,Granollers M.,12,111.0,2825,675.0,4.0,6.0,7.0,6.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,1.05,9.0,1.08,7.0,1.06,8.0,1.06,7.5,1.05,10.0
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Haas T.,Llodra M.,34,137.0,1405,543.0,4.0,3.0,,,,,,,,,0.0,0.0,Retired,1.22,4.0,1.2,4.2,1.25,3.75,1.25,3.5,1.23,4.0
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Cilic M.,Querrey S.,13,47.0,2710,1140.0,4.0,6.0,7.0,6.0,6.0,3.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.33,3.25,1.4,2.8,1.36,3.0,1.44,2.63,1.4,2.88
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Karlovic I.,Darcis S.,36,77.0,1295,873.0,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.22,4.0,1.25,3.7,1.22,4.0,1.22,3.75,1.24,3.9
ATP,2009,36,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Andreev I.,Spadea V.,26,113.0,1700,664.0,6.0,3.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.28,3.5,1.3,3.35,1.333,3.25,1.33,3.0,1.29,3.5
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Hanescu V.,Devilder N.,28,96.0,1651,724.0,6.0,2.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.25,3.75,1.28,3.46,1.3,3.4,1.29,3.25,1.28,3.55
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Melzer J.,Becker B.,30,49.0,1640,1098.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,2.1,1.66,1.87,1.87,2.2,1.615,2.0,1.73,1.94,1.82
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Berdych T.,Mathieu P.H.,20,38.0,1910,1280.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.36,3.0,1.4,2.8,1.4,2.75,1.4,2.75,1.37,3.0
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Hewitt L.,Del Potro J.M.,56,5.0,1040,5730.0,6.0,3.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,3.5,1.28,3.12,1.33,3.4,1.3,3.5,1.29,3.15,1.34
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Simon G.,Alves T.,7,118.0,3970,636.0,5.0,7.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.08,7.0,1.1,6.25,1.083,7.0,1.13,5.5,1.1,6.75
