Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Melzer J.,Beck A.,32,103.0,1868,926.0,5.0,7.0,7.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.38,2.87,1.42,2.9,1.444,2.625,1.4,2.875,1.4,2.9
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Guccione C.,8,132.0,3960,706.0,6.0,7.0,6.0,4.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.16,4.5,1.22,4.33,1.222,4.0,1.222,4.0,1.23,4.0
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Sela D.,Hanescu V.,106,44.0,908,1531.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.66,2.1,1.73,2.12,1.833,1.833,1.667,2.2,1.72,2.08
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Istomin D.,25,105.0,2330,910.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.06,8.0,1.13,5.95,1.083,7.0,1.1,6.5,1.13,5.7
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Almagro N.,Fognini F.,18,88.0,2540,986.0,6.0,2.0,7.0,5.0,6.0,0.0,,,,,3.0,0.0,Completed,1.28,3.5,1.35,3.3,1.333,3.25,1.333,3.25,1.32,3.3
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Cipolla F.,79,138.0,1050,664.0,6.0,1.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.22,4.0,1.25,3.95,1.25,3.75,1.25,3.75,1.23,4.0
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Ancic M.,Karlovic I.,36,26.0,1805,2295.0,5.0,7.0,7.0,5.0,4.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.57,2.25,1.65,2.2,1.667,2.1,1.571,2.375,1.64,2.2
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Stepanek R.,Berrer M.,23,134.0,2360,684.0,6.0,3.0,6.0,2.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,1.1,6.5,1.15,5.6,1.111,6.0,1.167,5.0,1.14,5.5
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Karanusic R.,1,92.0,13160,974.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.0,34.0,1.01,16.0,1.005,21.0,1.004,21.0,1.01,20.0
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Clement A.,15,89.0,2830,980.0,6.0,1.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.6,1.125,5.5,1.125,6.0,1.13,5.6
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Koubek S.,13,183.0,3010,457.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.14,5.0,1.16,5.41,1.125,5.5,1.143,5.5,1.16,5.1
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Ljubicic I.,7,55.0,3995,1376.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.14,5.0,1.19,4.76,1.143,5.0,1.143,5.5,1.16,5.0
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Andreev I.,Gulbis E.,19,52.0,2490,1438.0,6.0,4.0,6.0,4.0,5.0,7.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,2.37,1.53,2.44,1.56,2.25,1.571,2.375,1.571,2.4,1.55
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,De Chaunac S.,10,253.0,3550,300.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.05,9.0,1.07,8.66,1.071,7.5,1.083,7.0,1.06,8.75
ATP,2009,6,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Granollers M.,4,51.0,7190,1444.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.0,21.0,1.02,13.5,1.015,13.0,1.02,13.0,1.01,20.0
ATP,2009,6,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Del Potro J.M.,Muller G.,6,87.0,4060,988.0,6.0,7.0,7.0,5.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,1.06,8.0,1.1,6.75,1.071,7.5,1.083,7.0,1.07,8.0
ATP,2009,6,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,Ferrer D.,20,12.0,2450,3390.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.37,1.65,2.25,1.615,2.2,1.615,2.25,1.68,2.15
ATP,2009,6,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Delic A.,3,127.0,10650,728.0,6.0,2.0,4.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.01,13.0,1.03,12.7,1.02,11.0,1.04,10.0,1.02,15.0
ATP,2009,6,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Lu Y.H.,22,61.0,2390,1244.0,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.25,3.75,1.32,3.4,1.3,3.4,1.286,3.5,1.3,3.45
ATP,2009,6,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Santoro F.,9,60.0,3940,1268.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,10.0,1.06,9.07,1.083,7.0,1.05,9.0,1.05,9.5
ATP,2009,6,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Wawrinka S.,21,16.0,2400,2670.0,4.0,6.0,6.0,1.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.53,2.37,1.54,2.51,1.615,2.2,1.571,2.375,1.54,2.4
ATP,2009,6,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Safin M.,2,27.0,10700,2050.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.05,9.0,1.1,6.75,1.05,8.5,1.1,6.5,1.1,6.75
ATP,2009,6,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Baghdatis M.,Fish M.,97,24.0,950,2330.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.5,2.5,1.6,2.4,1.533,2.375,1.571,2.375,1.57,2.34
ATP,2009,6,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Almagro N.,13,18.0,3010,2540.0,6.0,4.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.14,5.0,1.25,3.95,1.222,4.0,1.2,4.333,1.2,4.3
ATP,2009,6,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Simon G.,Ancic M.,8,36.0,3960,1805.0,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.53,2.37,1.5,2.55,1.533,2.375,1.533,2.5,1.5,2.55
ATP,2009,6,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Verdasco F.,Stepanek R.,15,23.0,2830,2360.0,6.0,4.0,6.0,0.0,6.0,0.0,,,,,3.0,0.0,Completed,1.5,2.5,1.48,2.7,1.615,2.2,1.571,2.375,1.58,2.32
ATP,2009,6,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Tsonga J.W.,Sela D.,7,106.0,3995,908.0,6.0,4.0,6.0,2.0,1.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.11,6.0,1.1,6.75,1.111,6.0,1.1,6.5,1.11,6.2
ATP,2009,6,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Blake J.,Andreev I.,10,19.0,3550,2490.0,6.0,3.0,6.0,2.0,3.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.36,3.0,1.32,3.4,1.5,2.5,1.364,3.0,1.35,3.1
ATP,2009,6,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Gonzalez F.,Gasquet R.,14,25.0,2840,2330.0,3.0,6.0,3.0,6.0,7.0,6.0,6.0,2.0,7.0,6.0,3.0,2.0,Completed,1.66,2.1,1.7,2.15,1.833,1.833,1.667,2.2,1.64,2.2
ATP,2009,6,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Melzer J.,4,32.0,7190,1868.0,7.0,5.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,13.0,1.05,9.5,1.063,8.0,1.063,8.0,1.06,9.0
ATP,2009,6,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Haas T.,1,79.0,13160,1050.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,11.0,1.05,9.5,1.063,8.0,1.05,9.0,1.07,8.5
ATP,2009,6,Melbourne,Australian Open,2009-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Del Potro J.M.,Cilic M.,6,20.0,4060,2450.0,5.0,7.0,6.0,4.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.44,2.62,1.44,2.84,1.444,2.625,1.444,2.75,1.45,2.67
ATP,2009,6,Melbourne,Australian Open,2009-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Berdych T.,2,21.0,10700,2400.0,4.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.03,11.0,1.06,9.0,1.063,8.0,1.071,8.0,1.06,8.7
ATP,2009,6,Melbourne,Australian Open,2009-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Robredo T.,9,22.0,3940,2390.0,7.0,5.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.16,4.5,1.22,4.33,1.167,4.5,1.222,4.0,1.16,5.0
ATP,2009,6,Melbourne,Australian Open,2009-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Baghdatis M.,3,97.0,10650,950.0,6.0,1.0,7.0,6.0,6.0,7.0,6.0,2.0,,,3.0,1.0,Completed,1.25,3.75,1.33,3.34,1.286,3.5,1.286,3.5,1.26,3.7
ATP,2009,6,Melbourne,Australian Open,2009-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Simon G.,Monfils G.,8,13.0,3960,3010.0,6.0,4.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Retired,1.72,2.0,1.9,1.9,1.909,1.8,1.9,1.9,1.84,1.92
ATP,2009,6,Melbourne,Australian Open,2009-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Verdasco F.,Murray A.,15,4.0,2830,7190.0,2.0,6.0,6.0,1.0,1.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,6.5,1.11,5.6,1.15,6.5,1.1,6.0,1.125,6.3,1.11
ATP,2009,6,Melbourne,Australian Open,2009-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Gonzalez F.,1,14.0,13160,2840.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.05,9.0,1.07,10.0,1.083,7.0,1.083,7.0,1.07,8.0
ATP,2009,6,Melbourne,Australian Open,2009-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Tsonga J.W.,Blake J.,7,10.0,3995,3550.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.44,2.62,1.54,2.52,1.5,2.5,1.533,2.5,1.57,2.35
ATP,2009,6,Melbourne,Australian Open,2009-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Roddick A.,Djokovic N.,9,3.0,3940,10650.0,6.0,7.0,6.0,4.0,6.0,2.0,2.0,1.0,,,2.0,1.0,Retired,3.2,1.36,3.16,1.36,3.0,1.364,3.25,1.333,2.85,1.4
ATP,2009,6,Melbourne,Australian Open,2009-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Del Potro J.M.,2,6.0,10700,4060.0,6.0,3.0,6.0,0.0,6.0,0.0,,,,,3.0,0.0,Completed,1.16,5.0,1.2,4.35,1.2,4.333,1.2,4.5,1.19,4.55
ATP,2009,6,Melbourne,Australian Open,2009-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5,Verdasco F.,Tsonga J.W.,15,7.0,2830,3995.0,7.0,6.0,3.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,2.62,1.5,2.55,1.5,2.5,1.5,2.5,1.533,2.55,1.5
ATP,2009,6,Melbourne,Australian Open,2009-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Simon G.,1,8.0,13160,3960.0,6.0,2.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.07,8.0,1.09,7.33,1.063,8.0,1.1,6.5,1.11,6.3
ATP,2009,6,Melbourne,Australian Open,2009-01-29,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Roddick A.,2,9.0,10700,3940.0,6.0,2.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.11,6.5,1.14,5.56,1.111,6.0,1.13,6.0,1.1,6.75
ATP,2009,6,Melbourne,Australian Open,2009-01-30,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Verdasco F.,1,15.0,13160,2830.0,6.0,7.0,6.0,4.0,7.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.12,6.0,1.13,5.95,1.111,6.0,1.14,5.5,1.12,6.0
ATP,2009,6,Melbourne,Australian Open,2009-02-01,Grand Slam,Outdoor,Hard,The Final,5,Nadal R.,Federer R.,1,2.0,13160,10700.0,7.0,5.0,3.0,6.0,7.0,6.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,2.25,1.61,2.4,1.6,2.1,1.667,2.38,1.57,2.25,1.65
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Golubev A.,Gremelmayr D.,88,158.0,832,477.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.8,1.9,1.9,1.9,1.8,1.909,1.833,1.833,1.88,1.88
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Hewitt L.,Karlovic I.,48,28.0,1190,1665.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.44,2.62,1.46,2.73,1.44,2.62,1.4,2.88,1.48,2.6
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Sela D.,Lisnard J.R.,55,220.0,1100,332.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.0,1.72,2.27,1.64,1.909,1.8,2.0,1.727,1.94,1.83
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Montcourt M.,Lu Y.H.,123,75.0,636,927.0,6.0,2.0,,,,,,,,,1.0,0.0,Retired,1.16,4.5,1.22,4.14,1.3,3.4,1.29,3.25,1.28,3.55
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Cilic M.,Hernych J.,13,74.0,2670,931.0,6.0,0.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.6,1.16,4.5,1.2,4.0,1.18,4.65
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Ouanna J.,Granollers M.,134,96.0,567,805.0,7.0,5.0,2.0,6.0,3.0,6.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,2.62,1.44,2.51,1.54,2.5,1.5,2.5,1.5,2.6,1.48
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Safin M.,Sidorenko A.,22,145.0,1845,527.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.2,4.33,1.22,4.33,1.167,4.5,1.222,4.0,1.21,4.25
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Verdasco F.,Serra F.,8,47.0,3830,1196.0,6.0,2.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,11.0,1.06,9.21,1.063,8.0,1.071,7.0,1.07,8.0
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Petzschner P.,Polansky P.,67,279.0,990,235.0,5.0,7.0,6.0,2.0,7.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,2.25,1.57,2.27,1.64,2.25,1.571,1.909,1.833,2.52,1.5
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Almagro N.,Calleri A.,34,118.0,1525,695.0,6.0,4.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.14,5.0,1.2,4.55,1.222,4.0,1.2,4.0,1.17,4.8
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Simon G.,Odesnik W.,7,87.0,3890,836.0,3.0,6.0,7.0,5.0,6.0,2.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.16,4.5,1.2,4.55,1.167,4.5,1.167,4.5,1.21,4.2
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Kendrick R.,Brands D.,86,129.0,839,610.0,6.0,7.0,7.0,5.0,7.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,2.62,1.44,2.35,1.57,2.625,1.444,2.5,1.5,2.52,1.5
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Ferrer D.,Gil F.,14,66.0,2540,991.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.1,6.5,1.12,6.0,1.1,6.5,1.1,6.0,1.12,6.0
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Stepanek R.,Gaudio G.,19,357.0,2100,166.0,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.25,3.75,1.3,3.56,1.286,3.5,1.25,3.5,1.32,3.3
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Murray A.,Chela J.I.,3,183.0,9020,407.0,6.0,2.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.07,7.5,1.07,8.25,1.083,7.0,1.1,6.0,1.09,7.0
ATP,2009,31,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Gulbis E.,Querrey S.,40,54.0,1360,1140.0,7.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.72,2.0,1.76,2.07,1.8,1.909,1.73,2.0,1.86,1.9
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Youzhny M.,Muller G.,42,79.0,1275,894.0,7.0,6.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.07,7.5,1.09,7.54,1.071,7.5,1.1,6.0,1.09,7.0
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Davydenko N.,Koubek S.,11,199.0,2945,363.0,6.0,2.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.07,7.5,1.09,7.5,1.1,6.5,1.071,7.0,1.09,7.0
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Soderling R.,Kim K.,25,91.0,1775,821.0,7.0,6.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,12.0,1.05,9.5,1.03,10.0,1.04,9.0,1.03,12.0
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Wawrinka S.,Devilder N.,18,60.0,2155,1042.0,6.0,3.0,5.0,7.0,2.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.05,9.0,1.05,10.0,1.04,9.0,1.04,9.0,1.04,11.0
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Kiefer N.,Bozoljac I.,37,131.0,1450,598.0,7.0,6.0,3.0,6.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,1.33,3.25,1.35,3.2,1.333,3.25,1.4,2.75,1.33,3.2
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Istomin D.,Giraldo S.,92,125.0,821,619.0,6.0,3.0,6.0,7.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,3.0,1.36,3.29,1.34,3.0,1.364,3.0,1.33,3.15,1.34
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Starace P.,Zverev M.,104,51.0,768,1165.0,6.0,7.0,7.0,5.0,1.0,0.0,,,,,1.0,1.0,Retired,2.0,1.72,2.15,1.7,1.833,1.833,1.91,1.8,1.88,1.88
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Hanescu V.,Darcis S.,33,90.0,1541,823.0,7.0,6.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.28,3.5,1.29,3.66,1.333,3.25,1.29,3.25,1.26,3.7
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Massu N.,Koellerer D.,120,77.0,674,901.0,6.0,3.0,6.0,4.0,1.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,2.1,1.66,2.2,1.65,2.1,1.66,2.1,1.67,2.2,1.64
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Daniel M.,1,97.0,14960,798.0,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.002,34.0,1.01,33.0,1.005,21.0,1.002,26.0,1.01,30.0
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Gonzalez F.,Vanek J.,12,155.0,2945,487.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,12.0,1.03,11.5,1.03,10.0,1.03,10.0,1.03,12.0
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Machado R.,Vliegen K.,130,94.0,605,814.0,6.0,2.0,6.0,4.0,4.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,1.61,2.2,1.61,2.28,1.61,2.2,1.727,2.0,1.73,2.06
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Tipsarevic J.,Montanes A.,64,36.0,1005,1484.0,3.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.9,1.8,1.9,1.9,1.909,1.8,1.833,1.833,1.97,1.8
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Lopez F.,Ferreiro F.,30,185.0,1620,402.0,6.0,7.0,4.0,6.0,7.0,6.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,1.3,3.4,1.34,3.29,1.364,3.0,1.33,3.0,1.38,2.95
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Rufin G.,Schwank E.,599,81.0,68,872.0,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,6.5,1.1,6.75,1.1,5.5,1.125,7.0,1.071,5.0,1.16
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Mathieu P.H.,Recouderc L.,35,138.0,1490,551.0,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.14,5.0,1.15,5.6,1.143,5.0,1.1,6.0,1.15,5.2
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Gabashvili T.,Kunitsyn I.,72,43.0,951,1225.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,2.2,1.61,2.15,1.7,2.1,1.667,2.1,1.667,2.05,1.74
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Acasuso J.,Ventura S.,45,122.0,1210,646.0,3.0,6.0,7.0,6.0,6.0,0.0,6.0,3.0,,,3.0,1.0,Completed,1.57,2.25,1.65,2.25,1.571,2.25,1.571,2.25,1.67,2.15
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Federer R.,Martin A.,2,98.0,10470,795.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.005,21.0,1.01,16.0,1.01,17.0,1.01,26.0,1.01,30.0
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Junqueira D.,Capdeville P.,80,76.0,883,919.0,3.0,6.0,7.0,5.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,1.9,1.8,2.0,1.8,2.0,1.72,2.0,1.73,1.94,1.82
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Bolelli S.,Berdych T.,58,20.0,1056,1970.0,6.0,4.0,6.0,4.0,5.0,7.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,2.62,1.44,2.5,1.57,2.5,1.5,2.625,1.444,2.55,1.5
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Andujar P.,Ginepri R.,101,69.0,771,975.0,6.0,4.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.9,1.8,1.93,1.87,1.909,1.8,2.0,1.727,1.94,1.82
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Roddick A.,Jouan R.,6,305.0,4220,204.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,12.0,1.04,12.0,1.03,10.0,1.04,9.0,1.04,11.0
