Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Hanescu V.,15.0,86.0,4.0,6.0,6.0,4.0,6,1.0,6.0,1.0,,,3.0,1.0,Completed,1.143,5.0,1.2,4.4,1.17,4.67,1.2,3.3,1.215,4.9
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Lee H.T.,Ljubicic I.,74.0,25.0,3.0,6.0,6.0,3.0,1,1.0,,,,,1.0,1.0,Retired,3.5,1.286,3.05,1.36,3.46,1.28,2.7,1.3,3.65,1.323
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Dupuis A.,58.0,85.0,3.0,6.0,6.0,2.0,6,4.0,6.0,4.0,,,3.0,1.0,Completed,1.615,2.2,1.6,2.3,1.6,2.3,1.6,1.9,1.629,2.39
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Goldstein P.,Suzuki T.,157.0,201.0,7.0,6.0,2.0,6.0,6,2.0,6.0,1.0,,,3.0,1.0,Completed,1.727,2.0,1.83,1.9,1.95,1.8,1.6,1.9,1.862,1.962
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Massu N.,Acasuso J.,11.0,79.0,6.0,4.0,6.0,0.0,6,2.0,,,,,3.0,0.0,Completed,1.1,6.5,1.18,4.7,1.17,4.67,1.15,3.8,1.167,5.5
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Tursunov D.,Zabaleta M.,63.0,53.0,4.0,6.0,6.0,3.0,6,7.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.727,2.0,1.88,1.88,1.97,1.78,1.8,1.7,2.01,1.826
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Hernandez O.,23.0,87.0,6.0,1.0,6.0,2.0,6,1.0,,,,,3.0,0.0,Completed,1.071,7.5,1.1,6.5,1.1,6.75,1.1,4.5,1.082,10.25
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Enqvist T.,Safin M.,59.0,14.0,7.0,6.0,6.0,4.0,3,6.0,6.0,3.0,,,3.0,1.0,Completed,3.75,1.222,4.1,1.22,3.75,1.25,3.3,1.2,4.2,1.27
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Peya A.,Reynolds B.,130.0,320.0,2.0,6.0,6.0,3.0,6,3.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.4,2.75,,,1.37,2.92,1.3,2.7,1.408,3.1
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Udomchoke D.,19.0,182.0,6.0,4.0,7.0,5.0,6,4.0,,,,,3.0,0.0,Completed,1.143,5.0,1.18,4.65,1.17,4.67,1.15,3.8,1.148,6.15
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Elseneer G.,56.0,108.0,2.0,6.0,7.0,6.0,7,6.0,6.0,2.0,,,3.0,1.0,Completed,1.4,2.75,1.36,3.05,1.32,3.22,1.45,2.2,1.433,3.01
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Bogomolov A.,97.0,109.0,6.0,3.0,6.0,4.0,1,6.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,1.727,2.0,1.83,1.95,1.75,2.0,1.6,1.9,1.847,1.98
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Schuettler R.,171.0,12.0,3.0,6.0,4.0,6.0,7,6.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,5.0,1.143,4.1,1.22,4.67,1.17,3.8,1.15,4.8,1.222
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Mayer F.,Saretta F.,37.0,104.0,6.0,4.0,6.0,2.0,6,1.0,,,,,3.0,0.0,Completed,1.533,2.375,1.65,2.2,1.58,2.28,1.4,2.3,1.549,2.62
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Zib T.,8.0,141.0,4.0,6.0,7.0,5.0,7,6.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.071,7.5,1.1,6.5,1.11,5.84,1.05,5.0,1.148,6.25
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Gambill J.M.,Ram R.,77.0,307.0,6.0,3.0,6.0,2.0,3,6.0,6.0,4.0,,,3.0,1.0,Completed,1.222,4.0,1.28,3.55,1.3,3.35,1.1,4.5,1.299,3.85
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Clement A.,Arthurs W.,66.0,84.0,6.0,4.0,6.0,7.0,6,3.0,6.0,3.0,,,3.0,1.0,Completed,1.571,2.25,1.67,2.15,1.6,2.3,1.45,2.2,1.671,2.29
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Volandri F.,Hippensteel K.,60.0,207.0,6.0,3.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.44,2.62,1.55,2.4,1.45,2.6,1.35,2.5,1.556,2.6
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Heuberger I.,49.0,139.0,6.0,0.0,6.0,3.0,4,6.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,1.143,5.0,1.14,5.4,1.15,5.2,1.1,4.5,1.167,5.6
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Vliegen K.,31.0,103.0,6.0,3.0,4.0,6.0,7,5.0,6.0,1.0,,,3.0,1.0,Completed,1.167,4.5,1.22,4.1,1.23,3.89,1.15,3.8,1.19,5.15
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Johansson J.,Lu Y.H.,30.0,95.0,6.0,3.0,6.0,1.0,6,3.0,,,,,3.0,0.0,Completed,1.143,5.0,1.17,4.85,1.15,4.92,1.1,4.5,1.196,5.09
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Jenkins S.,2.0,1441.0,6.0,0.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,1.01,13.0,1.01,14.0,1.02,11.5,1.01,7.0,1.019,38.5
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Philippoussis M.,51.0,57.0,1.0,6.0,6.0,3.0,3,6.0,7.0,6.0,4.0,1.0,2.0,2.0,Retired,1.727,2.0,1.65,2.2,1.6,2.3,1.75,1.75,1.637,2.37
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Spadea V.,Horna L.,24.0,33.0,6.0,7.0,6.0,2.0,6,4.0,6.0,4.0,,,3.0,1.0,Completed,1.615,2.2,1.65,2.2,1.6,2.3,1.5,2.1,1.621,2.41
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Bjorkman J.,68.0,35.0,6.0,3.0,2.0,6.0,6,2.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,1.667,2.1,1.65,2.2,1.65,2.15,1.75,1.75,1.685,2.26
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Patience O.,13.0,111.0,7.0,5.0,6.0,7.0,6,2.0,6.0,1.0,,,3.0,1.0,Completed,1.125,5.5,1.2,4.4,1.15,4.92,1.1,4.5,1.182,5.25
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Carraz G.,40.0,70.0,7.0,5.0,6.0,0.0,4,6.0,6.0,3.0,,,3.0,1.0,Completed,1.533,2.375,1.65,2.2,1.6,2.3,1.5,2.1,1.617,2.42
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Ferreira W.,5.0,107.0,6.0,1.0,7.0,5.0,6,4.0,,,,,3.0,0.0,Completed,1.1,6.5,1.1,6.5,1.1,6.25,1.1,4.5,1.118,7.5
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Soderling R.,Gonzalez F.,39.0,16.0,6.0,4.0,7.0,6.0,6,7.0,6.0,1.0,,,3.0,1.0,Completed,2.375,1.533,2.25,1.6,2.35,1.55,2.2,1.45,2.5,1.588
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Ketola T.,Morrison J.,277.0,101.0,6.0,1.0,3.0,6.0,6,3.0,7.0,6.0,,,3.0,1.0,Completed,3.25,1.333,3.25,1.33,3.35,1.3,2.2,1.45,3.5,1.339
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Beck K.,Ascione T.,72.0,112.0,6.0,3.0,7.0,6.0,6,4.0,,,,,3.0,0.0,Completed,1.444,2.625,1.5,2.55,1.45,2.6,1.5,2.1,1.476,2.82
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Montanes A.,38.0,83.0,6.0,1.0,6.0,3.0,6,2.0,,,,,3.0,0.0,Completed,1.063,8.0,1.05,9.0,1.1,6.75,1.05,5.0,1.085,9.75
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Arazi H.,Carlsen K.,41.0,98.0,6.0,4.0,7.0,6.0,6,7.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.4,2.75,1.4,2.85,1.45,2.6,1.35,2.5,1.377,3.25
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Pless K.,Kuerten G.,353.0,21.0,6.0,4.0,3.0,6.0,6,1.0,7.0,6.0,,,3.0,1.0,Completed,6.5,1.1,6.0,1.12,5.2,1.15,4.5,1.1,6.45,1.14
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Benneteau A.,99.0,75.0,6.0,1.0,6.0,1.0,6,4.0,,,,,3.0,0.0,Completed,1.909,1.8,1.83,1.93,1.85,1.9,1.75,1.75,1.806,2.04
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Mello R.,Chela J.I.,113.0,17.0,6.0,2.0,7.0,6.0,2,6.0,2.0,6.0,6.0,2.0,3.0,2.0,Completed,4.5,1.167,4.1,1.22,4.06,1.21,3.8,1.15,5.0,1.2
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,van Scheppingen D.,9.0,73.0,6.0,4.0,7.0,6.0,6,3.0,,,,,3.0,0.0,Completed,1.111,6.0,1.13,5.65,1.18,4.45,1.15,3.8,1.167,5.6
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,di Pasquale A.,32.0,252.0,7.0,6.0,6.0,3.0,6,2.0,,,,,3.0,0.0,Completed,1.167,4.5,1.16,5.0,1.17,4.67,1.2,3.3,1.154,6.0
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Sanchez D.,Odesnik W.,64.0,480.0,4.0,6.0,7.0,6.0,6,2.0,6.0,3.0,,,3.0,1.0,Completed,1.5,2.5,1.67,2.15,1.61,2.23,1.35,2.5,1.606,2.45
ATP,2004,50,New York,US Open,2004-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Sanguinetti D.,45.0,102.0,6.0,1.0,5.0,7.0,6,2.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,1.063,8.0,1.08,7.25,1.06,7.79,1.05,5.0,1.08,10.5
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Baghdatis M.,1.0,240.0,6.0,2.0,6.0,7.0,6,3.0,6.0,1.0,,,3.0,1.0,Completed,1.01,15.0,1.03,11.0,1.04,9.25,1.03,5.5,1.027,26.0
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Johansson T.,Gaudio G.,61.0,10.0,6.0,3.0,2.0,6.0,6,4.0,6.0,4.0,,,3.0,1.0,Completed,1.667,2.1,1.57,2.35,1.7,2.1,1.75,1.75,1.667,2.3
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Srichaphan P.,Goldstein P.,15.0,157.0,6.0,4.0,7.0,6.0,6,0.0,,,,,3.0,0.0,Completed,1.125,5.5,1.14,5.4,1.1,6.5,1.15,3.8,1.154,6.0
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Pavel A.,Verdasco F.,18.0,36.0,7.0,5.0,6.0,3.0,7,6.0,,,,,3.0,0.0,Completed,1.727,2.0,1.86,1.9,1.8,1.95,1.55,2.0,1.84,1.99
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Santoro F.,Tursunov D.,34.0,63.0,6.0,1.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,1.533,2.375,1.6,2.3,1.55,2.35,1.5,2.1,1.613,2.43
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Lee H.T.,Martin A.,74.0,58.0,6.0,4.0,7.0,6.0,6,1.0,,,,,3.0,0.0,Completed,1.833,1.833,2.0,1.78,2.17,1.64,1.8,1.7,2.1,1.769
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Kiefer N.,Saulnier C.,20.0,62.0,7.0,6.0,6.0,3.0,7,6.0,,,,,3.0,0.0,Completed,1.364,3.0,1.4,2.85,1.37,2.92,1.35,2.5,1.455,2.95
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Hrbaty D.,Kucera K.,23.0,118.0,6.0,4.0,6.0,3.0,1,6.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,1.444,2.625,1.4,2.85,1.37,2.92,1.4,2.3,1.465,2.88
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Rochus O.,Starace P.,100.0,93.0,6.0,1.0,4.0,6.0,4,6.0,6.0,0.0,6.0,3.0,3.0,2.0,Completed,1.83,1.83,1.93,1.83,2.0,1.75,1.7,1.8,1.893,1.926
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Mayer F.,7.0,37.0,7.0,5.0,2.0,6.0,6,2.0,1.0,0.0,,,2.0,1.0,Retired,1.143,5.0,1.14,5.4,1.13,5.5,1.15,3.8,1.174,5.4
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Henman T.,Golmard J.,6.0,339.0,6.0,2.0,6.0,4.0,4,6.0,7.0,6.0,,,3.0,1.0,Completed,1.167,4.5,1.17,4.65,1.2,4.25,1.15,3.8,1.19,5.15
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Tabara M.,Fish M.,149.0,28.0,6.0,3.0,3.0,6.0,1,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,6.5,1.1,5.7,1.13,5.5,1.13,4.5,1.1,6.5,1.138
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Sargsian S.,Massu N.,54.0,11.0,6.0,7.0,6.0,4.0,3,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,3.75,1.25,3.55,1.28,4.06,1.21,3.8,1.15,4.1,1.274
ATP,2004,50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Calatrava A.,26.0,106.0,7.0,5.0,6.0,1.0,6,3.0,,,,,3.0,0.0,Completed,1.111,6.0,1.12,6.0,1.1,6.75,1.1,4.5,1.108,8.15
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Mathieu P.H.,Dent T.,88.0,22.0,6.0,7.0,6.0,4.0,6,3.0,7.0,6.0,,,3.0,1.0,Completed,2.75,1.4,2.85,1.4,2.85,1.4,3.0,1.25,3.0,1.435
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Moya C.,Delic A.,4.0,245.0,6.0,2.0,3.0,6.0,6,3.0,6.0,2.0,,,3.0,1.0,Completed,1.063,8.0,1.1,6.5,1.11,5.84,1.1,4.5,1.11,8.1
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Grosjean S.,45.0,13.0,6.0,4.0,6.0,4.0,1,6.0,6.0,1.0,,,3.0,1.0,Completed,1.8,1.909,1.83,1.93,1.9,1.85,1.85,1.65,1.877,1.943
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Clement A.,19.0,66.0,6.0,3.0,6.0,3.0,3,6.0,6.0,4.0,,,3.0,1.0,Completed,1.615,2.2,1.65,2.2,1.65,2.2,1.6,1.9,1.68,2.27
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Koubek S.,Ferrero J.C.,97.0,8.0,7.0,6.0,4.0,6.0,6,7.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,3.0,1.364,2.85,1.4,2.75,1.42,3.0,1.25,3.11,1.407
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Arazi H.,5.0,41.0,7.0,6.0,6.0,1.0,6,2.0,,,,,3.0,0.0,Completed,1.083,7.0,1.1,6.5,1.05,8.5,1.05,5.0,1.111,8.0
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Mello R.,Sanchez D.,113.0,64.0,6.0,1.0,6.0,1.0,6,3.0,,,,,3.0,0.0,Completed,1.533,2.375,1.67,2.15,1.5,2.45,1.55,2.0,1.662,2.31
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Beck K.,Pless K.,72.0,353.0,6.0,1.0,7.0,6.0,7,5.0,,,,,3.0,0.0,Completed,1.5,2.5,1.5,2.55,1.58,2.28,1.45,2.2,1.526,2.7
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Ketola T.,68.0,277.0,6.0,3.0,7.0,6.0,6,3.0,,,,,3.0,0.0,Completed,1.25,3.75,1.28,3.55,1.23,3.89,1.3,2.7,1.293,3.91
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Kohlschreiber P.,32.0,99.0,7.0,5.0,7.0,5.0,6,7.0,1.0,6.0,6.0,2.0,3.0,2.0,Completed,1.3,3.4,1.33,3.2,1.37,2.92,1.35,2.5,1.357,3.35
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Peya A.,Enqvist T.,130.0,59.0,1.0,6.0,6.0,3.0,6,3.0,6.0,2.0,,,3.0,1.0,Completed,3.75,1.25,3.55,1.28,3.46,1.28,3.3,1.2,3.77,1.306
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Davydenko N.,Soderling R.,51.0,39.0,6.0,1.0,2.0,6.0,7,5.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,2.55,1.5,1.85,1.85,1.9,1.6,2.35,1.645
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Melzer J.,Spadea V.,40.0,24.0,6.0,3.0,4.0,6.0,3,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,2.25,1.571,2.4,1.55,2.35,1.55,2.1,1.5,2.31,1.662
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Johansson J.,Gambill J.M.,30.0,77.0,6.0,4.0,7.0,5.0,7,5.0,,,,,3.0,0.0,Completed,1.25,3.75,1.28,3.55,1.25,3.65,1.35,2.5,1.317,3.65
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Llodra M.,Seppi A.,56.0,171.0,6.0,0.0,6.0,3.0,3,6.0,6.0,3.0,,,3.0,1.0,Completed,1.5,2.5,1.5,2.55,1.5,2.45,1.5,2.1,1.476,2.82
ATP,2004,50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Youzhny M.,Nalbandian D.,38.0,9.0,6.0,7.0,6.0,4.0,7,5.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,2.375,1.533,2.2,1.65,2.15,1.65,2.2,1.45,2.45,1.606
ATP,2004,50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,2nd Round,5,Canas G.,Volandri F.,31.0,60.0,6.0,4.0,7.0,5.0,6,1.0,,,,,3.0,0.0,Completed,1.364,3.0,1.35,3.1,1.4,2.85,1.4,2.3,1.392,3.2
ATP,2004,50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Nadal R.,2.0,49.0,6.0,0.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,1.083,7.0,1.1,6.5,1.1,6.75,1.15,3.8,1.129,6.9
ATP,2004,50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Santoro F.,1.0,34.0,6.0,0.0,6.0,4.0,7,6.0,,,,,3.0,0.0,Completed,1.04,10.0,1.06,9.0,1.07,7.19,1.05,5.0,1.061,13.75
ATP,2004,50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Rochus O.,Moya C.,100.0,4.0,4.0,6.0,6.0,4.0,6,3.0,6.0,7.0,7.0,5.0,3.0,2.0,Completed,6.0,1.111,5.75,1.14,5.2,1.15,3.8,1.15,7.15,1.127
ATP,2004,50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Hrbaty D.,Srichaphan P.,23.0,15.0,7.0,6.0,6.0,3.0,6,3.0,,,,,3.0,0.0,Completed,2.5,1.5,2.6,1.5,2.65,1.45,2.5,1.35,2.75,1.513
ATP,2004,50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Pavel A.,Lee H.T.,18.0,74.0,6.0,4.0,6.0,2.0,1,6.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,1.444,2.625,1.45,2.75,1.35,3.1,1.35,2.5,1.463,2.91
ATP,2004,50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Kiefer N.,Johansson T.,20.0,61.0,6.0,4.0,6.0,0.0,6,1.0,,,,,3.0,0.0,Completed,1.727,2.0,1.7,2.15,1.65,2.15,1.5,2.1,1.662,2.33
ATP,2004,50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Novak J.,7.0,26.0,6.0,4.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,1.167,4.5,1.17,5.0,1.17,4.67,1.15,3.8,1.19,5.25
ATP,2004,50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Sargsian S.,Mathieu P.H.,54.0,88.0,4.0,6.0,4.0,6.0,6,4.0,6.0,2.0,7.0,6.0,3.0,2.0,Completed,2.2,1.615,2.25,1.65,2.1,1.7,1.75,1.75,2.26,1.699
ATP,2004,50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Henman T.,Tabara M.,6.0,149.0,4.0,6.0,6.0,3.0,5,7.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.125,5.5,1.17,5.0,1.17,4.67,1.15,3.8,1.157,5.95
ATP,2004,50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Haas T.,Mello R.,45.0,113.0,6.0,4.0,6.0,3.0,7,5.0,,,,,3.0,0.0,Completed,1.125,5.5,1.13,6.0,1.15,5.2,1.15,3.8,1.2,5.0
ATP,2004,50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Johansson J.,Koubek S.,30.0,97.0,6.0,7.0,7.0,6.0,6,1.0,6.0,3.0,,,3.0,1.0,Completed,1.3,3.4,,,1.32,3.22,,,1.417,3.05
ATP,2004,50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Peya A.,19.0,130.0,6.0,3.0,6.0,3.0,6,2.0,,,,,3.0,0.0,Completed,1.143,5.0,1.17,5.0,1.17,4.67,1.15,3.8,1.238,4.6
ATP,2004,50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Youzhny M.,68.0,38.0,2.0,6.0,6.0,1.0,6,3.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,2.375,1.533,2.23,1.65,2.12,1.67,2.1,1.5,2.64,1.543
ATP,2004,50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Llodra M.,Melzer J.,56.0,40.0,6.0,3.0,6.0,2.0,7,5.0,,,,,3.0,0.0,Completed,2.1,1.667,2.4,1.57,2.3,1.6,1.9,1.6,2.16,1.758
ATP,2004,50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Canas G.,2.0,31.0,6.0,1.0,6.0,3.0,6,3.0,,,,,3.0,0.0,Completed,1.063,8.0,1.1,7.0,1.1,6.75,1.1,4.5,1.1,8.5
ATP,2004,50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Beck K.,Davydenko N.,72.0,51.0,6.0,3.0,4.0,6.0,3,6.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,2.2,1.615,2.2,1.67,2.1,1.65,2.3,1.4,2.6,1.556
ATP,2004,50,New York,US Open,2004-09-06,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Lopez F.,5.0,32.0,6.0,1.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.071,7.5,1.13,6.0,1.1,6.75,1.15,3.8,1.125,7.15
ATP,2004,50,New York,US Open,2004-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Henman T.,Kiefer N.,6.0,20.0,6.0,7.0,6.0,3.0,6,1.0,6.0,7.0,3.0,0.0,2.0,2.0,Retired,2.2,1.615,2.33,1.6,2.38,1.59,1.85,1.65,2.43,1.621
ATP,2004,50,New York,US Open,2004-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Hrbaty D.,Rochus O.,23.0,100.0,2.0,6.0,3.0,6.0,6,3.0,6.0,4.0,6.0,0.0,3.0,2.0,Completed,1.444,2.625,1.48,2.65,1.5,2.45,1.55,2.0,1.532,2.68
