Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
ATP,2026,28,Paris,French Open,2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Mensik J.,Navone M.,27.0,38.0,1550.0,1215.0,6,3,2,6.0,6,4,1,6,7,6,3.0,2.0,Completed,1.8,2.0,,,1.83,2.04,1.78,1.99,1.87,2.12
ATP,2026,28,Paris,French Open,2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Carreno Busta P.,Kokkinakis T.,89.0,855.0,685.0,29.0,7,5,4,6.0,1,0,,	,,,1.0,1.0,Retired,1.36,3.2,,,1.4,3.25,1.37,3.06,1.39,3.5
ATP,2026,28,Paris,French Open,2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Borges N.,Kecmanovic M.,51.0,48.0,970.0,980.0,3,6,6,2.0,6,1,6,2,	,,3.0,1.0,Completed,2.3,1.62,,,2.45,1.62,2.35,1.57,2.58,1.63
ATP,2026,28,Paris,French Open,2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Royer V.,4.0,74.0,4460.0,773.0,6,3,6,2.0,6,7,6,3,,	,3.0,1.0,Completed,1.1,7.0,,,1.12,7.5,1.1,6.61,1.13,8.2
ATP,2026,28,Paris,French Open,2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Jodar R.,Duckworth J.,29.0,82.0,1461.0,722.0,6,1,6,7.0,6,4,7,5,,	,3.0,1.0,Completed,1.03,15.0,,,1.04,16.0,1.03,12.88,1.04,21.0
ATP,2026,28,Paris,French Open,2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Halys Q.,Humbert U.,90.0,32.0,678.0,1370.0,6,4,7,6.0,7,6,,	,,,3.0,0.0,Completed,2.3,1.62,,,2.3,1.67,2.23,1.64,2.32,1.74
ATP,2026,28,Paris,French Open,2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Michelsen A.,Basavareddy N.,42.0,148.0,1115.0,409.0,7,6,6,3.0,3,6,6,3,,	,3.0,1.0,Completed,1.5,2.63,,,1.53,2.63,1.51,2.53,1.55,2.78
ATP,2026,28,Paris,French Open,2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Fonseca J.,Prizmic D.,30.0,72.0,1435.0,785.0,3,6,4,6.0,6,3,6,1,6,2,3.0,2.0,Completed,1.91,1.91,,,1.95,2.0,1.87,1.9,1.93,2.04
ATP,2026,28,Paris,French Open,2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Paul T.,Sonego L.,21.0,70.0,1945.0,815.0,6,3,6,2.0,6,4,,	,,,3.0,0.0,Completed,1.13,6.0,,,1.14,6.0,1.13,5.68,1.15,7.4
ATP,2026,28,Paris,French Open,2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Machac T.,3.0,43.0,5705.0,1080.0,6,4,6,2.0,6,2,,	,,,3.0,0.0,Completed,1.11,6.5,,,1.12,7.5,1.1,6.56,1.12,8.6
ATP,2026,28,Paris,French Open,2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Ruud C.,Medjedovic H.,16.0,58.0,2275.0,894.0,6,3,6,2.0,6,4,	,,,,3.0,0.0,Completed,1.36,3.2,,,1.4,3.25,1.36,3.09,1.4,3.45
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Faria J.,Struff J.L.,115.0,80.0,548.0,739.0,7,5,7,6.0,6,2,,	,,,3.0,0.0,Completed,1.57,2.38,,,1.62,2.38,1.58,2.32,1.67,2.48
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Tien L.,Diaz Acosta F.,18.0,151.0,2180.0,407.0,7,5,4,6.0,3,6,7,6,6,3,3.0,2.0,Completed,1.22,4.33,,,1.26,5.5,1.22,4.14,1.27,4.6
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Kouame M.,Vallejo D.,318.0,71.0,165.0,786.0,6,3,7,5.0,3,6,2,6,7,6,3.0,2.0,Completed,3.5,1.3,,,3.75,1.33,3.44,1.3,3.8,1.35
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Cobolli F.,Wu Y.,14.0,92.0,2340.0,655.0,6,4,6,4.0,6,4,	,,,,3.0,0.0,Completed,1.22,4.33,,,1.22,4.5,1.21,4.27,1.22,5.3
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Svajda Z.,Walton A.,85.0,97.0,696.0,614.0,6,3,6,4.0,6,7,6,2,	,,3.0,1.0,Completed,1.73,2.1,,,1.8,2.1,1.75,2.04,1.87,2.12
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Cerundolo J.M.,Sinner J.,56.0,1.0,935.0,14750.0,3,6,2,6.0,7,5,6,1,6,1,3.0,2.0,Completed,26,1.01,,,51.0,1.01,23.5,1.01,36.0,1.02
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Tiafoe F.,Hurkacz H.,22.0,99.0,1905.0,600.0,6,7,7,6.0,6,4,6,7,6,4,3.0,2.0,Completed,2.2,1.67,,,2.3,1.68,2.23,1.63,2.4,1.7
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Cerundolo F.,Gaston H.,26.0,118.0,1570.0,533.0,2,6,6,4.0,6,2,6,1,	,,3.0,1.0,Completed,1.08,8.0,,,1.1,9.0,1.09,7.36,1.11,9.4
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Landaluce M.,Kopriva V.,69.0,66.0,827.0,856.0,1,6,2,6.0,6,4,7,5,6,0,3.0,2.0,Completed,2.1,1.73,,,2.25,1.73,2.2,1.64,2.38,1.7
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Tabilo A.,Vacherot V.,36.0,19.0,1278.0,2103.0,	,,,,,,,,,,,,Walkover,1.5,2.63,,,1.53,2.75,1.48,2.59,1.57,2.72
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Auger-Aliassime F.,Burruchaga R.,6.0,68.0,4050.0,833.0,4,6,6,0.0,7,5,6,1,	,,3.0,1.0,Completed,1.3,3.5,,,1.36,3.75,1.33,3.31,1.37,3.65
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Comesana F.,Darderi L.,102.0,17.0,598.0,2260.0,7,6,4,6.0,6,4,2,6,6,4,3.0,2.0,Completed,3.75,1.29,,,3.75,1.33,3.41,1.31,3.9,1.33
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Nakashima B.,Van Assche L.,35.0,100.0,1295.0,599.0,6,7,6,4.0,5,7,6,1,6,3,3.0,2.0,Completed,1.4,3.0,,,1.44,3.25,1.39,2.92,1.42,3.3
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Collignon R.,Shelton B.,62.0,5.0,866.0,4070.0,6,4,7,5.0,6,4,	,,,,3.0,0.0,Completed,2.75,1.44,,,3.0,1.48,2.77,1.43,3.05,1.48
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Arnaldi M.,Tsitsipas S.,104.0,79.0,586.0,740.0,7,6,5,7.0,6,3,6,2,	,,3.0,1.0,Completed,2.5,1.53,,,2.75,1.53,2.54,1.5,2.8,1.54
ATP,2026,28,Paris,French Open,2026-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Berrettini M.,Rinderknech A.,105.0,25.0,585.0,1736.0,6,4,6,4.0,6,4,,	,,,3.0,0.0,Completed,2,1.8,,,2.16,1.81,2.04,1.75,2.16,1.84
ATP,2026,28,Paris,French Open,2026-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Rublev A.,Borges N.,13.0,51.0,2460.0,970.0,7,5,7,6.0,7,6,,	,,,3.0,0.0,Completed,1.33,3.4,,,1.4,3.5,1.33,3.29,1.4,3.4
ATP,2026,28,Paris,French Open,2026-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Carreno Busta P.,Tirante T.A.,89.0,60.0,685.0,887.0,7,6,7,5.0,3,6,6,4,,	,3.0,1.0,Completed,3,1.4,,,3.1,1.44,2.89,1.4,3.15,1.45
ATP,2026,28,Paris,French Open,2026-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Jodar R.,Michelsen A.,29.0,42.0,1461.0,1115.0,7,6,6,7.0,4,6,6,3,6,3,3.0,2.0,Completed,1.14,5.5,,,1.19,6.0,1.16,5.11,1.21,5.6
ATP,2026,28,Paris,French Open,2026-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Fonseca J.,Djokovic N.,30.0,4.0,1435.0,4460.0,4,6,4,6.0,6,3,7,5,7,5,3.0,2.0,Completed,2.75,1.44,,,2.88,1.5,2.71,1.45,2.86,1.53
ATP,2026,28,Paris,French Open,2026-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,De Jong J.,Khachanov K.,106.0,15.0,580.0,2320.0,7,5,5,7.0,6,2,6,7,6,2,3.0,2.0,Completed,3.4,1.33,,,3.5,1.34,3.3,1.32,3.65,1.37
ATP,2026,28,Paris,French Open,2026-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Mensik J.,De Minaur A.,27.0,7.0,1550.0,3855.0,0,6,6,2.0,6,2,6,3,,	,3.0,1.0,Completed,4.33,1.22,,,4.5,1.25,4.27,1.21,4.8,1.26
ATP,2026,28,Paris,French Open,2026-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Ruud C.,Paul T.,16.0,21.0,2275.0,1945.0,4,6,6,7.0,6,4,7,6,7,5,3.0,2.0,Completed,1.3,3.5,,,1.33,3.75,1.3,3.43,1.33,3.9
ATP,2026,28,Paris,French Open,2026-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Halys Q.,3.0,90.0,5705.0,678.0,6,4,6,3.0,5,7,6,2,,	,3.0,1.0,Completed,1.05,11.0,,,1.06,13.0,1.05,9.56,1.1,10.5
ATP,2026,28,Paris,French Open,2026-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Svajda Z.,Cerundolo F.,85.0,26.0,696.0,1570.0,6,3,6,4.0,3,6,4,6,6,3,3.0,2.0,Completed,8,1.08,,,8.5,1.08,7.73,1.07,10.5,1.09
ATP,2026,28,Paris,French Open,2026-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Cobolli F.,Tien L.,14.0,18.0,2340.0,2180.0,6,2,6,2.0,6,3,	,,,,3.0,0.0,Completed,1.53,2.5,,,1.58,2.5,1.55,2.41,1.67,2.46
ATP,2026,28,Paris,French Open,2026-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Berrettini M.,Comesana F.,105.0,102.0,585.0,598.0,7,6,5,7.0,6,7,6,4,7,6,3.0,2.0,Completed,1.44,2.75,,,1.45,2.9,1.43,2.76,1.48,3.05
ATP,2026,28,Paris,French Open,2026-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Cerundolo J.M.,Landaluce M.,56.0,69.0,935.0,827.0,6,4,6,7.0,7,6,6,7,7,6,3.0,2.0,Completed,1.67,2.2,,,1.67,2.38,1.62,2.26,1.62,2.58
ATP,2026,28,Paris,French Open,2026-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Tabilo A.,Kouame M.,36.0,318.0,1278.0,165.0,4,6,6,3.0,6,4,7,6,,	,3.0,1.0,Completed,1.22,4.33,,,1.22,4.5,1.21,4.24,1.26,4.7
ATP,2026,28,Paris,French Open,2026-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Arnaldi M.,Collignon R.,104.0,62.0,586.0,866.0,6,4,6,7.0,5,7,6,4,7,6,3.0,2.0,Completed,3,1.4,,,3.0,1.46,2.86,1.41,3.2,1.44
ATP,2026,28,Paris,French Open,2026-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Tiafoe F.,Faria J.,22.0,115.0,1905.0,548.0,4,6,6,7.0,7,6,6,1,6,2,3.0,2.0,Completed,1.53,2.5,,,1.62,2.55,1.53,2.45,1.58,2.68
ATP,2026,28,Paris,French Open,2026-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Auger-Aliassime F.,Nakashima B.,6.0,35.0,4050.0,1295.0,5,7,6,1.0,7,6,7,6,	,,3.0,1.0,Completed,1.33,3.4,,,1.33,3.75,1.31,3.36,1.37,3.6
ATP,2026,28,Paris,French Open,2026-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Jodar R.,Carreno Busta P.,29.0,89.0,1461.0,685.0,4,6,4,6.0,6,1,6,2,6,2,3.0,2.0,Completed,1.25,4.0,,,1.27,4.25,1.24,3.96,1.3,4.3
ATP,2026,28,Paris,French Open,2026-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,De Jong J.,3.0,106.0,5705.0,580.0,7,6,6,4.0,6,1,,	,,,3.0,0.0,Completed,1.05,11.0,,,1.05,11.0,1.05,11.0,1.08,12.5
ATP,2026,28,Paris,French Open,2026-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Mensik J.,Rublev A.,27.0,13.0,1550.0,2460.0,6,3,7,6.0,4,6,2,6,6,3,3.0,2.0,Completed,2,1.8,,,2.06,1.82,2.0,1.77,2.1,1.9
ATP,2026,28,Paris,French Open,2026-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Fonseca J.,Ruud C.,30.0,16.0,1435.0,2275.0,7,5,7,6.0,5,7,6,2,,	,3.0,1.0,Completed,2.5,1.53,,,2.63,1.53,2.53,1.5,2.66,1.6
ATP,2026,28,Paris,French Open,2026-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Cobolli F.,Svajda Z.,14.0,85.0,2340.0,696.0,6,2,6,3.0,6,7,7,6,	,,3.0,1.0,Completed,1.11,6.5,,,1.13,6.5,1.12,6.14,1.12,8.8
ATP,2026,28,Paris,French Open,2026-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Berrettini M.,Cerundolo J.M.,105.0,56.0,585.0,935.0,6,3,7,6.0,7,6,,	,,,3.0,0.0,Completed,1.57,2.38,,,1.58,2.5,1.55,2.42,1.62,2.58
ATP,2026,28,Paris,French Open,2026-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Auger-Aliassime F.,Tabilo A.,6.0,36.0,4050.0,1278.0,6,3,7,5.0,6,1,	,,,,3.0,0.0,Completed,1.53,2.5,,,1.55,2.75,1.49,2.57,1.57,2.72
ATP,2026,28,Paris,French Open,2026-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Arnaldi M.,Tiafoe F.,104.0,22.0,586.0,1905.0,7,6,6,7.0,3,6,7,6,6,4,3.0,2.0,Completed,1.8,2.0,,,1.92,2.2,1.84,1.95,1.92,2.06
ATP,2026,28,Paris,French Open,2026-06-02,Grand Slam,Outdoor,Clay,Quarterfinals,5,Zverev A.,Jodar R.,3.0,29.0,5705.0,1461.0,7,6,6,1.0,6,3,,	,,,3.0,0.0,Completed,1.25,4.0,,,1.27,4.33,1.24,3.94,1.27,4.6
ATP,2026,28,Paris,French Open,2026-06-02,Grand Slam,Outdoor,Clay,Quarterfinals,5,Mensik J.,Fonseca J.,27.0,30.0,1550.0,1435.0,6,4,6,3.0,7,6,	,,,,3.0,0.0,Completed,2.75,1.44,,,2.88,1.47,2.75,1.43,2.92,1.51
ATP,2026,28,Paris,French Open,2026-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Cobolli F.,Auger-Aliassime F.,14.0,6.0,2340.0,4050.0,4,6,6,4.0,6,4,6,4,,	,3.0,1.0,Completed,2,1.8,,,2.05,1.91,1.96,1.82,2.04,1.95
ATP,2026,28,Paris,French Open,2026-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Arnaldi M.,Berrettini M.,104.0,105.0,586.0,585.0,7,5,5,2.0,,	,,,,,1.0,0.0,Retired,2.63,1.5,,,2.63,1.54,2.53,1.51,2.7,1.58
ATP,2026,28,Paris,French Open,2026-06-05,Grand Slam,Outdoor,Clay,Semifinals,5,Zverev A.,Mensik J.,3.0,27.0,5705.0,1550.0,7,5,6,2.0,3,6,6,3,,	,3.0,1.0,Completed,1.29,3.75,,,1.29,4.0,1.26,3.82,1.29,4.4
ATP,2026,28,Paris,French Open,2026-06-05,Grand Slam,Outdoor,Clay,Semifinals,5,Cobolli F.,Arnaldi M.,14.0,104.0,2340.0,586.0,,	,,,,,,,,,,,Walkover,1.44,2.75,,,1.44,3.2,1.4,2.93,1.38,3.6
ATP,2026,28,Paris,French Open,2026-06-07,Grand Slam,Outdoor,Clay,The Final,5,Zverev A.,Cobolli F.,3.0,14.0,5705.0,2340.0,6,1,4,6.0,6,4,6,7,6,1,3.0,2.0,Completed,1.18,5.0,,,1.25,5.25,1.21,4.56,1.22,5.4
