Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Radwanska A.,Tsurenko L.,35.0,43.0,1510.0,1200.0,2.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,1.53,2.5,1.55,2.3,,,1.63,2.44,1.66,2.55,1.59,2.36
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Hsieh S.W.,Muguruza G.,88.0,3.0,720.0,6050.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,6.0,1.12,5.4,1.12,,,6.27,1.16,6.85,1.18,5.96,1.13
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Davis L.,Petkovic A.,76.0,98.0,814.0,660.0,4.0,6.0,6.0,0.0,6.0,0.0,2.0,1.0,Completed,2.2,1.66,2.1,1.65,,,2.13,1.8,2.3,1.8,2.14,1.71
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Sasnovich A.,Lucic-Baroni M.,56.0,30.0,1052.0,1618.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.57,2.37,1.53,2.35,,,1.6,2.5,1.65,2.5,1.58,2.38
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Bogdan A.,Putintseva Y.,104.0,54.0,619.0,1060.0,1.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,2.1,1.72,1.9,1.8,,,1.95,1.95,2.15,1.95,2.04,1.77
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Haddad Maia B.,6.0,70.0,5445.0,890.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.1,7.0,1.08,6.5,,,1.11,8.17,1.12,8.5,1.09,7.3
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Safarova L.,Cirstea S.,29.0,36.0,1650.0,1480.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.25,1.33,3.05,,,1.38,3.35,1.4,3.49,1.35,3.22
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Kerber A.,Vekic D.,16.0,52.0,2491.0,1075.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5.5,1.13,5.2,,,1.15,6.55,1.18,6.55,1.14,5.72
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Keys M.,Alexandrova E.,20.0,92.0,2214.0,709.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.16,5.0,1.15,4.75,,,1.2,5.18,1.21,5.6,1.17,5.08
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Osaka N.,Vesnina E.,72.0,19.0,871.0,2220.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.9,1.9,1.9,1.8,,,2.01,1.9,2.05,1.91,1.94,1.86
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Halep S.,Bouchard E.,1.0,112.0,6425.0,576.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5.5,1.15,4.75,,,1.17,5.91,1.18,6.5,1.14,5.65
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Barty A.,Giorgi C.,17.0,71.0,2486.0,877.0,5.0,7.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.61,2.25,1.55,2.3,,,1.55,2.65,1.66,2.65,1.57,2.39
WTA,2018,6,Melbourne,Australian Open,2018-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Allertova D.,Linette M.,130.0,74.0,463.0,860.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.37,1.55,2.3,,,1.65,2.41,1.65,2.52,1.59,2.36
WTA,2018,6,Melbourne,Australian Open,2018-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Martic P.,Kumkhum L.,81.0,124.0,762.0,479.0,6.0,3.0,3.0,6.0,7.0,5.0,2.0,1.0,Completed,2.2,1.66,2.15,1.62,,,2.26,1.73,2.35,1.73,2.22,1.66
WTA,2018,6,Melbourne,Australian Open,2018-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Mertens E.,Cornet A.,37.0,42.0,1465.0,1215.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.5,2.62,1.47,2.5,,,1.55,2.67,1.55,2.76,1.51,2.58
WTA,2018,6,Melbourne,Australian Open,2018-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Svitolina E.,Kostyuk M.,4.0,521.0,5785.0,58.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.07,8.0,1.06,7.25,,,1.1,9.05,1.11,10.0,1.07,8.58
WTA,2018,6,Melbourne,Australian Open,2018-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Rybarikova M.,Bondarenko K.,21.0,94.0,2141.0,698.0,7.0,5.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,1.72,2.1,1.72,2.0,,,1.79,2.17,1.88,2.17,1.75,2.08
WTA,2018,6,Melbourne,Australian Open,2018-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Suarez Navarro C.,Kanepi K.,39.0,79.0,1341.0,782.0,3.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,2.75,1.44,2.65,1.42,,,2.77,1.52,2.91,1.52,2.73,1.46
WTA,2018,6,Melbourne,Australian Open,2018-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Kontaveit A.,Ostapenko J.,33.0,7.0,1560.0,4901.0,6.0,3.0,1.0,6.0,6.0,3.0,2.0,1.0,Completed,2.1,1.72,2.1,1.65,,,2.15,1.8,2.2,1.84,2.1,1.74
WTA,2018,6,Melbourne,Australian Open,2018-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Wozniacki C.,Bertens K.,2.0,32.0,6095.0,1605.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.16,5.0,1.16,4.6,,,1.21,5.25,1.24,5.28,1.19,4.74
WTA,2018,6,Melbourne,Australian Open,2018-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Keys M.,Bogdan A.,20.0,104.0,2214.0,619.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.1,7.0,1.09,6.25,1.11,6.5,1.13,7.65,1.13,8.26,1.1,7.07
WTA,2018,6,Melbourne,Australian Open,2018-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Halep S.,Davis L.,1.0,76.0,6425.0,814.0,4.0,6.0,6.0,4.0,15.0,13.0,2.0,1.0,Completed,1.08,8.0,1.06,7.25,1.08,7.5,1.1,9.38,1.1,10.0,1.08,8.2
WTA,2018,6,Melbourne,Australian Open,2018-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Pliskova Ka.,Safarova L.,6.0,29.0,5445.0,1650.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.33,3.4,1.3,3.2,1.33,3.4,1.36,3.54,1.37,3.6,1.33,3.36
WTA,2018,6,Melbourne,Australian Open,2018-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Garcia C.,Sasnovich A.,8.0,56.0,4385.0,1052.0,6.0,3.0,5.0,7.0,6.0,2.0,2.0,1.0,Completed,1.44,2.75,1.42,2.65,1.44,2.75,1.46,3.0,1.51,3.05,1.43,2.83
WTA,2018,6,Melbourne,Australian Open,2018-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Osaka N.,Barty A.,72.0,17.0,871.0,2486.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,3.2,1.36,3.05,1.33,3.25,1.36,3.35,1.39,3.45,1.71,3.13,1.38
WTA,2018,6,Melbourne,Australian Open,2018-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Strycova B.,Pera B.,24.0,123.0,1940.0,479.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.25,4.0,1.25,3.6,1.25,3.75,1.29,4.14,1.32,4.4,1.26,3.92
WTA,2018,6,Melbourne,Australian Open,2018-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Kerber A.,Sharapova M.,16.0,48.0,2491.0,1116.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.72,2.1,1.65,2.1,1.73,2.1,1.78,2.18,1.81,2.25,1.75,2.09
WTA,2018,6,Melbourne,Australian Open,2018-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Hsieh S.W.,Radwanska A.,88.0,35.0,720.0,1510.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,3.75,1.28,3.45,1.27,3.5,1.3,3.98,1.3,4.1,1.34,3.73,1.28
WTA,2018,6,Melbourne,Australian Open,2018-01-21,Grand Slam,Outdoor,Hard,4th Round,3,Suarez Navarro C.,Kontaveit A.,39.0,33.0,1341.0,1560.0,4.0,6.0,6.0,4.0,8.0,6.0,2.0,1.0,Completed,2.1,1.72,2.0,1.72,2.1,1.73,2.17,1.79,2.26,1.85,2.11,1.74
WTA,2018,6,Melbourne,Australian Open,2018-01-21,Grand Slam,Outdoor,Hard,4th Round,3,Wozniacki C.,Rybarikova M.,2.0,21.0,6095.0,2141.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.2,4.5,1.18,4.3,1.2,4.5,1.22,5.05,1.23,5.1,1.2,4.6
WTA,2018,6,Melbourne,Australian Open,2018-01-21,Grand Slam,Outdoor,Hard,4th Round,3,Mertens E.,Martic P.,37.0,81.0,1465.0,762.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.75,1.4,2.75,1.4,3.0,1.45,3.02,1.49,3.08,1.43,2.86
WTA,2018,6,Melbourne,Australian Open,2018-01-21,Grand Slam,Outdoor,Hard,4th Round,3,Svitolina E.,Allertova D.,4.0,130.0,5785.0,463.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.16,5.0,1.14,5.0,1.17,5.0,1.16,6.31,1.2,6.31,1.16,5.36
WTA,2018,6,Melbourne,Australian Open,2018-01-22,Grand Slam,Outdoor,Hard,4th Round,3,Keys M.,Garcia C.,20.0,8.0,2214.0,4385.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.37,1.55,2.3,1.61,2.25,1.6,2.53,1.67,2.53,1.6,2.36
WTA,2018,6,Melbourne,Australian Open,2018-01-22,Grand Slam,Outdoor,Hard,4th Round,3,Kerber A.,Hsieh S.W.,16.0,88.0,2491.0,720.0,4.0,6.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,1.09,7.5,1.08,6.5,1.1,7.0,1.1,9.05,1.12,9.25,1.09,7.74
WTA,2018,6,Melbourne,Australian Open,2018-01-22,Grand Slam,Outdoor,Hard,4th Round,3,Halep S.,Osaka N.,1.0,72.0,6425.0,871.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.62,1.47,2.5,1.5,2.62,1.57,2.6,1.6,2.75,1.52,2.55
WTA,2018,6,Melbourne,Australian Open,2018-01-22,Grand Slam,Outdoor,Hard,4th Round,3,Pliskova Ka.,Strycova B.,6.0,24.0,5445.0,1940.0,6.0,7.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.3,3.5,1.28,3.35,1.3,3.5,1.3,3.97,1.35,4.0,1.3,3.55
WTA,2018,6,Melbourne,Australian Open,2018-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,3,Mertens E.,Svitolina E.,37.0,4.0,1465.0,5785.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,4.0,1.25,3.75,1.23,4.0,1.25,4.24,1.28,4.4,1.32,3.98,1.25
WTA,2018,6,Melbourne,Australian Open,2018-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,3,Wozniacki C.,Suarez Navarro C.,2.0,39.0,6095.0,1341.0,6.0,0.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,1.16,5.0,1.17,4.4,1.22,4.33,1.19,5.58,1.23,5.75,1.19,4.84
WTA,2018,6,Melbourne,Australian Open,2018-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,3,Kerber A.,Keys M.,16.0,20.0,2491.0,2214.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.37,1.55,2.3,1.61,2.25,1.73,2.26,1.73,2.51,1.63,2.3
WTA,2018,6,Melbourne,Australian Open,2018-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,3,Halep S.,Pliskova Ka.,1.0,6.0,6425.0,5445.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.72,2.1,1.72,2.0,1.73,2.1,1.72,2.28,1.87,2.28,1.79,2.05
WTA,2018,6,Melbourne,Australian Open,2018-01-25,Grand Slam,Outdoor,Hard,Semifinals,3,Wozniacki C.,Mertens E.,2.0,37.0,6095.0,1465.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.44,2.75,1.42,2.65,1.44,2.75,1.43,3.15,1.5,3.15,1.44,2.87
WTA,2018,6,Melbourne,Australian Open,2018-01-25,Grand Slam,Outdoor,Hard,Semifinals,3,Halep S.,Kerber A.,1.0,16.0,6425.0,2491.0,6.0,3.0,4.0,6.0,9.0,7.0,2.0,1.0,Completed,2.1,1.72,2.1,1.65,2.2,1.67,2.23,1.76,2.25,1.8,2.15,1.73
WTA,2018,6,Melbourne,Australian Open,2018-01-27,Grand Slam,Outdoor,Hard,The Final,3,Wozniacki C.,Halep S.,2.0,1.0,6095.0,6425.0,7.0,6.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,2.2,1.66,2.1,1.65,2.2,1.73,2.28,1.74,2.34,1.75,2.22,1.69
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Kontaveit A.,Brengle M.,24.0,101.0,1765.0,672.0,6.0,1.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.16,5.0,1.15,4.7,1.14,5.5,1.15,6.16,1.19,6.16,1.15,5.41
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Strycova B.,Nara K.,26.0,96.0,1660.0,720.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.44,2.75,1.4,2.75,1.44,2.75,1.45,2.94,1.52,3.15,1.42,2.86
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Svitolina E.,Tomljanovic A.,4.0,69.0,5505.0,861.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.07,10.0,1.06,7.4,1.07,8.0,1.08,9.85,1.09,10.5,1.07,9.0
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Makarova E.,Zheng S.,36.0,129.0,1330.0,466.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.57,2.37,1.47,2.5,1.53,2.5,1.59,2.5,1.61,2.71,1.53,2.5
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Martic P.,Wang Y.,35.0,82.0,1340.0,773.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.33,1.19,4.1,1.22,4.33,1.2,5.03,1.26,5.03,1.22,4.34
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Brady J.,Hesse A.,86.0,216.0,752.0,250.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.2,4.5,1.22,3.8,1.22,4.33,1.27,4.11,1.3,4.7,1.24,4.1
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Cornet A.,Errani S.,34.0,75.0,1350.0,813.0,2.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,2.0,1.8,1.97,1.74,2.0,1.73,2.07,1.83,2.2,1.88,2.05,1.77
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Stephens S.,Rus A.,10.0,106.0,4164.0,647.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.25,4.0,1.2,4.0,1.2,4.5,1.23,4.59,1.3,4.75,1.23,4.16
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Wang Q.,Williams V.,85.0,9.0,755.0,4201.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,2.75,1.4,2.8,1.39,2.75,1.44,3.09,1.42,3.09,1.48,2.89,1.42
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Kuzmova V.,Schiavone F.,87.0,266.0,751.0,192.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.5,2.62,1.47,2.49,1.5,2.62,1.52,2.7,1.55,2.75,1.51,2.59
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Putintseva Y.,Konta J.,98.0,21.0,691.0,2050.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,3.4,1.33,3.2,1.3,3.5,1.3,3.34,1.37,3.7,1.37,3.41,1.32
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Diyas Z.,Linette M.,51.0,68.0,1095.0,865.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.8,2.0,1.76,1.95,1.8,2.0,1.8,2.11,1.9,2.11,1.8,2.0
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Kozlova K.,Ostapenko J.,67.0,5.0,870.0,5382.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,8.0,1.1,6.6,1.08,7.5,1.08,8.36,1.1,9.0,1.11,7.68,1.09
WTA,2018,28,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Frech M.,Alexandrova E.,136.0,102.0,433.0,659.0,6.0,3.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,2.0,1.8,1.99,1.73,2.0,1.8,2.09,1.81,2.12,1.85,2.04,1.79
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Arruabarrena L.,Babos T.,91.0,37.0,746.0,1300.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,2.2,1.66,2.07,1.68,2.2,1.67,2.28,1.69,2.28,1.79,2.15,1.71
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Dolehide C.,Golubic V.,125.0,110.0,504.0,601.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.8,2.0,1.73,2.0,1.8,2.11,1.8,2.17,1.86,2.04,1.78
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Giorgi C.,Min G.,57.0,197.0,1008.0,280.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.33,1.18,4.3,1.2,4.5,1.19,5.32,1.24,5.32,1.2,4.62
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Osaka N.,Kenin S.,20.0,95.0,2150.0,725.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.22,4.33,1.2,4.0,1.22,4.33,1.22,4.74,1.25,4.74,1.22,4.33
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Suarez Navarro C.,Konjuh A.,23.0,104.0,1876.0,648.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.2,4.5,1.17,4.4,1.2,4.5,1.2,5.11,1.23,5.18,1.19,4.71
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Kvitova P.,Cepede Royg V.,8.0,89.0,4550.0,750.0,3.0,6.0,6.0,1.0,7.0,5.0,2.0,1.0,Completed,1.1,8.0,1.08,6.6,1.08,8.0,1.1,8.33,1.13,8.66,1.09,7.55
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Sakkari M.,Minella M.,38.0,286.0,1274.0,175.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.2,4.5,1.17,4.5,1.17,5.0,1.19,5.25,1.22,5.3,1.18,4.87
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Siniakova K.,Azarenka V.,54.0,84.0,1070.0,761.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,2.75,1.44,2.65,1.42,2.75,1.44,3.22,1.39,3.22,1.51,2.84,1.43
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Peterson R.,Hsieh S.W.,97.0,45.0,716.0,1175.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.66,2.2,1.62,2.15,1.61,2.25,1.58,2.52,1.76,2.52,1.65,2.27
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Duque-Marino M.,Sevastova A.,112.0,19.0,588.0,2225.0,4.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,3.2,1.36,3.35,1.28,3.4,1.33,3.82,1.3,3.82,1.36,3.44,1.32
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Keys M.,Vickery S.,13.0,76.0,2826.0,791.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.16,5.0,1.17,4.4,1.2,4.5,1.2,5.03,1.22,5.17,1.19,4.75
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Buzarnescu M.,King V.,33.0,,1383.0,,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.11,7.0,1.08,6.6,1.1,7.0,1.09,8.93,1.13,9.0,1.09,7.55
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Kasatkina D.,Kanepi K.,14.0,52.0,2825.0,1083.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.75,1.49,2.45,1.5,2.62,1.5,2.76,1.56,2.76,1.5,2.62
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Dulgheru A.,Mchale C.,159.0,88.0,366.0,750.0,5.0,7.0,7.0,6.0,6.0,3.0,2.0,1.0,Completed,1.9,1.9,1.84,1.86,2.0,1.73,1.94,1.94,2.0,1.97,1.91,1.89
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Parmentier P.,Paquet C.,74.0,240.0,814.0,218.0,3.0,6.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,1.3,3.5,1.28,3.35,1.3,3.5,1.32,3.69,1.33,3.75,1.3,3.55
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Garcia Perez G.,Jakupovic D.,219.0,121.0,247.0,515.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.37,1.57,2.25,1.57,2.25,1.61,2.38,1.64,2.41,1.71,2.32,1.62
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Petkovic A.,Mladenovic K.,107.0,31.0,646.0,1446.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,2.1,1.72,2.0,1.72,2.1,1.73,2.13,1.79,2.15,1.87,2.07,1.77
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Flipkens K.,Maria T.,65.0,64.0,926.0,930.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.75,1.28,3.35,1.28,3.75,1.25,4.36,1.32,4.55,1.25,4.03
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Wozniacki C.,Collins D.,2.0,42.0,6935.0,1200.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.25,4.0,1.21,3.9,1.25,4.0,1.26,4.29,1.3,4.33,1.25,4.04
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Bencic B.,Chiesa D.,71.0,161.0,844.0,362.0,3.0,6.0,7.0,6.0,7.0,5.0,2.0,1.0,Completed,1.72,2.1,1.73,1.99,1.73,2.1,1.85,2.05,1.85,2.32,1.78,2.05
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Vandeweghe C.,Siegemund L.,15.0,358.0,2533.0,117.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.37,1.55,2.31,1.61,2.25,1.55,2.6,1.66,2.6,1.58,2.41
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Rybarikova M.,Kumkhum L.,18.0,100.0,2225.0,679.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.36,3.2,1.34,3.0,1.4,3.0,1.4,3.18,1.42,3.29,1.38,3.09
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Tsurenko L.,Voegele S.,39.0,99.0,1255.0,687.0,4.0,6.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,2.1,1.72,2.14,1.63,2.2,1.67,2.29,1.69,2.31,1.77,2.19,1.69
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Vekic D.,Bondarenko K.,50.0,81.0,1120.0,775.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.75,1.22,3.85,1.22,4.33,1.25,4.36,1.31,4.8,1.25,4.06
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Pliskova Ka.,Krejcikova B.,6.0,234.0,5335.0,229.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.1,8.0,1.08,6.6,1.07,8.0,1.1,8.33,1.11,9.0,1.09,7.8
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Watson H.,Dodin O.,80.0,139.0,776.0,428.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,2.0,1.8,2.02,1.71,2.1,1.73,2.18,1.75,2.2,1.83,2.09,1.75
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Safarova L.,Ponchet J.,53.0,227.0,1078.0,236.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.16,5.0,1.17,4.4,1.2,4.5,1.21,5.0,1.23,5.2,1.19,4.77
WTA,2018,28,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Pera B.,Vesnina E.,73.0,44.0,817.0,1180.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.9,1.9,1.8,1.91,1.8,2.0,1.81,2.1,1.92,2.1,1.84,1.98
