Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Bencic B.,Williams V.,78.0,5.0,811.0,5568.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,2.0,1.8,1.95,1.75,1.8,2.0,2.06,1.85,2.12,1.9,2.0,1.8
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Kontaveit A.,Krunic A.,33.0,46.0,1560.0,1126.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.9,1.9,1.8,1.9,1.8,2.0,1.91,2.0,1.96,2.01,1.88,1.93
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Siniakova K.,Sakkari M.,59.0,55.0,1000.0,1057.0,6.0,2.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.44,2.75,1.4,2.75,1.44,2.75,1.45,2.97,1.49,3.05,1.43,2.84
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Linette M.,Brady J.,74.0,65.0,860.0,959.0,2.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,2.5,1.53,2.4,1.5,2.5,1.53,2.52,1.59,2.55,1.6,2.45,1.55
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Allertova D.,Parmentier P.,130.0,82.0,463.0,761.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.4,3.0,1.38,2.8,,,1.46,2.96,1.46,3.0,1.42,2.85
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Kozlova K.,18.0,86.0,2485.0,744.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.25,4.0,1.22,3.85,1.25,4.0,1.26,4.33,1.3,4.5,1.24,4.01
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Rogowska O.,Fourlis J.,168.0,286.0,348.0,179.0,6.0,3.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,1.53,2.5,1.5,2.4,1.4,3.0,1.56,2.6,1.57,2.7,1.52,2.51
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Bondarenko K.,Golubic V.,94.0,115.0,698.0,571.0,7.0,6.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.9,1.9,1.9,1.8,,,2.06,1.85,2.07,1.93,1.97,1.84
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Puig M.,Stosur S.,58.0,41.0,1025.0,1265.0,4.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,1.66,2.2,1.65,2.1,1.67,2.2,1.74,2.22,1.78,2.23,1.7,2.15
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Suarez Navarro C.,Frech M.,39.0,163.0,1341.0,360.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.25,1.35,2.95,,,1.43,3.05,1.45,3.26,1.38,3.06
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Kostyuk M.,Peng S.,521.0,27.0,58.0,1765.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,3.25,1.36,3.2,1.3,,,3.51,1.35,3.6,1.36,3.32,1.33
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Kumkhum L.,Larsson J.,124.0,83.0,479.0,761.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.53,2.5,1.47,2.5,,,1.51,2.75,1.59,2.76,1.53,2.52
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Kasatkina D.,Schmiedlova A.,25.0,137.0,1905.0,437.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.75,1.24,3.65,,,1.29,3.97,1.31,4.03,1.28,3.66
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Mertens E.,Kuzmova V.,37.0,125.0,1465.0,474.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.3,3.5,1.27,3.45,,,1.3,3.94,1.31,4.18,1.27,3.74
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Wozniacki C.,Buzarnescu M.,2.0,44.0,6095.0,1194.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.16,5.0,1.15,4.75,1.14,5.5,1.18,5.73,1.18,6.5,1.15,5.44
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Gibbs N.,Tomova V.,113.0,139.0,575.0,426.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,2.0,1.8,1.9,1.8,,,1.97,1.93,2.05,1.93,1.96,1.83
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Fett J.,Eguchi M.,119.0,436.0,525.0,83.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.16,5.0,1.17,4.4,1.2,4.5,1.21,5.07,1.22,5.18,1.19,4.68
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Svitolina E.,Jorovic I.,4.0,279.0,5785.0,191.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.05,11.0,1.03,9.0,,,1.05,13.89,1.06,14.32,1.04,11.46
WTA,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Gavrilova D.,Falconi I.,23.0,131.0,1990.0,460.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.22,4.33,1.22,3.85,,,1.25,4.45,1.31,4.45,1.25,3.94
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Arruabarrena L.,Hogenkamp R.,87.0,108.0,738.0,600.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.61,2.3,1.55,2.3,1.67,2.2,1.61,2.47,1.67,2.5,1.58,2.37
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Konta J.,Brengle M.,10.0,90.0,3185.0,714.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.16,5.0,1.17,4.4,1.14,5.5,1.2,5.27,1.21,5.5,1.18,4.84
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Vondrousova M.,Nara K.,62.0,101.0,965.0,639.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.25,1.35,2.95,1.44,2.75,1.38,3.35,1.42,3.35,1.37,3.06
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Safarova L.,Tomljanovic A.,29.0,107.0,1650.0,606.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.4,3.0,1.4,2.75,1.44,2.75,1.45,3.0,1.45,3.2,1.4,2.94
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Garcia C.,Witthoeft C.,8.0,50.0,4385.0,1093.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.0,1.35,2.95,1.33,3.4,1.42,3.14,1.42,3.3,1.37,3.09
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Strycova B.,Ahn K.,24.0,105.0,1940.0,608.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.25,4.0,1.23,3.75,1.28,3.75,1.29,4.01,1.3,4.15,1.26,3.89
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Pera B.,Blinkova A.,123.0,138.0,479.0,433.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.62,1.44,2.8,1.38,,,3.01,1.44,3.16,1.48,2.86,1.43
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Pliskova Ka.,Cepede Royg V.,6.0,80.0,5445.0,780.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.08,8.0,1.07,7.0,1.1,7.0,1.08,9.97,1.1,9.97,1.08,8.05
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Kerber A.,Friedsam A.L.,16.0,388.0,2491.0,100.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.08,7.5,1.07,7.0,1.12,6.0,1.08,9.87,1.1,9.93,1.08,8.03
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Sharapova M.,Maria T.,48.0,47.0,1116.0,1125.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.07,8.0,1.06,7.25,1.1,7.0,1.08,10.6,1.1,10.6,1.07,8.47
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Vesnina E.,Jabeur O.,19.0,95.0,2220.0,693.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4.33,1.21,3.95,1.28,3.75,1.26,4.34,1.26,4.55,1.23,4.14
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Vekic D.,Hibino N.,52.0,96.0,1075.0,691.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.4,3.0,1.38,2.8,1.4,3.0,1.47,2.91,1.47,3.12,1.41,2.88
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Cirstea S.,Diyas Z.,36.0,60.0,1480.0,996.0,5.0,7.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,2.1,1.72,2.0,1.72,2.1,1.73,2.19,1.76,2.19,1.83,2.1,1.74
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Sasnovich A.,Mchale C.,56.0,73.0,1052.0,870.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.5,1.55,2.3,1.53,2.5,1.68,2.33,1.68,2.5,1.59,2.35
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Haddad Maia B.,Cabrera L.,70.0,161.0,890.0,360.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.75,1.22,3.85,1.28,3.75,1.24,4.58,1.31,4.58,1.24,4.06
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Lucic-Baroni M.,Rogers S.,30.0,67.0,1618.0,926.0,7.0,6.0,5.0,7.0,6.0,2.0,2.0,1.0,Completed,1.72,2.1,1.75,1.95,1.73,2.1,1.9,2.01,1.9,2.15,1.79,2.02
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Bouchard E.,Dodin O.,112.0,85.0,576.0,750.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.4,3.0,1.38,2.8,1.5,2.62,1.43,3.05,1.46,3.13,1.4,2.95
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Sevastova A.,Lepchenko V.,15.0,64.0,2600.0,960.0,3.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.33,3.4,1.33,3.05,1.36,3.25,1.37,3.39,1.38,3.41,1.34,3.22
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Keys M.,Wang Q.,20.0,45.0,2214.0,1160.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.28,3.75,1.28,3.35,1.3,3.5,1.32,3.73,1.33,3.8,1.3,3.56
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Halep S.,Aiava D.,1.0,193.0,6425.0,297.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.04,13.0,1.02,10.0,1.05,10.0,1.05,14.73,1.06,15.0,1.04,12.28
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Alexandrova E.,Hercog P.,92.0,91.0,709.0,712.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.72,2.1,1.65,2.2,1.67,2.18,1.77,2.25,1.78,2.13,1.71
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Petkovic A.,Kvitova P.,98.0,28.0,660.0,1708.0,6.0,3.0,4.0,6.0,10.0,8.0,2.0,1.0,Completed,4.5,1.2,4.1,1.2,4.33,1.22,4.49,1.25,4.85,1.26,4.34,1.22
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Tsurenko L.,Vikhlyantseva N.,43.0,63.0,1200.0,961.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.44,2.75,1.4,2.75,1.44,2.75,1.44,3.03,1.48,3.03,1.42,2.86
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Osaka N.,Kucova K.,72.0,250.0,871.0,221.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.33,1.21,3.95,1.25,4.0,1.24,4.58,1.26,4.63,1.22,4.23
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Hsieh S.W.,Zhu L.,88.0,114.0,720.0,572.0,0.0,6.0,6.0,0.0,8.0,6.0,2.0,1.0,Completed,1.72,2.1,1.65,2.1,,,1.74,2.22,1.76,2.25,1.69,2.16
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Giorgi C.,Kalinskaya A.,71.0,160.0,877.0,361.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.25,4.0,1.19,4.2,,,1.21,5.12,1.25,5.12,1.22,4.25
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Davis L.,Cepelova J.,76.0,110.0,814.0,588.0,6.0,7.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,2.3,1.61,2.2,1.6,2.2,1.67,2.23,1.74,2.3,1.74,2.21,1.67
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Radwanska A.,Pliskova Kr.,35.0,61.0,1510.0,965.0,2.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.25,4.0,1.27,3.45,1.28,3.75,1.33,3.66,1.35,4.0,1.29,3.61
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Muguruza G.,Ponchet J.,3.0,256.0,6050.0,213.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.04,10.0,1.04,8.5,1.06,9.0,1.06,12.02,1.07,12.5,1.05,10.21
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Putintseva Y.,Watson H.,54.0,68.0,1060.0,926.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,2.62,1.5,2.4,1.5,2.25,1.61,2.64,1.55,2.66,1.62,2.51,1.52
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Bogdan A.,Mladenovic K.,104.0,11.0,619.0,2935.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.0,1.8,1.95,1.75,2.0,1.8,2.11,1.82,2.12,1.87,2.01,1.79
WTA,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Barty A.,Sabalenka A.,17.0,66.0,2486.0,943.0,6.0,7.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.3,3.5,1.3,3.2,1.33,3.4,1.32,3.77,1.39,3.77,1.33,3.29
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Kostyuk M.,Rogowska O.,521.0,168.0,58.0,348.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.66,2.2,1.62,2.15,,,1.66,2.37,1.72,2.37,1.65,2.23
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Bondarenko K.,Pavlyuchenkova A.,94.0,18.0,698.0,2485.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,3.0,1.4,2.95,1.35,,,3.35,1.38,3.35,1.42,3.03,1.38
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Svitolina E.,Siniakova K.,4.0,59.0,5785.0,1000.0,4.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,1.16,5.0,1.14,5.0,,,1.16,6.2,1.2,6.3,1.15,5.52
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Allertova D.,Zhang S.,130.0,34.0,463.0,1535.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,3.25,1.36,2.95,1.35,,,3.22,1.4,3.34,1.43,3.1,1.37
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Kumkhum L.,Bencic B.,124.0,78.0,479.0,811.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,4.0,1.25,3.85,1.22,,,4.38,1.26,4.55,1.28,4.03,1.24
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Rybarikova M.,Flipkens K.,21.0,75.0,2141.0,836.0,6.0,4.0,0.0,6.0,6.0,2.0,2.0,1.0,Completed,1.61,2.25,1.57,2.25,,,1.63,2.43,1.63,2.58,1.57,2.41
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Martic P.,Begu I.,81.0,40.0,762.0,1303.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,2.2,1.66,2.1,1.65,,,2.08,1.84,2.38,1.84,2.14,1.71
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Wozniacki C.,Fett J.,2.0,119.0,6095.0,525.0,3.0,6.0,6.0,2.0,7.0,5.0,2.0,1.0,Completed,1.04,10.0,1.03,9.0,,,1.04,16.72,1.08,17.0,1.05,11.14
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Linette M.,Kasatkina D.,74.0,25.0,860.0,1905.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,4.0,1.25,3.75,1.23,,,4.25,1.27,4.3,1.29,3.9,1.25
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Ostapenko J.,Duan Y.Y.,7.0,100.0,4901.0,643.0,6.0,3.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,1.33,3.4,1.3,3.2,,,1.34,3.57,1.45,3.6,1.35,3.18
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Bertens K.,Gibbs N.,32.0,113.0,1605.0,575.0,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,1.4,3.0,1.4,2.75,,,1.46,2.96,1.5,3.05,1.42,2.86
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Kanepi K.,Puig M.,79.0,58.0,782.0,1025.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.2,1.33,3.05,,,1.43,3.05,1.43,3.32,1.36,3.11
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Kontaveit A.,Barthel M.,33.0,53.0,1560.0,1068.0,6.0,3.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,1.4,3.0,1.33,3.05,,,1.37,3.39,1.42,3.39,1.37,3.07
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Cornet A.,Goerges J.,42.0,12.0,1215.0,2825.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,4.5,1.2,4.3,1.18,,,5.08,1.21,5.08,1.24,4.48,1.2
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Suarez Navarro C.,Babos T.,39.0,51.0,1341.0,1091.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,2.0,1.8,1.9,1.8,,,2.03,1.88,2.08,1.95,1.95,1.85
WTA,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Mertens E.,Gavrilova D.,37.0,23.0,1465.0,1990.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.8,2.0,1.8,1.9,,,1.89,2.02,1.96,2.06,1.84,1.95
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Pera B.,Konta J.,123.0,10.0,479.0,3185.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,6.0,1.12,5.6,1.11,,,6.55,1.15,7.0,1.17,6.19,1.12
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Strycova B.,Arruabarrena L.,24.0,87.0,1940.0,738.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.5,1.2,4.1,,,1.23,4.68,1.25,4.75,1.21,4.39
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Garcia C.,Vondrousova M.,8.0,62.0,4385.0,965.0,6.0,7.0,6.0,2.0,8.0,6.0,2.0,1.0,Completed,1.4,3.0,1.35,2.95,,,1.4,3.22,1.44,3.32,1.36,3.13
WTA,2018,6,Melbourne,Australian Open,2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Sharapova M.,Sevastova A.,48.0,15.0,1116.0,2600.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.44,2.75,1.38,2.8,,,1.43,3.1,1.48,3.26,1.4,2.93
