Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Hradecka L.,Ivanovic A.,142,5.0,393,4845.0,1.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,9.0,1.07,7.5,1.08,9.0,1.06,9.47,1.09,11.0,1.1,7.96,1.08
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Hercog P.,Wang Q.,88,103.0,653,573.0,3.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.4,2.75,1.45,2.6,1.4,2.75,1.5,2.8,1.5,2.95,1.44,2.71
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Pliskova Ka.,Rodina E.,20,116.0,2075,488.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.2,4.33,1.2,4.3,1.17,4.5,1.27,4.26,1.27,4.8,1.21,4.24
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Dodin O.,Riske A.,183,40.0,295,1225.0,7.0,6.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,5.0,1.16,4.75,1.17,4.33,1.2,5.2,1.2,5.2,1.21,4.67,1.18
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Voegele S.,Parmentier P.,94,86.0,610,665.0,6.0,1.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.36,3.0,1.4,2.9,1.4,2.75,1.41,3.17,1.45,3.17,1.4,2.9
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Wickmayer Y.,Pavlyuchenkova A.,80,25.0,679,1820.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,4.0,1.22,3.5,1.25,3.75,1.25,4.1,1.28,4.2,1.29,3.84,1.25
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Mattek-Sands B.,Duan Y.Y.,258,119.0,169,475.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.57,2.25,1.62,2.25,1.62,2.2,1.75,2.2,1.75,2.32,1.64,2.21
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Siniakova K.,Vesnina E.,81,65.0,678,846.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,2.1,1.66,2.05,1.72,2.1,1.67,1.98,1.93,2.1,1.93,2.01,1.77
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Begu I.,Kerber A.,42,9.0,1201,3360.0,6.0,4.0,0.0,6.0,6.0,1.0,2.0,1.0,Completed,5.5,1.14,5.25,1.15,5.5,1.14,6.05,1.16,6.5,1.18,5.41,1.14
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Mchale C.,Foretz S.,54,197.0,955,249.0,6.0,4.0,1.0,6.0,12.0,10.0,2.0,1.0,Completed,1.72,2.0,1.72,2.05,1.73,2.0,1.9,2.01,1.91,2.05,1.81,1.96
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Diyas Z.,Radwanska U.,31,149.0,1460,367.0,3.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.57,2.25,1.65,2.2,1.57,2.25,1.68,2.34,1.71,2.35,1.62,2.25
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Puig M.,Rodionova Ar.,60,252.0,880,175.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.18,4.5,1.2,4.3,1.2,4.33,1.22,4.84,1.23,5.1,1.2,4.41
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Errani S.,Min G.,14,105.0,2735,553.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.22,4.0,1.2,4.0,1.22,4.0,1.29,4.05,1.29,4.34,1.23,4.01
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Makarova E.,Mestach A.S.,11,102.0,2970,579.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.1,7.0,1.1,6.25,1.1,6.5,1.12,7.38,1.13,7.5,1.1,6.67
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Shvedova Y.,Safarova L.,66,16.0,844,2545.0,6.0,4.0,2.0,6.0,8.0,6.0,2.0,1.0,Completed,4.5,1.18,4.0,1.2,4.0,1.22,4.65,1.24,4.8,1.24,4.29,1.21
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Bertens K.,Gavrilova D.,72,158.0,751,336.0,7.0,6.0,5.0,7.0,6.0,2.0,2.0,1.0,Completed,2.75,1.4,2.6,1.45,2.62,1.44,2.54,1.58,2.9,1.58,2.64,1.46
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Soler Espinosa S.,Beck A.,69,55.0,788,920.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,2.62,1.44,2.5,1.5,2.38,1.53,2.56,1.58,2.65,1.58,2.54,1.5
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Vinci R.,Jovanovski B.,45,56.0,1137,910.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.33,3.25,1.33,3.2,1.36,3.0,1.34,3.56,1.44,3.56,1.34,3.17
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Panova A.,Cirstea S.,150,97.0,367,606.0,7.0,5.0,6.0,0.0,,,2.0,0.0,Completed,1.83,1.83,1.8,2.0,1.83,1.83,1.93,1.97,1.93,2.0,1.85,1.91
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Bouchard E.,Friedsam A.L.,7,98.0,4715,601.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.05,11.0,1.04,9.0,1.05,10.0,1.07,11.25,1.08,12.0,1.05,9.91
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Witthoeft C.,Suarez Navarro C.,104,17.0,555,2415.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,5.0,1.16,4.75,1.16,4.5,1.17,5.18,1.2,5.5,1.21,4.85,1.17
WTA,2015,6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Sharapova M.,Martic P.,2,184.0,7335,289.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.03,15.0,1.03,11.0,1.02,15.0,1.03,17.0,1.04,21.0,1.03,13.74
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Hantuchova D.,Zheng S.,61,79.0,870,690.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.72,2.0,1.8,2.0,1.73,2.0,1.93,1.97,1.93,2.07,1.81,1.96
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Muguruza G.,Erakovic M.,24,75.0,1845,723.0,7.0,5.0,6.0,0.0,,,2.0,0.0,Completed,1.2,4.33,1.2,4.3,1.2,4.33,1.27,4.26,1.27,4.55,1.21,4.23
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Allertova D.,Oprandi R.,107,113.0,529,499.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.18,4.5,1.22,4.0,1.25,3.75,1.23,4.73,1.25,4.73,1.21,4.3
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Pironkova T.,Watson H.,52,38.0,991,1291.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,2.0,1.72,2.1,1.7,2.0,1.73,2.2,1.75,2.2,1.81,2.05,1.74
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Azarenka V.,Stephens S.,44,32.0,1188,1401.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,1.42,2.8,1.4,3.0,1.43,3.09,1.47,3.09,1.4,2.87
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Stosur S.,Niculescu M.,21,49.0,1895,1023.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.0,1.33,3.2,1.36,3.25,1.4,3.22,1.4,3.4,1.34,3.18
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Zahlavova Strycova B.,Babos T.,23,92.0,1870,618.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.5,1.28,3.5,1.25,3.75,1.34,3.6,1.34,3.8,1.29,3.53
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Cornet A.,Zhang S.,19,63.0,2255,855.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.18,4.5,1.2,4.3,1.17,4.5,1.23,4.77,1.24,4.85,1.2,4.41
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Chang K.C.,Zheng J.,402,100.0,76,589.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,2.5,1.5,2.4,1.55,2.38,1.53,2.49,1.61,2.6,1.62,2.45,1.54
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Cibulkova D.,Flipkens K.,10,51.0,3007,1010.0,3.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.36,3.0,1.35,3.1,1.36,3.0,1.39,3.3,1.42,3.4,1.36,3.1
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Wozniacki C.,Townsend T.,8,99.0,4625,597.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.1,7.0,1.12,5.75,1.12,6.0,1.13,7.18,1.15,7.25,1.12,6.01
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Falconi I.,Kanepi K.,111,48.0,514,1045.0,2.0,6.0,6.0,4.0,7.0,5.0,2.0,1.0,Completed,4.0,1.22,3.4,1.28,3.75,1.25,4.06,1.28,4.2,1.3,3.72,1.26
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Vandeweghe C.,Schiavone F.,37,78.0,1295,692.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,1.35,3.1,1.33,3.25,1.41,3.18,1.41,3.4,1.35,3.1
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Brengle M.,Petkovic A.,64,13.0,852,2780.0,5.0,7.0,7.0,6.0,6.0,3.0,2.0,1.0,Completed,2.25,1.57,2.15,1.68,2.38,1.53,2.34,1.68,2.4,1.74,2.27,1.61
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Kvitova P.,Hogenkamp R.,4,138.0,6360,408.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.02,17.0,1.02,11.5,1.03,12.0,1.03,17.5,1.05,17.5,1.02,13.81
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Svitolina E.,Putintseva Y.,26,114.0,1780,490.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.14,5.5,1.16,5.0,1.14,5.0,1.17,5.87,1.17,5.92,1.15,5.29
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Dellacqua C.,Meusburger Y.,29,93.0,1542,616.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.08,8.0,1.09,7.0,1.1,7.0,1.1,8.95,1.11,9.3,1.08,7.57
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Gibbs N.,Rogowska O.,96,134.0,607,415.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.5,2.5,1.55,2.4,1.57,2.25,1.56,2.62,1.67,2.62,1.55,2.41
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Zvonareva V.,Jabeur O.,203,140.0,242,397.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.66,2.1,1.7,2.05,1.62,2.2,1.81,2.1,1.81,2.21,1.71,2.1
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Barthel M.,Vekic D.,43,85.0,1193,667.0,3.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.44,2.62,1.5,2.5,1.5,2.5,1.51,2.77,1.54,3.0,1.48,2.59
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Smitkova T.,Lucic M.,68,57.0,811,909.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.53,2.37,1.62,2.25,1.67,2.1,1.67,2.35,1.67,2.4,1.63,2.24
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Bacsinszky T.,Jankovic J.,41,15.0,1214,2590.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.68,2.15,1.67,2.1,1.93,1.98,1.93,2.25,1.7,2.13
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Keys M.,Tsurenko L.,35,90.0,1390,637.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.4,2.75,1.45,2.7,1.4,2.75,1.43,3.05,1.48,3.05,1.42,2.78
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Williams V.,Torro Flor M.T.,18,89.0,2370,640.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.06,9.0,1.07,7.5,1.08,8.0,1.08,9.85,1.13,9.85,1.07,8.17
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Giorgi C.,Pennetta F.,33,12.0,1395,2861.0,4.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,2.1,1.66,2.05,1.72,2.2,1.62,2.21,1.75,2.21,1.79,2.11,1.7
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Lepchenko V.,Diatchenko V.,30,82.0,1480,678.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.0,1.22,3.9,1.25,3.75,1.27,4.17,1.29,4.33,1.24,3.94
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Radwanska A.,Nara K.,6,39.0,4810,1236.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.06,10.0,1.09,7.0,1.08,7.0,1.08,9.61,1.09,10.0,1.07,8.24
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Davis L.,Krunic A.,53,77.0,980,716.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.72,2.0,1.72,2.05,1.67,2.1,1.81,2.13,1.85,2.19,1.74,2.05
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Larsson J.,Kudryavtseva A.,70,84.0,762,674.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.66,2.1,1.7,2.1,1.67,2.1,1.69,2.3,1.83,2.3,1.72,2.08
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Williams S.,Van Uytvanck A.,1,106.0,8016,544.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.02,17.0,1.01,12.0,1.02,15.0,1.04,16.0,1.04,20.0,1.02,14.31
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Tatishvili A.,Date Krumm K.,141,53.0,394,980.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.62,1.52,2.45,1.53,2.38,1.53,2.71,1.55,2.71,1.5,2.54
WTA,2015,6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,3,Tomljanovic A.,Rogers S.,67,76.0,840,722.0,4.0,6.0,6.0,4.0,6.0,0.0,2.0,1.0,Completed,1.66,2.1,1.7,2.1,1.62,2.25,1.74,2.22,1.75,2.25,1.68,2.14
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Shvedova Y.,Puig M.,66,60.0,844,880.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.66,2.1,1.62,2.25,1.67,2.1,1.86,2.04,1.86,2.3,1.74,2.06
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Witthoeft C.,Mchale C.,104,54.0,555,955.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.57,2.25,1.72,2.05,1.67,2.1,1.76,2.19,1.78,2.25,1.69,2.14
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Goerges J.,Koukalova K.,73,46.0,740,1090.0,6.0,3.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.25,3.75,1.25,3.5,1.3,3.5,1.33,3.64,1.33,4.0,1.29,3.51
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Peng S.,Rybarikova M.,22,47.0,1880,1046.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.9,1.44,2.75,1.42,3.11,1.44,3.11,1.4,2.86
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Makarova E.,Vinci R.,11,45.0,2970,1137.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.3,3.4,1.35,3.1,1.33,3.4,1.36,3.47,1.4,3.5,1.34,3.21
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Begu I.,Siniakova K.,42,81.0,1201,678.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.66,2.05,1.72,2.1,1.67,2.06,1.85,2.15,1.85,2.05,1.75
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Dodin O.,20,183.0,2075,295.0,7.0,5.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.1,7.0,1.12,5.75,1.11,6.5,1.11,7.84,1.13,9.0,1.11,6.62
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Sharapova M.,Panova A.,2,150.0,7335,367.0,6.0,1.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,1.01,21.0,1.03,11.0,1.02,15.0,1.02,22.73,1.04,22.73,1.02,15.69
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Hradecka L.,Hercog P.,142,88.0,393,653.0,4.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,2.2,1.61,1.9,1.82,1.83,1.83,2.25,1.72,2.25,1.91,2.06,1.74
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Wickmayer Y.,Arruabarrena L.,80,91.0,679,625.0,6.0,4.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.66,2.1,1.52,2.4,1.62,2.2,1.84,2.09,1.84,2.44,1.67,2.17
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Errani S.,Soler Espinosa S.,14,69.0,2735,788.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,1.42,2.8,1.44,2.75,1.46,2.95,1.46,3.05,1.41,2.86
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Diyas Z.,Schmiedlova A.,31,74.0,1460,727.0,3.0,6.0,6.0,2.0,8.0,6.0,2.0,1.0,Completed,1.33,3.25,1.3,3.2,1.33,3.25,1.37,3.39,1.37,3.55,1.32,3.3
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Garcia C.,Voegele S.,36,94.0,1341,610.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.5,2.5,1.45,2.6,1.44,2.62,1.56,2.61,1.6,2.64,1.51,2.5
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Mattek-Sands B.,Mladenovic K.,258,71.0,169,755.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,2.37,1.53,2.3,1.6,2.38,1.53,2.44,1.63,2.44,1.65,2.3,1.6
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Bouchard E.,Bertens K.,7,72.0,4715,751.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.12,6.0,1.1,6.0,1.1,7.0,1.15,6.52,1.15,7.0,1.12,6.16
WTA,2015,6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Halep S.,Gajdosova J.,3,62.0,6571,865.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.1,7.0,1.09,7.0,1.11,6.5,1.11,8.1,1.13,8.1,1.1,6.72
WTA,2015,6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Radwanska A.,Larsson J.,6,70.0,4810,762.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.06,10.0,1.06,8.5,1.06,9.0,1.06,12.51,1.07,12.51,1.05,9.88
WTA,2015,6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Bacsinszky T.,Tatishvili A.,41,141.0,1214,394.0,6.0,7.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.2,4.33,1.25,3.75,1.25,3.75,1.25,4.46,1.27,4.46,1.24,3.95
WTA,2015,6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Williams V.,Davis L.,18,53.0,2370,980.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.12,6.0,1.14,5.25,1.14,5.5,1.15,6.52,1.17,6.56,1.14,5.54
WTA,2015,6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Muguruza G.,Hantuchova D.,24,61.0,1845,870.0,6.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,Completed,1.18,4.5,1.18,4.5,1.17,4.5,1.23,4.73,1.23,5.1,1.19,4.56
WTA,2015,6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Williams S.,Zvonareva V.,1,203.0,8016,242.0,7.0,5.0,6.0,0.0,,,2.0,0.0,Completed,1.08,8.0,1.07,7.75,1.08,8.0,1.09,9.06,1.1,9.06,1.07,7.97
