Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Ebden M.,25.0,108.0,1335.0,509.0,4.0,6.0,6.0,7.0,6.0,2.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,1.16,5.0,1.2,4.4,1.17,5.0,1.19,5.39,1.17,5.0,1.2,6.7,1.17,4.93
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Kukushkin M.,29.0,105.0,1177.0,526.0,6.0,1.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.14,5.5,1.17,4.85,1.17,4.5,1.15,6.34,1.2,4.5,1.22,6.34,1.16,5.17
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Kamke T.,Cipolla F.,90.0,95.0,577.0,568.0,6.0,1.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.25,3.75,1.3,3.45,1.3,3.4,1.31,3.85,1.33,3.25,1.36,4.4,1.3,3.52
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Baker B.,Bogomolov A.,57.0,133.0,776.0,422.0,7.0,6.0,6.0,3.0,6.0,7.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,1.72,2.0,1.65,2.2,1.67,2.1,1.85,2.07,1.62,2.25,1.85,2.25,1.71,2.08
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Smyczek T.,Karlovic I.,125.0,103.0,448.0,536.0,6.0,4.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,Completed,2.0,1.72,2,1.78,2.1,1.67,2.25,1.72,2.0,1.8,2.34,1.8,2.07,1.73
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Devvarman S.,Phau B.,551.0,78.0,52.0,672.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,3.0,1.36,2.9,1.4,2.75,1.4,3.19,1.41,2.88,1.4,3.45,1.42,2.95,1.39
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Kuznetsov An.,Monaco J.,79.0,12.0,660.0,2430.0,7.0,6.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,3.75,1.25,3.85,1.25,3.75,1.25,3.98,1.29,4.0,1.22,4.0,1.31,3.8,1.26
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Brugues-Davi A.,42.0,198.0,1005.0,241.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,5.0,1.2,4.4,1.17,4.5,1.21,5.08,1.2,4.33,1.22,5.5,1.19,4.64
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Ito T.,Millman J.,84.0,184.0,633.0,279.0,6.0,4.0,6.0,4.0,3.0,6.0,0.0,6.0,7.0,5.0,3.0,2.0,Completed,3.75,1.25,3.4,1.3,3.0,1.36,3.89,1.3,3.0,1.36,4.05,1.36,3.48,1.3
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Janowicz J.,Bolelli S.,26.0,80.0,1299.0,658.0,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.3,3.4,1.35,3.15,1.36,3.0,1.36,3.44,1.4,2.88,1.42,3.75,1.34,3.18
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Rochus O.,5.0,126.0,6505.0,447.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,19.0,1.04,10.0,1.02,15.0,1.03,20.0,1.01,15.0,1.04,31.0,1.02,15.09
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Lacko L.,Muller G.,44.0,69.0,917.0,714.0,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.5,2.5,1.55,2.4,1.53,2.38,1.53,2.68,1.57,2.38,1.57,2.88,1.53,2.47
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Troicki V.,34.0,37.0,1090.0,1030.0,5.0,7.0,4.0,6.0,6.0,3.0,6.0,3.0,7.0,5.0,3.0,2.0,Completed,2.5,1.5,2.55,1.5,2.62,1.44,2.62,1.56,2.2,1.67,2.88,1.56,2.59,1.49
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Bautista R.,Fognini F.,56.0,47.0,786.0,880.0,6.0,0.0,2.0,6.0,6.0,4.0,3.0,6.0,6.0,1.0,3.0,2.0,Completed,2.0,1.72,1.98,1.8,2.0,1.73,2.03,1.87,2.0,1.8,2.18,1.89,2.0,1.77
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Munoz-De La Nava D.,22.0,174.0,1650.0,305.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.07,9.0,1.07,8.0,1.08,7.0,1.08,9.65,1.06,8.5,1.09,13.0,1.07,8.43
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Hewitt L.,9.0,81.0,3090.0,645.0,7.0,6.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.61,2.2,1.65,2.2,1.62,2.25,1.72,2.26,1.62,2.25,1.74,2.7,1.64,2.22
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Lorenzi P.,31.0,59.0,1170.0,769.0,3.0,6.0,7.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.07,9.0,1.07,8.0,1.07,7.5,1.09,8.91,1.07,8.0,1.1,12.0,1.07,8.1
ATP,2013,6,Melbourne,Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Ramos A.,35.0,51.0,1070.0,830.0,6.0,7.0,7.0,6.0,6.0,4.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.08,8.0,1.07,8.0,1.07,8.0,1.09,8.91,1.08,7.5,1.1,9.4,1.08,7.5
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Haase R.,3.0,53.0,8000.0,800.0,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.01,23.0,1.02,10.5,1.02,13.0,1.02,22.73,1.01,15.0,1.03,30.0,1.02,16.54
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Kavcic B.,Bellucci T.,93.0,33.0,569.0,1112.0,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,3.25,1.33,3.15,1.35,3.25,1.33,3.56,1.34,3.25,1.33,3.8,1.37,3.26,1.33
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mayer F.,Williams R.,28.0,194.0,1215.0,253.0,2.0,6.0,3.0,6.0,6.0,2.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,1.14,5.5,1.16,5.0,1.17,4.5,1.17,5.83,1.2,4.33,1.2,7.5,1.16,5.01
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Smith J.P.,100.0,237.0,552.0,201.0,6.0,4.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.61,2.2,1.7,2.12,1.62,2.2,1.79,2.15,1.62,2.25,1.8,2.26,1.67,2.16
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Stakhovsky S.,110.0,102.0,501.0,538.0,6.0,2.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,Completed,1.5,2.5,1.55,2.4,1.57,2.25,1.54,2.66,1.57,2.38,1.58,2.68,1.55,2.42
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Zeballos H.,23.0,67.0,1595.0,725.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.2,4.33,1.23,4.0,1.22,4.0,1.24,4.61,1.22,4.0,1.26,4.95,1.22,4.19
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Sijsling I.,50.0,65.0,840.0,738.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.38,2.87,1.4,2.9,1.44,2.62,1.5,2.8,1.4,2.88,1.5,3.1,1.43,2.75
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Hajek J.,15.0,104.0,2175.0,527.0,3.0,6.0,6.0,1.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.03,15.0,1.03,12.0,1.03,10.0,1.04,16.0,1.03,11.0,1.05,23.0,1.03,12.38
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Soeda G.,Saville L.,73.0,349.0,701.0,124.0,6.0,7.0,6.0,3.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.14,5.5,1.18,4.75,1.2,4.33,1.15,6.45,1.2,4.5,1.2,6.45,1.17,5.01
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Duckworth J.,Mitchell B.,223.0,334.0,210.0,131.0,6.0,4.0,7.0,6.0,4.0,6.0,5.0,7.0,8.0,6.0,3.0,2.0,Completed,1.53,2.37,1.6,2.3,1.5,2.5,1.52,2.73,1.53,2.5,1.62,2.75,1.54,2.45
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Falla A.,Ouanna J.,54.0,118.0,796.0,474.0,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.28,3.5,1.35,3.15,1.3,3.4,1.35,3.51,1.33,3.25,1.37,3.6,1.31,3.36
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Menendez-Maceiras A.,36.0,233.0,1063.0,205.0,7.0,6.0,6.0,7.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,1.2,4.33,1.25,3.85,1.2,4.33,1.3,3.92,1.22,4.0,1.3,4.5,1.24,3.99
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Weintraub A.,Pella G.,196.0,97.0,244.0,564.0,7.0,6.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,2.0,1.72,2.05,1.75,2.1,1.67,2.17,1.78,2.0,1.8,2.22,1.82,2.08,1.72
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Darcis S.,19.0,98.0,1830.0,561.0,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.11,6.5,1.13,5.75,1.12,5.5,1.13,7.38,1.13,6.0,1.14,9.4,1.12,6.12
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Llodra M.,8.0,52.0,3375.0,823.0,6.0,4.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,8.0,1.07,8.0,1.06,8.5,1.1,8.7,1.07,8.0,1.11,9.8,1.08,7.74
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Paire B.,2.0,46.0,10265.0,900.0,6.0,2.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.01,21.0,1.01,14.5,1.02,13.0,1.01,25.99,1.01,19.0,1.03,29.0,1.02,16.98
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Levine J.,Robredo T.,88.0,107.0,580.0,515.0,7.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.61,2.2,1.65,2.2,1.73,2.0,1.74,2.23,1.73,2.1,1.77,2.36,1.69,2.14
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Dodig I.,Wu D.,74.0,186.0,692.0,273.0,7.0,5.0,4.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.12,6.0,1.16,5.0,1.17,4.5,1.19,5.54,1.14,5.5,1.2,6.0,1.16,5.12
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Zemlja G.,32.0,58.0,1125.0,770.0,7.0,6.0,7.0,6.0,1.0,0.0,,,,,2.0,0.0,Retired,1.61,2.2,1.6,2.3,1.67,2.1,1.61,2.47,1.53,2.5,1.71,2.5,1.62,2.27
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Matosevic M.,14.0,48.0,2210.0,845.0,6.0,4.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.14,5.5,1.16,5.0,1.2,4.5,1.19,5.46,1.2,4.33,1.22,5.7,1.18,4.79
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Rosol L.,Baker J.,75.0,246.0,679.0,194.0,7.0,6.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.28,3.5,1.35,3.15,1.3,3.4,1.35,3.5,1.33,3.25,1.39,3.5,1.34,3.25
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Mannarino A.,7.0,170.0,4480.0,315.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.05,9.0,1.05,9.0,1.07,11.25,1.02,13.0,1.08,14.0,1.06,9.58
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Haas T.,70.0,21.0,710.0,1720.0,7.0,6.0,4.0,6.0,6.0,3.0,4.0,6.0,8.0,6.0,3.0,2.0,Completed,3.0,1.36,2.9,1.4,3.0,1.36,3.33,1.38,3.0,1.36,3.5,1.45,2.96,1.39
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Becker B.,Bedene A.,66.0,77.0,733.0,673.0,4.0,6.0,6.0,3.0,7.0,5.0,7.0,6.0,,,3.0,1.0,Completed,2.2,1.61,2.12,1.7,2.1,1.67,2.26,1.72,2.1,1.73,2.38,1.83,2.12,1.71
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Volandri F.,16.0,87.0,2145.0,582.0,2.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.04,13.0,1.04,10.0,1.02,11.0,1.05,13.5,1.02,13.0,1.05,17.0,1.03,11.93
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Lu Y.H.,Ramirez-Hidalgo R.,61.0,91.0,759.0,577.0,6.0,2.0,6.0,1.0,4.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.06,10.0,1.05,9.0,1.07,7.5,1.06,11.75,1.07,8.0,1.08,12.0,1.06,9.01
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Montanes A.,10.0,96.0,2720.0,565.0,7.0,5.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.02,19.0,1.02,12.5,1.02,11.0,1.03,20.0,1.03,11.0,1.04,23.0,1.02,14.62
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Sela D.,40.0,113.0,1015.0,487.0,3.0,6.0,6.0,1.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,1.14,5.5,1.2,4.35,1.17,4.5,1.26,4.3,1.14,5.5,1.26,5.58,1.18,4.63
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ram R.,Garcia-Lopez G.,130.0,85.0,433.0,624.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,2.75,1.4,2.7,1.45,2.62,1.44,2.87,1.48,2.63,1.5,3.1,1.5,2.75,1.43
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Brands D.,Klizan M.,120.0,30.0,469.0,1175.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.66,2.1,1.7,2.12,1.8,1.91,1.83,2.1,1.73,2.1,1.89,2.13,1.77,2.01
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Dolgopolov O.,86.0,20.0,600.0,1750.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,2.25,1.57,2.2,1.65,2.25,1.62,2.45,1.63,2.25,1.62,2.58,1.72,2.28,1.61
ATP,2013,6,Melbourne,Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Tomic B.,Mayer L.,43.0,72.0,985.0,702.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.05,11.0,1.07,8.0,1.07,8.0,1.07,10.5,1.08,7.5,1.1,13.0,1.06,8.87
ATP,2013,6,Melbourne,Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Almagro N.,Gimeno-Traver D.,11.0,71.0,2515.0,704.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,8.0,1.1,6.5,1.1,7.0,1.08,9.65,1.1,7.0,1.12,9.65,1.09,7.12
ATP,2013,6,Melbourne,Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Berlocq C.,18.0,68.0,1870.0,720.0,7.0,6.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.05,11.0,1.07,8.0,1.06,8.0,1.05,13.0,1.07,8.0,1.08,14.0,1.06,9.34
ATP,2013,6,Melbourne,Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Janowicz J.,Devvarman S.,26.0,551.0,1299.0,52.0,6.0,7.0,3.0,6.0,6.0,1.0,6.0,0.0,7.0,5.0,3.0,2.0,Completed,1.18,4.5,1.2,4.4,1.17,4.5,1.21,5.0,1.2,4.5,1.25,6.0,1.18,4.72
ATP,2013,6,Melbourne,Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Querrey S.,Baker B.,22.0,57.0,1650.0,776.0,6.0,7.0,1.0,1.0,,,,,,,0.0,1.0,Retired,1.14,5.5,1.2,4.4,1.2,4.33,1.18,5.7,1.2,4.5,1.2,5.7,1.18,4.83
ATP,2013,6,Melbourne,Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Melzer J.,Bautista R.,29.0,56.0,1177.0,786.0,6.0,7.0,6.0,3.0,6.0,7.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.8,1.9,1.8,1.98,1.83,1.83,1.72,2.26,1.67,2.2,1.85,2.26,1.76,2.02
ATP,2013,6,Melbourne,Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Rufin G.,6.0,92.0,4680.0,574.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,17.0,1.04,10.0,1.03,11.0,1.02,22.73,1.04,10.0,1.05,23.0,1.03,13.33
ATP,2013,6,Melbourne,Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Donskoy E.,Youzhny M.,82.0,25.0,637.0,1335.0,3.0,6.0,7.0,6.0,6.0,2.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,4.0,1.22,3.85,1.25,3.75,1.25,3.65,1.33,3.75,1.25,4.05,1.33,3.69,1.27
ATP,2013,6,Melbourne,Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Kamke T.,17.0,90.0,1900.0,577.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Retired,1.14,5.5,1.16,5.0,1.17,4.5,1.16,6.3,1.17,5.0,1.18,6.7,1.15,5.2
ATP,2013,6,Melbourne,Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Smyczek T.,5.0,125.0,6505.0,448.0,6.0,0.0,7.0,5.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.01,26.0,1.02,15.0,1.02,15.0,1.01,41.0,1.01,15.0,1.03,48.25,1.01,19.92
ATP,2013,6,Melbourne,Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Baghdatis M.,Ito T.,35.0,84.0,1070.0,633.0,3.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.08,8.0,1.07,8.0,1.1,6.5,1.08,10.15,1.08,7.0,1.11,11.0,1.08,7.91
